id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2492968467,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-12-23T19:22:42.896Z,2022-12-23T20:21:25Z,3954670083,194,e6ztipndwfp33c6j7yebsyx91,3954670079,130,13,3954724093,197,377,3954670085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954670073,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, djqbki8jap3rp8l0izzly9tzo, 8uxdtdynfnmlx0ro5iounze1, 75znincjirp1z8bcw9nhztxat, 803s6ja43m4i9jhl97jd37s2x, e6ztipndwfp33c6j7yebsyx91, 912y0yoa524suow0wvpbtwq1h, 433k61rvy0ay7lcsyxd918r8p, apjgf0d7fwwdsb06vdlsjyc45, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 36bi849x9anyfayunuudgcdbe, 55r9zkckjjq4txriw3jhguwnp, 4agmh5fbf826bjrxtg3mw5at, cvqqwbdd3dttekkcooh7i80h6, c38u6t2mr5f441tcuxlwpulpm, 1g46yyjzlu0vqpk3w51scv1ed, 9kvoxdbnb5kt2dzy7kr0s7v11, 2rw2a005v9ehuopm1hf87uvah",3954670077,59,"18, 20, 77, 4, 33, 42, 6, 30, 19, 27, 22, 1, 3, 9, 10, 13, 15, 17, 21, 93",3954670081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954670075,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969023,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-12-23T19:26:10.284Z,2022-12-23T20:21:19Z,3954672057,130,2,3954672053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3954672055,59,"1, 2, 94, 6, 5, 3, 23, 21, 36, 9, 7, 4, 10, 11, 12, 27, 39, 45, 95, 96",3954672063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954672061,194,bvy7d4r2ve9f5x1xyv0tx5cr9,3954724263,197,5337,3954672059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954672051,30,"3y7h2e79gvzrqor9gg854dl91, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 1c8ki3i0dz0axlnd0vauzw9d6, bvy7d4r2ve9f5x1xyv0tx5cr9, a00q0qj479gzj5hymx4ix5lp0, 3bysj69bufnbqx70q6ufzat49, 8qn1z72et0w6bqw9mstopb7px, 388ux45xau80x9rom4s2bapgq, 4rfcpo4l9f8x1m0rlnwloefl6, 57xeumfhz5h30yn1168rgljah, 8czsihbd6817k4uzvwenqvxex, 8sg65mj881mnfd9wgtew01s5x, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 6i4i4rqqcvxa7rsysriqxlxat, bmv1uzsltia86qpoj52ycfai, 68o93orxpx4ehs4dsa57521g5, 8inrz9rna2z5lirsorindh0b9, 8c1v7e8ep12pt7qck76e3jdhw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979727,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-12-23T20:15:52.310Z,2022-12-23T20:15:52Z,3954729551,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979731,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-12-23T20:15:52.310Z,2022-12-24T17:35:23Z,3954729571,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979739,3,1,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,50.2,50.4,2022-12-23T20:15:52.482Z,2022-12-24T22:40:50Z,3954729613,212,8.2,3954729607,56,Back,3954729617,279,S,3955451767,178,,3954729615,213,2.5,3954729609,140,44.0,3954729611,141,57.8,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979745,4,1,1,0,1,cgvbluoerzbzcr7aaxge3wkcv,1,44,57.8,2022-12-23T20:15:54.161Z,2022-12-24T22:40:53Z,3954729645,212,5.8,3955451771,178,,3954729647,213,1.7,3954729643,141,66.3,3954729641,140,43.5,3954729639,56,Back,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979761,5,1,1,0,3,cgvbluoerzbzcr7aaxge3wkcv,1,43.5,66.3,2022-12-23T20:15:55.646Z,2022-12-24T22:40:58Z,3954729737,141,74.6,3954729733,56,Back,3954729735,140,34.4,3955451779,178,,3954729741,213,2.6,3954729739,212,11.1,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979767,6,1,1,0,5,cgvbluoerzbzcr7aaxge3wkcv,1,34.4,74.6,2022-12-23T20:15:58.011Z,2022-12-24T22:41:04Z,3954729781,140,25.6,3955451791,178,,3954729783,141,59.7,3954729787,213,4.0,3954729779,56,Back,3954729785,212,13.7,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979787,7,1,1,0,8,cgvbluoerzbzcr7aaxge3wkcv,1,25.6,59.4,2022-12-23T20:16:00.630Z,2022-12-24T22:41:08Z,3955451807,178,,3954729871,140,24.5,3954729875,212,26.0,3954729869,56,Back,3954729877,213,4.7,3954729873,141,21.2,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979813,8,1,1,0,10,cgvbluoerzbzcr7aaxge3wkcv,1,24.5,21.2,2022-12-23T20:16:02.648Z,2022-12-24T22:41:11Z,3955451815,178,,3954729993,213,5.7,3954729979,56,Back,3954729991,212,15.9,3954729983,140,37.2,3954729987,141,8.6,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979821,9,50,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,38.2,20.8,2022-12-23T20:16:04.969Z,2022-12-24T22:41:18Z,3954730029,233,3,3954730021,56,Back,3954730023,286,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979815,3,7,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,0,61.8,79.2,2022-12-23T20:16:05.690Z,2022-12-24T22:41:22Z,3954729999,285,,3954729997,56,Left,3954730025,233,9,3955451835,178,,3955016821,385,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979839,10,1,1,0,15,cgvbluoerzbzcr7aaxge3wkcv,1,34.7,29.2,2022-12-23T20:16:07.524Z,2022-12-24T22:41:26Z,3954730109,212,22.3,3954730111,213,0.2,3954730107,141,37.3,3955451843,178,,3954730103,56,Center,3954730105,140,55.3,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979841,11,1,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,0,55.6,38.5,2022-12-23T20:16:09.093Z,2022-12-24T22:41:32Z,3954730123,141,34.4,3954730127,213,6.1,3954730119,56,Center,3954730125,212,12.4,3955451859,178,,3954730121,140,67.1,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979837,4,49,1,0,19,7kfx3xpj2c2wxinsyi16i9gaz,1,26.3,56.7,2022-12-23T20:16:11.891Z,2022-12-24T22:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979843,5,1,1,0,19,7kfx3xpj2c2wxinsyi16i9gaz,0,26.3,56.7,2022-12-23T20:16:11.930Z,2022-12-24T22:41:44Z,3954730137,140,58.0,3954730145,1,,3954730133,157,,3954730135,56,Left,3954730143,213,0.7,3954730141,212,45.4,3955451885,178,,3954730139,141,100.0,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979847,6,5,1,0,22,7kfx3xpj2c2wxinsyi16i9gaz,0,55.9,101.5,2022-12-23T20:16:14.718Z,2022-12-24T22:41:49Z,3954730161,347,,3954730233,233,12,3954730157,56,Left,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979857,12,5,1,0,22,cgvbluoerzbzcr7aaxge3wkcv,1,44.1,-1.5,2022-12-23T20:16:14.718Z,2022-12-24T22:41:49Z,3954730219,233,6,3954730215,56,Back,3954730217,347,,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979891,13,1,1,0,39,cgvbluoerzbzcr7aaxge3wkcv,0,51.8,0,2022-12-23T20:16:31.702Z,2022-12-24T22:41:53Z,3954730475,141,8.2,3954730481,1,,3954730477,212,21.7,3954730469,107,,3954730473,140,71.4,3954730479,213,0.3,3954730471,56,Right,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979899,7,1,1,0,40,7kfx3xpj2c2wxinsyi16i9gaz,1,27,96.8,2022-12-23T20:16:33.067Z,2022-12-25T05:26:29Z,3954730553,212,18.5,3954730545,3,,3954730549,140,44.0,3954730551,141,89.8,3955451917,178,,3954730547,56,Back,3954730555,213,6.0,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493037529,837,49,1,0,41,7kfx3xpj2c2wxinsyi16i9gaz,1,38.8,85,2022-12-23T20:16:33.933Z,2022-12-25T05:26:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979901,8,1,1,0,41,7kfx3xpj2c2wxinsyi16i9gaz,1,40.5,84.5,2022-12-23T20:16:33.939Z,2022-12-25T05:26:52Z,3954730573,213,1.4,3954730569,141,93.4,3954730571,212,6.1,3954730567,140,41.2,3954730565,56,Back,3955451953,178,,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492981007,50,1,1,0,42,7kfx3xpj2c2wxinsyi16i9gaz,0,40.7,98.1,2022-12-23T20:16:35.289Z,2022-12-24T22:42:19Z,3954738183,56,Left,3954738187,141,87.8,3955451997,388,,3954738185,140,51.6,3954738191,213,5.7,3954738189,212,13.4,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493037557,945,49,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,46.2,14.1,2022-12-23T20:16:36.606Z,2022-12-24T22:42:32Z,,,,,,,,,,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979909,15,50,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,43.4,11.9,2022-12-23T20:16:36.730Z,2022-12-24T22:42:39Z,3954730603,286,,3954730639,233,9,3954730601,56,Back,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979915,9,7,1,0,44,7kfx3xpj2c2wxinsyi16i9gaz,1,56.6,88.1,2022-12-23T20:16:37.146Z,2022-12-24T22:42:45Z,3955017531,383,,3955452087,178,,3954730631,56,Left,3954730633,285,,3954730635,233,15,,,,,,,,,,388ux45xau80x9rom4s2bapgq,P. Liza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492980011,14,3,1,0,45,7kfx3xpj2c2wxinsyi16i9gaz,0,57.8,94.6,2022-12-23T20:16:38.006Z,2022-12-24T22:42:50Z,3954738743,286,,3954731313,56,Left,3954738763,233,85,3955017537,465,,3955452111,178,,,,,,,,,,,388ux45xau80x9rom4s2bapgq,P. Liza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492981215,85,7,1,0,45,cgvbluoerzbzcr7aaxge3wkcv,0,42.2,5.4,2022-12-23T20:16:38.198Z,2022-12-24T22:43:01Z,3955452147,178,,3954739449,285,,3954739623,233,14,3954739447,56,Back,3955017559,385,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979925,10,49,1,0,47,7kfx3xpj2c2wxinsyi16i9gaz,1,77.9,92.6,2022-12-23T20:16:39.370Z,2022-12-24T22:43:27Z,,,,,,,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979907,14,43,1,0,47,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-12-23T20:16:39.399Z,2022-12-23T20:16:48Z,3954730837,144,49,,,,,,,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979979,13,3,1,0,48,7kfx3xpj2c2wxinsyi16i9gaz,0,59.7,91.8,2022-12-23T20:16:40.394Z,2022-12-24T22:43:32Z,3954731301,233,19,3954731047,56,Left,3955017845,465,,3954731049,286,,3955452275,178,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979983,19,7,1,0,48,cgvbluoerzbzcr7aaxge3wkcv,0,40.3,8.2,2022-12-23T20:16:40.505Z,2022-12-24T22:43:36Z,3954731101,233,13,3954731097,56,Back,3955017895,383,,3954731099,285,,3955452311,178,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979913,16,43,1,0,48,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-12-23T20:16:41.094Z,2022-12-23T21:15:34Z,3954730629,213,2.6,3954808351,144,1,3954730621,56,Back,3954730625,141,12.4,3954730627,212,3.5,3954730623,140,41.1,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979945,11,1,1,0,52,7kfx3xpj2c2wxinsyi16i9gaz,0,93.6,88.2,2022-12-23T20:16:44.624Z,2022-12-24T22:43:42Z,3954730855,141,54.4,3954730853,140,90.2,3954730857,212,23.3,3954730849,155,,3955018079,224,,3954730851,56,Center,3954730847,2,,3954730859,213,4.6,57xeumfhz5h30yn1168rgljah,André Vidigal,3955018081,72,3955452335,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979961,17,12,1,0,53,cgvbluoerzbzcr7aaxge3wkcv,1,8.6,30.4,2022-12-23T20:16:45.740Z,2022-12-24T22:43:58Z,3954730937,212,14.8,3954730945,167,,3954730933,140,0.0,3954730935,141,15.1,3955452417,21,,3955452415,178,,3954730939,213,3.9,3954730931,56,Back,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979949,12,6,1,0,54,7kfx3xpj2c2wxinsyi16i9gaz,1,97.3,69.1,2022-12-23T20:16:46.854Z,2022-12-24T22:44:03Z,3954730881,73,,3954730949,233,18,3954730877,56,Center,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492979963,18,6,1,0,54,cgvbluoerzbzcr7aaxge3wkcv,0,2.7,30.9,2022-12-23T20:16:46.854Z,2022-12-24T22:44:03Z,3954730943,73,,3954730941,56,Back,3954730965,233,12,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492980041,15,1,1,1,19,7kfx3xpj2c2wxinsyi16i9gaz,1,99.4,99.5,2022-12-23T20:17:11.610Z,2022-12-24T22:44:13Z,3954731461,212,5.8,3955452483,178,,3954731459,141,94.4,3954731579,6,,3954731457,140,95.0,3954731455,56,Left,3954731463,213,3.8,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492980045,16,1,1,1,21,7kfx3xpj2c2wxinsyi16i9gaz,1,91.9,90.1,2022-12-23T20:17:13.572Z,2022-12-24T22:44:17Z,3954731475,140,85.8,3954731479,212,6.7,3954731481,213,3.4,3955452503,178,,3954731477,141,87.4,3954731473,56,Left,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492980047,17,1,1,1,22,7kfx3xpj2c2wxinsyi16i9gaz,1,85.8,84.5,2022-12-23T20:17:15.280Z,2022-12-24T22:44:21Z,3954731499,212,16.8,3955452527,178,,3954731495,140,74.1,3954731493,56,Center,3954731497,141,67.6,3954731501,213,3.9,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
