id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2466528125,7,3,1,0,13,cmbqc74mshg77ra7mywec2a6b,1,76.1,6.2,2022-10-02T14:33:18.839Z,2022-10-05T17:27:34Z,3814882659,56,Right,3814882661,286,,3814882815,233,5,3817472619,464,,3820756725,178,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528083,6,49,1,0,14,cmbqc74mshg77ra7mywec2a6b,1,77,1.7,2022-10-02T14:33:19.402Z,2022-10-05T17:27:44Z,,,,,,,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528183,8,1,1,0,17,cmbqc74mshg77ra7mywec2a6b,0,77,2.6,2022-10-02T14:33:22.006Z,2022-10-05T17:27:52Z,3815136517,343,2,3814882907,141,23.5,3814882911,213,0.7,3814882909,212,21.1,3820757113,178,,3814882905,140,91.9,3814882903,56,Center,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467626875,940,67,1,0,18,cgvbluoerzbzcr7aaxge3wkcv,1,8.3,77,2022-10-02T14:33:22.960Z,2022-10-06T07:56:57Z,3820793255,233,797,,,,,,,,,,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467626873,797,67,1,0,18,cmbqc74mshg77ra7mywec2a6b,0,91.7,23,2022-10-02T14:33:22.961Z,2022-10-05T17:59:05Z,3820793273,233,940,,,,,,,,,,,,,,,,,,,,,,649anpduq5pwrqbek73wr8n6y,Pedro Bicalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532887,18,8,1,0,18,cgvbluoerzbzcr7aaxge3wkcv,1,9.7,75,2022-10-02T14:33:23.001Z,2022-10-06T07:56:58Z,3820757203,178,,3817473379,385,,3814909379,343,3,3814907311,56,Back,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466531307,10,6,1,0,19,cgvbluoerzbzcr7aaxge3wkcv,0,0,69.8,2022-10-02T14:33:24.676Z,2022-10-05T17:28:03Z,3814901477,343,3,3814902297,73,,3814910667,233,20,3814899217,56,Back,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466531885,20,6,1,0,19,cmbqc74mshg77ra7mywec2a6b,1,100,30.2,2022-10-02T14:33:24.676Z,2022-10-05T17:28:03Z,3815139795,75,,3815147873,343,3,3814902231,56,Center,3815127063,233,10,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528211,9,43,1,0,20,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:25.252Z,2022-10-02T15:25:45Z,3814883037,56,Center,3815137787,144,61,,,,,,,,,,,,,,,,,,,649anpduq5pwrqbek73wr8n6y,Pedro Bicalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466531637,19,43,1,0,21,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:26.411Z,2022-10-02T14:36:55Z,3814901337,233,10,3814900865,56,Center,3814900867,346,0,3814902509,144,5,,,,,,,,,,,,,ytgqjgx6su1i7xjwdae6wiz8,João Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528219,6,43,1,0,22,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-02T14:33:27.079Z,2022-10-02T14:36:31Z,3814883103,56,Back,3814883107,141,32.2,3814883105,140,5.1,3814900297,144,12,3814883111,213,4.8,3814883109,212,9.2,3814883129,15,0,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528247,10,43,1,0,24,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:29.557Z,2022-10-02T15:25:43Z,3814883273,64,0,3814885599,230,99.3,3815137599,144,13,3814884661,72,0,3814885583,75,0,3814885595,146,94.7,3814885597,147,50.4,3814885591,458,0,fkx4v1ux771bqn2g9bn3340k,MT,3814885601,231,54.5,3814885587,103,2.8,3814883271,22,0,3814883275,56,Center,3814885589,328,0,3814885585,102,0.5,3814885593,153,0,,,,,,,,,,,,
2466529645,15,43,1,0,25,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:29.913Z,2022-10-02T15:25:40Z,3815137273,144,61,3814890717,56,Center,,,,,,,,,,,,,,,,,,,ytgqjgx6su1i7xjwdae6wiz8,João Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528303,11,43,1,0,26,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:30.991Z,2022-10-02T15:25:39Z,3814883595,56,Center,3815137201,144,61,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528357,7,43,1,0,27,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-02T14:33:32.775Z,2022-10-02T14:34:36Z,3814883873,140,12.3,3814883875,141,40.6,3814883877,212,2.2,3814883871,56,Back,3814889525,144,12,3814883879,213,0,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528501,8,43,1,0,31,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-02T14:33:35.910Z,2022-10-02T14:36:32Z,3814884593,213,0.8,3814884585,56,Back,3814900411,144,12,3814884589,141,91.8,3814884591,212,56.6,3814884587,140,47.3,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528369,12,43,1,0,32,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:36.932Z,2022-10-02T15:24:52Z,3815133183,144,49,,,,,,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528449,13,43,1,0,36,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:40.979Z,2022-10-02T15:24:51Z,3814884349,213,1.3,3814884345,141,36.4,3815133123,144,1,3814884341,56,Back,3814884347,212,21.9,3814884343,140,44.7,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528479,14,43,1,0,37,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:33:42.435Z,2022-10-02T15:24:50Z,3814884497,212,44.6,3814884491,56,Center,3814884501,1,0,3814884489,155,0,3814884493,140,86.4,3815133079,144,1,3814884499,213,0.2,3814884495,141,48.5,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466528505,9,43,1,0,40,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-02T14:33:45.320Z,2022-10-02T14:36:32Z,3814900431,144,52,,,,,,,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466530161,16,27,1,2,11,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:35:16.388Z,2022-10-05T17:28:12Z,3814893337,207,,3814893339,364,,3814893335,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466530361,17,65,1,2,12,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:35:17.617Z,2022-10-05T17:28:15Z,3814905319,335,,3814894315,365,8,3814894313,331,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466531333,18,28,1,3,17,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-10-02T14:36:22.575Z,2022-10-05T17:28:24Z,3814899269,364,,3814899271,55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532125,21,1,1,3,57,cmbqc74mshg77ra7mywec2a6b,0,99.7,0.2,2022-10-02T14:37:02.267Z,2022-10-05T17:30:39Z,3814903457,155,,3814903455,6,,3814903463,140,94.8,3817477513,224,,3814903469,213,1.7,3814903453,2,,3820760543,178,,3814903465,141,43.1,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,3817477515,20,,3814903461,56,Center,3814903467,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,
2466532195,11,12,1,3,58,cgvbluoerzbzcr7aaxge3wkcv,1,6.4,56.3,2022-10-02T14:37:03.423Z,2022-10-05T17:30:55Z,3814903877,212,32.6,3814903871,56,Back,3820760861,388,,3814903873,140,29.8,3814903879,213,0.7,3814903875,141,87.9,3814903895,15,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532317,22,1,1,4,3,cmbqc74mshg77ra7mywec2a6b,1,62.4,4.7,2022-10-02T14:37:08.853Z,2022-10-05T17:31:04Z,3814904439,56,Right,3814904445,212,27.2,3814904443,141,6.5,3814904437,155,,3820761025,178,,3814904447,213,0.0,3814904441,140,88.3,,,,649anpduq5pwrqbek73wr8n6y,Pedro Bicalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532349,23,1,1,4,8,cmbqc74mshg77ra7mywec2a6b,0,93,12.8,2022-10-02T14:37:12.984Z,2022-10-05T17:31:11Z,3820761167,178,,3814904651,141,42.5,3814904643,2,,3817477903,20,,3817477899,225,,3814904655,213,1.4,3814904647,56,Center,3814904653,212,20.5,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,3814904649,140,96.2,3817477901,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532357,12,52,1,4,8,cgvbluoerzbzcr7aaxge3wkcv,1,3.3,53.8,2022-10-02T14:37:13.609Z,2022-10-05T17:31:16Z,3820761301,178,,3817477941,376,,,,,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532675,13,1,1,4,18,cgvbluoerzbzcr7aaxge3wkcv,1,11.4,59.3,2022-10-02T14:37:23.153Z,2022-10-05T17:31:20Z,3814906193,140,18.7,3814906197,212,13.5,3814906191,56,Back,3814906189,123,,3814906195,141,75.6,3814906199,213,1.0,3820761381,178,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532701,14,1,1,4,20,cgvbluoerzbzcr7aaxge3wkcv,1,19.1,75.6,2022-10-02T14:37:25.819Z,2022-10-05T17:31:25Z,3814906307,140,36.0,3820761449,178,,3814906311,212,22.5,3814906309,141,96.0,3814906313,213,0.7,3814906305,56,Back,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532729,15,1,1,4,25,cgvbluoerzbzcr7aaxge3wkcv,1,33.2,97.3,2022-10-02T14:37:30.232Z,2022-10-05T17:31:32Z,3814906439,140,22.1,3814906445,213,3.7,3820761587,178,,3814906437,56,Back,3814906443,212,13.9,3814906441,141,86.1,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532807,16,1,1,4,26,cgvbluoerzbzcr7aaxge3wkcv,0,23.5,83.7,2022-10-02T14:37:31.522Z,2022-10-05T17:31:36Z,3814906849,212,33.9,3814906845,140,53.9,3814906847,141,100.0,3814906841,157,,3820761685,178,,3814906851,213,0.3,3814906843,56,Left,3814906853,1,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532815,17,5,1,4,29,cgvbluoerzbzcr7aaxge3wkcv,0,58.2,101.2,2022-10-02T14:37:34.452Z,2022-10-05T17:31:41Z,3814906885,56,Left,3814906889,347,,3814907045,233,24,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532823,24,5,1,4,29,cmbqc74mshg77ra7mywec2a6b,1,41.8,-1.2,2022-10-02T14:37:34.452Z,2022-10-05T17:31:41Z,3814906959,56,Back,3814907021,233,17,3814906961,347,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533143,25,1,1,4,42,cmbqc74mshg77ra7mywec2a6b,1,45.9,0,2022-10-02T14:37:47.033Z,2022-10-05T17:31:45Z,3814908675,107,,3814908683,212,28.2,3814908679,140,72.5,3814908681,141,3.7,3814908687,1,,3814908685,213,0.1,3814908677,56,Right,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533147,26,4,1,4,46,cmbqc74mshg77ra7mywec2a6b,1,73.6,4.6,2022-10-02T14:37:51.450Z,2022-10-05T17:31:54Z,3814908721,152,,3814908915,233,19,3814908723,286,,3814908715,295,,3814908717,56,Right,3814908713,13,,,,,,,,ytgqjgx6su1i7xjwdae6wiz8,João Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533169,19,4,1,4,46,cgvbluoerzbzcr7aaxge3wkcv,0,26.4,95.4,2022-10-02T14:37:51.451Z,2022-10-05T17:31:54Z,3820762185,178,,3814908845,56,Back,3814908849,285,,3814908843,295,,3814908847,152,,3814908841,13,,3814908985,233,26,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533713,27,1,1,5,20,cmbqc74mshg77ra7mywec2a6b,1,72,3.7,2022-10-02T14:38:25.397Z,2022-10-05T17:33:41Z,3814911935,140,87.7,3814911939,212,28.9,3820763279,178,,3814911941,213,1.0,3817483711,20,,3814911937,141,38.6,3814911931,152,,3814911921,2,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,3814911933,56,Center,3814911929,155,,3814911925,5,,3817483709,224,,,,,,,,,,,,,,,,,,,,,,
2466533745,28,1,1,5,21,cmbqc74mshg77ra7mywec2a6b,0,87.5,38.8,2022-10-02T14:38:26.391Z,2022-10-05T17:33:53Z,3814912079,213,0.0,3820764601,178,,3814912075,141,38.8,3814912077,212,2.3,3814912071,56,Center,3814912073,140,89.7,3814912069,168,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466534525,28,61,1,5,21,cgvbluoerzbzcr7aaxge3wkcv,1,9.1,59.2,2022-10-02T14:38:26.783Z,2022-10-05T17:34:00Z,3814916287,56,Back,3820764745,178,,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533703,20,4,1,5,24,cgvbluoerzbzcr7aaxge3wkcv,1,3.1,57.2,2022-10-02T14:38:29.106Z,2022-10-05T17:34:08Z,3815139559,285,,3815139555,152,,3815139603,233,398,3815139557,265,,3815139551,13,,3815139553,56,Back,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466576073,398,4,1,5,24,cmbqc74mshg77ra7mywec2a6b,0,96.9,42.8,2022-10-02T14:38:29.107Z,2022-10-05T17:34:07Z,3815139205,56,Center,3815139209,265,,3815139211,286,,3820764915,178,,3815139625,233,20,3815139203,13,,3815139207,152,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533843,21,1,1,5,29,cgvbluoerzbzcr7aaxge3wkcv,0,2.4,58.1,2022-10-02T14:38:34.549Z,2022-10-05T17:34:12Z,3815141443,5,,3815141237,212,47.7,3814912627,56,Back,3815141241,1,,3815141233,140,38.3,3815141445,152,,3815141239,213,0.7,3815141235,141,100.0,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,3820765007,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466533915,22,5,1,5,33,cgvbluoerzbzcr7aaxge3wkcv,0,35.4,101.8,2022-10-02T14:38:38.446Z,2022-10-05T17:34:19Z,3814914969,233,29,3814913023,347,,3814913021,56,Back,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466534279,29,5,1,5,33,cmbqc74mshg77ra7mywec2a6b,1,64.6,-1.8,2022-10-02T14:38:38.446Z,2022-10-05T17:34:19Z,3814914901,347,,3814914941,233,22,3814914899,56,Right,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466534121,23,43,1,5,34,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-02T14:38:39.296Z,2022-10-02T15:26:32Z,3814914025,56,Back,3815141515,144,61,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466536241,39,1,1,5,46,cmbqc74mshg77ra7mywec2a6b,1,42.7,0,2022-10-02T14:38:51.129Z,2022-10-05T17:34:30Z,3814926091,189,,3814925715,141,27.5,3814925719,213,1.9,3814925993,107,,3814925713,140,35.8,3814925717,212,21.3,3814925711,56,Back,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466536377,40,61,1,5,46,cmbqc74mshg77ra7mywec2a6b,1,34.9,31.3,2022-10-02T14:38:51.306Z,2022-10-05T17:34:31Z,3820765281,178,,3814926963,189,,3814926449,56,Back,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
