id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2513098373,172,1,1,19,11,bwt8yfk8rkcwiwyr0mopd7wqd,1,45.9,56.7,2023-02-26T20:52:21.254Z,2023-03-01T04:44:33Z,4060626319,1,,4060626317,213,5.1,4060626309,56,Right,4060626311,140,58.6,4060626315,212,32.3,4064569693,178,,4060626313,141,13.4,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098387,173,1,1,19,16,bwt8yfk8rkcwiwyr0mopd7wqd,0,60.6,12.2,2023-02-26T20:52:27.023Z,2023-03-01T04:44:36Z,4060626397,140,76.6,4060626399,141,41.6,4060626395,56,Center,4060626401,212,26.1,4064569719,178,,4060626393,155,,4060626403,213,0.9,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098423,207,1,1,19,18,66bsnl0zjb7l5akwo00h0y5me,1,22.8,65.3,2023-02-26T20:52:28.712Z,2023-03-01T04:44:40Z,4060626567,141,73.2,4060626569,212,10.2,4060626561,3,,4060626563,56,Back,4060626565,140,31.1,4060626571,213,0.6,4064569743,388,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098429,208,49,1,19,19,66bsnl0zjb7l5akwo00h0y5me,1,31.1,73.2,2023-02-26T20:52:30.001Z,2023-03-01T04:44:45Z,,,,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098443,209,1,1,19,21,66bsnl0zjb7l5akwo00h0y5me,0,31.1,73.2,2023-02-26T20:52:31.425Z,2023-03-01T04:44:48Z,4060626665,213,6.0,4060626661,141,68.6,4060626659,140,42.4,4060626657,56,Back,4064569789,178,,4060626663,212,12.3,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513849241,1284,43,1,19,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:52:32.371Z,2023-03-01T05:16:52Z,4064581639,233,959,4064581873,144,67,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513849271,1287,67,1,19,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,58,34.1,2023-02-26T20:52:32.371Z,2023-03-01T05:28:46Z,4064581899,233,963,,,,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513849237,959,43,1,19,22,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T20:52:32.372Z,2023-03-01T05:16:52Z,4064581645,233,1284,4064581867,144,67,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513849269,963,67,1,19,22,66bsnl0zjb7l5akwo00h0y5me,0,42,65.9,2023-02-26T20:52:32.372Z,2023-03-01T05:16:57Z,4064581903,233,1287,,,,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098451,174,8,1,19,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,59.8,33.5,2023-02-26T20:52:32.385Z,2023-03-01T05:28:46Z,4064569883,178,,4063515355,383,,4060626697,56,Center,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098461,175,49,1,19,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.9,33.1,2023-02-26T20:52:33.816Z,2023-03-01T04:45:05Z,,,,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098471,176,1,1,19,24,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.9,33.1,2023-02-26T20:52:34.934Z,2023-03-01T04:45:10Z,4064569963,178,,4060626823,213,2.7,4060626819,141,38.3,4060626817,140,58.3,4060626815,56,Center,4060626821,212,7.8,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098493,177,1,1,19,25,bwt8yfk8rkcwiwyr0mopd7wqd,1,58.3,38.3,2023-02-26T20:52:35.782Z,2023-03-01T04:45:19Z,4064570025,178,,4060626923,56,Right,4060626927,141,3.5,4060626929,212,24.4,4060626925,140,64.1,4060626931,213,5.0,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098495,178,1,1,19,28,bwt8yfk8rkcwiwyr0mopd7wqd,0,64.1,3.5,2023-02-26T20:52:38.910Z,2023-03-01T04:45:24Z,4060626989,233,210,4060626987,236,,4060626943,141,5.0,4060626993,286,,4064570077,178,,4060626939,56,Right,4060626945,212,1.9,4060626941,140,65.6,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,4060626947,213,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098503,210,74,1,19,28,66bsnl0zjb7l5akwo00h0y5me,1,33.8,95.9,2023-02-26T20:52:38.967Z,2023-03-01T04:45:28Z,4060626977,285,,4060626975,56,Back,4064570101,178,,4060627027,233,178,,,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098609,179,5,1,19,29,bwt8yfk8rkcwiwyr0mopd7wqd,1,65,-1.6,2023-02-26T20:52:39.654Z,2023-03-01T04:45:34Z,4060627599,233,211,4060627597,347,,4060627595,56,Right,,,,,,,,,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098509,211,5,1,19,29,66bsnl0zjb7l5akwo00h0y5me,0,35,101.6,2023-02-26T20:52:39.654Z,2023-03-01T04:45:35Z,4060627039,347,,4060627037,56,Back,4060627603,233,179,,,,,,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098627,180,1,1,19,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,68.9,0,2023-02-26T20:52:54.199Z,2023-03-01T04:45:40Z,4060627695,141,3.4,4060627689,107,,4060627691,56,Right,4060627697,212,11.2,4060627699,213,0.3,4060627693,140,79.1,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098637,182,43,1,19,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:52:56.522Z,2023-02-26T20:53:03Z,4060627743,56,Right,4060627745,347,0,4060628005,144,5,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098633,181,1,1,19,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,78.9,6.6,2023-02-26T20:52:56.638Z,2023-03-01T04:46:16Z,4060627733,213,4.7,4064570343,178,,4060627725,56,Right,4060627731,212,3.2,4060627727,140,78.9,4060627729,141,1.9,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098651,183,61,1,19,47,bwt8yfk8rkcwiwyr0mopd7wqd,0,79.9,2.3,2023-02-26T20:52:57.782Z,2023-03-01T04:46:20Z,4060627811,56,Right,4064570371,178,,,,,,,,,,,,,,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098659,213,49,1,19,49,66bsnl0zjb7l5akwo00h0y5me,1,10.4,96.3,2023-02-26T20:52:59.229Z,2023-03-01T04:46:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098693,214,1,1,19,50,66bsnl0zjb7l5akwo00h0y5me,1,10.9,96.3,2023-02-26T20:53:00.906Z,2023-03-01T04:46:30Z,4060628053,56,Back,4064570429,178,,4060628055,140,27.0,4060628057,141,92.1,4060628059,212,17.1,4060628061,213,6.1,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098767,215,1,1,19,54,66bsnl0zjb7l5akwo00h0y5me,1,32.7,89.2,2023-02-26T20:53:04.857Z,2023-03-01T04:46:36Z,4060628423,213,4.9,4060628417,140,34.3,4060628419,141,72.1,4060628415,56,Back,4060628421,212,11.7,4064570463,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098893,185,27,1,19,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:53:06.413Z,2023-03-01T04:46:55Z,4060629133,233,218,4060629995,41,Injury,4060629999,53,5drwrn9zmqeyo7h5zhy28mb8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098849,218,27,1,19,56,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T20:53:06.413Z,2023-03-01T04:46:55Z,4060629117,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098905,186,28,1,20,21,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:53:31.852Z,2023-03-01T04:47:04Z,4060629141,55,185,4060629185,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098855,219,28,1,20,21,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T20:53:31.852Z,2023-03-01T04:47:05Z,4060628913,55,218,4060629175,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098861,184,68,1,20,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:53:33.053Z,2023-03-01T04:47:36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098875,220,68,1,20,23,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T20:53:33.093Z,2023-03-01T04:47:24Z,4060640255,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098895,221,1,1,20,23,66bsnl0zjb7l5akwo00h0y5me,1,36.5,78.9,2023-02-26T20:53:33.414Z,2023-03-01T04:47:09Z,4060629089,212,25.9,4060629087,141,72.6,4060629091,213,3.3,4060629085,140,12.2,4064570705,178,,4060629083,56,Back,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098913,222,1,1,20,26,66bsnl0zjb7l5akwo00h0y5me,1,13.1,73.9,2023-02-26T20:53:36.113Z,2023-03-01T04:47:47Z,4060629197,213,0.9,4060629191,140,24.6,4060629195,212,19.4,4060629189,56,Back,4064570933,178,,4060629193,141,96.3,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098939,223,1,1,20,28,66bsnl0zjb7l5akwo00h0y5me,0,25.4,96.3,2023-02-26T20:53:38.330Z,2023-03-01T04:47:51Z,4064570961,178,,4060629343,212,35.2,4060629345,213,5.9,4060629347,1,,4060629341,141,77.4,4060629339,140,56.6,4060629337,56,Center,4060629335,155,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098955,187,1,1,20,30,bwt8yfk8rkcwiwyr0mopd7wqd,1,41.9,20.7,2023-02-26T20:53:40.890Z,2023-03-01T04:48:01Z,4060629413,141,25.6,4060629417,213,0.4,4064571027,178,,4060629409,140,48.9,4060629415,212,8.1,4060629405,56,Back,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098959,188,49,1,20,31,bwt8yfk8rkcwiwyr0mopd7wqd,1,54.8,31.4,2023-02-26T20:53:41.507Z,2023-03-01T05:19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098969,189,1,1,20,32,bwt8yfk8rkcwiwyr0mopd7wqd,1,54.8,31.4,2023-02-26T20:53:42.662Z,2023-03-01T04:48:11Z,4060629483,141,42.1,4064571101,178,,4060629479,56,Center,4060629481,140,66.6,4060629487,213,0.5,4060629485,212,14.4,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098975,190,1,1,20,33,bwt8yfk8rkcwiwyr0mopd7wqd,1,66.6,42.1,2023-02-26T20:53:43.502Z,2023-03-01T04:48:27Z,4060629513,213,3.7,4064571187,178,,4060629509,141,37.3,4060629507,140,61.7,4060629511,212,6.1,4060629505,56,Center,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513098993,191,1,1,20,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,63.4,40,2023-02-26T20:53:45.077Z,2023-03-01T04:48:33Z,4064571213,178,,4060629637,213,1.9,4060629631,140,56.8,4060629629,56,Center,4060629635,212,23.4,4060629633,141,72.8,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099011,192,1,1,20,38,bwt8yfk8rkcwiwyr0mopd7wqd,0,64,72.3,2023-02-26T20:53:48.183Z,2023-03-01T04:48:37Z,4064571243,178,,4060629733,213,5.1,4060629723,196,,4060629727,140,79.9,4060629735,1,,4060629729,141,9.2,4060629721,155,,4060629725,56,Right,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,4060629731,212,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099043,224,1,1,20,40,66bsnl0zjb7l5akwo00h0y5me,1,22.9,87.7,2023-02-26T20:53:50.617Z,2023-03-01T04:48:49Z,4060629875,140,36.6,4060629871,3,,4064571305,388,,4060629879,212,18.3,4060629877,141,71.0,4060629881,213,5.6,4060629873,56,Back,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099059,225,1,1,20,42,66bsnl0zjb7l5akwo00h0y5me,1,36.6,71,2023-02-26T20:53:52.755Z,2023-03-01T04:49:32Z,4060629953,56,Back,4064571521,178,,4060629955,140,22.2,4060629959,212,15.2,4060629961,213,3.1,4060629951,3,,4060629957,141,72.7,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099065,227,49,1,20,43,66bsnl0zjb7l5akwo00h0y5me,1,22.2,72.7,2023-02-26T20:53:53.963Z,2023-03-01T04:50:02Z,,,,,,,,,,,,,,,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099079,228,1,1,20,45,66bsnl0zjb7l5akwo00h0y5me,1,22.2,72.7,2023-02-26T20:53:55.169Z,2023-03-01T04:50:07Z,4060630065,140,3.1,4060630067,141,49.0,4060630069,212,25.7,4064571779,178,,4060630071,213,3.8,4060630063,56,Back,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099063,226,43,1,20,45,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-26T20:53:55.723Z,2023-02-26T20:54:01Z,4060629983,141,72.7,4060629985,212,0,4060630127,144,1,4060629987,213,0,4060629989,1,0,4060629981,140,22.2,4060629979,56,Back,4060629977,157,0,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099133,229,1,1,20,50,66bsnl0zjb7l5akwo00h0y5me,1,3.4,51.7,2023-02-26T20:54:00.650Z,2023-03-01T04:50:10Z,4060630367,56,Back,4060630369,140,13.4,4060630373,212,22.9,4064571801,178,,4060630371,141,81.6,4060630375,213,1.1,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099149,230,1,1,20,57,66bsnl0zjb7l5akwo00h0y5me,1,25.8,78,2023-02-26T20:54:07.521Z,2023-03-01T04:50:14Z,4060630479,56,Back,4060630485,212,14.8,4060630481,140,35.0,4064571833,178,,4060630487,213,0.9,4060630483,141,94.5,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099177,231,1,1,21,0,66bsnl0zjb7l5akwo00h0y5me,1,34.3,93.9,2023-02-26T20:54:10.633Z,2023-03-01T04:50:19Z,4060630629,140,23.5,4060630627,56,Back,4060630635,213,3.7,4060630631,141,84.0,4060630633,212,13.2,4064571849,178,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099193,232,1,1,21,4,66bsnl0zjb7l5akwo00h0y5me,1,22.8,77.2,2023-02-26T20:54:14.559Z,2023-03-01T04:50:26Z,4064571873,178,,4060630719,56,Back,4060630725,212,19.1,4060630727,213,4.1,4060630721,140,12.5,4060630723,141,54.1,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099205,233,1,1,21,7,66bsnl0zjb7l5akwo00h0y5me,1,12.5,54.1,2023-02-26T20:54:17.113Z,2023-03-01T04:50:30Z,4060630781,141,84.2,4060630785,213,1.1,4064571885,178,,4060630779,140,22.4,4060630777,56,Back,4060630783,212,23.0,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099217,234,1,1,21,8,66bsnl0zjb7l5akwo00h0y5me,1,22.6,84.2,2023-02-26T20:54:19.033Z,2023-03-01T04:50:34Z,4060630859,213,5.5,4060630851,140,27.7,4060630855,212,7.6,4060630849,56,Back,4064571901,178,,4060630853,141,76.3,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099219,235,1,1,21,10,66bsnl0zjb7l5akwo00h0y5me,0,27.9,76.7,2023-02-26T20:54:20.543Z,2023-03-01T04:50:40Z,4060630875,212,17.2,4060630877,213,1.4,4060630871,140,30.9,4060630869,56,Back,4060630873,141,100.0,4064571935,178,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099243,193,5,1,21,12,bwt8yfk8rkcwiwyr0mopd7wqd,1,66.4,-1.5,2023-02-26T20:54:22.357Z,2023-03-01T04:50:43Z,4060631013,56,Right,4060631017,347,,4060631031,233,236,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099221,236,5,1,21,12,66bsnl0zjb7l5akwo00h0y5me,0,33.6,101.5,2023-02-26T20:54:22.357Z,2023-03-01T04:50:44Z,4060631037,233,193,4060630883,347,,4060630881,56,Back,,,,,,,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099299,194,1,1,21,25,bwt8yfk8rkcwiwyr0mopd7wqd,1,63.1,0,2023-02-26T20:54:35.188Z,2023-03-01T04:50:50Z,4060631253,56,Right,4060631255,140,74.8,4060631251,107,,4060631261,213,0.4,4060631259,212,13.3,4060631257,141,6.5,,,,,,,5drwrn9zmqeyo7h5zhy28mb8q,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099301,195,61,1,21,27,bwt8yfk8rkcwiwyr0mopd7wqd,0,74.9,8.5,2023-02-26T20:54:37.084Z,2023-03-01T04:50:55Z,4064572033,178,,4060631269,56,Right,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099313,237,49,1,21,27,66bsnl0zjb7l5akwo00h0y5me,1,32.3,74.5,2023-02-26T20:54:38.048Z,2023-03-01T04:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099337,238,1,1,21,29,66bsnl0zjb7l5akwo00h0y5me,1,32.3,74.5,2023-02-26T20:54:39.122Z,2023-03-01T04:51:05Z,4060631431,213,5.1,4060631425,140,34.3,4060631429,212,6.0,4060631427,141,66.2,4060631423,56,Back,4064572107,178,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099349,239,1,1,21,32,66bsnl0zjb7l5akwo00h0y5me,0,37.1,60.5,2023-02-26T20:54:42.262Z,2023-03-01T04:51:10Z,4060631453,56,Center,4060631455,140,61.3,4060631459,212,28.0,4060631461,213,0.4,4060631457,141,77.8,4064572131,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099357,197,49,1,21,33,bwt8yfk8rkcwiwyr0mopd7wqd,1,40.9,21.4,2023-02-26T20:54:43.444Z,2023-03-01T04:51:14Z,,,,,,,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099353,196,43,1,21,34,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-26T20:54:44.191Z,2023-02-28T14:20:43Z,4060631485,56,Back,4063520593,144,8,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099371,198,1,1,21,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,43.9,22.7,2023-02-26T20:54:45.200Z,2023-03-01T04:51:18Z,4060631593,212,5.4,4060631595,213,1.2,4060631587,56,Back,4060631589,140,45.7,4060631591,141,30.2,4064572185,178,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099377,199,1,1,21,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,45.7,30.2,2023-02-26T20:54:45.966Z,2023-03-01T04:51:23Z,4064572229,178,,4060631633,141,16.3,4060631629,56,Right,4060631635,212,13.4,4060631637,213,5.5,4060631631,140,54.7,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099393,200,1,1,21,38,bwt8yfk8rkcwiwyr0mopd7wqd,0,63.4,16,2023-02-26T20:54:48.875Z,2023-03-01T04:51:26Z,4060631753,213,0.5,4060631853,4,,4060631751,212,18.1,4060631745,56,Center,4060631747,140,78.8,4060631749,141,28.0,4064572249,178,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513099395,240,49,1,21,40,66bsnl0zjb7l5akwo00h0y5me,1,22.2,67.7,2023-02-26T20:54:50.146Z,2023-03-01T04:51:30Z,,,,,,,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
