id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value,qualifier/14/value,qualifier/16/value
2502689135,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-31T20:16:21.410Z,2023-02-02T17:49:40Z,4005796125,130,8,4005796129,194,8zt0zlypar7m1eqj4zu8ul695,4005979589,197,390,4005796119,30,"25n2vrjnz5qsm5pigyn3ps8vd, bdgqvvkpadpthmlm40wa6dcyx, ds66cc3zwxbyl5zfzag5422g9, 1doj252anzqdzn5fknqr5i31l, 8zt0zlypar7m1eqj4zu8ul695, 1ni0afs55daxlb5ocaqb2o8vd, 9l70xwbhc0xr57iifzyxzot7t, 7nrjutc015x9nupdcl4hj3l5h, eswp4t4r8ktirsnkodz26gyui, 3w3z6g8x70ii3pltaxyxbycwl, dh3ddfghtgeb2iu2608y96i5m, c0pat4dqmsc4teand5ampsdlh, 4effb0zguv2lqtv2vl9lqb696, 1nqpxso2a9qw8w8g6u4sb60ut, 1swp008ttj3pd57fz5uw8mctm, 79ir6aubulzanvonfbgngk5hx, 43mnaysq76cz587wxk8w3job9, 2jl9lfqd2q74iwamx7g0xva50, 3mp7wghcalu9g3wxbqb9eqga",4005796131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005796123,59,"12, 21, 6, 23, 13, 3, 2, 5, 18, 10, 11, 8, 9, 14, 17, 20, 44, 64, 92",4005796127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4005796121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502699497,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-31T20:29:36.159Z,2023-01-31T21:19:50Z,4005851255,194,x32fbvwwxkda9ruezw67b3dh,4005851247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4005851243,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, yzee990gbkpl00qdgr6h3r2t, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 7pmigpf4yfi6dfih8e1ogdwb9, 7pi4j76iy3cfh0bfkxf9x8ell, 4dh4ws8ehn6uywozt6ygczs2d, 7qwzed85qna21zisvvatrjlxx, er2t5qzxjzjgiz64l5qqk3mjt, 3o4tq8qooplx2izq9rucgu7d, 18mddnpa54ygoaefaj0c5obf9, chfqy504a1mnfs67pbdbk0jfu, bxcpii8qeyw2duignml45sc15, 929ho421g2zacylfc97m23uac, bocgbpxctelmsucqoba2dujca, b28shtartb4rywo0utiaidawa",4005974933,197,368,4005851253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005851249,59,"99, 6, 3, 22, 66, 30, 20, 61, 15, 7, 8, 2, 4, 19, 23, 24, 33, 87, 91, 45",4005851257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005851251,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723157,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-31T21:17:02.399Z,2023-02-02T23:42:15Z,4005980463,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723171,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-31T21:17:02.399Z,2023-01-31T21:17:04Z,4005980501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723215,3,1,1,0,0,dich5v7sw466smbqap0d9rbyj,1,50,50,2023-01-31T21:17:02.468Z,2023-02-03T05:20:45Z,4005980727,140,26.8,4005980735,279,S,4008653689,178,,4005980733,213,2.8,4005980731,212,26.3,4005980729,141,64.4,4005980725,56,Back,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723255,4,1,1,0,3,dich5v7sw466smbqap0d9rbyj,1,28.7,62.3,2023-01-31T21:17:05.785Z,2023-02-03T05:20:51Z,4008653815,178,,4005981025,213,5.9,4005981015,155,,4005981019,140,70.1,4005981027,1,,4005981021,141,38.2,4005981017,56,Center,4005981023,212,46.5,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723279,5,44,1,0,6,dich5v7sw466smbqap0d9rbyj,1,70.2,37.2,2023-01-31T21:17:08.518Z,2023-02-03T06:26:15Z,4005981147,286,,4005981189,233,3,4005981145,56,Center,,,,,,,,,,,,,,,,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723251,3,44,1,0,6,9ldqu49smv1xg2va0n2cy28zl,0,29.8,62.8,2023-01-31T21:17:08.519Z,2023-02-03T05:20:58Z,4005980999,285,,4005981209,233,5,4005980997,56,Back,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723285,6,1,1,0,6,dich5v7sw466smbqap0d9rbyj,0,76.1,33.4,2023-01-31T21:17:08.596Z,2023-02-03T06:26:15Z,4007928393,141,31.8,4007928391,140,72.8,4007928397,213,3.4,4008653897,388,,4007928395,212,3.6,4005981183,56,Center,4007928389,3,,,,,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723331,4,1,1,0,8,9ldqu49smv1xg2va0n2cy28zl,1,24.6,69,2023-01-31T21:17:11.298Z,2023-02-03T05:21:06Z,4005981431,56,Back,4005981437,212,9.8,4005981429,3,,4005981433,140,20.8,4008653951,388,,4005981439,213,2.0,4005981435,141,82.2,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723339,5,49,1,0,9,9ldqu49smv1xg2va0n2cy28zl,1,26.3,83.8,2023-01-31T21:17:12.119Z,2023-02-03T05:21:11Z,,,,,,,,,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723351,6,1,1,0,9,9ldqu49smv1xg2va0n2cy28zl,1,26.3,83.8,2023-01-31T21:17:12.123Z,2023-02-03T05:21:19Z,4005981525,212,36.4,4005981529,1,,4008654023,178,,4005981519,56,Back,4005981523,141,41.8,4005981527,213,5.4,4005981517,157,,4005981521,140,47.8,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723465,7,1,1,0,13,9ldqu49smv1xg2va0n2cy28zl,1,48,41.6,2023-01-31T21:17:15.542Z,2023-02-03T05:21:24Z,4005982127,141,27.0,4005982121,3,,4005982123,56,Center,4008654105,388,,4005982129,212,12.9,4005982125,140,55.9,4005982131,213,5.4,,,,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723489,8,1,1,0,21,9ldqu49smv1xg2va0n2cy28zl,1,69.6,42.1,2023-01-31T21:17:23.543Z,2023-02-03T05:21:35Z,4005982257,213,4.2,4005982249,140,65.0,4005982251,141,30.7,4008654207,178,,4005982253,212,9.1,4005982247,56,Center,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723515,9,1,1,0,22,9ldqu49smv1xg2va0n2cy28zl,1,63.8,25.5,2023-01-31T21:17:25.272Z,2023-02-03T05:21:38Z,4005982385,56,Right,4005982389,141,4.1,4008654243,178,,4005982391,212,16.3,4005982393,213,5.2,4005982387,140,70.7,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723579,10,1,1,0,24,9ldqu49smv1xg2va0n2cy28zl,1,63.4,3.6,2023-01-31T21:17:27.107Z,2023-02-03T05:21:41Z,4005982713,213,0,4005982707,140,74.4,4005982711,212,11.6,4008654293,178,,4005982705,56,Right,4005982709,141,3.6,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723615,11,1,1,0,28,9ldqu49smv1xg2va0n2cy28zl,1,88.8,5.5,2023-01-31T21:17:30.834Z,2023-02-03T05:21:45Z,4005982887,212,9.2,4005982881,56,Right,4005982883,140,87.4,4008654345,178,,4005982885,141,18.9,4005982889,213,1.7,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503242323,1352,83,1,0,30,dich5v7sw466smbqap0d9rbyj,1,11.5,74.9,2023-01-31T21:17:33.251Z,2023-02-03T07:35:59Z,4008715253,399,235887,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723617,12,61,1,0,30,9ldqu49smv1xg2va0n2cy28zl,0,86,25,2023-01-31T21:17:33.322Z,2023-02-03T07:35:33Z,4005982899,56,Center,4008654407,178,,,,,,,,,,,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723687,7,49,1,0,31,dich5v7sw466smbqap0d9rbyj,1,17.7,73.4,2023-01-31T21:17:33.409Z,2023-02-03T07:35:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723709,8,1,1,0,35,dich5v7sw466smbqap0d9rbyj,1,30.1,45.8,2023-01-31T21:17:37.432Z,2023-02-03T05:21:58Z,4005983331,141,5.4,4005983325,140,29.2,4005983321,56,Back,4005983339,213,4.7,4005983335,212,27.5,4008654473,178,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723745,9,1,1,0,38,dich5v7sw466smbqap0d9rbyj,1,32.8,5,2023-01-31T21:17:40.824Z,2023-02-03T05:22:01Z,4005983479,56,Back,4005983481,140,19.8,4005983487,213,3.3,4005983483,141,2.5,4008654501,178,,4005983485,212,13.8,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723771,10,1,1,0,39,dich5v7sw466smbqap0d9rbyj,0,20.1,5.8,2023-01-31T21:17:42.350Z,2023-02-03T05:22:05Z,4005983613,141,31.8,4008654545,178,,4005983607,155,,4005983611,140,62.1,4005983617,213,0.4,4005983615,212,47.5,4005983619,1,,4005983609,56,Center,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723793,13,43,1,0,45,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-31T21:17:47.750Z,2023-02-02T11:25:51Z,4005983739,56,Back,4007939535,144,61,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723859,14,1,1,0,46,9ldqu49smv1xg2va0n2cy28zl,1,35,58.1,2023-01-31T21:17:48.430Z,2023-02-03T05:22:14Z,4005984053,140,26.1,4005984051,56,Back,4005984055,141,21.3,4005984059,212,26.7,4005984061,213,4.4,4008654623,178,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723827,11,43,1,0,46,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-31T21:17:49.374Z,2023-02-02T11:25:53Z,4007939593,144,61,4005983895,56,Center,,,,,,,,,,,,,,,,,,,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723869,15,49,1,0,50,9ldqu49smv1xg2va0n2cy28zl,1,26.1,22.2,2023-01-31T21:17:53.222Z,2023-02-03T05:22:19Z,,,,,,,,,,,,,,,,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502723969,16,1,1,0,55,9ldqu49smv1xg2va0n2cy28zl,1,35.7,3.8,2023-01-31T21:17:58.107Z,2023-02-03T05:22:24Z,4005984627,141,17.6,4005984623,56,Back,4005984631,213,1.6,4008654709,178,,4005984625,140,35.6,4005984629,212,9.4,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724011,17,1,1,0,59,9ldqu49smv1xg2va0n2cy28zl,1,42.7,33.8,2023-01-31T21:18:01.912Z,2023-02-03T05:22:26Z,4005984839,141,64.7,4008654733,178,,4005984843,213,1.9,4005984837,140,36.8,4005984833,56,Back,4005984841,212,21.9,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724037,18,1,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,42,76.3,2023-01-31T21:18:04.995Z,2023-02-03T05:22:29Z,4005984969,212,20.8,4005984965,140,56.9,4005984971,213,0.7,4005984963,56,Left,4008654751,178,,4005984967,141,96.5,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724117,19,1,1,1,5,9ldqu49smv1xg2va0n2cy28zl,1,56.7,95.1,2023-01-31T21:18:07.604Z,2023-02-03T05:22:31Z,4008654765,178,,4005985425,212,12.7,4005985419,56,Back,4005985427,213,4.0,4005985421,140,48.4,4005985423,141,81.5,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724135,20,1,1,1,12,9ldqu49smv1xg2va0n2cy28zl,1,58.4,73,2023-01-31T21:18:14.651Z,2023-02-03T05:22:34Z,4005985519,213,6.1,4005985515,141,70.0,4005985517,212,10.6,4005985511,56,Center,4008654797,178,,4005985513,140,68.3,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724179,21,1,1,1,12,9ldqu49smv1xg2va0n2cy28zl,1,68.3,70,2023-01-31T21:18:15.389Z,2023-02-03T05:22:37Z,4005985777,141,96.8,4008654823,178,,4005985781,213,1.4,4005985773,56,Left,4005985779,212,18.4,4005985775,140,70.6,,,,,,,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724227,22,1,1,1,17,9ldqu49smv1xg2va0n2cy28zl,1,74.4,94.1,2023-01-31T21:18:19.543Z,2023-02-03T05:22:40Z,4005986005,140,74.7,4005986009,212,5.7,4008654847,178,,4005986011,213,4.8,4005986003,56,Left,4005986007,141,85.7,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503231131,764,83,1,1,18,dich5v7sw466smbqap0d9rbyj,1,20.8,12.1,2023-01-31T21:18:20.904Z,2023-02-03T05:55:09Z,4008669133,399,181284,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724243,23,1,1,1,21,9ldqu49smv1xg2va0n2cy28zl,1,75.6,93.6,2023-01-31T21:18:23.541Z,2023-02-03T05:22:43Z,4005986131,56,Left,4005986137,212,1.6,4005986133,140,76.3,4008654865,178,,4005986135,141,95.7,4005986139,213,1.1,,,,,,,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724247,24,1,1,1,22,9ldqu49smv1xg2va0n2cy28zl,1,75.5,96.4,2023-01-31T21:18:24.823Z,2023-02-03T05:22:49Z,4008654931,178,,4005986175,212,4.1,4005986177,213,4.7,4005986171,140,75.4,4005986169,56,Left,4005986173,141,90.3,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503098735,992,61,1,1,23,9ldqu49smv1xg2va0n2cy28zl,0,72.5,88.7,2023-01-31T21:18:25.696Z,2023-02-03T05:55:59Z,4008655051,178,,4007944975,56,Left,,,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502724253,12,43,1,1,23,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-31T21:18:26.362Z,2023-01-31T21:20:29Z,4005994973,144,61,4005986199,56,Back,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
