id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/17/value
2510153819,4,1,1,0,17,8gvg1ranyf93hprfkwx3ofl2y,1,22.5,90.8,2023-02-19T20:32:45.681Z,2023-02-21T18:16:23Z,4045067087,212,7.6,4045067089,213,5.5,4045067081,56,Back,4048054969,178,,4045067083,140,27.7,4045067085,141,83.0,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153839,5,1,1,0,20,8gvg1ranyf93hprfkwx3ofl2y,1,23.9,86.1,2023-02-19T20:32:48.595Z,2023-02-21T18:16:29Z,4045067185,56,Back,4048055177,178,,4045067193,213,2.6,4045067187,140,14.6,4045067191,212,11.4,4045067189,141,94.8,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153861,6,1,1,0,22,8gvg1ranyf93hprfkwx3ofl2y,1,14.5,94.8,2023-02-19T20:32:50.684Z,2023-02-21T18:16:33Z,4045067293,140,40.0,4045067289,56,Back,4045067299,212,26.8,4048055359,178,,4045067287,155,,4045067301,213,6.3,4045067297,141,94.5,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153923,7,1,1,0,24,8gvg1ranyf93hprfkwx3ofl2y,1,40,94.5,2023-02-19T20:32:52.581Z,2023-02-21T18:16:54Z,4048056149,21,,4045067565,213,4.3,4048056147,178,,4045067563,212,4.6,4045067559,140,38.1,4045067557,56,Back,4045067561,141,88.4,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153975,8,1,1,0,25,8gvg1ranyf93hprfkwx3ofl2y,1,38.1,88.4,2023-02-19T20:32:53.160Z,2023-02-21T18:17:03Z,4048056461,178,,4045067857,141,98.1,4045067861,213,1.0,4045067859,212,7.8,4045067851,155,,4045067853,56,Back,4045067855,140,42.0,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510161727,158,4,1,0,28,8gvg1ranyf93hprfkwx3ofl2y,1,38.5,96.7,2023-02-19T20:32:56.013Z,2023-02-21T18:17:11Z,4045109753,286,,4047453097,265,,4047813707,233,8,4045109751,56,Back,4047453093,13,,4047453095,152,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153931,8,4,1,0,28,ewsf6evtguu9j7k6js4tlgl89,0,61.5,3.3,2023-02-19T20:32:56.014Z,2023-02-21T18:17:10Z,4047453001,152,,4045067627,285,,4047452999,13,,4047813715,233,158,4048056625,178,,4045067621,56,Right,4047453003,265,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510153993,9,43,1,0,35,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-02-19T20:33:03.270Z,2023-02-21T11:25:56Z,4045067967,347,0,4047452421,144,5,4045067965,56,Right,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154067,9,43,1,0,35,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-02-19T20:33:03.270Z,2023-02-21T11:25:55Z,4047452367,144,5,4045068359,233,9,4045068329,56,Back,4045068333,347,0,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154119,10,1,1,0,44,8gvg1ranyf93hprfkwx3ofl2y,1,37.5,98.1,2023-02-19T20:33:12.329Z,2023-02-21T18:17:15Z,4045175657,189,,4045068553,212,22.7,4048056803,178,,4045068555,213,4.0,4045068551,141,73.2,4045068549,140,23.1,4045068547,56,Back,4047453345,152,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,4047453343,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154139,11,1,1,0,44,8gvg1ranyf93hprfkwx3ofl2y,1,22,72.9,2023-02-19T20:33:12.432Z,2023-02-21T18:17:20Z,4048057079,178,,4045068647,140,24.1,4045068649,141,41.2,4045068653,213,4.8,4045068651,212,21.7,4045175915,189,,4045068645,56,Back,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154165,12,1,1,0,49,8gvg1ranyf93hprfkwx3ofl2y,1,24.1,41.2,2023-02-19T20:33:17.602Z,2023-02-21T18:17:24Z,4045068767,56,Back,4045068769,140,27.8,4045068775,213,1.4,4045068771,141,70.8,4045068773,212,20.5,4048057217,178,,,,,,,,5desb812yn2icc8d2lew7lu22,M. Tounkara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154179,13,1,1,0,53,8gvg1ranyf93hprfkwx3ofl2y,1,33.4,67.4,2023-02-19T20:33:21.860Z,2023-02-21T18:17:30Z,4045068845,140,34.5,4045068843,56,Back,4045068851,213,4.8,4048057411,178,,4045068847,141,51.5,4045068849,212,10.9,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154221,14,1,1,0,54,8gvg1ranyf93hprfkwx3ofl2y,1,35.3,51.3,2023-02-19T20:33:22.659Z,2023-02-21T18:17:34Z,4045069039,213,2.2,4045069031,56,Back,4045069037,212,20.9,4048057605,178,,4045069033,140,24.3,4045069035,141,77.0,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154251,15,1,1,0,59,8gvg1ranyf93hprfkwx3ofl2y,1,24.5,75.3,2023-02-19T20:33:27.388Z,2023-02-21T18:17:40Z,4045069189,140,16.1,4045069191,141,35.6,4045069187,56,Back,4048057861,178,,4045069193,212,28.4,4045069195,213,4.4,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154267,16,1,1,1,2,8gvg1ranyf93hprfkwx3ofl2y,1,15.8,37,2023-02-19T20:33:30.050Z,2023-02-21T18:17:43Z,4045069321,213,5.1,4045069313,56,Back,4045069315,140,23.3,4048058031,178,,4045069317,141,9.8,4045069319,212,20.1,,,,,,,5desb812yn2icc8d2lew7lu22,M. Tounkara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154305,17,1,1,1,3,8gvg1ranyf93hprfkwx3ofl2y,1,23.7,10.3,2023-02-19T20:33:31.635Z,2023-02-21T18:17:48Z,4045069477,140,28.5,4045069479,141,28.9,4045069481,212,13.6,4045069483,213,1.2,4048058245,178,,4045069475,56,Back,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154345,18,1,1,1,6,8gvg1ranyf93hprfkwx3ofl2y,1,24.5,26.2,2023-02-19T20:33:34.068Z,2023-02-21T18:17:56Z,4045069645,212,14.8,4045069639,56,Back,4045069643,141,7.1,4045069647,213,4.2,4048058539,178,,4045069641,140,17.7,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154387,19,1,1,1,8,8gvg1ranyf93hprfkwx3ofl2y,0,21.1,5.6,2023-02-19T20:33:36.894Z,2023-02-21T18:18:03Z,4045069821,56,Back,4045069829,212,31.6,4045069831,213,0.5,4045069827,141,26.8,4045069817,155,,4045069823,140,47.9,4048058869,178,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154383,10,8,1,1,10,ewsf6evtguu9j7k6js4tlgl89,1,55.8,75.9,2023-02-19T20:33:38.695Z,2023-02-21T18:18:08Z,4048059047,21,,4048059049,178,,4047455711,385,,4045069807,56,Center,,,,,,,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154415,20,61,1,1,11,8gvg1ranyf93hprfkwx3ofl2y,0,38.6,21.8,2023-02-19T20:33:39.492Z,2023-02-21T18:18:23Z,4045069953,56,Back,4048059711,178,,,,,,,,,,,,,,,,,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154423,11,49,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,53.2,71.9,2023-02-19T20:33:40.744Z,2023-02-21T18:18:28Z,,,,,,,,,,,,,,,,,,,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154441,12,1,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,53.2,71.9,2023-02-19T20:33:40.774Z,2023-02-21T18:18:39Z,4045070049,213,4.9,4045070041,56,Center,4048060381,178,,4045070047,212,4.9,4045070043,140,54.2,4045070045,141,64.9,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154471,13,1,1,1,13,ewsf6evtguu9j7k6js4tlgl89,1,54.2,64.9,2023-02-19T20:33:41.795Z,2023-02-21T18:18:43Z,4045070187,56,Back,4045070189,140,38.4,4048060475,178,,4045070191,141,59.3,4045070193,212,17.0,4045070195,213,3.4,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154489,14,1,1,1,16,ewsf6evtguu9j7k6js4tlgl89,0,39.8,54.4,2023-02-19T20:33:44.369Z,2023-02-21T18:18:48Z,4045070295,1,,4048060701,178,,4045070285,56,Right,4045070293,213,5.6,4045070291,212,37.6,4045070289,141,18.8,4045070287,140,67.2,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154511,21,49,1,1,17,8gvg1ranyf93hprfkwx3ofl2y,1,37.4,77,2023-02-19T20:33:45.612Z,2023-02-21T18:18:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154521,22,1,1,1,18,8gvg1ranyf93hprfkwx3ofl2y,1,37.4,77,2023-02-19T20:33:46.581Z,2023-02-21T18:18:55Z,4045070453,141,69.3,4048060965,178,,4045070449,56,Back,4045070455,212,10.0,4045070451,140,29.3,4045070457,213,3.7,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154565,23,1,1,1,20,8gvg1ranyf93hprfkwx3ofl2y,1,29.3,69.3,2023-02-19T20:33:48.673Z,2023-02-21T18:18:58Z,4045070697,213,4.6,4045070689,140,26.8,4048061171,178,,4045070693,141,44.8,4045070685,56,Back,4045070695,212,16.9,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154585,24,1,1,1,25,8gvg1ranyf93hprfkwx3ofl2y,1,33.4,41.5,2023-02-19T20:33:53.404Z,2023-02-21T18:19:02Z,4045070799,56,Back,4045070805,212,19.2,4045070803,141,68.1,4045070807,213,1.9,4045070801,140,27.2,4048061339,178,,,,,,,,5desb812yn2icc8d2lew7lu22,M. Tounkara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154621,25,1,1,1,27,8gvg1ranyf93hprfkwx3ofl2y,1,27.9,68.1,2023-02-19T20:33:55.996Z,2023-02-21T18:19:08Z,4045070977,213,1.0,4048061551,178,,4045070971,140,37.8,4045070973,141,93.8,4045070975,212,20.3,4045070969,56,Back,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154651,26,1,1,1,30,8gvg1ranyf93hprfkwx3ofl2y,1,37.8,93.8,2023-02-19T20:33:58.299Z,2023-02-21T18:19:14Z,4045071095,140,46.7,4045071093,56,Back,4048061845,178,,4045071097,141,85.8,4045071099,212,10.8,4045071101,213,5.8,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154687,27,1,1,1,33,8gvg1ranyf93hprfkwx3ofl2y,1,43.4,85.2,2023-02-19T20:34:01.445Z,2023-02-21T18:19:19Z,4045071295,213,3.5,4045071285,140,30.2,4045071287,141,76.4,4048062019,178,,4045071291,212,15.1,4045071279,56,Back,,,,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154745,28,1,1,1,38,8gvg1ranyf93hprfkwx3ofl2y,1,29.8,74.7,2023-02-19T20:34:06.128Z,2023-02-21T18:19:23Z,4045071577,141,95.0,4045071581,212,16.3,4048062147,178,,4045071573,56,Back,4045071583,213,1.0,4045071575,140,38.1,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154755,29,1,1,1,40,8gvg1ranyf93hprfkwx3ofl2y,1,35.2,92.6,2023-02-19T20:34:08.244Z,2023-02-21T18:19:30Z,4045071635,212,33.4,4045071633,141,98.1,4045071637,213,0.1,4048062415,178,,4045071639,1,,4045071631,140,66.8,4045071629,56,Left,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154769,30,1,1,1,41,8gvg1ranyf93hprfkwx3ofl2y,1,66.8,98.1,2023-02-19T20:34:09.502Z,2023-02-21T18:19:34Z,4045071713,140,65.3,4045071715,141,85.1,4048062657,178,,4045071717,212,9.0,4045071711,56,Left,4045071719,213,4.5,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154811,31,1,1,1,43,8gvg1ranyf93hprfkwx3ofl2y,1,67.6,84,2023-02-19T20:34:11.127Z,2023-02-21T18:19:39Z,4045071877,213,0.3,4045071871,140,81.3,4048062841,178,,4045071869,56,Left,4045071875,212,15.0,4045071873,141,90.0,,,,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154821,32,1,1,1,50,8gvg1ranyf93hprfkwx3ofl2y,1,90.2,73.5,2023-02-19T20:34:18.648Z,2023-02-21T18:19:42Z,4045071933,140,69.3,4045071935,141,61.5,4045071937,212,23.4,4048063007,178,,4045071939,213,3.5,4045071931,56,Center,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154823,33,1,1,1,51,8gvg1ranyf93hprfkwx3ofl2y,0,73.8,62.7,2023-02-19T20:34:19.883Z,2023-02-21T18:19:48Z,4045071949,212,5.4,4045071945,140,77.0,4045071943,56,Center,4045071951,213,5.4,4045071947,141,56.4,4048063201,178,,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154833,15,49,1,1,52,ewsf6evtguu9j7k6js4tlgl89,1,24.9,41.6,2023-02-19T20:34:20.755Z,2023-02-21T18:19:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5vdaexx0jnv7shichfmowutt6,Beni Mukendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154871,16,3,1,1,56,ewsf6evtguu9j7k6js4tlgl89,1,23.4,27.8,2023-02-19T20:34:24.564Z,2023-02-21T18:21:09Z,4048063563,178,,4045072139,56,Back,4047457453,464,,4045072199,233,34,4045072141,285,,,,,,,,,,,5vdaexx0jnv7shichfmowutt6,Beni Mukendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154881,34,45,1,1,56,8gvg1ranyf93hprfkwx3ofl2y,0,76.6,72.2,2023-02-19T20:34:24.564Z,2023-02-21T18:21:09Z,4045072209,233,16,4045072179,56,Center,4045072181,286,,,,,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154897,17,1,1,1,57,ewsf6evtguu9j7k6js4tlgl89,1,21.3,27.8,2023-02-19T20:34:25.465Z,2023-02-21T18:21:16Z,4045072245,56,Back,4045072251,212,10.2,4045072249,141,13.4,4045072253,213,4.4,4048066097,178,,4045072247,140,18.7,,,,,,,5vdaexx0jnv7shichfmowutt6,Beni Mukendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154903,18,1,1,1,59,ewsf6evtguu9j7k6js4tlgl89,0,20.6,11.5,2023-02-19T20:34:27.919Z,2023-02-21T18:21:21Z,4045072267,141,21.6,4048066331,178,,4045072269,212,20.2,4045072263,56,Back,4045072271,213,0.3,4045072265,140,38.7,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154925,35,8,1,2,1,8gvg1ranyf93hprfkwx3ofl2y,1,65.2,65.6,2023-02-19T20:34:29.102Z,2023-02-21T18:21:28Z,4048066655,178,,4047457797,384,,4045072379,56,Center,,,,,,,,,,,,,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154939,36,49,1,2,1,8gvg1ranyf93hprfkwx3ofl2y,1,67,63.2,2023-02-19T20:34:29.972Z,2023-02-21T18:21:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154959,19,45,1,2,6,ewsf6evtguu9j7k6js4tlgl89,0,34.5,38.5,2023-02-19T20:34:34.301Z,2023-02-21T18:21:44Z,4045072513,285,,4045072585,233,37,4045072509,56,Back,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510154967,37,3,1,2,6,8gvg1ranyf93hprfkwx3ofl2y,1,65.5,61.5,2023-02-19T20:34:34.301Z,2023-02-21T18:21:44Z,4047457979,465,,4048067349,178,,4045072565,286,,4045072563,56,Center,4045072575,233,19,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
