id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/18/value,qualifier/17/value
2452349729,790,83,1,0,11,22mo7qbsnyi8wtucpvhgvhw2q,1,38.7,3.8,2022-08-26T19:15:26.788Z,2022-08-28T12:03:14Z,3739522635,399,450074,,,,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137575,9,1,1,0,11,491xixnlsp75o7cr3w2gc1o0z,0,62.9,95.6,2022-08-26T19:15:26.803Z,2022-08-28T06:22:39Z,3733038337,140,63.4,3733038345,212,7.8,3738933793,178,,3733038341,141,84.2,3733038335,56,Left,3733038347,213,4.8,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137587,10,43,1,0,12,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-26T19:15:28.082Z,2022-08-26T20:03:58Z,3733244609,144,61,3733038389,56,Left,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137581,3,49,1,0,13,22mo7qbsnyi8wtucpvhgvhw2q,1,30.6,25.9,2022-08-26T19:15:28.444Z,2022-08-28T06:23:15Z,,,,,,,,,,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137601,4,1,1,0,13,22mo7qbsnyi8wtucpvhgvhw2q,1,30.6,25.9,2022-08-26T19:15:28.553Z,2022-08-28T06:23:22Z,3733038461,212,9.1,3733038459,141,25.7,3738934801,178,,3733038457,140,39.3,3733038455,56,Back,3733038463,213,6.3,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137611,5,1,1,0,14,22mo7qbsnyi8wtucpvhgvhw2q,1,39.3,25.7,2022-08-26T19:15:29.613Z,2022-08-28T06:23:30Z,3738935053,178,,3733038513,213,3.5,3733038509,141,20.8,3733038511,212,9.3,3733038507,140,31.0,3733038505,56,Back,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137629,6,1,1,0,15,22mo7qbsnyi8wtucpvhgvhw2q,1,31,20.8,2022-08-26T19:15:30.417Z,2022-08-28T06:23:33Z,3733038597,212,16.1,3733038591,56,Back,3733038595,141,37.7,3733038593,140,41.8,3733038599,213,0.8,3738935167,178,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137707,7,1,1,0,16,22mo7qbsnyi8wtucpvhgvhw2q,1,41.8,37.7,2022-08-26T19:15:31.153Z,2022-08-28T06:23:41Z,3733038999,141,22.1,3733039001,212,10.6,3733038997,140,41.8,3733039003,213,4.7,3733038995,56,Back,3738935345,178,,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137709,8,4,1,0,17,22mo7qbsnyi8wtucpvhgvhw2q,1,41.6,22.7,2022-08-26T19:15:32.617Z,2022-08-28T06:23:47Z,3733039013,56,Back,3733039019,286,,3733039091,233,11,3733039017,265,,3733039015,152,,3733039011,13,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137717,11,4,1,0,17,491xixnlsp75o7cr3w2gc1o0z,0,58.4,77.3,2022-08-26T19:15:32.618Z,2022-08-28T06:23:47Z,3738935473,178,,3733039107,233,8,3733039063,265,,3733039057,13,,3733039059,56,Center,3733039061,152,,3733039065,285,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137861,9,1,1,0,28,22mo7qbsnyi8wtucpvhgvhw2q,1,40.3,24.1,2022-08-26T19:15:43.955Z,2022-08-28T06:23:49Z,3738935509,178,,3733039877,141,66.0,3733039881,213,1.9,3733039875,140,31.6,3733039887,189,,3733039871,152,,3733039873,56,Back,3733039869,5,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,3733039879,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137881,10,1,1,0,31,22mo7qbsnyi8wtucpvhgvhw2q,1,30.7,66.8,2022-08-26T19:15:46.722Z,2022-08-28T06:23:55Z,3738935621,178,,3733040007,140,31.0,3733040021,213,4.7,3733040011,141,39.2,3733040001,56,Back,3733040017,212,18.8,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137887,11,1,1,0,33,22mo7qbsnyi8wtucpvhgvhw2q,1,31,39.2,2022-08-26T19:15:49.002Z,2022-08-28T06:29:53Z,3733040063,56,Back,3733040069,212,16.5,3738943721,178,,3733040067,141,50.7,3733040065,140,44.8,3733040071,213,0.5,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451137921,12,1,1,0,34,22mo7qbsnyi8wtucpvhgvhw2q,1,44.8,50.7,2022-08-26T19:15:49.724Z,2022-08-28T06:30:02Z,3733040291,212,15.6,3733040289,141,31.7,3733040287,140,36.4,3738943907,178,,3733040285,56,Back,3733040293,213,4.1,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138003,13,1,1,0,36,22mo7qbsnyi8wtucpvhgvhw2q,1,37.2,30.2,2022-08-26T19:15:52.016Z,2022-08-28T06:30:08Z,3733040727,56,Right,3738944021,178,,3733040737,1,,3733040735,213,5.9,3733040731,141,12.1,3733040725,155,,3733040733,212,34.0,3733040729,140,67.4,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452350533,794,43,1,0,40,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-08-26T19:15:55.721Z,2022-08-28T12:04:16Z,3739526713,178,0,3739527001,144,82,,,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138041,14,1,1,0,40,22mo7qbsnyi8wtucpvhgvhw2q,1,67.4,12.1,2022-08-26T19:15:55.722Z,2022-08-28T06:30:21Z,3733040931,212,6.3,3733040925,56,Right,3733040927,140,71.6,3738944299,178,,3733040929,141,5.5,3733040933,213,5.5,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138067,15,1,1,0,42,22mo7qbsnyi8wtucpvhgvhw2q,1,77.9,2.9,2022-08-26T19:15:57.898Z,2022-08-28T06:30:28Z,3733527205,20,,3733041043,56,Center,3733041051,213,1.4,3733041041,155,,3738944411,178,,3733041049,212,24.5,3733041045,140,82.1,3733527203,224,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,3733041047,141,38.4,3733041039,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138075,16,50,1,0,43,22mo7qbsnyi8wtucpvhgvhw2q,1,84,42.5,2022-08-26T19:15:58.990Z,2022-08-28T06:30:44Z,3733041395,233,12,3733041071,56,Center,3733041073,286,,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138123,12,7,1,0,44,491xixnlsp75o7cr3w2gc1o0z,1,16,57.5,2022-08-26T19:15:59.603Z,2022-08-28T06:30:54Z,3733527409,385,,3733041311,285,,3738944859,178,,3733041371,233,16,3733041309,56,Back,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138141,13,44,1,0,46,491xixnlsp75o7cr3w2gc1o0z,1,17,57.6,2022-08-26T19:16:01.617Z,2022-08-28T14:10:12Z,3733041409,56,Back,3733041423,233,17,3733041411,285,,,,,,,,,,,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138091,17,44,1,0,46,22mo7qbsnyi8wtucpvhgvhw2q,0,83,42.4,2022-08-26T19:16:01.618Z,2022-08-28T06:31:04Z,3733041139,56,Center,3733041141,286,,3733041433,233,13,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138163,14,12,1,0,46,491xixnlsp75o7cr3w2gc1o0z,1,16.3,62.9,2022-08-26T19:16:01.656Z,2022-08-28T14:10:13Z,3733041533,212,5.0,3733041521,56,Back,3738945189,388,,3733041531,141,67.7,3733041525,140,19.9,3733245325,15,,3733041537,213,0.7,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138177,15,49,1,0,46,491xixnlsp75o7cr3w2gc1o0z,1,18.5,66.2,2022-08-26T19:16:02.001Z,2022-08-28T12:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138217,16,1,1,0,47,491xixnlsp75o7cr3w2gc1o0z,0,18.7,66.8,2022-08-26T19:16:02.809Z,2022-08-28T06:31:25Z,3733041833,212,13.6,3733041829,140,30.9,3738945475,178,,3733041827,56,Back,3733041835,213,0.3,3733041831,141,73.5,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452351499,796,67,1,0,48,22mo7qbsnyi8wtucpvhgvhw2q,1,72.9,29.2,2022-08-26T19:16:03.674Z,2022-08-28T14:10:13Z,3739531857,233,779,,,,,,,,,,,,,,,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452351495,779,67,1,0,48,491xixnlsp75o7cr3w2gc1o0z,0,27.1,70.8,2022-08-26T19:16:03.675Z,2022-08-28T12:05:23Z,3739531877,233,796,,,,,,,,,,,,,,,,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138157,18,8,1,0,48,22mo7qbsnyi8wtucpvhgvhw2q,1,72.9,25.6,2022-08-26T19:16:03.698Z,2022-08-28T14:10:13Z,3738945551,178,,3733527991,385,,3733041493,56,Center,,,,,,,,,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138219,17,43,1,0,48,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-26T19:16:03.877Z,2022-08-26T20:04:25Z,3733245689,144,61,3733041839,56,Back,,,,,,,,,,,,,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138251,18,1,1,0,50,491xixnlsp75o7cr3w2gc1o0z,1,27.1,93.3,2022-08-26T19:16:05.913Z,2022-08-28T06:31:35Z,3733042003,213,3.6,3738945635,178,,3733041999,141,87.0,3733042001,212,9.6,3733041997,140,18.9,3733041995,56,Back,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138351,19,1,1,0,52,491xixnlsp75o7cr3w2gc1o0z,1,18.9,87,2022-08-26T19:16:07.410Z,2022-08-28T06:31:39Z,3733042559,141,68.6,3733042561,212,12.7,3738945721,178,,3733042563,213,4.9,3733042555,56,Back,3733042557,140,20.8,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452351965,780,67,1,0,53,491xixnlsp75o7cr3w2gc1o0z,1,20.1,66.2,2022-08-26T19:16:08.426Z,2022-08-28T14:10:14Z,3739534463,233,797,,,,,,,,,,,,,,,,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452351963,797,67,1,0,53,22mo7qbsnyi8wtucpvhgvhw2q,0,79.9,33.8,2022-08-26T19:16:08.427Z,2022-08-28T12:06:02Z,3739534483,233,780,,,,,,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138381,20,61,1,0,53,491xixnlsp75o7cr3w2gc1o0z,1,20.9,69.9,2022-08-26T19:16:08.466Z,2022-08-28T14:10:14Z,3733042683,56,Back,3738946269,178,,,,,,,,,,,,,,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138405,21,1,1,1,1,491xixnlsp75o7cr3w2gc1o0z,1,32.9,90.3,2022-08-26T19:16:16.293Z,2022-08-28T06:32:12Z,3738946453,178,,3733042823,140,25.1,3733042829,213,2.9,3733042827,212,8.4,3733042825,141,92.7,3733042821,56,Back,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138467,22,1,1,1,2,491xixnlsp75o7cr3w2gc1o0z,1,24.8,92.7,2022-08-26T19:16:17.952Z,2022-08-28T06:32:50Z,3733043183,56,Back,3733043191,213,4.2,3733043189,212,32.2,3733043187,141,50.3,3738947055,178,,3733043193,1,,3733043185,140,11.1,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138533,23,1,1,1,6,491xixnlsp75o7cr3w2gc1o0z,1,11.5,47.9,2022-08-26T19:16:22.081Z,2022-08-28T06:32:56Z,3738947119,178,,3733043489,140,19.5,3733043491,141,55.8,3733043495,213,0.6,3733043493,212,10.0,3733043487,56,Back,,,,,,,2m69fipbiuwtg7sfvmx99lw16,José Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138571,24,1,1,1,8,491xixnlsp75o7cr3w2gc1o0z,1,18.5,58.4,2022-08-26T19:16:24.030Z,2022-08-28T06:33:04Z,3733043697,213,2.2,3738947231,178,,3733043689,56,Back,3733043691,140,9.9,3733043695,212,14.6,3733043693,141,75.2,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138643,25,1,1,1,10,491xixnlsp75o7cr3w2gc1o0z,1,9.9,75.3,2022-08-26T19:16:25.395Z,2022-08-28T06:33:10Z,3733044015,56,Back,3733044021,212,17.4,3738947325,178,,3733044017,140,21.5,3733044019,141,93.6,3733044023,213,0.8,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138705,26,1,1,1,15,491xixnlsp75o7cr3w2gc1o0z,1,25.4,90.8,2022-08-26T19:16:31.067Z,2022-08-28T06:33:17Z,3733044367,140,29.7,3738947461,178,,3733044377,213,5.1,3733044361,56,Back,3733044375,212,13.2,3733044371,141,72.6,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138775,27,1,1,1,19,491xixnlsp75o7cr3w2gc1o0z,1,35,62.9,2022-08-26T19:16:34.146Z,2022-08-28T06:33:23Z,3733044743,56,Right,3733044751,213,5.3,3733044749,212,42.7,3738947593,178,,3733044747,141,10.4,3733044753,1,,3733044745,140,57.3,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138893,28,1,1,1,23,491xixnlsp75o7cr3w2gc1o0z,1,59.9,11,2022-08-26T19:16:38.609Z,2022-08-28T06:33:31Z,3733045433,141,8.3,3733045429,56,Right,3733045437,213,6.2,3738947781,178,,3733045435,212,31.7,3733045431,140,90.0,,,,,,,a71vugy7m06i8dcllmolni85x,Fernando Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138905,29,1,1,1,27,491xixnlsp75o7cr3w2gc1o0z,0,90,8.1,2022-08-26T19:16:42.583Z,2022-08-28T06:33:35Z,3733045501,213,1.3,3733529579,20,,3733045499,212,29.6,3733045757,233,19,3733045497,141,50.5,3733045489,2,,3733045495,140,96.4,3733529577,224,,3zndvhinobvclra6m0y47drrp,J. Delgado,3733045493,56,Center,3733045491,155,3738947877,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451138927,19,11,1,1,29,22mo7qbsnyi8wtucpvhgvhw2q,1,0.8,50.3,2022-08-26T19:16:44.343Z,2022-08-28T06:33:41Z,3733045631,88,,3733045625,56,Back,3733045747,233,29,3738947997,388,,3733529779,378,,,,,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451139123,20,1,1,1,35,22mo7qbsnyi8wtucpvhgvhw2q,1,11.2,51.3,2022-08-26T19:16:50.322Z,2022-08-28T06:33:44Z,3733046723,141,49.9,3733046719,56,Back,3733046717,123,,3733046727,213,6.2,3738948043,178,,3733046725,212,13.1,3733046731,189,,3733046721,140,23.6,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
