id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2516615961,72,1,1,7,33,491xixnlsp75o7cr3w2gc1o0z,1,21.1,28.4,2023-03-06T20:28:02.216Z,2023-03-08T08:17:40Z,4079233985,56,Back,4081898125,178,,4079233997,213,1.5,4079233989,141,65.0,4079233993,212,25.0,4079233987,140,23.1,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516615995,73,1,1,7,38,491xixnlsp75o7cr3w2gc1o0z,1,28.3,68.4,2023-03-06T20:28:07.679Z,2023-03-08T08:17:48Z,4079234209,140,26.4,4079234207,56,Back,4079234211,141,45.7,4079234213,212,15.6,4081898309,178,,4079234215,213,4.6,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616035,74,1,1,7,41,491xixnlsp75o7cr3w2gc1o0z,1,27,43.1,2023-03-06T20:28:10.273Z,2023-03-08T08:17:52Z,4079234469,213,5.1,4079234457,140,34.9,4079234461,141,12.4,4079234455,56,Back,4079234465,212,22.5,4081898393,178,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616067,75,1,1,7,44,491xixnlsp75o7cr3w2gc1o0z,0,35.3,12.4,2023-03-06T20:28:13.421Z,2023-03-08T08:08:24Z,4079234565,155,,4079234585,213,0.3,4079234573,140,65.3,4079234581,212,33.5,4079234587,1,,4081885073,178,,4079234569,56,Center,4079234577,141,29.3,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616073,76,8,1,7,46,ewsf6evtguu9j7k6js4tlgl89,1,27.2,73.2,2023-03-06T20:28:15.321Z,2023-03-08T08:08:28Z,4080915661,384,,4081885153,388,,4079234637,15,,4079234607,56,Back,,,,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616129,77,44,1,7,48,ewsf6evtguu9j7k6js4tlgl89,1,34.5,61.2,2023-03-06T20:28:17.368Z,2023-03-08T11:53:20Z,4079234925,285,,4079234923,56,Back,4079234967,233,76,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616113,76,44,1,7,48,491xixnlsp75o7cr3w2gc1o0z,0,65.5,38.8,2023-03-06T20:28:17.369Z,2023-03-08T08:08:33Z,4079234995,233,77,4079234825,56,Center,4079234827,286,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616165,78,61,1,7,48,ewsf6evtguu9j7k6js4tlgl89,1,31,54,2023-03-06T20:28:17.441Z,2023-03-08T11:53:20Z,4081885413,388,,4079235153,56,Back,4081885411,21,,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616169,79,49,1,7,51,ewsf6evtguu9j7k6js4tlgl89,1,31.4,49,2023-03-06T20:28:19.723Z,2023-03-08T08:08:45Z,,,,,,,,,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616179,80,1,1,7,51,ewsf6evtguu9j7k6js4tlgl89,1,31.4,49,2023-03-06T20:28:19.754Z,2023-03-08T08:08:49Z,4079235225,212,22.4,4081885619,178,,4079235223,141,81.5,4079235221,140,28.1,4079235227,213,1.7,4079235219,56,Back,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616201,81,1,1,7,54,ewsf6evtguu9j7k6js4tlgl89,1,28.2,81.6,2023-03-06T20:28:22.778Z,2023-03-08T08:08:53Z,4079235343,141,77.4,4079235341,140,21.4,4079235347,213,3.5,4081885677,178,,4079235345,212,7.7,4079235339,56,Back,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616237,82,1,1,7,56,ewsf6evtguu9j7k6js4tlgl89,1,20.9,76.4,2023-03-06T20:28:25.064Z,2023-03-08T08:08:58Z,4079235545,141,42.8,4081885733,178,,4079235543,140,8.9,4079235541,56,Back,4079235549,213,4.2,4079235547,212,26.1,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616269,83,1,1,8,0,ewsf6evtguu9j7k6js4tlgl89,1,5.4,34.3,2023-03-06T20:28:28.960Z,2023-03-08T08:09:02Z,4079235741,140,18.9,4079235743,141,3.7,4081885819,178,,4079235747,213,5.3,4079235745,212,25.2,4079235739,56,Back,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616299,84,1,1,8,3,ewsf6evtguu9j7k6js4tlgl89,1,18.9,3.7,2023-03-06T20:28:31.966Z,2023-03-08T08:09:09Z,4079235905,56,Back,4079235913,213,0.9,4081885959,178,,4079235911,212,16.7,4079235907,140,29.0,4079235909,141,22.7,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616331,85,1,1,8,5,ewsf6evtguu9j7k6js4tlgl89,1,29.5,21.5,2023-03-06T20:28:34.041Z,2023-03-08T08:09:14Z,4079236029,213,0.7,4079236027,212,9.7,4081886051,178,,4079236023,140,36.5,4079236021,56,Back,4079236025,141,30.8,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616373,86,1,1,8,7,ewsf6evtguu9j7k6js4tlgl89,1,36.5,30.8,2023-03-06T20:28:35.746Z,2023-03-08T08:09:18Z,4079236263,213,1.8,4079236257,140,32.6,4081886131,178,,4079236261,212,18.0,4079236259,141,56.6,4079236255,56,Back,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616437,87,1,1,8,9,ewsf6evtguu9j7k6js4tlgl89,1,35.7,62.9,2023-03-06T20:28:38.171Z,2023-03-08T08:09:23Z,4079236599,140,54.5,4079236597,56,Left,4079236601,141,95.3,4079236603,212,29.6,4081886281,178,,4079236605,213,0.8,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616455,88,1,1,8,15,ewsf6evtguu9j7k6js4tlgl89,1,62.9,89.1,2023-03-06T20:28:44.604Z,2023-03-08T08:09:30Z,4081886467,178,,4079236739,213,4.3,4079236737,212,13.8,4079236733,140,58.0,4079236731,56,Center,4079236735,141,70.2,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616473,89,1,1,8,18,ewsf6evtguu9j7k6js4tlgl89,0,58.6,69,2023-03-06T20:28:47.137Z,2023-03-08T08:09:35Z,4079236857,212,29.5,4079236849,155,,4079236859,213,5.8,4079236851,56,Center,4079236853,140,83.3,4081886595,178,,4079239097,4,,4079236855,141,48.2,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616495,77,12,1,8,20,491xixnlsp75o7cr3w2gc1o0z,1,13.4,50.7,2023-03-06T20:28:49.290Z,2023-03-08T08:09:40Z,4081886707,388,,4079237045,15,,4079237005,213,5.2,4079236999,140,19.9,4079237001,141,33.5,4079237003,212,13.5,4079236997,56,Back,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616535,78,1,1,8,22,491xixnlsp75o7cr3w2gc1o0z,0,19.9,33.4,2023-03-06T20:28:51.266Z,2023-03-08T08:09:45Z,4079237197,213,6.1,4079237183,56,Back,4079237191,141,31.0,4081886853,178,,4079237179,3,,4079237185,140,29.6,4079237195,212,10.3,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616589,90,1,1,8,26,ewsf6evtguu9j7k6js4tlgl89,1,61.3,65.6,2023-03-06T20:28:55.502Z,2023-03-08T08:09:55Z,4079237571,213,2.4,4079237563,56,Center,4079237569,212,10.6,4079237567,141,76.4,4079237565,140,54.0,4081887077,178,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616619,91,1,1,8,31,ewsf6evtguu9j7k6js4tlgl89,1,56.3,72.2,2023-03-06T20:28:59.726Z,2023-03-08T08:09:59Z,4079237731,141,48.1,4079237733,212,22.1,4079237735,213,5.4,4079237729,140,70.4,4081887239,178,,4079237727,56,Center,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616647,92,1,1,8,32,ewsf6evtguu9j7k6js4tlgl89,1,70.4,48.1,2023-03-06T20:29:00.714Z,2023-03-08T08:10:04Z,4079237875,213,4.1,4081887435,178,,4079237871,141,35.9,4079237873,212,9.9,4079237869,140,65.3,4079237867,56,Center,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616667,93,1,1,8,34,ewsf6evtguu9j7k6js4tlgl89,1,65.3,35.9,2023-03-06T20:29:02.971Z,2023-03-08T08:10:08Z,4079238005,140,72.2,4081887501,178,,4079238011,213,5.0,4079238003,56,Right,4079238009,212,23.1,4079238007,141,3.7,,,,,,,2htuct5gfuihhhvx9trpkmj56,Y. Soma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616693,94,1,1,8,38,ewsf6evtguu9j7k6js4tlgl89,1,75.1,8,2023-03-06T20:29:07.049Z,2023-03-08T08:10:15Z,4079238131,141,16.7,4079238133,212,16.6,4079238135,213,0.4,4081887681,178,,4079238129,140,89.9,4079238127,56,Right,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517127399,1030,83,1,8,40,491xixnlsp75o7cr3w2gc1o0z,1,9.4,81.7,2023-03-06T20:29:09.220Z,2023-03-08T08:39:22Z,4081920645,399,176994,,,,,,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616697,95,61,1,8,40,ewsf6evtguu9j7k6js4tlgl89,0,91.7,16.9,2023-03-06T20:29:09.279Z,2023-03-08T08:10:30Z,4079238157,56,Right,4081887775,178,,,,,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616731,79,5,1,8,42,491xixnlsp75o7cr3w2gc1o0z,1,-1.1,81.6,2023-03-06T20:29:10.975Z,2023-03-08T08:10:33Z,4079238409,56,Back,4079238471,233,96,4079238411,346,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516616737,96,5,1,8,42,ewsf6evtguu9j7k6js4tlgl89,0,101.1,18.4,2023-03-06T20:29:10.975Z,2023-03-08T08:10:33Z,4079238489,233,79,4079238449,346,,4079238447,56,Right,,,,,,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617081,80,1,1,9,4,491xixnlsp75o7cr3w2gc1o0z,1,4,55.9,2023-03-06T20:29:32.980Z,2023-03-08T08:10:35Z,4079240337,189,,4079240315,212,10.1,4079240309,56,Back,4079240317,213,0.1,4079240307,124,,4079240311,140,13.5,4079240313,141,58.1,4079240321,237,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516935919,945,1,1,9,6,491xixnlsp75o7cr3w2gc1o0z,1,11.1,55.9,2023-03-06T20:29:35.320Z,2023-03-08T08:10:56Z,4080925319,212,9.8,4080925317,141,66.6,4081888155,178,,4080925321,213,2.3,4080925313,56,Back,4080925311,189,,4080925315,140,4.8,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617129,81,1,1,9,8,491xixnlsp75o7cr3w2gc1o0z,1,5.9,70.1,2023-03-06T20:29:36.752Z,2023-03-08T08:10:42Z,4079242305,155,,4079240535,141,97.8,4079240537,212,21.8,4079240539,213,1.0,4079240531,56,Back,4079240533,140,16.3,4081888365,178,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617143,82,1,1,9,10,491xixnlsp75o7cr3w2gc1o0z,0,16.3,97.8,2023-03-06T20:29:39.265Z,2023-03-08T08:10:49Z,4081888573,388,,4079240603,141,92.1,4079240601,140,20.9,4079240597,56,Back,4079240607,213,5.6,4079240605,212,6.2,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617135,97,49,1,9,10,ewsf6evtguu9j7k6js4tlgl89,1,79,6.2,2023-03-06T20:29:39.496Z,2023-03-08T08:11:14Z,,,,,,,,,,,,,,,,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617205,98,3,1,9,14,ewsf6evtguu9j7k6js4tlgl89,0,92.6,29.6,2023-03-06T20:29:43.622Z,2023-03-08T08:11:21Z,4080928667,464,,4079240927,56,Center,4079240929,286,,4079240987,211,,4081889519,178,,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617195,83,43,1,9,14,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-06T20:29:43.667Z,2023-03-06T20:29:46Z,4079240877,285,0,4079241083,144,45,4079240875,56,Back,,,,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617217,84,5,1,9,16,491xixnlsp75o7cr3w2gc1o0z,1,-0.5,68.4,2023-03-06T20:29:44.883Z,2023-03-08T08:11:28Z,4079241029,233,99,4079240993,346,,4079240991,56,Back,,,,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617223,99,5,1,9,16,ewsf6evtguu9j7k6js4tlgl89,0,100.5,31.6,2023-03-06T20:29:44.883Z,2023-03-08T08:11:28Z,4079241007,346,,4079241037,233,84,4079241005,56,Center,,,,,,,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617531,85,1,1,9,37,491xixnlsp75o7cr3w2gc1o0z,0,3.9,54.2,2023-03-06T20:30:06.601Z,2023-03-08T08:11:37Z,4079242805,74,,4079242795,140,37.7,4079242789,124,,4079242803,1,,4079242791,155,,4079242793,56,Back,4079242801,213,5.8,4079242797,141,28.1,1k5y6mool4qz2xtg6mp892vh1,Marafona,4079242799,212,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617551,101,8,1,9,40,ewsf6evtguu9j7k6js4tlgl89,1,59.6,68,2023-03-06T20:30:09.153Z,2023-03-08T08:11:44Z,4080929269,383,,4081889951,21,,4081889953,388,,4079242905,56,Center,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617521,100,43,1,9,40,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-06T20:30:09.426Z,2023-03-06T20:30:14Z,4079243135,144,8,4079242731,56,Center,,,,,,,,,,,,,,,,,,,2htuct5gfuihhhvx9trpkmj56,Y. Soma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617555,102,50,1,9,42,ewsf6evtguu9j7k6js4tlgl89,1,61,69.8,2023-03-06T20:30:10.983Z,2023-03-08T08:11:49Z,4079243173,233,86,4079242935,286,,4079242933,56,Center,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617591,86,7,1,9,42,491xixnlsp75o7cr3w2gc1o0z,1,39,30.2,2023-03-06T20:30:11.049Z,2023-03-08T08:11:55Z,4081890241,178,,4079243159,285,,4079243163,233,102,4079243157,56,Back,4080933815,384,,,,,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516618269,100,43,1,9,42,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-06T20:30:11.595Z,2023-03-07T17:20:31Z,4079246905,56,Back,4080933675,144,61,,,,,,,,,,,,,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617633,87,1,1,9,44,491xixnlsp75o7cr3w2gc1o0z,1,37.7,29.8,2023-03-06T20:30:13.529Z,2023-03-08T08:12:00Z,4079243407,56,Right,4079243409,140,56.6,4079243413,212,23.9,4081890331,178,,4079243411,141,10.3,4079243415,213,5.7,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617679,88,1,1,9,50,491xixnlsp75o7cr3w2gc1o0z,1,57.6,27.2,2023-03-06T20:30:19.459Z,2023-03-08T08:12:05Z,4079243641,212,19.0,4079243635,56,Center,4079243643,213,1.2,4081890473,178,,4079243639,141,53.7,4079243637,140,63.4,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617693,89,1,1,9,53,491xixnlsp75o7cr3w2gc1o0z,1,65,53.6,2023-03-06T20:30:22.111Z,2023-03-08T08:12:13Z,4079243705,212,9.1,4079243701,140,70.0,4079243703,141,42.7,4079243707,213,5.3,4081890727,178,,4079243699,56,Center,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617701,90,1,1,9,54,491xixnlsp75o7cr3w2gc1o0z,1,70,42.7,2023-03-06T20:30:23.044Z,2023-03-08T08:12:21Z,4079243769,212,7.3,4079243767,141,43.1,4079243763,56,Center,4079243771,213,3.1,4079243765,140,63.1,4081890959,178,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617719,91,1,1,9,55,491xixnlsp75o7cr3w2gc1o0z,1,63.1,43.1,2023-03-06T20:30:23.895Z,2023-03-08T08:12:30Z,4079243889,140,76.7,4081891175,178,,4079243893,141,40.7,4079243899,213,6.2,4079243895,212,14.4,4079243885,56,Center,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617733,92,1,1,9,55,491xixnlsp75o7cr3w2gc1o0z,0,76.2,39.4,2023-03-06T20:30:24.587Z,2023-03-08T08:12:34Z,4081891281,178,,4079243969,56,Center,4079243977,213,0.5,4079243975,212,10.7,4079243973,141,47.3,4079243971,140,85.0,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617831,103,12,1,9,56,ewsf6evtguu9j7k6js4tlgl89,1,11.8,52.7,2023-03-06T20:30:25.273Z,2023-03-08T08:12:40Z,4079244515,141,95.4,4079244513,140,16.1,4081891459,178,,4079244511,56,Back,4079244519,213,1.4,4079244517,212,29.4,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617789,93,1,1,10,1,491xixnlsp75o7cr3w2gc1o0z,1,85,6.5,2023-03-06T20:30:30.064Z,2023-03-08T08:12:44Z,4079244309,141,17.2,4081891553,178,,4079244307,140,80.4,4079244311,212,8.7,4079244305,56,Right,4079244313,213,2.2,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617803,94,1,1,10,3,491xixnlsp75o7cr3w2gc1o0z,1,80.6,16,2023-03-06T20:30:32.024Z,2023-03-08T08:12:51Z,4079244363,213,0.9,4079244357,140,87.5,4079244361,212,12.2,4079244359,141,30.5,4079244355,56,Center,4081891691,178,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617825,95,1,1,10,3,491xixnlsp75o7cr3w2gc1o0z,0,87.5,30.4,2023-03-06T20:30:32.628Z,2023-03-08T08:12:59Z,4079244473,56,Right,4079244475,140,89.0,4079244481,213,4.9,4079244477,141,16.9,4079244479,212,9.3,4081891959,178,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617833,104,49,1,10,5,ewsf6evtguu9j7k6js4tlgl89,1,13.1,82.2,2023-03-06T20:30:34.061Z,2023-03-08T08:13:22Z,,,,,,,,,,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617841,105,1,1,10,5,ewsf6evtguu9j7k6js4tlgl89,1,13.1,82.2,2023-03-06T20:30:34.089Z,2023-03-08T08:13:26Z,4079244551,212,16.0,4079244553,213,0.1,4081892585,178,,4079244549,141,83.4,4079244547,140,28.3,4079244545,56,Back,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617845,106,3,1,10,6,ewsf6evtguu9j7k6js4tlgl89,0,33,86.6,2023-03-06T20:30:35.393Z,2023-03-08T08:13:47Z,4081892767,178,,4079244569,56,Back,4080934913,465,,4079244571,285,,4079244617,233,96,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617849,96,7,1,10,6,491xixnlsp75o7cr3w2gc1o0z,1,67,13.4,2023-03-06T20:30:35.681Z,2023-03-08T08:13:50Z,4079244599,286,,4080934961,383,,4079244585,56,Right,4079244595,233,106,4081893117,178,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617851,97,49,1,10,8,491xixnlsp75o7cr3w2gc1o0z,1,62.1,10.7,2023-03-06T20:30:37.488Z,2023-03-08T08:14:06Z,,,,,,,,,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617877,98,1,1,10,8,491xixnlsp75o7cr3w2gc1o0z,0,77.2,18.4,2023-03-06T20:30:37.494Z,2023-03-08T08:14:04Z,4079244781,2,,4079244783,155,,4079244793,213,1.0,4079244791,212,47.8,4079244785,56,Center,4079244795,1,,4080935087,20,,4080935085,224,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,4079244787,140,4079244789,141,100.0,78.3,4081893287,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617879,99,5,1,10,13,491xixnlsp75o7cr3w2gc1o0z,0,101,67.8,2023-03-06T20:30:42.007Z,2023-03-08T08:14:10Z,4079244837,233,107,4079244803,346,,4079244801,56,Center,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516617875,107,5,1,10,13,ewsf6evtguu9j7k6js4tlgl89,1,-1,32.2,2023-03-06T20:30:42.007Z,2023-03-08T08:14:10Z,4079244777,56,Back,4079244831,233,99,4079244779,346,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516618377,108,1,1,10,47,ewsf6evtguu9j7k6js4tlgl89,0,5.1,57,2023-03-06T20:31:16.249Z,2023-03-08T08:14:15Z,4079247447,140,59.0,4079247459,74,,4079247449,141,69.9,4079247453,213,0.2,4079247443,155,,4079247451,212,57.3,4079247439,124,,4079247455,1,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,4079247445,56,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516618399,101,44,1,10,50,491xixnlsp75o7cr3w2gc1o0z,1,38,28.8,2023-03-06T20:31:19.607Z,2023-03-08T11:53:21Z,4079247601,233,109,4079247551,285,,4079247549,56,Back,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
