id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2475700523,86,5,1,7,50,22mo7qbsnyi8wtucpvhgvhw2q,0,8.3,-1.2,2022-10-22T17:11:33.825Z,2022-10-25T11:17:45Z,3863638397,233,55,3863637165,56,Back,3863637167,347,,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475700753,56,1,1,7,59,26t6lvlpql4w5wu1ih73qpy36,1,87.3,100,2022-10-22T17:11:42.794Z,2022-10-25T11:17:45Z,3863638421,212,6.7,3863638415,140,92.4,3863638423,213,5.6,3863638411,56,Left,3863638417,141,95.0,3863638409,107,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475700823,57,1,1,8,2,26t6lvlpql4w5wu1ih73qpy36,1,93.4,94.4,2022-10-22T17:11:45.555Z,2022-10-25T11:17:45Z,3863638795,140,88.4,3863638793,56,Left,3863638797,141,96.8,3863638799,212,5.5,3863638803,213,2.8,3871347017,178,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475700847,58,1,1,8,3,26t6lvlpql4w5wu1ih73qpy36,1,88.4,97.1,2022-10-22T17:11:47.348Z,2022-10-25T11:17:46Z,3871347029,178,,3863638943,1,,3863638933,140,73.1,3863638929,56,Center,3863638935,141,55.7,3863638939,213,4.2,3863638937,212,32.4,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475700863,59,1,1,8,6,26t6lvlpql4w5wu1ih73qpy36,1,73.1,55.7,2022-10-22T17:11:50.395Z,2022-10-25T11:17:46Z,3863639045,212,4.2,3863639035,140,72.3,3863639047,213,1.8,3871347045,178,,3863639031,56,Center,3863639039,141,61.8,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475700949,60,1,1,8,8,26t6lvlpql4w5wu1ih73qpy36,1,71.7,61.7,2022-10-22T17:11:51.562Z,2022-10-25T11:17:46Z,3863639563,212,31.9,3863639565,213,3.8,3863639559,140,48.3,3863639557,56,Back,3871347049,178,,3863639561,141,31.8,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701007,61,1,1,8,13,26t6lvlpql4w5wu1ih73qpy36,1,46.6,31.9,2022-10-22T17:11:56.820Z,2022-10-25T11:17:47Z,3863639923,213,1.9,3863639917,140,41.2,3863639919,141,60.5,3863639921,212,20.3,3871347061,178,,3863639915,56,Back,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701057,62,1,1,8,15,26t6lvlpql4w5wu1ih73qpy36,1,41.7,63,2022-10-22T17:11:59.332Z,2022-10-25T11:17:47Z,3863640201,56,Center,3863640209,213,0.4,3863640207,212,22.5,3863640203,140,61.1,3863640205,141,77.0,3871347069,178,,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701105,63,1,1,8,17,26t6lvlpql4w5wu1ih73qpy36,1,64.9,84.5,2022-10-22T17:12:01.406Z,2022-10-25T11:17:48Z,3863640435,56,Left,3871347093,178,,3863640445,212,8.7,3863640437,140,68.9,3863640447,213,1.1,3863640441,141,95.7,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701211,64,1,1,8,20,26t6lvlpql4w5wu1ih73qpy36,1,70.1,95.1,2022-10-22T17:12:03.653Z,2022-10-25T11:17:50Z,3863641035,155,,3863641043,212,23.6,3871347109,178,,3863641039,140,80.4,3863641037,56,Center,3863641829,210,15,3863641041,141,64.3,3863641047,213,5.2,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701221,65,15,1,8,26,26t6lvlpql4w5wu1ih73qpy36,1,90,68.4,2022-10-22T17:12:09.813Z,2022-10-25T11:17:50Z,3863641365,20,,3863641109,56,Center,3863641861,102,51.6,3863641107,64,,3863641105,22,,3863641877,231,53.1,3863641865,103,19,3863641371,82,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,3863641867,215,3863641875,230,99.1,3863641873,147,64.8,,3871347131,178,3863641857,55,64,3863641869,146,92.1,3863641855,29,3863641853,78,3863641923,233,87,,,,,,,,,,,,,,,,
2475701267,87,10,1,8,26,22mo7qbsnyi8wtucpvhgvhw2q,1,7.5,40.1,2022-10-22T17:12:09.988Z,2022-10-25T11:17:50Z,3863641405,56,Back,3863641403,94,,3871347143,178,,3863641463,233,65,3871347145,21,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701229,66,6,1,8,26,26t6lvlpql4w5wu1ih73qpy36,1,91.2,64.2,2022-10-22T17:12:10.435Z,2022-10-25T11:17:51Z,3863641599,233,88,3863641149,73,,3863641145,56,Center,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701285,88,6,1,8,26,22mo7qbsnyi8wtucpvhgvhw2q,0,8.8,35.8,2022-10-22T17:12:10.435Z,2022-10-25T11:17:50Z,3863641613,233,66,3863641495,56,Back,3863641497,73,,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475701905,67,27,1,8,53,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:12:36.786Z,2022-10-25T11:17:51Z,3863647761,233,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702345,89,27,1,8,53,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-22T17:12:36.786Z,2022-10-25T11:17:51Z,3863647303,53,2jskw42u7twkcsxa15hcysiy1,3863647707,233,67,3863647299,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702179,68,43,1,9,18,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:13:02.040Z,2022-10-22T17:13:15Z,3863646475,55,67,3863648033,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702471,70,28,1,9,33,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:13:16.785Z,2022-10-25T11:17:52Z,3863648081,55,67,3863648165,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702443,90,28,1,9,33,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-22T17:13:16.785Z,2022-10-25T11:17:52Z,3863647907,55,89,3863648139,233,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702621,71,1,1,9,41,26t6lvlpql4w5wu1ih73qpy36,1,99.5,99.5,2022-10-22T17:13:24.588Z,2022-10-25T11:17:53Z,3863649063,141,82.9,3863649065,212,22.4,3863649059,56,Left,3871347203,178,,3863649057,6,,3863649061,140,81.1,3863649067,213,3.7,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702639,72,1,1,9,41,26t6lvlpql4w5wu1ih73qpy36,1,81.1,82.9,2022-10-22T17:13:24.910Z,2022-10-25T11:17:53Z,3863649167,213,0.4,3871347207,178,,3863649153,56,Left,3863649163,212,8.6,3863649157,140,88.8,3863649159,141,87.4,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702657,73,1,1,9,43,26t6lvlpql4w5wu1ih73qpy36,1,89.1,87.4,2022-10-22T17:13:27.428Z,2022-10-25T11:17:53Z,3863649273,140,80.7,3863649275,141,83.8,3863649271,56,Left,3863649279,213,3.4,3863649277,212,9.2,3871347237,178,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702777,74,1,1,9,46,26t6lvlpql4w5wu1ih73qpy36,1,80.7,83,2022-10-22T17:13:29.490Z,2022-10-25T11:17:54Z,3863649915,213,5.2,3863649913,212,29.0,3863653641,210,15,3863649909,140,93.1,3863649911,141,44.9,3863653645,154,,3870035297,224,,3871347247,178,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,3863649903,2,3863649905,155,,3863649907,56,Center,1,3870035299,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702791,75,15,1,9,47,26t6lvlpql4w5wu1ih73qpy36,1,93.1,44.9,2022-10-22T17:13:31.039Z,2022-10-25T11:17:55Z,3863653695,154,,3863653693,29,,3863653703,103,5.7,3863653181,328,,3863649993,17,,3863649995,56,Center,3863653697,55,74,3863653691,78,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,3863653701,102,3863653175,25,,3863656617,214,,,3863653711,147,3863653227,233,91,3863653177,15,,3871347277,388,3863653709,146,,,,49.2,48.6,98.2,,,,,,,,,,,,,
2475702753,91,10,1,9,47,22mo7qbsnyi8wtucpvhgvhw2q,1,2.3,50.1,2022-10-22T17:13:31.447Z,2022-10-25T11:17:55Z,3870036215,183,,3863649821,173,,3863649827,56,Back,3870036081,376,,3863653243,233,75,3863649823,178,,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475702831,76,16,1,9,50,26t6lvlpql4w5wu1ih73qpy36,1,85.5,54.2,2022-10-22T17:13:33.815Z,2022-10-25T11:17:57Z,3863655387,231,50.2,3871347305,178,,3863655385,230,99.3,3863650225,56,Center,3863655383,458,,3863650223,17,,3863654071,374,2022-10-22 18:13:33.051,3863655389,280,ATTEMPT_SAVED,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,3863655391,281,3870036029,396,47.5,3863655381,328,,,3863655379,103,3863655375,76,,3863655373,25,,3870036027,395,3863655393,282,3863654067,20,,8t404ou7dw8vprk9h7jjuqjt,7.0,372,0.7,3863655377,102,53.3,3863654075,375,09:49.573,,,,,,
2475704499,92,1,1,11,18,22mo7qbsnyi8wtucpvhgvhw2q,1,49.5,50.4,2022-10-22T17:15:02.297Z,2022-10-25T11:17:58Z,3863659457,213,3.2,3863659459,279,G,3863659451,140,40.5,3863659455,212,9.5,3863659449,56,Back,3863659453,141,49.3,3871347335,178,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475704565,93,1,1,11,20,22mo7qbsnyi8wtucpvhgvhw2q,1,39.1,41,2022-10-22T17:15:03.948Z,2022-10-25T11:17:58Z,3871347339,178,,3863659825,140,33.9,3863659823,56,Back,3863659831,213,4.5,3863659827,141,9.5,3863659829,212,22.1,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475704655,94,1,1,11,26,22mo7qbsnyi8wtucpvhgvhw2q,1,30,15.2,2022-10-22T17:15:09.553Z,2022-10-25T11:17:58Z,3863660307,141,36.3,3863660309,212,25.7,3863660311,213,2.5,3871347343,178,,3863660303,140,9.7,3863660299,56,Back,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475704725,95,2,1,11,28,22mo7qbsnyi8wtucpvhgvhw2q,1,9.7,36.3,2022-10-22T17:15:11.946Z,2022-10-25T11:17:58Z,3863661171,7,3sdtccxqlc28tszv5vrnibckq,3863660653,140,56.5,3863660655,141,34.2,3863660661,1,,3863660651,56,Center,3871347369,178,,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475704785,77,55,1,11,28,26t6lvlpql4w5wu1ih73qpy36,1,35.9,54.9,2022-10-22T17:15:11.947Z,2022-10-25T11:17:59Z,,,,,,,,,,,,,,,,,,,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705053,78,1,1,11,54,26t6lvlpql4w5wu1ih73qpy36,0,36.7,57.6,2022-10-22T17:15:37.548Z,2022-10-25T11:17:59Z,3863663349,189,,3871347375,178,,3863662717,1,,3863662711,141,95.4,3863662709,140,97.8,3863662715,213,0.4,3863662713,212,69.1,3863662701,5,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,3863662707,56,3863662703,155,,3863662705,241,,,,,,,,,,,,,,,,,,Left,,,,,,,,,,,,,,,
2475705077,97,49,1,11,56,22mo7qbsnyi8wtucpvhgvhw2q,1,5.8,10.1,2022-10-22T17:15:39.584Z,2022-10-25T11:17:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705085,98,3,1,11,56,22mo7qbsnyi8wtucpvhgvhw2q,0,4.2,5.7,2022-10-22T17:15:39.934Z,2022-10-25T11:17:59Z,3870036793,465,,3863662887,285,,3863662885,56,Back,3863663049,233,79,3871347389,178,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705105,79,7,1,11,56,26t6lvlpql4w5wu1ih73qpy36,0,95.8,94.3,2022-10-22T17:15:39.996Z,2022-10-25T11:18:00Z,3870036775,383,,3863663017,233,98,3863662961,56,Left,3863662967,286,,3871347413,178,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705207,99,61,1,11,56,22mo7qbsnyi8wtucpvhgvhw2q,1,8.1,4.2,2022-10-22T17:15:40.122Z,2022-10-25T11:18:00Z,3871347417,178,,3863663555,56,Back,,,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705515,82,5,1,11,58,26t6lvlpql4w5wu1ih73qpy36,1,89.1,101.4,2022-10-22T17:15:41.766Z,2022-10-25T11:18:01Z,3863672369,233,100,3863665259,347,,3863665257,56,Left,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705495,100,5,1,11,58,22mo7qbsnyi8wtucpvhgvhw2q,0,10.9,-1.4,2022-10-22T17:15:41.766Z,2022-10-25T11:18:00Z,3863669879,347,,3863665131,56,Back,3863672425,233,82,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705113,80,43,1,11,58,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:15:41.779Z,2022-10-22T17:16:49Z,3863669487,144,49,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705129,81,43,1,11,58,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:15:42.290Z,2022-10-22T17:16:50Z,3863663109,141,61.1,3863663107,140,96.4,3863663111,212,24.5,3863669591,144,1,3863663113,213,4.7,3863663103,56,Center,3863663095,2,0,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705533,83,1,1,12,20,26t6lvlpql4w5wu1ih73qpy36,1,89.6,100,2022-10-22T17:16:03.795Z,2022-10-25T11:18:01Z,3863665405,213,4.6,3863665389,107,,3863665395,140,89.0,3863665401,212,8.7,3863665399,141,88.6,3863665391,56,Left,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705549,84,1,1,12,21,26t6lvlpql4w5wu1ih73qpy36,1,89,88.6,2022-10-22T17:16:05.023Z,2022-10-25T11:18:01Z,3871347439,178,,3863665455,141,96.2,3863665453,140,88.8,3863665457,212,5.2,3863665459,213,1.6,3863665451,56,Left,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705567,85,1,1,12,22,26t6lvlpql4w5wu1ih73qpy36,1,88.8,96.2,2022-10-22T17:16:05.680Z,2022-10-25T11:18:01Z,3863665587,213,3.4,3863665581,140,77.4,3863665579,56,Left,3863665585,212,12.3,3871347443,178,,3863665583,141,92.3,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705591,86,2,1,12,24,26t6lvlpql4w5wu1ih73qpy36,1,77.9,92.3,2022-10-22T17:16:07.970Z,2022-10-25T11:18:02Z,3863665725,141,56.0,3863665721,140,90.6,3863818745,7,cnriqwh17pqgz7p2gt74uar6c,3871347447,178,,3863665715,56,Center,,,,,,,,,,5bo84b7398nyv87ztwd8wxh3p,Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705725,101,55,1,12,24,22mo7qbsnyi8wtucpvhgvhw2q,1,10.7,43.6,2022-10-22T17:16:07.971Z,2022-10-25T11:18:02Z,,,,,,,,,,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705739,87,43,1,12,30,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-22T17:16:13.923Z,2022-10-22T17:17:26Z,3863666557,56,Center,3863666559,241,0,3863672945,144,4,3863666561,286,0,3863666621,233,101,3863666555,12,0,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705927,102,1,1,12,41,22mo7qbsnyi8wtucpvhgvhw2q,1,8.3,50.3,2022-10-22T17:16:24.607Z,2022-10-25T11:18:02Z,3863667581,5,,3863667593,213,1.3,3863667589,141,70.9,3863667587,140,12.5,3871347463,178,,3863667591,212,14.7,3863667583,241,,3863667585,56,Back,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475705977,103,1,1,12,48,22mo7qbsnyi8wtucpvhgvhw2q,1,21.5,66.1,2022-10-22T17:16:32.425Z,2022-10-25T11:18:03Z,3863667945,212,31.1,3863667943,141,20.4,3871347467,178,,3863667947,213,4.7,3863667941,140,20.0,3863667939,56,Back,,,,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706035,104,1,1,12,51,22mo7qbsnyi8wtucpvhgvhw2q,1,20.4,19.2,2022-10-22T17:16:35.162Z,2022-10-25T11:18:03Z,3863668205,56,Back,3863668213,213,4.7,3863668211,212,9.5,3863668209,141,5.2,3863668207,140,20.2,3871347475,178,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706125,105,1,1,12,54,22mo7qbsnyi8wtucpvhgvhw2q,1,20.2,5.2,2022-10-22T17:16:37.879Z,2022-10-25T11:18:03Z,3863668685,140,45.4,3863668683,56,Back,3863668691,213,0,3871347479,178,,3863668687,141,5.2,3863668689,212,26.5,3863668681,155,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706137,106,1,1,12,57,22mo7qbsnyi8wtucpvhgvhw2q,0,44.2,8.3,2022-10-22T17:16:41.286Z,2022-10-25T11:18:04Z,3863668745,140,49.3,3863668751,213,0.9,3871347491,178,,3863668747,141,18.8,3863668741,56,Back,3863668749,212,8.9,3863668737,155,,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706145,88,49,1,13,0,26t6lvlpql4w5wu1ih73qpy36,1,49,88.7,2022-10-22T17:16:43.682Z,2022-10-25T11:18:04Z,,,,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706209,89,1,1,13,1,26t6lvlpql4w5wu1ih73qpy36,1,47,91.1,2022-10-22T17:16:44.568Z,2022-10-25T11:18:05Z,3871347505,178,,3863669141,212,3.9,3863669137,140,45.9,3863669139,141,96.6,3863669143,213,1.9,3863669135,56,Back,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706215,90,4,1,13,2,26t6lvlpql4w5wu1ih73qpy36,1,43,96.2,2022-10-22T17:16:46.114Z,2022-10-25T11:18:05Z,3863669367,233,107,3863669189,286,,3863669181,152,,3863669177,13,,3863669179,56,Back,3863669185,265,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706233,107,4,1,13,2,22mo7qbsnyi8wtucpvhgvhw2q,0,57,3.8,2022-10-22T17:16:46.115Z,2022-10-25T11:18:05Z,3863669425,233,90,3863669295,265,,3863669289,13,,3863669293,152,,3871347509,178,,3863669297,285,,3863669291,56,Right,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706445,91,1,1,13,14,26t6lvlpql4w5wu1ih73qpy36,1,44.5,93.8,2022-10-22T17:16:58.411Z,2022-10-25T11:18:06Z,3863670495,5,,3863670503,141,82.0,3863670505,212,20.2,3871347519,178,,3863670497,152,,3863670501,140,26.8,3863670507,213,3.5,3863670499,56,Back,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706519,92,1,1,13,17,26t6lvlpql4w5wu1ih73qpy36,1,25.7,74.4,2022-10-22T17:17:00.922Z,2022-10-25T11:18:06Z,3871347523,178,,3863670959,212,23.4,3863670957,141,45.1,3863670953,56,Back,3863670955,140,14.0,3863670961,213,4.2,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706591,93,1,1,13,20,26t6lvlpql4w5wu1ih73qpy36,1,9.9,43.6,2022-10-22T17:17:04.410Z,2022-10-25T11:18:06Z,3863671419,141,16.5,3863671417,140,4.1,3863671423,213,4.4,3863671415,56,Back,3863671421,212,19.4,3871347527,178,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706613,94,1,1,13,24,26t6lvlpql4w5wu1ih73qpy36,0,4.4,16.5,2022-10-22T17:17:07.673Z,2022-10-25T11:18:07Z,3863671535,141,32.4,3863671533,140,55.5,3871347547,178,,3863671541,1,,3863671529,157,,3863671537,212,54.7,3863671531,56,Center,3863671539,213,0.2,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706603,108,44,1,13,28,22mo7qbsnyi8wtucpvhgvhw2q,1,43.2,64.2,2022-10-22T17:17:11.958Z,2022-10-25T13:40:54Z,3863671477,56,Back,3863671479,285,,3863671605,233,95,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706619,95,44,1,13,28,26t6lvlpql4w5wu1ih73qpy36,0,56.8,35.8,2022-10-22T17:17:11.959Z,2022-10-25T11:18:08Z,3863671561,56,Center,3863671707,233,108,3863671563,286,,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475706637,109,1,1,13,28,22mo7qbsnyi8wtucpvhgvhw2q,1,40.5,59.4,2022-10-22T17:17:12.068Z,2022-10-25T13:40:55Z,3863671657,140,46.6,3863671655,56,Back,3863671663,213,0.6,3863671659,141,66.2,3863687999,3,,3863671661,212,7.9,3871347575,388,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
