id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2493744157,9,1,1,0,15,co1i764h6b02husae71w6scs8,1,26.9,71.5,2022-12-28T19:00:51.132Z,2022-12-30T12:07:42Z,3958788063,212,18.4,3958788061,141,96.1,3960532075,178,,3958788065,213,1.1,3958788057,56,Back,3958788059,140,34.3,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744171,10,1,1,0,17,co1i764h6b02husae71w6scs8,1,34.8,96.8,2022-12-28T19:00:53.584Z,2022-12-30T12:07:48Z,3958788129,56,Left,3958788131,140,64.6,3958788137,213,0.0,3958788133,141,97.2,3960532105,178,,3958788135,212,31.3,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744173,11,1,1,0,21,co1i764h6b02husae71w6scs8,0,64.6,97.2,2022-12-28T19:00:57.130Z,2022-12-30T12:08:28Z,3958788145,141,82.6,3958788143,140,62.3,3958788149,213,4.5,3958788147,212,10.2,3960532257,178,,3958788141,56,Left,,,,,,,1c0ymbcylpp4ty7n34inspffu,Luquinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744175,3,49,1,0,21,ewsf6evtguu9j7k6js4tlgl89,1,33.4,10.3,2022-12-28T19:00:57.634Z,2022-12-30T12:08:35Z,,,,,,,,,,,,,,,,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744183,4,1,1,0,24,ewsf6evtguu9j7k6js4tlgl89,1,30.4,11.3,2022-12-28T19:01:00.118Z,2022-12-30T12:08:40Z,3958788181,213,0.2,3958788175,140,35.2,3960532357,178,,3958788173,56,Back,3958788177,141,12.7,3958788179,212,5.1,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744187,5,1,1,0,26,ewsf6evtguu9j7k6js4tlgl89,1,36,13.3,2022-12-28T19:01:02.424Z,2022-12-30T12:08:44Z,3958788195,141,16.0,3960532375,178,,3958788199,213,0.2,3958788197,212,10.5,3958788193,140,45.8,3958788191,56,Back,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744193,6,1,1,0,27,ewsf6evtguu9j7k6js4tlgl89,1,45.8,16,2022-12-28T19:01:03.127Z,2022-12-30T12:08:49Z,3960532411,178,,3958788235,141,14.6,3958788233,140,39.0,3958788239,213,3.3,3958788237,212,7.2,3958788231,56,Back,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744199,7,1,1,0,28,ewsf6evtguu9j7k6js4tlgl89,0,39,14.6,2022-12-28T19:01:04.494Z,2022-12-30T12:08:56Z,3958788257,56,Right,3958788259,140,67.4,3958788265,213,6.3,3960532469,178,,3958788261,141,13.6,3958788255,155,,3958788263,212,29.8,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744197,12,49,1,0,31,co1i764h6b02husae71w6scs8,1,29.9,84.3,2022-12-28T19:01:07.170Z,2022-12-30T12:09:03Z,,,,,,,,,,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744209,13,1,1,0,36,co1i764h6b02husae71w6scs8,0,14.6,92.6,2022-12-28T19:01:11.848Z,2022-12-30T12:09:07Z,3958788315,141,94.8,3960532551,178,,3958788313,140,34.2,3958788317,212,20.6,3958788319,213,0.1,3958788309,155,,3958788311,56,Back,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744215,8,8,1,0,37,ewsf6evtguu9j7k6js4tlgl89,1,65.2,10,2022-12-28T19:01:13.107Z,2022-12-30T12:09:17Z,3959403785,385,,3960532587,178,,3958788337,56,Right,,,,,,,,,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744217,9,5,1,0,38,ewsf6evtguu9j7k6js4tlgl89,0,53.4,-1.2,2022-12-28T19:01:13.846Z,2022-12-30T12:09:21Z,3958788345,347,,3958788343,56,Right,3958788471,233,14,,,,,,,,,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744243,14,5,1,0,38,co1i764h6b02husae71w6scs8,1,46.6,101.2,2022-12-28T19:01:13.846Z,2022-12-30T12:09:21Z,3958788445,347,,3958788443,56,Back,3958788461,233,9,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744279,15,1,1,0,54,co1i764h6b02husae71w6scs8,1,52.7,100,2022-12-28T19:01:30.288Z,2022-12-30T12:09:25Z,3958788575,56,Left,3958788583,213,5.8,3958788579,141,90.9,3958788573,107,,3958788577,140,64.3,3958788581,212,14.1,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744285,16,1,1,0,56,co1i764h6b02husae71w6scs8,1,64.3,90.9,2022-12-28T19:01:32.519Z,2022-12-30T12:09:30Z,3960532667,178,,3958788615,141,80.6,3958788607,56,Back,3958788611,140,46.4,3958788617,212,20.1,3958788619,213,3.5,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744291,17,1,1,1,0,co1i764h6b02husae71w6scs8,1,44.4,83.5,2022-12-28T19:01:36.435Z,2022-12-30T12:09:33Z,3960532689,178,,3958788645,213,1.0,3958788639,140,49.7,3958788637,56,Back,3958788643,212,10.4,3958788641,141,96.5,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744303,18,1,1,1,3,co1i764h6b02husae71w6scs8,1,44.1,94.8,2022-12-28T19:01:39.160Z,2022-12-30T12:09:39Z,3960532745,178,,3958788697,141,85.2,3958788699,212,13.3,3958788693,56,Back,3958788701,213,3.7,3958788695,140,33.1,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744329,19,1,1,1,7,co1i764h6b02husae71w6scs8,1,31.9,62.5,2022-12-28T19:01:43.493Z,2022-12-30T12:09:48Z,3960532797,178,,3958788803,1,,3958788795,140,27.2,3958788801,213,4.6,3958788793,56,Back,3958788797,141,15.0,3958788799,212,32.7,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744335,20,1,1,1,12,co1i764h6b02husae71w6scs8,1,33.4,31.6,2022-12-28T19:01:48.561Z,2022-12-30T12:09:51Z,3960532825,178,,3958788831,213,1.8,3958788829,212,21.0,3958788823,56,Back,3958788827,141,61.9,3958788825,140,29.3,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744345,21,1,1,1,15,co1i764h6b02husae71w6scs8,1,29.3,62.8,2022-12-28T19:01:50.944Z,2022-12-30T12:09:58Z,3958788875,140,31.8,3960532861,178,,3958788881,213,1.4,3958788879,212,20.2,3958788873,56,Back,3958788877,141,92.2,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744359,22,1,1,1,17,co1i764h6b02husae71w6scs8,0,31.9,95.9,2022-12-28T19:01:53.231Z,2022-12-30T12:10:56Z,3958788935,141,100.0,3960533101,178,,3958788933,140,71.0,3958788937,212,41.2,3958788939,213,0.1,3958788931,56,Left,3958788929,155,,3958788941,1,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744409,10,5,1,1,20,ewsf6evtguu9j7k6js4tlgl89,1,27.8,-0.8,2022-12-28T19:01:56.748Z,2022-12-30T12:11:07Z,3958789143,233,23,3958789137,56,Back,3958789139,347,,,,,,,,,,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744365,23,5,1,1,20,co1i764h6b02husae71w6scs8,0,72.2,100.8,2022-12-28T19:01:56.748Z,2022-12-30T12:11:08Z,3958788963,347,,3958789149,233,10,3958788961,56,Left,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744423,11,1,1,1,30,ewsf6evtguu9j7k6js4tlgl89,1,27.5,0,2022-12-28T19:02:05.913Z,2022-12-30T12:11:12Z,3958789223,107,,3958789229,141,11.0,3958789227,140,30.5,3958789231,212,9.0,3958789233,213,1.2,3958789225,56,Back,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744425,12,4,1,1,31,ewsf6evtguu9j7k6js4tlgl89,1,28.4,14.5,2022-12-28T19:02:07.789Z,2022-12-30T12:11:20Z,3958789247,233,24,3958789243,265,,3958789239,56,Back,3958789237,13,,3958789241,152,,3958789245,285,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744421,24,4,1,1,31,co1i764h6b02husae71w6scs8,0,71.6,85.5,2022-12-28T19:02:07.790Z,2022-12-30T12:11:20Z,3958789211,286,,3958789203,13,,3958789209,265,,3958789207,152,,3960533225,178,,3958789205,56,Left,3958789253,233,12,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744863,40,1,1,1,41,ewsf6evtguu9j7k6js4tlgl89,1,35.3,6.5,2022-12-28T19:02:16.838Z,2022-12-30T12:11:33Z,3958791111,189,,3958791065,141,17.0,3960533323,178,,3958791113,5,,3958791063,140,28.3,3958791067,212,10.2,3958791069,213,2.4,3958791061,56,Back,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,3958791115,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744447,13,1,1,1,41,ewsf6evtguu9j7k6js4tlgl89,1,24.8,17.9,2022-12-28T19:02:17.031Z,2022-12-30T12:11:40Z,3958789343,213,5.5,3958789339,141,8.5,3960533365,178,,3958789337,140,31.4,3958789677,189,,3958789341,212,9.4,3958789335,56,Back,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744455,14,1,1,1,42,ewsf6evtguu9j7k6js4tlgl89,1,31.4,8.5,2022-12-28T19:02:17.837Z,2022-12-30T12:11:47Z,3960533413,178,,3958789359,140,22.6,3958789365,212,10.3,3958789355,56,Back,3958791357,189,,3958789363,141,15.1,3958789367,213,2.7,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744477,15,1,1,1,44,ewsf6evtguu9j7k6js4tlgl89,1,22.6,15.1,2022-12-28T19:02:19.977Z,2022-12-30T12:11:51Z,3958789445,140,3.0,3958789447,141,44.9,3958789443,56,Back,3958789449,212,28.9,3958789451,213,2.4,3960533433,178,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744493,16,1,1,1,51,ewsf6evtguu9j7k6js4tlgl89,1,7.8,47.6,2022-12-28T19:02:27.710Z,2022-12-30T12:11:55Z,3960533449,178,,3958789491,213,1.4,3958789483,56,Back,3958789487,141,64.1,3958789489,212,11.4,3958789485,140,9.9,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744497,17,1,1,1,54,ewsf6evtguu9j7k6js4tlgl89,1,9.9,64.1,2022-12-28T19:02:30.479Z,2022-12-30T12:12:00Z,3958789501,140,3.7,3960533461,178,,3958789503,141,45.2,3958789507,213,4.2,3958789505,212,14.4,3958789499,56,Back,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744505,18,1,1,1,56,ewsf6evtguu9j7k6js4tlgl89,1,3.7,45.2,2022-12-28T19:02:32.670Z,2022-12-30T12:12:05Z,3958789535,56,Back,3958789539,141,24.7,3958789537,140,11.2,3958789543,213,5.2,3960533491,178,,3958789541,212,16.0,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744537,19,4,1,2,1,ewsf6evtguu9j7k6js4tlgl89,1,27.4,12.2,2022-12-28T19:02:37.784Z,2022-12-30T12:12:13Z,3958789645,294,,3958789651,285,,3958789657,233,25,3958789649,152,,3958789647,56,Back,3958789643,13,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744519,25,4,1,2,1,co1i764h6b02husae71w6scs8,0,72.6,87.8,2022-12-28T19:02:37.785Z,2022-12-30T12:12:13Z,3958789665,233,19,3958789597,294,,3958789599,56,Left,3960533531,178,,3958789603,286,,3958789595,13,,3958789601,152,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744605,20,1,1,2,34,ewsf6evtguu9j7k6js4tlgl89,1,34.6,10,2022-12-28T19:03:10.413Z,2022-12-30T12:12:19Z,3958789927,141,37.0,3958789925,140,32.0,3958789919,5,,3959405767,189,,3958789923,56,Back,3958789929,212,18.6,3958789931,213,1.7,3958789921,152,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,3960533565,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744611,21,1,1,2,34,ewsf6evtguu9j7k6js4tlgl89,1,32,37,2022-12-28T19:03:10.744Z,2022-12-30T12:12:25Z,3960533601,178,,3958789961,213,1.4,3958789955,140,37.7,3959405835,189,,3958789959,212,29.2,3958789953,56,Back,3958789957,141,79.1,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744613,22,1,1,2,41,ewsf6evtguu9j7k6js4tlgl89,0,57,97.5,2022-12-28T19:03:16.873Z,2022-12-30T12:13:04Z,3958789995,286,,3958789973,213,0,3958789971,212,1.8,3958789967,140,58.7,3958789969,141,97.5,3960533743,178,,3958789989,236,,3958789965,56,Left,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,3958789991,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744615,26,74,1,2,41,co1i764h6b02husae71w6scs8,1,41.3,5,2022-12-28T19:03:16.932Z,2022-12-30T12:13:10Z,3960533779,178,,3958789979,56,Back,3958789981,285,,3958790005,233,22,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744637,23,5,1,2,42,ewsf6evtguu9j7k6js4tlgl89,1,59.1,101.8,2022-12-28T19:03:17.848Z,2022-12-30T12:13:18Z,3958790277,233,27,3958790059,56,Left,3958790061,347,,,,,,,,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744625,27,5,1,2,42,co1i764h6b02husae71w6scs8,0,40.9,-1.8,2022-12-28T19:03:17.848Z,2022-12-30T12:13:18Z,3958790301,233,23,3958790015,56,Back,3958790263,347,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744641,24,1,1,2,49,ewsf6evtguu9j7k6js4tlgl89,1,59.6,100,2022-12-28T19:03:25.713Z,2022-12-30T12:13:22Z,3958790067,56,Left,3958790069,140,58.2,3958790071,141,89.9,3958790073,212,8.1,3958790065,107,,3958790075,213,4.5,,,,,,,6uubxxvwp558g19wxmprfqtw5,Derick Poloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744659,25,1,1,2,51,ewsf6evtguu9j7k6js4tlgl89,0,58.2,89.9,2022-12-28T19:03:27.823Z,2022-12-30T12:13:27Z,3960533873,178,,3958790141,212,20.2,3958790143,213,5.9,3958790135,56,Center,3958790139,141,78.5,3958790137,140,76.0,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493744657,28,49,1,2,54,co1i764h6b02husae71w6scs8,1,22.3,22,2022-12-28T19:03:30.112Z,2022-12-30T12:13:37Z,,,,,,,,,,,,,,,,,,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
