id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/13/value,keyPass,qualifier/18/value
2443484733,73,1,1,9,23,26t6lvlpql4w5wu1ih73qpy36,1,50.2,49.7,2022-08-07T17:11:00.194Z,2022-08-10T11:09:46Z,3696864951,178,,3692338003,141,46.4,3692337999,56,Back,3692338007,213,3.3,3692338001,140,33.5,3692338005,212,17.7,3692338009,279,G,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484753,74,1,1,9,26,26t6lvlpql4w5wu1ih73qpy36,1,33.5,46.4,2022-08-07T17:11:02.730Z,2022-08-10T11:09:51Z,3696865099,178,,3692338113,56,Back,3692338119,212,29.2,3692338115,140,39.1,3692338117,141,4.4,3692338121,213,4.9,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484815,75,1,1,9,28,26t6lvlpql4w5wu1ih73qpy36,1,39.1,4.4,2022-08-07T17:11:04.875Z,2022-08-10T11:09:55Z,3692338489,213,6.3,3692338487,212,24.3,3696865167,178,,3692338485,141,3.5,3692338481,56,Right,3692338483,140,62.2,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484817,76,3,1,9,31,26t6lvlpql4w5wu1ih73qpy36,0,62,1.3,2022-08-07T17:11:08.092Z,2022-08-10T11:10:14Z,3692338493,56,Right,3695374847,464,,3692338495,286,,3696865599,178,,3692338733,233,75,,,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484841,75,7,1,9,31,7catg5lpivcmpf4xhggh6d8rk,1,38,98.7,2022-08-07T17:11:08.435Z,2022-08-10T11:10:19Z,3696865759,178,,3692338687,233,76,3695374951,385,,3692338615,285,,3692338607,167,,3692338611,56,Back,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484857,76,5,1,9,32,7catg5lpivcmpf4xhggh6d8rk,0,41.8,101.2,2022-08-07T17:11:08.673Z,2022-08-10T11:10:24Z,3692339299,233,77,3692338665,56,Back,3692338667,347,,,,,,,,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443484957,77,5,1,9,32,26t6lvlpql4w5wu1ih73qpy36,1,58.2,-1.2,2022-08-07T17:11:08.673Z,2022-08-10T11:10:24Z,3692339233,233,76,3692339213,347,,3692339211,56,Right,,,,,,,,,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485027,78,1,1,9,37,26t6lvlpql4w5wu1ih73qpy36,1,57.4,0,2022-08-07T17:11:14.153Z,2022-08-10T11:10:56Z,3692339613,141,10.4,3692339609,56,Back,3692339619,1,,3692339617,213,2.8,3692339611,140,37.0,3692339607,107,,3692339615,212,22.8,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485101,79,1,1,9,41,26t6lvlpql4w5wu1ih73qpy36,1,36.9,12.2,2022-08-07T17:11:18.328Z,2022-08-10T11:11:03Z,3692340083,213,1.9,3692340079,141,43.3,3696866915,178,,3692340077,140,30.9,3692340081,212,22.1,3692340073,56,Back,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485139,80,1,1,9,47,26t6lvlpql4w5wu1ih73qpy36,0,33,65.5,2022-08-07T17:11:23.732Z,2022-08-10T11:11:07Z,3692340333,155,,3692340343,213,0.5,3696866975,178,,3692340339,141,100.0,3692340337,140,74.6,3692340345,1,,3692340335,56,Left,3692340341,212,50.0,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485353,77,5,1,9,50,7catg5lpivcmpf4xhggh6d8rk,1,27.2,-1.6,2022-08-07T17:11:27.011Z,2022-08-10T11:11:13Z,3692341599,233,81,3692341567,56,Back,3692341569,347,,,,,,,,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485149,81,5,1,9,50,26t6lvlpql4w5wu1ih73qpy36,0,72.8,101.6,2022-08-07T17:11:27.011Z,2022-08-10T11:11:13Z,3692340389,347,,3692340387,56,Left,3692341641,233,77,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485365,78,1,1,10,8,7catg5lpivcmpf4xhggh6d8rk,1,31.2,0,2022-08-07T17:11:45.018Z,2022-08-10T11:11:18Z,3692341681,141,4.3,3692341685,213,0.4,3692341683,212,8.5,3692341679,140,38.5,3692341677,56,Back,3692341675,107,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485389,79,1,1,10,10,7catg5lpivcmpf4xhggh6d8rk,1,37.3,6.1,2022-08-07T17:11:47.069Z,2022-08-10T11:11:24Z,3692341833,212,11.5,3692341829,140,33.8,3696867499,178,,3692341831,141,22.1,3692341827,56,Back,3692341835,213,1.9,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485435,80,1,1,10,11,7catg5lpivcmpf4xhggh6d8rk,1,33.8,22.1,2022-08-07T17:11:48.226Z,2022-08-10T11:11:32Z,3692342123,213,5.8,3692342119,141,14.0,3692342121,212,11.7,3692342117,140,43.6,3696867669,178,,3692342115,56,Back,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485449,81,3,1,10,13,7catg5lpivcmpf4xhggh6d8rk,1,44.6,12.2,2022-08-07T17:11:50.005Z,2022-08-10T11:11:39Z,3692517721,233,403,3692342189,286,,3696867919,178,,3692342187,56,Back,3695375769,465,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443517269,403,45,1,10,13,26t6lvlpql4w5wu1ih73qpy36,0,55.4,87.8,2022-08-07T17:11:50.005Z,2022-08-10T11:11:40Z,3692517701,56,Left,3692517703,285,,3692517745,233,81,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443517225,364,1,1,10,13,7catg5lpivcmpf4xhggh6d8rk,0,46.7,21.5,2022-08-07T17:11:50.419Z,2022-08-10T11:11:58Z,3692517839,236,,3692517429,213,1.2,3696868309,178,,3692517841,233,404,3692517845,286,,3692517423,140,47.0,3692517425,141,22.8,3692517421,56,Back,83ekq1r2omnsazmp41pio8s89,Trincão,3692517427,212,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443517287,404,74,1,10,14,26t6lvlpql4w5wu1ih73qpy36,1,56,86.6,2022-08-07T17:11:50.554Z,2022-08-10T11:12:06Z,3696868557,178,,3692517821,56,Left,3692517847,233,364,3692517823,285,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485461,83,49,1,10,15,26t6lvlpql4w5wu1ih73qpy36,1,33,78.1,2022-08-07T17:11:52.325Z,2022-08-10T11:12:13Z,,,,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485507,84,1,1,10,15,26t6lvlpql4w5wu1ih73qpy36,1,33,78.1,2022-08-07T17:11:52.368Z,2022-08-10T11:12:19Z,3692342501,213,4.0,3696868869,178,,3692342493,56,Back,3692342499,212,29.5,3692342495,140,14.3,3692342497,141,45.8,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485451,82,43,1,10,16,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-08-07T17:11:52.495Z,2022-08-07T17:11:56Z,3692342387,144,7,3692342207,285,0,3692342205,56,Center,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485535,85,1,1,10,18,26t6lvlpql4w5wu1ih73qpy36,1,15,44.2,2022-08-07T17:11:55.394Z,2022-08-10T11:12:26Z,3692342677,1,,3692342671,141,92.1,3692342675,213,1.0,3692342673,212,39.2,3692342669,140,35.7,3692342667,56,Back,3696869079,178,,3692342665,155,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485579,86,1,1,10,22,26t6lvlpql4w5wu1ih73qpy36,0,39.7,93.9,2022-08-07T17:11:59.427Z,2022-08-10T11:12:32Z,3692342949,213,6.2,3692342951,1,,3692342941,56,Left,3692342945,141,88.1,3692342947,212,37.7,3696869279,178,,3692342943,140,75.4,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485581,82,12,1,10,26,7catg5lpivcmpf4xhggh6d8rk,1,23.1,8,2022-08-07T17:12:02.503Z,2022-08-10T11:12:50Z,3696869841,178,,3692342959,56,Back,3692342989,167,,3692342967,213,4.9,3692342963,141,0.0,3692342961,140,24.3,3692342965,212,6.5,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485585,83,5,1,10,26,7catg5lpivcmpf4xhggh6d8rk,0,24.8,-1,2022-08-07T17:12:02.918Z,2022-08-10T11:12:53Z,3692342975,347,,3692342973,56,Back,3692343141,233,87,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485611,87,5,1,10,26,26t6lvlpql4w5wu1ih73qpy36,1,75.2,101,2022-08-07T17:12:02.918Z,2022-08-10T11:12:53Z,3692343087,347,,3692343085,56,Left,3692343115,233,83,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485655,88,1,1,10,28,26t6lvlpql4w5wu1ih73qpy36,1,74.6,100,2022-08-07T17:12:05.013Z,2022-08-10T11:12:59Z,3692343387,213,4.6,3692343385,212,4.9,3692343381,140,74.1,3692343377,107,,3692343383,141,93.5,3692343379,56,Left,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485679,89,1,1,10,29,26t6lvlpql4w5wu1ih73qpy36,1,74.1,93.5,2022-08-07T17:12:06.282Z,2022-08-10T11:13:04Z,3696870215,178,,3692343503,56,Left,3692343509,212,7.9,3692343511,213,0.1,3692343507,141,95.1,3692343505,140,81.6,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485667,84,45,1,10,32,7catg5lpivcmpf4xhggh6d8rk,0,11.8,6.1,2022-08-07T17:12:09.452Z,2022-08-10T11:13:10Z,3692343447,56,Back,3692343687,233,91,3692343449,285,,,,,,,,,,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485697,91,3,1,10,32,26t6lvlpql4w5wu1ih73qpy36,1,88.2,93.9,2022-08-07T17:12:09.452Z,2022-08-10T11:13:10Z,3696870351,178,,3695376169,464,,3692343647,56,Left,3692343649,286,,3692343657,233,84,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485685,90,43,1,10,33,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-08-07T17:12:10.303Z,2022-08-07T17:12:15Z,3692343557,212,0,3692343555,141,94.5,3692343551,56,Left,3692343559,213,3.1,3692343553,140,87.5,3692343955,144,12,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485711,92,1,1,10,35,26t6lvlpql4w5wu1ih73qpy36,0,90.4,89.3,2022-08-07T17:12:11.812Z,2022-08-10T11:13:14Z,3696870485,178,,3692343757,213,4.8,3692343751,140,91.3,3695376421,20,,3692343749,56,Center,3692343755,212,23.4,3692343753,141,54.9,3692343747,155,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,3695376419,223,3692343745,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485731,85,12,1,10,36,7catg5lpivcmpf4xhggh6d8rk,1,6.8,43.3,2022-08-07T17:12:12.996Z,2022-08-10T11:13:23Z,3692343881,213,5.0,3692343879,212,22.4,3696870697,388,,3692343875,140,13.4,3692343897,15,,3692343877,141,12.0,3692343873,56,Back,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485765,86,49,1,10,38,7catg5lpivcmpf4xhggh6d8rk,1,12.3,6.8,2022-08-07T17:12:15.130Z,2022-08-10T11:13:31Z,,,,,,,,,,,,,,,,,,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485797,87,1,1,10,39,7catg5lpivcmpf4xhggh6d8rk,0,12.7,6.4,2022-08-07T17:12:16.374Z,2022-08-10T11:13:34Z,3692344187,212,20.6,3692344181,140,31.1,3692344191,213,0.4,3696870941,178,,3692344183,141,17.0,3692344177,56,Back,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485817,93,8,1,10,41,26t6lvlpql4w5wu1ih73qpy36,1,66.1,80.8,2022-08-07T17:12:17.483Z,2022-08-10T11:13:42Z,3692344245,56,Left,3696871077,178,,3695376989,384,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485823,94,49,1,10,41,26t6lvlpql4w5wu1ih73qpy36,1,64.8,81.7,2022-08-07T17:12:18.004Z,2022-08-10T11:13:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485865,95,1,1,10,44,26t6lvlpql4w5wu1ih73qpy36,0,73.4,84.2,2022-08-07T17:12:21.046Z,2022-08-10T11:13:54Z,3692344503,2,,3695377037,72,,3695377035,224,,3692344507,56,Center,3692344505,155,,3696871429,178,,3692344513,212,36.5,3692344509,140,93.1,2psarhoauswcdof4nb22sw7ah,S. Niakaté,3692344511,141,3692344515,213,5.3,3692344517,1,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443485873,88,52,1,10,46,7catg5lpivcmpf4xhggh6d8rk,1,7,58.5,2022-08-07T17:12:23.292Z,2022-08-10T11:14:03Z,3695377115,377,,3696871649,178,,,,,,,,,,,,,,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486117,89,1,1,11,0,7catg5lpivcmpf4xhggh6d8rk,1,7.1,50.7,2022-08-07T17:12:36.789Z,2022-08-10T11:14:14Z,3692345953,56,Back,3692345963,213,4.7,3696871937,178,,3692345961,212,15.2,3695377443,189,,3692345957,140,7.5,3692345949,123,,3692345959,141,28.3,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486149,90,1,1,11,3,7catg5lpivcmpf4xhggh6d8rk,1,7.5,28.2,2022-08-07T17:12:40.009Z,2022-08-10T11:14:18Z,3692346113,141,54.6,3696872071,178,,3692346109,56,Back,3692346111,140,24.2,3692346115,212,25.1,3692346117,213,0.8,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486245,91,1,1,11,4,7catg5lpivcmpf4xhggh6d8rk,1,25,55.5,2022-08-07T17:12:41.469Z,2022-08-10T11:14:23Z,3696872223,178,,3692346633,140,13.0,3692346639,213,2.3,3692346637,212,18.0,3692346635,141,74.4,3692346631,56,Back,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486303,92,1,1,11,11,7catg5lpivcmpf4xhggh6d8rk,1,19.7,78.2,2022-08-07T17:12:48.270Z,2022-08-10T11:14:28Z,3696872315,178,,3692346957,140,18.7,3692346961,212,9.8,3692346965,213,4.6,3692346955,56,Back,3692346959,141,63.9,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486347,93,1,1,11,15,7catg5lpivcmpf4xhggh6d8rk,1,19.3,62.9,2022-08-07T17:12:51.911Z,2022-08-10T11:14:32Z,3692347189,213,5.6,3692347185,212,27.3,3692347181,141,36.7,3692347177,56,Back,3696872435,178,,3692347179,140,39.0,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486357,94,61,1,11,16,7catg5lpivcmpf4xhggh6d8rk,0,39.1,36.7,2022-08-07T17:12:53.163Z,2022-08-10T11:14:37Z,3696872519,178,,3692347233,56,Back,,,,,,,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486371,96,49,1,11,18,26t6lvlpql4w5wu1ih73qpy36,1,43.2,68.2,2022-08-07T17:12:54.914Z,2022-08-10T11:14:47Z,,,,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486395,97,1,1,11,18,26t6lvlpql4w5wu1ih73qpy36,1,43.2,68.2,2022-08-07T17:12:54.951Z,2022-08-10T11:14:50Z,3692347385,213,5.2,3692347381,141,64.9,3692347383,212,2.6,3696872871,178,,3692347379,140,44.4,3692347377,56,Back,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486405,98,1,1,11,19,26t6lvlpql4w5wu1ih73qpy36,0,44.4,64.9,2022-08-07T17:12:56.336Z,2022-08-10T11:14:56Z,3696872979,178,,3692347429,213,1.8,3692347427,212,3.1,3692347563,286,,3692347425,141,69.3,3692347421,56,Back,3692347559,233,95,3692347423,140,43.6,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,3692347557,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486423,95,74,1,11,19,7catg5lpivcmpf4xhggh6d8rk,1,56.7,33.4,2022-08-07T17:12:56.361Z,2022-08-10T11:15:02Z,3692347481,56,Center,3692347483,285,,3696873093,178,,3692347585,233,98,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486445,96,49,1,11,20,7catg5lpivcmpf4xhggh6d8rk,1,55.2,33.4,2022-08-07T17:12:56.813Z,2022-08-10T11:15:09Z,,,,,,,,,,,,,,,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486561,97,1,1,11,24,7catg5lpivcmpf4xhggh6d8rk,1,61,57,2022-08-07T17:13:01.077Z,2022-08-10T11:15:19Z,3692348159,141,84.7,3692348157,140,66.4,3692348161,212,19.7,3692348155,56,Left,3696873359,178,,3692348163,213,1.3,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486587,98,1,1,11,29,7catg5lpivcmpf4xhggh6d8rk,1,74.9,95.4,2022-08-07T17:13:06.460Z,2022-08-10T11:15:26Z,3692348329,212,5.9,3692348325,140,69.8,3692348327,141,91.7,3692348331,213,3.6,3696873481,178,,3692348323,56,Left,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486607,99,1,1,11,31,7catg5lpivcmpf4xhggh6d8rk,1,69.9,91.1,2022-08-07T17:13:08.470Z,2022-08-10T11:15:32Z,3692348415,141,88.3,3692348411,56,Left,3696873587,178,,3692348419,212,5.1,3692348413,140,65.4,3692348423,213,3.5,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486623,100,1,1,11,32,7catg5lpivcmpf4xhggh6d8rk,1,65,87.7,2022-08-07T17:13:09.333Z,2022-08-10T11:15:36Z,3692348501,213,5.4,3692348493,141,83.8,3692348489,56,Left,3692348497,212,3.4,3696873675,178,,3692348491,140,67.0,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486633,101,61,1,11,33,7catg5lpivcmpf4xhggh6d8rk,0,68.4,80.5,2022-08-07T17:13:10.084Z,2022-08-10T11:15:44Z,3696873869,178,,3692348533,56,Left,,,,,,,,,,,,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486647,99,49,1,11,34,26t6lvlpql4w5wu1ih73qpy36,1,26.4,25.6,2022-08-07T17:13:10.881Z,2022-08-10T11:15:48Z,,,,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486661,100,1,1,11,34,26t6lvlpql4w5wu1ih73qpy36,0,26.4,25.6,2022-08-07T17:13:10.927Z,2022-08-10T11:15:52Z,3692348665,212,6.6,3692348661,140,32.3,3696874103,178,,3692348667,213,0.4,3692348659,56,Back,3692348663,141,29.1,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486659,102,49,1,11,35,7catg5lpivcmpf4xhggh6d8rk,1,62.6,71.5,2022-08-07T17:13:11.510Z,2022-08-10T11:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486683,103,1,1,11,35,7catg5lpivcmpf4xhggh6d8rk,1,63.7,71.5,2022-08-07T17:13:12.463Z,2022-08-10T11:16:02Z,3692348773,213,0.3,3692348769,141,73.6,3692348767,140,67.8,3692348765,56,Center,3696874305,178,,3692348771,212,4.5,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486745,104,1,1,11,37,7catg5lpivcmpf4xhggh6d8rk,1,70.2,74.5,2022-08-07T17:13:13.989Z,2022-08-10T11:16:08Z,3692349143,56,Center,3696874367,178,,3692349147,141,66.9,3692349145,140,87.0,3692349159,4,,3692349149,212,18.4,3692349151,213,6.0,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486789,101,4,1,11,39,26t6lvlpql4w5wu1ih73qpy36,1,11.4,34.2,2022-08-07T17:13:15.784Z,2022-08-10T11:16:18Z,3692349491,233,105,3692349373,13,,3692349381,285,,3692349377,56,Back,3692349375,294,,3692349379,152,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443486799,105,4,1,11,39,7catg5lpivcmpf4xhggh6d8rk,0,88.6,65.8,2022-08-07T17:13:15.785Z,2022-08-10T11:16:18Z,3692349425,294,,3692349431,286,,3692349427,56,Center,3692349429,152,,3696874593,178,,3692349423,13,,3692349515,233,101,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443487071,102,1,1,11,56,26t6lvlpql4w5wu1ih73qpy36,1,12.5,48.4,2022-08-07T17:13:33.074Z,2022-08-10T11:16:53Z,3692350779,212,16.0,3692350777,141,67.2,3692350775,140,21.7,3692350771,152,,3695379187,189,,3692350781,213,0.9,3692350773,56,Back,3696875329,178,,5nlzolv5bg03eiopba58rs251,Matheus,3692350769,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
