id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2443895075,9,1,1,0,15,491xixnlsp75o7cr3w2gc1o0z,1,26.5,96.9,2022-08-08T19:18:42.461Z,2022-08-11T03:41:05Z,3694566111,212,36.1,3694566103,155,,3694566115,1,,3697888171,178,,3694566113,213,0.0,3694566105,56,Left,3694566107,140,60.9,3694566109,141,97.1,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895083,10,1,1,0,17,491xixnlsp75o7cr3w2gc1o0z,0,60.9,97.1,2022-08-08T19:18:44.065Z,2022-08-11T03:41:25Z,3694566149,56,Left,3694566155,212,5.5,3697888311,388,,3694566153,141,91.1,3694566157,213,4.0,3694566151,140,57.4,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895087,3,49,1,0,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,45.4,15.6,2022-08-08T19:18:45.605Z,2022-08-11T03:41:37Z,,,,,,,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444518707,1037,43,1,0,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-08-08T19:18:45.623Z,2022-08-11T04:54:20Z,3697922133,144,82,3697922115,178,0,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895101,4,1,1,0,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,45.5,15.6,2022-08-08T19:18:45.658Z,2022-08-11T03:41:46Z,3694566207,56,Back,3694566209,140,44.0,3694566213,212,7.0,3694566215,213,4.5,3697888561,178,,3694566211,141,5.5,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895113,5,1,1,0,21,bwt8yfk8rkcwiwyr0mopd7wqd,0,44.2,5.3,2022-08-08T19:18:47.995Z,2022-08-11T03:41:52Z,3694566273,212,13.0,3697888613,178,,3694566271,141,0.0,3694566267,56,Right,3694566275,213,5.9,3694566269,140,55.6,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895115,6,5,1,0,22,bwt8yfk8rkcwiwyr0mopd7wqd,0,54.2,-1.8,2022-08-08T19:18:48.788Z,2022-08-11T03:41:58Z,3694566277,56,Right,3694566279,347,,3694566805,233,11,,,,,,,,,,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895201,11,5,1,0,22,491xixnlsp75o7cr3w2gc1o0z,1,45.8,101.8,2022-08-08T19:18:48.788Z,2022-08-11T03:41:57Z,3694566775,347,,3694566773,56,Back,3694566791,233,6,,,,,,,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895215,12,1,1,0,39,491xixnlsp75o7cr3w2gc1o0z,1,53.1,100,2022-08-08T19:19:06.219Z,2022-08-11T03:42:03Z,3694566871,212,6.5,3694566863,107,,3694566873,213,4.8,3694566865,56,Left,3694566869,141,91.7,3694566867,140,53.5,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895227,13,1,1,0,40,491xixnlsp75o7cr3w2gc1o0z,1,53.5,91.7,2022-08-08T19:19:07.156Z,2022-08-11T03:42:13Z,3694566927,56,Back,3694566933,212,8.8,3694566929,140,46.7,3694566931,141,99.2,3697888791,178,,3694566935,213,2.5,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895229,7,45,1,0,43,bwt8yfk8rkcwiwyr0mopd7wqd,0,58.6,1.8,2022-08-08T19:19:09.642Z,2022-08-11T03:42:28Z,3694566987,233,14,3694566947,285,,3694566945,56,Right,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895235,14,3,1,0,43,491xixnlsp75o7cr3w2gc1o0z,1,41.4,98.2,2022-08-08T19:19:09.642Z,2022-08-11T03:42:28Z,3696245831,464,,3694566977,286,,3694566979,233,7,3694566975,56,Back,3697888937,178,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895255,15,1,1,0,45,491xixnlsp75o7cr3w2gc1o0z,0,46.5,97.1,2022-08-08T19:19:12.275Z,2022-08-11T03:42:38Z,3697889027,178,,3694567083,212,48.7,3694567087,1,,3694567081,141,55.7,3694567079,140,84.3,3694567077,56,Center,3694567085,213,5.7,3694567075,155,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895275,8,49,1,0,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,15.5,43.7,2022-08-08T19:19:16.420Z,2022-08-11T03:42:58Z,,,,,,,,,,,,,,,,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895331,9,1,1,0,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,16.5,44.5,2022-08-08T19:19:21.620Z,2022-08-11T03:43:06Z,3694567421,213,1.3,3694567413,140,23.1,3694567411,56,Back,3694567417,141,75.7,3694567419,212,22.3,3697889283,178,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895341,10,1,1,0,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.1,79.7,2022-08-08T19:19:24.267Z,2022-08-11T03:43:13Z,3694567463,140,30.2,3694567465,141,98.4,3697889375,178,,3694567469,213,1.0,3694567467,212,14.7,3694567461,56,Back,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895383,11,1,1,1,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.2,98.4,2022-08-08T19:19:27.156Z,2022-08-11T03:43:19Z,3694567725,213,6.3,3694567721,141,97.8,3694567719,140,43.1,3694567723,212,13.6,3697889437,178,,3694567717,56,Back,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895411,12,61,1,1,2,bwt8yfk8rkcwiwyr0mopd7wqd,0,43.2,98,2022-08-08T19:19:28.919Z,2022-08-11T03:43:45Z,3694567867,56,Back,3697889663,178,,,,,,,,,,,,,,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895413,13,5,1,1,3,bwt8yfk8rkcwiwyr0mopd7wqd,0,42.4,101.2,2022-08-08T19:19:29.854Z,2022-08-11T03:43:58Z,3694567891,233,17,3694567871,347,,3694567869,56,Back,,,,,,,,,,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895395,17,5,1,1,3,491xixnlsp75o7cr3w2gc1o0z,1,57.6,-1.2,2022-08-08T19:19:29.854Z,2022-08-11T03:43:58Z,3694567875,233,13,3694567793,56,Right,3694567795,347,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895361,16,43,1,1,3,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-08T19:19:30.264Z,2022-08-08T19:19:43Z,3694567609,56,Right,3694568017,144,8,,,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895419,18,1,1,1,9,491xixnlsp75o7cr3w2gc1o0z,1,56.6,0,2022-08-08T19:19:36.219Z,2022-08-11T03:44:04Z,3694567927,213,2.8,3694567913,56,Back,3694567915,140,39.7,3694567911,107,,3694567917,141,8.8,3694567923,212,18.9,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895473,19,1,1,1,17,491xixnlsp75o7cr3w2gc1o0z,1,40.9,11.8,2022-08-08T19:19:44.513Z,2022-08-11T03:48:36Z,3694568259,140,38.6,3694568263,212,55.5,3694568257,56,Back,3694568255,196,,3694569285,189,,3697892207,178,,3694568267,1,,3694568261,141,93.4,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,3694568265,213,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895489,21,1,1,1,18,491xixnlsp75o7cr3w2gc1o0z,1,38.5,96.6,2022-08-08T19:19:45.462Z,2022-08-11T03:48:53Z,3694568353,140,49.7,3697892231,178,,3694568357,212,11.9,3694568351,56,Back,3694568359,213,6.1,3694568355,141,94.2,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895475,20,43,1,1,19,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-08T19:19:46.272Z,2022-08-08T19:20:02Z,3694568279,347,0,3694568277,56,Back,3694568961,144,5,,,,,,,,,,,,,,,,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895519,22,1,1,1,22,491xixnlsp75o7cr3w2gc1o0z,1,50.1,84,2022-08-08T19:19:48.852Z,2022-08-11T03:48:48Z,3694568511,140,65.9,3694568517,213,0.3,3694568515,212,17.6,3697892301,178,,3694568513,141,92.7,3694568509,56,Left,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895535,23,1,1,1,26,491xixnlsp75o7cr3w2gc1o0z,1,78,95.1,2022-08-08T19:19:53.064Z,2022-08-11T03:48:59Z,3694568635,1,,3696246951,224,,3694568631,212,37.7,3694568623,155,,3694568625,56,Center,3694568627,140,89.4,3694568621,2,,3697892401,178,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,3694568629,141,42.5,3694568633,213,5.0,3696246953,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895569,24,44,1,1,27,491xixnlsp75o7cr3w2gc1o0z,1,85.6,42,2022-08-08T19:19:54.554Z,2022-08-11T08:24:27Z,3694568795,56,Center,3694568799,286,,3694569431,233,14,,,,,,,,,,,,,,,,dtkxyjne2wd3rtsg74i9lc6qc,Arthur Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895621,14,44,1,1,27,bwt8yfk8rkcwiwyr0mopd7wqd,0,14.4,58,2022-08-08T19:19:54.555Z,2022-08-11T03:49:10Z,3694569093,56,Back,3694569097,285,,3694569439,233,24,,,,,,,,,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895627,15,4,1,1,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,14.4,58,2022-08-08T19:19:54.701Z,2022-08-11T03:49:21Z,3694569123,152,,3694569117,10,,3694569119,56,Back,3694569133,233,25,3694569127,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895571,25,4,1,1,28,491xixnlsp75o7cr3w2gc1o0z,0,85.6,42,2022-08-08T19:19:54.702Z,2022-08-11T03:49:20Z,3697892597,388,,3694569143,233,15,3694568821,286,,3694568819,152,,3694568813,10,,3694568817,56,Center,,,,,,,dtkxyjne2wd3rtsg74i9lc6qc,Arthur Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895727,16,1,1,1,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,15.4,60.8,2022-08-08T19:20:16.799Z,2022-08-11T03:49:30Z,3694569673,5,,3694569683,212,14.5,3697892731,178,,3694650411,189,,3694569679,140,25.1,3694569681,141,75.9,3694569677,56,Back,3694569685,213,0.8,664x98r3mbynnh19u1cx984q,Andrew,3694569675,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895735,17,1,1,1,52,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.7,68.8,2022-08-08T19:20:19.504Z,2022-08-11T03:49:38Z,3694569719,140,21.2,3694569717,56,Back,3697892809,178,,3694569723,212,24.2,3694569721,141,34.3,3694569725,213,4.5,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895759,18,1,1,1,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,21.5,31.5,2022-08-08T19:20:21.725Z,2022-08-11T03:49:51Z,3694569859,213,5.0,3694569857,212,20.7,3694569851,56,Back,3694569855,141,2.2,3697892953,178,,3694569853,140,26.8,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895789,19,1,1,1,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,25.7,10.4,2022-08-08T19:20:24.301Z,2022-08-11T03:49:59Z,3694569961,212,6.7,3694569955,56,Back,3694569957,140,29.3,3697893033,178,,3694569963,213,1.0,3694569959,141,18.6,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895795,20,1,1,1,59,bwt8yfk8rkcwiwyr0mopd7wqd,0,29.3,18.6,2022-08-08T19:20:25.912Z,2022-08-11T03:50:10Z,3694569987,213,5.6,3694569981,140,36.7,3694569979,56,Back,3694569983,141,8.6,3697893125,178,,3694569985,212,10.3,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895793,26,61,1,1,59,491xixnlsp75o7cr3w2gc1o0z,1,63.6,89.6,2022-08-08T19:20:26.317Z,2022-08-11T03:50:28Z,3694569973,56,Left,3697893307,178,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895809,21,1,1,2,0,bwt8yfk8rkcwiwyr0mopd7wqd,0,33.7,2.9,2022-08-08T19:20:27.130Z,2022-08-11T03:50:56Z,3694570065,140,43.8,3694570069,212,12.2,3697893629,178,,3694570067,141,11.9,3694570071,213,0.5,3694570063,56,Back,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895813,27,49,1,2,2,491xixnlsp75o7cr3w2gc1o0z,1,54.3,84.8,2022-08-08T19:20:28.669Z,2022-08-11T03:51:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895825,28,1,1,2,3,491xixnlsp75o7cr3w2gc1o0z,1,54.3,84.8,2022-08-08T19:20:30.360Z,2022-08-11T03:51:19Z,3694570165,141,93.0,3697893827,178,,3694570167,212,13.9,3694570161,56,Back,3694570163,140,42.2,3694570169,213,2.7,,,,,,,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895847,29,1,1,2,5,491xixnlsp75o7cr3w2gc1o0z,1,42.2,93,2022-08-08T19:20:32.254Z,2022-08-11T03:51:26Z,3694570319,140,13.9,3694570323,212,43.9,3694570317,56,Back,3697893899,178,,3694570327,1,,3694570321,141,45.5,3694570325,213,4.0,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895881,30,1,1,2,11,491xixnlsp75o7cr3w2gc1o0z,1,15.8,52.8,2022-08-08T19:20:38.301Z,2022-08-11T03:51:33Z,3694570525,141,78.0,3694570521,56,Back,3694570527,212,17.7,3694570529,213,1.3,3697893969,178,,3694570523,140,20.1,,,,,,,921pmr49x4ijt9tnww0d2sixh,Jordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895899,31,1,1,2,13,491xixnlsp75o7cr3w2gc1o0z,1,20.6,79.5,2022-08-08T19:20:40.501Z,2022-08-11T03:51:39Z,3694570623,56,Back,3694570631,213,5.8,3697894025,178,,3694570629,212,14.5,3694570627,141,69.3,3694570625,140,32.7,,,,,,,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895933,32,1,1,2,16,491xixnlsp75o7cr3w2gc1o0z,1,35.3,69.6,2022-08-08T19:20:43.079Z,2022-08-11T03:51:44Z,3694570791,213,0.7,3694570783,56,Left,3694570785,140,56.1,3694570787,141,96.6,3697894069,178,,3694570789,212,28.5,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443895955,33,1,1,2,21,491xixnlsp75o7cr3w2gc1o0z,1,67.6,91.4,2022-08-08T19:20:48.429Z,2022-08-11T03:51:51Z,3694570889,140,61.8,3694570893,212,16.2,3694570887,56,Center,3694570891,141,69.3,3697894129,178,,3694570895,213,4.3,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
