id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2497860055,259,43,1,24,16,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-15T18:26:50.453Z,2023-01-15T18:27:33Z,3980519881,144,61,3980518647,56,Center,,,,,,,,,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860135,240,1,1,24,23,7catg5lpivcmpf4xhggh6d8rk,1,64.9,56.7,2023-01-15T18:26:57.193Z,2023-01-17T23:53:30Z,3980519009,141,14.7,3982578845,178,,3980519007,140,75.4,3980519011,212,30.6,3980519013,213,5.1,3980519005,56,Right,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860143,241,1,1,24,28,7catg5lpivcmpf4xhggh6d8rk,0,79.1,19,2023-01-15T18:27:01.931Z,2023-01-17T23:54:04Z,3980519053,155,,3982036537,223,,3980519057,140,89.5,3982036861,72,,3980519061,212,21.0,3982578941,178,,3980519051,2,,3980519055,56,Center,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,3980519063,213,1.0,3980519059,141,,,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860153,260,12,1,24,29,9ldqu49smv1xg2va0n2cy28zl,1,11.1,55.9,2023-01-15T18:27:02.718Z,2023-01-17T23:54:10Z,3980519105,140,27.9,3982578955,178,,3980519103,56,Back,3980519111,213,0.9,3980519107,141,86.6,3980519109,212,27.3,3980519125,15,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860183,242,1,1,24,33,7catg5lpivcmpf4xhggh6d8rk,1,62.4,10.4,2023-01-15T18:27:07.441Z,2023-01-17T23:54:16Z,3980519237,140,45.8,3980519235,56,Back,3980519241,212,18.9,3980519239,141,21.0,3980519243,213,2.7,3982578963,178,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860187,243,1,1,24,36,7catg5lpivcmpf4xhggh6d8rk,1,43.4,24.6,2023-01-15T18:27:10.290Z,2023-01-17T23:54:19Z,3980519285,56,Back,3980519287,140,45.3,3982578975,178,,3980519293,213,1.5,3980519291,212,17.4,3980519289,141,50.0,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860193,244,1,1,24,39,7catg5lpivcmpf4xhggh6d8rk,1,45.3,45.8,2023-01-15T18:27:12.609Z,2023-01-17T23:54:21Z,3980519319,213,5.6,3980519317,212,8.7,3980519313,140,51.6,3980519315,141,37.6,3982578985,178,,3980519311,56,Center,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860207,245,1,1,24,39,7catg5lpivcmpf4xhggh6d8rk,1,51.6,37.6,2023-01-15T18:27:13.326Z,2023-01-17T23:54:24Z,3980519383,56,Back,3980519387,141,31.0,3982578997,178,,3980519385,140,37.1,3980519391,213,3.4,3980519389,212,15.9,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860217,246,1,1,24,42,7catg5lpivcmpf4xhggh6d8rk,0,34.8,31.2,2023-01-15T18:27:15.653Z,2023-01-17T23:54:26Z,3980519455,140,62.3,3980519451,155,,3982579013,178,,3980519457,141,77.2,3980519453,56,Center,3980519461,213,0.8,3980519459,212,42.6,3980519463,1,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860223,261,44,1,24,44,9ldqu49smv1xg2va0n2cy28zl,1,36.2,23.7,2023-01-15T18:27:17.960Z,2023-01-18T00:42:21Z,3980519485,56,Back,3980519487,285,,3980519489,233,247,,,,,,,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860221,247,44,1,24,44,7catg5lpivcmpf4xhggh6d8rk,0,63.8,76.3,2023-01-15T18:27:17.961Z,2023-01-18T00:42:08Z,3980519509,233,261,3980519481,56,Center,3980519483,286,,,,,,,,,,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860225,262,1,1,24,44,9ldqu49smv1xg2va0n2cy28zl,1,36,26.4,2023-01-15T18:27:18.051Z,2023-01-18T00:42:22Z,3980519503,213,0.2,3980519497,140,53.7,3980519493,3,,3980519499,141,32.6,3980519501,212,19.1,3982579035,388,,3980519495,56,Center,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860229,263,61,1,24,45,9ldqu49smv1xg2va0n2cy28zl,0,56.7,32,2023-01-15T18:27:19.392Z,2023-01-17T23:54:38Z,3982579097,178,,3980519513,56,Center,3982579095,21,,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860299,248,1,1,24,50,7catg5lpivcmpf4xhggh6d8rk,1,29.9,87.4,2023-01-15T18:27:24.027Z,2023-01-17T23:54:43Z,3980519911,56,Back,3980519915,141,69.9,3980519913,140,29.8,3980519917,212,11.9,3982579113,178,,3980520065,189,,3980519919,213,4.7,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498151987,830,1,1,24,52,7catg5lpivcmpf4xhggh6d8rk,1,29.5,66.6,2023-01-15T18:27:26.271Z,2023-01-17T23:54:49Z,3982579137,178,,3982037237,56,Back,3982037243,212,18.0,3982037265,189,,3982037245,213,3.9,3982037239,140,17.1,3982037241,141,48.4,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860313,249,1,1,25,1,7catg5lpivcmpf4xhggh6d8rk,1,17.5,50.5,2023-01-15T18:27:34.698Z,2023-01-17T23:54:50Z,3980519971,141,31.8,3980519967,56,Back,3982579149,178,,3980519975,213,5.8,3980519973,212,26.1,3980520151,189,,3980519969,140,39.2,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860319,250,3,1,25,4,7catg5lpivcmpf4xhggh6d8rk,1,44,29.8,2023-01-15T18:27:37.855Z,2023-01-17T23:55:02Z,3980519997,286,,3980519995,56,Back,3982579203,178,,3980519999,233,264,3982037321,464,,,,,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860317,264,45,1,25,4,9ldqu49smv1xg2va0n2cy28zl,0,56,70.2,2023-01-15T18:27:37.855Z,2023-01-17T23:55:03Z,3980520009,233,250,3980519987,56,Center,3980519989,285,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860331,251,1,1,25,5,7catg5lpivcmpf4xhggh6d8rk,1,46,27.4,2023-01-15T18:27:39.104Z,2023-01-17T23:55:06Z,3982579225,178,,3980520045,56,Back,3980520047,140,43.6,3980520051,212,12.0,3980520053,213,4.5,3980520049,141,10.1,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860339,252,1,1,25,8,7catg5lpivcmpf4xhggh6d8rk,0,44.1,9.4,2023-01-15T18:27:41.957Z,2023-01-17T23:55:09Z,3980520103,141,8.9,3980520107,213,6.3,3980520099,56,Right,3982579237,178,,3980520101,140,55.5,3980520105,212,12.0,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860337,265,8,1,25,8,9ldqu49smv1xg2va0n2cy28zl,1,44.6,97.7,2023-01-15T18:27:42.205Z,2023-01-17T23:55:11Z,3980520095,56,Back,3982579241,178,,3982037341,383,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860347,253,5,1,25,9,7catg5lpivcmpf4xhggh6d8rk,1,48,-0.9,2023-01-15T18:27:43.437Z,2023-01-17T23:55:13Z,3980520141,347,,3980520139,56,Back,3980520143,233,266,,,,,,,,,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860341,266,5,1,25,9,9ldqu49smv1xg2va0n2cy28zl,0,52,100.9,2023-01-15T18:27:43.437Z,2023-01-17T23:55:13Z,3980520113,56,Left,3980520147,233,253,3980520115,347,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860363,254,1,1,25,15,7catg5lpivcmpf4xhggh6d8rk,1,45.6,0,2023-01-15T18:27:48.803Z,2023-01-17T23:55:17Z,3980520245,107,,3980520247,56,Back,3980520255,213,2.8,3980520251,141,10.1,3980520257,1,,3980520253,212,24.4,3980520249,140,23.6,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860371,255,1,1,25,18,7catg5lpivcmpf4xhggh6d8rk,1,17.1,11.4,2023-01-15T18:27:51.625Z,2023-01-17T23:55:20Z,3980520289,213,1.8,3980520287,212,22.5,3980520283,140,11.4,3982579285,178,,3980520285,141,43.3,3980520281,56,Back,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860389,256,1,1,25,21,7catg5lpivcmpf4xhggh6d8rk,1,11.4,43.6,2023-01-15T18:27:54.849Z,2023-01-17T23:55:22Z,3982579305,178,,3980520409,213,1.2,3980520403,140,20.4,3980520407,212,25.2,3980520401,56,Back,3980520405,141,77.9,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860409,257,1,1,25,25,7catg5lpivcmpf4xhggh6d8rk,1,27.8,78.1,2023-01-15T18:27:59.555Z,2023-01-17T23:55:25Z,3980520521,212,14.2,3982579321,178,,3980520519,141,69.0,3980520523,213,5.8,3980520515,56,Back,3980520517,140,40.0,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860415,258,1,1,25,27,7catg5lpivcmpf4xhggh6d8rk,1,39.6,68.7,2023-01-15T18:28:00.763Z,2023-01-17T23:55:29Z,3980520537,56,Back,3982579355,178,,3980520549,213,2.2,3980520545,141,86.0,3980520541,140,31.6,3980520547,212,14.5,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860425,259,1,1,25,29,7catg5lpivcmpf4xhggh6d8rk,1,31.6,86.2,2023-01-15T18:28:03.097Z,2023-01-17T23:55:32Z,3980520601,212,6.7,3980520595,56,Back,3982579379,178,,3980520597,140,27.2,3980520603,213,4.0,3980520599,141,79.0,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860435,260,1,1,25,31,7catg5lpivcmpf4xhggh6d8rk,1,27.9,79,2023-01-15T18:28:04.840Z,2023-01-17T23:55:35Z,3982579397,178,,3980520661,140,24.0,3980520665,212,8.4,3980520663,141,68.2,3980520659,56,Back,3980520667,213,4.2,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860447,261,1,1,25,35,7catg5lpivcmpf4xhggh6d8rk,1,25.2,55.1,2023-01-15T18:28:09.050Z,2023-01-17T23:55:38Z,3982579409,178,,3980520709,56,Back,3980520713,141,29.1,3980520717,213,4.8,3980520711,140,26.1,3980520715,212,17.7,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860459,262,1,1,25,38,7catg5lpivcmpf4xhggh6d8rk,1,26.2,26.7,2023-01-15T18:28:12.020Z,2023-01-17T23:55:40Z,3980520775,141,26.8,3980520771,56,Back,3980520777,212,16.4,3980520773,140,41.8,3980520779,213,0.0,3982579425,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860467,263,1,1,25,41,7catg5lpivcmpf4xhggh6d8rk,1,32.5,26.2,2023-01-15T18:28:15.329Z,2023-01-17T23:55:44Z,3982579433,178,,3980520809,56,Back,3980520815,212,12.1,3980520811,140,34.8,3980520817,213,4.9,3980520813,141,8.8,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860481,264,1,1,25,43,7catg5lpivcmpf4xhggh6d8rk,1,34.6,11.6,2023-01-15T18:28:17.206Z,2023-01-17T23:55:46Z,3980520889,141,21.2,3980520891,212,11.5,3980520893,213,0.6,3980520887,140,43.6,3982579457,178,,3980520885,56,Back,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498255899,1350,83,1,25,48,9ldqu49smv1xg2va0n2cy28zl,1,48.2,87,2023-01-15T18:28:22.506Z,2023-01-18T00:32:29Z,3982591567,399,174592,,,,,,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860499,265,1,1,25,51,7catg5lpivcmpf4xhggh6d8rk,1,53.4,13.4,2023-01-15T18:28:24.660Z,2023-01-17T23:55:50Z,3982579483,178,,3980521009,141,17.9,3980521005,56,Back,3980521013,213,2.7,3980521011,212,8.0,3980521007,140,46.4,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498255943,1360,83,1,25,52,9ldqu49smv1xg2va0n2cy28zl,1,56,80.1,2023-01-15T18:28:26.432Z,2023-01-18T00:33:11Z,3982591803,399,232112,,,,,,,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860509,266,1,1,25,53,7catg5lpivcmpf4xhggh6d8rk,1,45.4,18.2,2023-01-15T18:28:27.450Z,2023-01-17T23:55:54Z,3980521077,140,32.6,3980521075,56,Back,3980521083,213,2.8,3980521079,141,25.0,3980521081,212,14.2,3982579487,178,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860527,267,1,1,25,57,7catg5lpivcmpf4xhggh6d8rk,1,32.7,33.6,2023-01-15T18:28:31.402Z,2023-01-17T23:55:57Z,3980521163,213,1.3,3980521159,141,78.5,3980521161,212,32.0,3980521157,140,41.7,3982579513,178,,3980521155,56,Back,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860537,268,1,1,26,2,7catg5lpivcmpf4xhggh6d8rk,1,48,78.8,2023-01-15T18:28:35.649Z,2023-01-17T23:56:12Z,3980521217,141,83.5,3980521213,56,Left,3980521215,140,67.4,3980521219,212,20.6,3982579605,178,,3980521221,213,0.2,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860543,269,1,1,26,4,7catg5lpivcmpf4xhggh6d8rk,1,68.6,85.6,2023-01-15T18:28:37.942Z,2023-01-17T23:56:18Z,3980521249,141,95.7,3980521253,213,1.6,3982579617,178,,3980521251,212,6.9,3980521247,140,68.6,3980521245,56,Left,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860547,270,1,1,26,5,7catg5lpivcmpf4xhggh6d8rk,1,68.6,95.7,2023-01-15T18:28:39.148Z,2023-01-17T23:56:37Z,3980521279,141,86.3,3980521283,213,4.1,3982579729,178,,3980521281,212,7.8,3980521277,140,64.3,3980521275,56,Left,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860553,271,1,1,26,7,7catg5lpivcmpf4xhggh6d8rk,1,65.4,79.3,2023-01-15T18:28:41.385Z,2023-01-17T23:56:44Z,3980521319,213,3.2,3980521313,140,59.6,3980521317,212,6.1,3980521311,56,Left,3982579745,178,,3980521315,141,79.0,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860559,272,1,1,26,9,7catg5lpivcmpf4xhggh6d8rk,1,61,72.1,2023-01-15T18:28:43.269Z,2023-01-17T23:56:47Z,3982579753,178,,3980521379,1,,3980521369,56,Right,3980521373,141,12.2,3980521377,213,5.3,3980521365,155,,3980521371,140,85.0,3980521375,212,47.9,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860563,273,1,1,26,17,7catg5lpivcmpf4xhggh6d8rk,1,82.3,17,2023-01-15T18:28:50.608Z,2023-01-17T23:56:49Z,3980521415,212,18.4,3980521409,56,Center,3980521411,140,96.9,3980521417,213,0.6,3982579773,178,,3980521413,141,31.9,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860573,274,1,1,26,19,7catg5lpivcmpf4xhggh6d8rk,0,97.9,32.4,2023-01-15T18:28:52.931Z,2023-01-17T23:56:55Z,3980521469,141,46.6,3980521467,140,97.0,3982579785,178,,3980521471,212,9.7,3980521465,56,Center,3980521473,213,1.7,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860575,267,61,1,26,19,9ldqu49smv1xg2va0n2cy28zl,1,3.7,66.3,2023-01-15T18:28:53.252Z,2023-01-17T23:57:01Z,3982579793,178,,3980521477,56,Back,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497861725,312,43,1,26,19,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-15T18:28:53.384Z,2023-01-15T18:38:33Z,3980534707,144,13,3980528791,103,8.3,3980528805,231,51.6,3980528795,328,0,3980528801,147,58.3,3980528789,102,66.6,3980528151,22,0,3980528243,72,0,83ekq1r2omnsazmp41pio8s89,Trincão,3980528155,56,Center,3980528799,146,3980528245,16,0,3980528793,108,0,3980528803,230,98.9,98.6,,3980528797,458,0,3980528787,73,0,3980528249,153,0,,,,,,,,,,,,,,,,
2497925599,822,13,1,26,20,7catg5lpivcmpf4xhggh6d8rk,1,97.4,46.6,2023-01-15T18:28:53.629Z,2023-01-17T23:57:08Z,3982579803,178,,3980869137,153,,3980869385,458,,3980869133,72,,3980868965,16,,3980869379,214,,3980869371,83,,3980869391,230,99.3,83ekq1r2omnsazmp41pio8s89,Trincão,3980869389,147,48.2,3980868967,56,3980868963,22,,3980869383,328,,3980869387,146,97.7,Center,,3980869393,231,46.8,3980869373,102,58.8,3980869377,103,19.4,,,,,,,,,,,,,,,,
2497860613,931,16,1,26,20,9ldqu49smv1xg2va0n2cy28zl,1,2.3,53.4,2023-01-15T18:28:54.313Z,2023-01-17T23:57:31Z,3980522373,230,99.1,3982038293,281,83ekq1r2omnsazmp41pio8s89,3980867583,28,,3980522183,374,2023-01-15 18:28:53.670,3980521733,22,,3982038287,395,0.9,3980522187,375,26:20.080,3980522369,102,48.9,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,3982579883,178,,3982038289,396,3982038295,282,255,3980522371,103,0.6,3982038291,280,OWN_GOAL,53.4,,3980522375,231,45.8,3980521739,56,Center,3980867581,78,,3980521735,16,3980867579,21,,,,,,,,,,,,
2497860691,275,43,1,27,11,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-15T18:29:44.753Z,2023-01-15T18:30:02Z,3980522113,56,Center,3980522111,16,0,3980522119,253,0,3980522349,144,39,3980522109,22,0,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860753,269,1,1,27,22,9ldqu49smv1xg2va0n2cy28zl,0,49.9,50.9,2023-01-15T18:29:56.471Z,2023-01-17T23:57:35Z,3980522457,141,47.2,3980522453,56,Back,3980522455,140,37.5,3980522459,212,13.3,3980522791,189,,3980522463,279,G,3982579943,178,,3980522461,213,3.3,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497861037,276,1,1,27,26,9ldqu49smv1xg2va0n2cy28zl,1,40.9,46.4,2023-01-15T18:29:59.674Z,2023-01-17T23:57:41Z,3980523905,140,30.9,3980523903,56,Back,3980524013,189,,3980523907,141,68.3,3980523911,213,2.2,3982579991,178,,3980523909,212,18.2,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497861417,292,1,1,27,26,9ldqu49smv1xg2va0n2cy28zl,1,31.2,66.6,2023-01-15T18:30:00.586Z,2023-01-17T23:57:45Z,3980525833,213,5.6,3980525827,140,56.5,3980525823,155,,3982580053,178,,3980525937,189,,3980525831,212,33.2,3980525825,56,Center,3980525835,1,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,3980525829,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497861453,293,44,1,27,27,9ldqu49smv1xg2va0n2cy28zl,1,56.4,33.4,2023-01-15T18:30:01.291Z,2023-01-18T00:42:22Z,3980525977,286,,3980526057,233,276,3980525975,56,Center,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860737,276,44,1,27,27,7catg5lpivcmpf4xhggh6d8rk,0,43.6,66.6,2023-01-15T18:30:01.292Z,2023-01-17T23:58:11Z,3980526053,233,293,3980522391,285,,3980522389,56,Back,,,,,,,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497861551,294,1,1,27,27,9ldqu49smv1xg2va0n2cy28zl,0,56.2,35.3,2023-01-15T18:30:01.345Z,2023-01-18T00:42:23Z,3980526587,3,,3980526599,213,6.1,3980526591,56,Center,3980526589,168,,3980526595,141,32.2,3980526593,140,66.3,3982580119,388,,3980526597,212,10.8,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860745,278,1,1,27,29,7catg5lpivcmpf4xhggh6d8rk,0,40.7,71.2,2023-01-15T18:30:03.101Z,2023-01-17T23:57:59Z,3980522429,3,,3982580173,388,,3980522439,213,6.1,3980522431,56,Back,3980522435,141,69.1,3980522433,140,49.9,3980522437,212,9.8,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860739,277,43,1,27,30,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-15T18:30:03.599Z,2023-01-15T18:33:07Z,3980522393,56,Back,3980526605,144,61,,,,,,,,,,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860763,270,1,1,27,31,9ldqu49smv1xg2va0n2cy28zl,0,50.6,33.8,2023-01-15T18:30:05.157Z,2023-01-17T23:58:14Z,3980522493,3,,3982580295,388,,3980522503,141,39.6,3980522507,213,0.3,3980522499,56,Center,3980522501,140,61.0,3980522505,212,11.6,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497860757,279,49,1,27,32,7catg5lpivcmpf4xhggh6d8rk,1,43.6,66.3,2023-01-15T18:30:06.279Z,2023-01-17T23:58:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
