id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2534029745,138,61,1,10,26,66bsnl0zjb7l5akwo00h0y5me,1,57.1,5.9,2023-04-15T19:42:22.526Z,2023-04-15T19:42:22Z,4192416451,56,Right,,,,,,,,,,,,,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029769,139,49,1,10,28,66bsnl0zjb7l5akwo00h0y5me,1,38.2,5.8,2023-04-15T19:42:24.715Z,2023-04-15T19:42:24Z,,,,,,,,,,,,,,,,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029809,140,1,1,10,32,66bsnl0zjb7l5akwo00h0y5me,1,37.7,7.9,2023-04-15T19:42:28.587Z,2023-04-15T19:42:30Z,4192416883,140,47.5,4192416887,212,10.7,4192416881,56,Back,4192416889,213,6.0,4192416885,141,3.5,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029829,141,1,1,10,34,66bsnl0zjb7l5akwo00h0y5me,1,46.4,3.7,2023-04-15T19:42:30.443Z,2023-04-15T19:42:32Z,4192416973,140,35.7,4192416977,212,12.3,4192416971,56,Back,4192416975,141,11.1,4192416979,213,2.7,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029911,142,1,1,10,36,66bsnl0zjb7l5akwo00h0y5me,1,35,16.4,2023-04-15T19:42:32.140Z,2023-04-15T19:42:37Z,4192417421,1,,4192417417,212,32.5,4192417409,56,Back,4192417411,140,36.1,4192417415,141,64.2,4192417419,213,1.5,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029935,143,1,1,10,41,66bsnl0zjb7l5akwo00h0y5me,1,51.9,76.6,2023-04-15T19:42:37.739Z,2023-04-15T19:42:39Z,4192417557,140,58.6,4192417563,213,1.1,4192417561,212,14.5,4192417559,141,95.3,4192417555,56,Left,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029949,144,1,1,10,43,66bsnl0zjb7l5akwo00h0y5me,1,58.1,95.1,2023-04-15T19:42:39.723Z,2023-04-15T19:42:40Z,4192417661,212,17.1,4192417659,141,75.7,4192417655,56,Back,4192417663,213,4.0,4192417657,140,47.8,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534029995,145,1,1,10,44,66bsnl0zjb7l5akwo00h0y5me,1,47.8,75.7,2023-04-15T19:42:40.731Z,2023-04-15T19:42:44Z,4192417875,141,41.9,4192417879,213,4.4,4192417873,140,40.8,4192417877,212,24.1,4192417871,56,Back,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030015,146,1,1,10,48,66bsnl0zjb7l5akwo00h0y5me,1,40.1,39.5,2023-04-15T19:42:44.331Z,2023-04-15T19:42:47Z,4192417995,140,46.7,4192417999,212,9.7,4192418001,213,0.8,4192417993,56,Back,4192417997,141,49.4,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030051,147,1,1,10,51,66bsnl0zjb7l5akwo00h0y5me,1,48.5,42.4,2023-04-15T19:42:47.627Z,2023-04-15T19:42:50Z,4192418193,56,Back,4192418207,213,4.7,4192418203,212,19.1,4192418195,140,47.9,4192418199,141,14.4,,,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030091,148,1,1,10,54,66bsnl0zjb7l5akwo00h0y5me,1,52.8,12,2023-04-15T19:42:50.731Z,2023-04-15T19:42:54Z,4192418407,56,Right,4192418415,213,5.9,4192418413,212,12.4,4192418411,141,4.7,4192418409,140,63.6,4192418405,155,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030093,149,50,1,10,58,66bsnl0zjb7l5akwo00h0y5me,1,71.4,6.6,2023-04-15T19:42:54.393Z,2023-04-15T19:42:56Z,4192418557,233,102,4192418421,286,,4192418419,56,Right,,,,,,,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030103,102,7,1,10,58,cmbqc74mshg77ra7mywec2a6b,1,28.6,93.4,2023-04-15T19:42:54.394Z,2023-04-15T19:42:56Z,4192418515,233,149,4192418475,56,Back,4192418477,285,,,,,,,,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030111,103,49,1,10,59,cmbqc74mshg77ra7mywec2a6b,1,27.6,81.4,2023-04-15T19:42:55.915Z,2023-04-15T19:42:56Z,,,,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030123,104,61,1,11,1,cmbqc74mshg77ra7mywec2a6b,0,27.7,81.4,2023-04-15T19:42:57.162Z,2023-04-15T19:42:57Z,4192418585,56,Back,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030151,150,61,1,11,2,66bsnl0zjb7l5akwo00h0y5me,0,55.7,20.6,2023-04-15T19:42:58.435Z,2023-04-15T20:34:40Z,4192418715,56,Right,,,,,,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030173,105,1,1,11,3,cmbqc74mshg77ra7mywec2a6b,1,38.3,66.4,2023-04-15T19:42:59.145Z,2023-04-15T20:34:40Z,4192418821,56,Back,4192418823,140,31.7,4192418827,212,8.6,4192418825,141,73.9,4192418829,213,2.5,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030197,106,1,1,11,4,cmbqc74mshg77ra7mywec2a6b,1,31.3,74.7,2023-04-15T19:43:00.921Z,2023-04-15T19:43:03Z,4192418985,56,Back,4192418989,141,83.3,4192418993,213,0.5,4192418991,212,12.2,4192418987,140,41.5,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030199,107,61,1,11,7,cmbqc74mshg77ra7mywec2a6b,1,41.2,83.6,2023-04-15T19:43:03.641Z,2023-04-15T19:43:04Z,4192419005,56,Back,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030221,108,1,1,11,9,cmbqc74mshg77ra7mywec2a6b,1,43.9,86.3,2023-04-15T19:43:05.193Z,2023-04-15T19:43:06Z,4192419137,56,Back,4192419141,141,94.8,4192419143,212,10.4,4192419145,213,2.6,4192419139,140,35.7,,,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030259,109,1,1,11,10,cmbqc74mshg77ra7mywec2a6b,1,35.6,94.8,2023-04-15T19:43:06.057Z,2023-04-15T19:43:08Z,4192419339,140,23.9,4192419341,141,75.4,4192419337,56,Back,4192419349,213,4.0,4192419345,212,18.0,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030309,110,1,1,11,12,cmbqc74mshg77ra7mywec2a6b,1,23.9,75.4,2023-04-15T19:43:08.537Z,2023-04-15T19:43:12Z,4192419607,140,3.7,4192419609,141,42.8,4192419611,212,30.7,4192419605,56,Back,4192419613,213,3.9,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030335,111,1,1,11,16,cmbqc74mshg77ra7mywec2a6b,0,3.7,42.8,2023-04-15T19:43:12.441Z,2023-04-15T19:43:16Z,4192419781,1,,4192419775,141,68.2,4192419779,213,0.4,4192419769,155,,4192419777,212,42.6,4192419773,140,40.8,4192419771,56,Back,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030365,151,1,1,11,21,66bsnl0zjb7l5akwo00h0y5me,0,58,35.2,2023-04-15T19:43:17.260Z,2023-04-15T19:43:18Z,4192419897,3,,4192419905,212,13.8,4192419901,140,70.9,4192419907,213,0.2,4192419903,141,39.4,4192419899,56,Center,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030385,112,1,1,11,22,cmbqc74mshg77ra7mywec2a6b,1,31.2,56,2023-04-15T19:43:18.298Z,2023-04-15T19:43:19Z,4192420015,213,4.5,4192420007,56,Back,4192420011,141,43.1,4192420005,157,,4192420009,140,29.0,4192420017,1,,4192420013,212,9.1,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030395,113,44,1,11,23,cmbqc74mshg77ra7mywec2a6b,1,29.4,43.3,2023-04-15T19:43:19.577Z,2023-04-15T19:43:20Z,4192420083,285,,4192420081,56,Back,4192420095,233,152,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030387,152,44,1,11,23,66bsnl0zjb7l5akwo00h0y5me,0,70.6,56.7,2023-04-15T19:43:19.578Z,2023-04-15T19:43:21Z,4192420119,233,113,4192420045,56,Center,4192420049,286,,,,,,,,,,,,,,,,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030409,114,1,1,11,24,cmbqc74mshg77ra7mywec2a6b,0,29,43,2023-04-15T19:43:20.121Z,2023-04-15T19:43:21Z,4192420175,213,0.9,4192420167,56,Back,4192420171,141,63.3,4192420173,212,17.0,4192420165,3,,4192420169,140,38.5,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030415,153,1,1,11,25,66bsnl0zjb7l5akwo00h0y5me,1,61.8,38.3,2023-04-15T19:43:21.035Z,2023-04-15T19:43:22Z,4192420201,212,8.9,4192420199,141,27.0,4192420195,56,Center,4192420203,213,5.2,4192420193,3,,4192420197,140,66.1,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030421,154,49,1,11,26,66bsnl0zjb7l5akwo00h0y5me,1,66.4,25.6,2023-04-15T19:43:21.947Z,2023-04-15T19:43:22Z,,,,,,,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030431,115,45,1,11,26,cmbqc74mshg77ra7mywec2a6b,0,36,78.3,2023-04-15T19:43:22.650Z,2023-04-15T19:43:26Z,4192420271,56,Back,4192420273,285,,4192420523,233,155,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030455,155,3,1,11,26,66bsnl0zjb7l5akwo00h0y5me,1,64,21.7,2023-04-15T19:43:22.650Z,2023-04-15T19:43:26Z,4192420423,286,,4192420513,233,115,4192420421,56,Center,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030459,156,61,1,11,29,66bsnl0zjb7l5akwo00h0y5me,0,70.1,27.3,2023-04-15T19:43:25.323Z,2023-04-15T19:43:25Z,4192420441,56,Center,,,,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030485,116,49,1,11,30,cmbqc74mshg77ra7mywec2a6b,1,27.4,59,2023-04-15T19:43:26.714Z,2023-04-15T19:43:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030509,117,1,1,11,31,cmbqc74mshg77ra7mywec2a6b,1,27.4,59,2023-04-15T19:43:27.369Z,2023-04-15T20:35:14Z,4192420747,212,13.6,4192420743,140,37.3,4192420741,56,Back,4192633687,155,,4192420749,213,0.7,4192420745,141,71.8,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030527,118,1,1,11,32,cmbqc74mshg77ra7mywec2a6b,1,37.6,71.8,2023-04-15T19:43:28.569Z,2023-04-15T19:43:29Z,4192420849,213,1.7,4192420845,141,91.5,4192420841,56,Back,4192420843,140,35.6,4192420847,212,13.6,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030551,119,1,1,11,33,cmbqc74mshg77ra7mywec2a6b,1,35.6,91.5,2023-04-15T19:43:29.705Z,2023-04-15T19:43:33Z,4192421005,212,12.9,4192421007,213,4.4,4192421003,141,73.5,4192421001,140,31.7,4192420999,56,Back,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030619,120,1,1,11,37,cmbqc74mshg77ra7mywec2a6b,1,34.1,74.5,2023-04-15T19:43:33.721Z,2023-04-15T19:43:39Z,4192421371,213,3.7,4192421373,1,,4192421369,212,32.6,4192421365,140,8.5,4192421367,141,47.5,4192421363,56,Back,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030643,121,1,1,11,43,cmbqc74mshg77ra7mywec2a6b,1,9.3,41.3,2023-04-15T19:43:39.161Z,2023-04-15T19:43:41Z,4192421559,56,Back,4192421561,140,20.1,4192421567,213,5.4,4192421563,141,18.8,4192421565,212,19.0,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030715,122,1,1,11,45,cmbqc74mshg77ra7mywec2a6b,1,21.3,18.2,2023-04-15T19:43:41.673Z,2023-04-15T19:43:46Z,4192421963,213,1.1,4192421961,212,15.6,4192421959,141,38.3,4192421955,56,Back,4192421957,140,28.5,,,,,,,,,,3qbeypoqvj93wzbbqd1upx7f9,Ygor Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030773,123,1,1,11,50,cmbqc74mshg77ra7mywec2a6b,1,30.6,37.3,2023-04-15T19:43:45.994Z,2023-04-15T19:43:50Z,4192422335,140,64.3,4192422339,212,52.4,4192422331,155,,4192422337,141,94.1,4192422333,56,Left,4192422347,1,,4192422343,213,0.8,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030811,124,1,1,11,54,cmbqc74mshg77ra7mywec2a6b,1,64.4,90.8,2023-04-15T19:43:50.441Z,2023-04-15T19:43:53Z,4192422555,212,16.7,4192422557,213,0.2,4192422553,141,95.3,4192422551,140,80.0,4192422549,56,Left,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030829,125,1,1,11,57,cmbqc74mshg77ra7mywec2a6b,1,77.9,96.8,2023-04-15T19:43:53.049Z,2023-04-15T19:43:54Z,4192422669,140,70.3,4192422675,213,4.2,4192422671,141,74.7,4192422673,212,17.0,4192422667,56,Center,,,,,,,,,,fkx4v1ux771bqn2g9bn3340k,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030859,126,1,1,11,58,cmbqc74mshg77ra7mywec2a6b,1,70,75.1,2023-04-15T19:43:54.393Z,2023-04-15T19:43:57Z,4192422815,212,11.2,4192422811,140,59.4,4192422809,56,Center,4192422817,213,3.3,4192422813,141,73.3,,,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030897,127,1,1,12,1,cmbqc74mshg77ra7mywec2a6b,1,59.1,73.3,2023-04-15T19:43:57.097Z,2023-04-15T19:43:59Z,4192423039,141,65.1,4192423035,56,Back,4192423037,140,46.1,4192423043,213,3.5,4192423041,212,14.7,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030935,128,1,1,12,3,cmbqc74mshg77ra7mywec2a6b,1,46.4,60.5,2023-04-15T19:43:59.097Z,2023-04-15T19:44:02Z,4192423275,141,39.4,4192423279,212,14.5,4192423283,213,4.6,4192423269,56,Back,4192423273,140,44.6,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030951,129,1,1,12,6,cmbqc74mshg77ra7mywec2a6b,1,44,37,2023-04-15T19:44:02.073Z,2023-04-15T19:44:04Z,4192423415,212,18.1,4192423417,213,5.8,4192423413,141,24.1,4192423411,140,59.1,4192423409,56,Center,,,,,,,,,,3qbeypoqvj93wzbbqd1upx7f9,Ygor Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030967,130,1,1,12,8,cmbqc74mshg77ra7mywec2a6b,1,58.8,24,2023-04-15T19:44:04.345Z,2023-04-15T19:44:06Z,4192423491,213,3.8,4192423483,56,Back,4192423487,141,9.4,4192423485,140,45.5,4192423489,212,17.1,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534030983,131,1,1,12,10,cmbqc74mshg77ra7mywec2a6b,1,45.1,10.4,2023-04-15T19:44:05.945Z,2023-04-15T19:44:08Z,4192423593,56,Back,4192423597,141,24.1,4192423601,213,2.3,4192423599,212,12.8,4192423595,140,36.7,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031033,132,1,1,12,12,cmbqc74mshg77ra7mywec2a6b,1,36.8,24.1,2023-04-15T19:44:08.025Z,2023-04-15T19:44:14Z,4192423927,141,47.8,4192423931,213,2.5,4192423923,56,Back,4192423925,140,14.8,4192423929,212,28.2,,,,,,,,,,3qbeypoqvj93wzbbqd1upx7f9,Ygor Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031067,133,1,1,12,18,cmbqc74mshg77ra7mywec2a6b,1,13.4,47,2023-04-15T19:44:14.105Z,2023-04-15T19:44:17Z,4192424141,140,15.4,4192424143,141,65.8,4192424147,213,1.4,4192424137,56,Back,4192424145,212,13.0,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031125,134,1,1,12,21,cmbqc74mshg77ra7mywec2a6b,1,18,64.6,2023-04-15T19:44:17.561Z,2023-04-15T19:44:22Z,4192424485,212,18.6,4192424479,56,Back,4192424483,141,42.4,4192424487,213,4.1,4192424481,140,7.7,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031165,135,1,1,12,26,cmbqc74mshg77ra7mywec2a6b,0,9.1,38.6,2023-04-15T19:44:22.809Z,2023-04-15T19:44:28Z,4192424705,1,,4192424699,141,34.2,4192424695,56,Center,4192424697,140,65.2,4192424701,212,59.0,4192424693,155,,4192424703,213,6.2,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031169,157,44,1,12,30,66bsnl0zjb7l5akwo00h0y5me,1,36.8,66,2023-04-15T19:44:26.616Z,2023-04-15T19:44:27Z,4192424765,233,136,4192424721,56,Back,4192424723,285,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031167,136,44,1,12,30,cmbqc74mshg77ra7mywec2a6b,0,63.2,34,2023-04-15T19:44:26.617Z,2023-04-15T19:44:28Z,4192424715,286,,4192424863,233,157,4192424713,56,Center,,,,,,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031185,158,1,1,12,31,66bsnl0zjb7l5akwo00h0y5me,1,39,66.4,2023-04-15T19:44:27.195Z,2023-04-15T19:44:49Z,4192424797,56,Back,4192424805,213,1.5,4192424803,212,13.5,4192424795,3,,4192424799,140,39.9,4192424801,141,86.2,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031215,159,4,1,12,34,66bsnl0zjb7l5akwo00h0y5me,1,37.7,88,2023-04-15T19:44:30.298Z,2023-04-15T19:44:36Z,4192424965,13,,4192424969,152,,4192424967,56,Back,4192424973,286,,4192425375,233,137,4192424971,265,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031263,137,4,1,12,34,cmbqc74mshg77ra7mywec2a6b,0,62.3,12,2023-04-15T19:44:30.299Z,2023-04-15T19:44:36Z,4192425313,152,,4192425317,285,,4192425309,13,,4192425311,56,Right,4192425383,233,159,4192425315,265,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031341,160,1,1,12,47,66bsnl0zjb7l5akwo00h0y5me,1,39.7,91.3,2023-04-15T19:44:43.002Z,2023-04-15T19:45:44Z,4192425767,141,83.9,4192425763,56,Back,4192425761,152,,4192425771,213,3.7,4192429425,189,,4192425745,5,,4192425765,140,31.6,4192425769,212,9.9,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031365,161,1,1,12,48,66bsnl0zjb7l5akwo00h0y5me,1,32.9,78.3,2023-04-15T19:44:43.995Z,2023-04-15T19:45:43Z,4192425881,213,4.6,4192429443,189,,4192425875,140,30.3,4192425879,212,28.4,4192425873,56,Back,4192425877,141,36.7,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031483,162,1,1,12,55,66bsnl0zjb7l5akwo00h0y5me,1,38.4,34.8,2023-04-15T19:44:51.659Z,2023-04-15T19:44:55Z,4192426527,140,34.5,4192426531,212,21.5,4192426533,213,1.8,4192426525,56,Back,4192426529,141,65.8,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031531,163,1,1,12,59,66bsnl0zjb7l5akwo00h0y5me,1,36.2,65.1,2023-04-15T19:44:55.738Z,2023-04-15T19:45:00Z,4192426845,213,4.9,4192426839,140,39.8,4192426837,56,Back,4192426841,141,33.9,4192426843,212,21.6,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031579,164,1,1,13,4,66bsnl0zjb7l5akwo00h0y5me,1,42.6,37,2023-04-15T19:45:00.235Z,2023-04-15T19:45:04Z,4192427119,56,Left,4192427129,1,,4192427125,212,45.3,4192427117,155,,4192427127,213,1.1,4192427123,141,95.6,4192427121,140,63.1,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031583,165,3,1,13,8,66bsnl0zjb7l5akwo00h0y5me,0,63.1,94.8,2023-04-15T19:45:03.946Z,2023-04-15T19:45:22Z,4192427341,233,138,4192427155,56,Left,4192427157,286,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031603,138,7,1,13,8,cmbqc74mshg77ra7mywec2a6b,0,36.9,5.2,2023-04-15T19:45:03.947Z,2023-04-15T19:45:08Z,4192427319,233,165,4192427283,56,Back,4192427287,285,,,,,,,,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031613,166,43,1,13,12,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-15T19:45:08.298Z,2023-04-15T19:45:12Z,4192427363,286,0,4192427361,56,Left,4192427665,144,50,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031641,167,4,1,13,14,66bsnl0zjb7l5akwo00h0y5me,1,62.3,93.4,2023-04-15T19:45:10.090Z,2023-04-15T20:33:50Z,4192427519,13,,4192627341,233,139,4192427523,152,,4192428433,295,,4192427527,286,,4192427521,56,Left,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534031649,139,4,1,13,14,cmbqc74mshg77ra7mywec2a6b,0,37.7,6.6,2023-04-15T19:45:10.091Z,2023-04-15T20:33:51Z,4192627349,233,167,4192428449,295,,4192427579,56,Back,4192427581,152,,4192427577,13,,4192627295,285,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
