id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/17/value
2452464587,7,1,1,0,12,cmbqc74mshg77ra7mywec2a6b,1,38.2,71.4,2022-08-28T14:31:30.422Z,2022-08-31T04:07:46Z,3740100305,141,49.7,3746466045,178,,3740100309,213,4.2,3740100303,140,31.1,3740100301,56,Back,3740100307,212,16.5,,,,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464609,8,1,1,0,14,cmbqc74mshg77ra7mywec2a6b,1,31.9,44.5,2022-08-28T14:31:32.788Z,2022-08-31T04:07:51Z,3740100429,140,36.4,3740100437,212,26.1,3746466083,178,,3740100431,141,6.7,3740100441,213,4.9,3740100427,56,Back,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464619,9,1,1,0,18,cmbqc74mshg77ra7mywec2a6b,1,38.7,8.2,2022-08-28T14:31:36.554Z,2022-08-31T04:07:59Z,3740100501,56,Back,3740100509,213,1.5,3740100503,140,39.0,3740100507,212,6.5,3746466163,178,,3740100505,141,17.7,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464633,10,1,1,0,18,cmbqc74mshg77ra7mywec2a6b,0,39,17.7,2022-08-28T14:31:37.300Z,2022-08-31T04:08:05Z,3740100571,56,Right,3740100579,213,5.9,3740100573,140,54.4,3740100577,212,17.1,3746466221,178,,3740100575,141,9.4,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464639,5,49,1,0,20,5c0sf1eaipcxvdw9o22of2jdp,1,45.3,87.3,2022-08-28T14:31:38.742Z,2022-08-31T04:08:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464659,6,1,1,0,20,5c0sf1eaipcxvdw9o22of2jdp,1,45.3,87.3,2022-08-28T14:31:38.786Z,2022-08-31T04:08:19Z,3740100703,213,0.2,3740100701,212,21.3,3740100695,56,Left,3746466379,178,,3740100699,141,93.8,3740100697,140,65.1,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464665,7,1,1,0,22,5c0sf1eaipcxvdw9o22of2jdp,1,66.6,94.2,2022-08-28T14:31:40.751Z,2022-08-31T04:08:27Z,3740100745,212,4.9,3740100739,56,Left,3746466473,178,,3740100741,140,62.0,3740100743,141,95.0,3740100747,213,3.0,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464675,8,1,1,0,24,5c0sf1eaipcxvdw9o22of2jdp,1,63.5,95.3,2022-08-28T14:31:42.539Z,2022-08-31T04:08:32Z,3740100787,56,Left,3746466535,178,,3740100789,140,70.9,3740100795,213,6.1,3740100791,141,93.0,3740100793,212,7.9,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464681,9,1,1,0,24,5c0sf1eaipcxvdw9o22of2jdp,1,70.9,93,2022-08-28T14:31:43.127Z,2022-08-31T04:08:44Z,3740100835,141,88.7,3740100831,56,Left,3740100839,213,3.6,3740100833,140,64.5,3740100851,156,,3746466675,178,,3740100837,212,7.3,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453656487,868,83,1,0,26,cmbqc74mshg77ra7mywec2a6b,1,40.5,9.7,2022-08-28T14:31:44.504Z,2022-08-31T05:01:04Z,3746494143,399,218298,,,,,,,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464711,10,1,1,0,27,5c0sf1eaipcxvdw9o22of2jdp,1,60.8,85.4,2022-08-28T14:31:46.267Z,2022-08-31T04:08:55Z,3740101075,56,Left,3740101077,140,69.3,3740101081,212,9.6,3740101083,213,5.9,3740101079,141,80.4,3746466805,178,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464733,11,1,1,0,29,5c0sf1eaipcxvdw9o22of2jdp,1,69.4,80.4,2022-08-28T14:31:47.644Z,2022-08-31T04:09:01Z,3740101213,212,8.1,3740101211,141,91.2,3746466889,178,,3740101217,213,2.0,3740101207,56,Left,3740101209,140,66.1,,,,,,,3vba6x3mml1ytp8tac9eggtpm,Pedro Brazão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464749,12,1,1,0,31,5c0sf1eaipcxvdw9o22of2jdp,1,67.5,90.5,2022-08-28T14:31:50.143Z,2022-08-31T04:09:09Z,3740101277,141,94.5,3740101281,213,0.5,3746466979,178,,3740101273,56,Left,3740101279,212,5.5,3740101275,140,72.0,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464767,13,1,1,0,32,5c0sf1eaipcxvdw9o22of2jdp,1,72,94.5,2022-08-28T14:31:50.916Z,2022-08-31T04:20:55Z,3740101407,140,77.2,3740101409,141,89.4,3740101413,213,5.7,3740101411,212,6.5,3746472971,178,,3740101405,56,Left,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464799,14,1,1,0,33,5c0sf1eaipcxvdw9o22of2jdp,0,77.2,89.4,2022-08-28T14:31:51.475Z,2022-08-31T08:29:45Z,3740101601,141,100.0,3740101603,212,8.5,3746473145,178,,3740101597,56,Left,3740101605,213,1.1,3740101599,140,80.7,,,,,,,3vba6x3mml1ytp8tac9eggtpm,Pedro Brazão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464821,11,5,1,0,35,cmbqc74mshg77ra7mywec2a6b,1,19.2,-1.2,2022-08-28T14:31:53.860Z,2022-08-31T04:21:15Z,3740101703,56,Back,3740101705,347,,3740101751,233,15,,,,,,,,,,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464805,15,5,1,0,35,5c0sf1eaipcxvdw9o22of2jdp,0,80.8,101.2,2022-08-28T14:31:53.860Z,2022-08-31T04:21:15Z,3740101767,233,11,3740101637,347,,3740101635,56,Left,,,,,,,,,,,,,,,,3vba6x3mml1ytp8tac9eggtpm,Pedro Brazão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464943,12,1,1,0,43,cmbqc74mshg77ra7mywec2a6b,1,19.2,0,2022-08-28T14:32:02.262Z,2022-08-31T04:21:22Z,3740102381,213,0.2,3740102377,212,19.3,3740102369,56,Back,3740102371,140,37.4,3740102373,141,2.8,3740102367,107,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453656523,869,43,1,0,45,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-08-28T14:32:03.787Z,2022-08-31T05:01:43Z,3746494563,144,82,3746494523,178,0,,,,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464957,13,50,1,0,45,cmbqc74mshg77ra7mywec2a6b,1,36.7,2.8,2022-08-28T14:32:03.845Z,2022-08-31T04:21:27Z,3743104737,233,827,3742990783,286,,3740102415,56,Back,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453006287,827,7,1,0,46,5c0sf1eaipcxvdw9o22of2jdp,1,63.3,97.2,2022-08-28T14:32:04.408Z,2022-08-31T04:21:32Z,3746473323,178,,3742990979,384,,3742990915,56,Left,3743104729,233,13,3742990917,285,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464951,16,43,1,0,46,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-28T14:32:04.498Z,2022-08-28T15:45:08Z,3740102399,285,0,3740102443,233,13,3740347757,144,7,3740102397,56,Left,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464961,17,61,1,0,46,5c0sf1eaipcxvdw9o22of2jdp,1,66.8,96.5,2022-08-28T14:32:04.699Z,2022-08-31T04:21:35Z,3740102431,56,Left,3746473363,178,,,,,,,,,,,,,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465005,15,61,1,0,46,cmbqc74mshg77ra7mywec2a6b,1,35.2,3.2,2022-08-28T14:32:04.980Z,2022-08-31T04:21:39Z,3746473387,178,,3740102655,56,Back,,,,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464985,14,5,1,0,47,cmbqc74mshg77ra7mywec2a6b,0,32,-1.6,2022-08-28T14:32:06.066Z,2022-08-31T04:21:40Z,3740103143,233,18,3742991191,361,,3740102581,56,Back,3740102583,347,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452464969,18,5,1,0,47,5c0sf1eaipcxvdw9o22of2jdp,1,68,101.6,2022-08-28T14:32:06.066Z,2022-08-31T04:21:41Z,3740102489,56,Left,3740102491,347,,3740103123,233,14,3742991205,361,,,,,,,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465115,19,1,1,0,59,5c0sf1eaipcxvdw9o22of2jdp,1,64.3,100,2022-08-28T14:32:17.810Z,2022-08-31T04:21:45Z,3740103275,213,5.9,3740103265,107,,3740103273,212,18.5,3740103271,141,90.0,3740103267,56,Left,3740103269,140,80.4,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465121,20,1,1,1,1,5c0sf1eaipcxvdw9o22of2jdp,0,80.4,90,2022-08-28T14:32:19.520Z,2022-08-31T04:21:50Z,3740103295,213,3.2,3740103283,56,Left,3740103293,212,2.5,3740103291,141,89.6,3746473537,388,,3740103287,140,78.0,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465127,16,61,1,1,1,cmbqc74mshg77ra7mywec2a6b,1,31,15.5,2022-08-28T14:32:19.590Z,2022-08-31T04:21:56Z,3746473617,21,,3740103309,56,Back,3746473619,178,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465135,21,61,1,1,2,5c0sf1eaipcxvdw9o22of2jdp,0,78,84.8,2022-08-28T14:32:21.089Z,2022-08-31T04:21:59Z,3746473647,178,,3740103365,56,Left,,,,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465165,17,49,1,1,3,cmbqc74mshg77ra7mywec2a6b,1,26.1,27.9,2022-08-28T14:32:22.006Z,2022-08-31T04:22:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465185,18,1,1,1,3,cmbqc74mshg77ra7mywec2a6b,1,26.1,27.9,2022-08-28T14:32:22.150Z,2022-08-31T04:22:05Z,3740103615,140,25.7,3746473711,178,,3740103621,213,4.7,3740103619,212,10.0,3740103613,56,Back,3740103617,141,13.2,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465193,19,1,1,1,4,cmbqc74mshg77ra7mywec2a6b,1,25.7,12.9,2022-08-28T14:32:23.370Z,2022-08-31T04:22:08Z,3740103647,140,33.6,3740103649,141,14.3,3746473753,178,,3740103651,212,8.3,3740103653,213,0.1,3740103645,56,Back,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465197,20,1,1,1,5,cmbqc74mshg77ra7mywec2a6b,1,33.6,14.3,2022-08-28T14:32:24.227Z,2022-08-31T04:22:13Z,3746473785,178,,3740103671,140,32.2,3740103673,141,3.2,3740103669,56,Back,3740103677,213,4.5,3740103675,212,7.7,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465211,21,1,1,1,7,cmbqc74mshg77ra7mywec2a6b,1,32.2,3.2,2022-08-28T14:32:26.067Z,2022-08-31T04:22:36Z,3740103739,212,17.0,3740103733,56,Back,3740103737,141,9.1,3740103741,213,0.2,3746474009,178,,3740103735,140,47.9,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465265,22,1,1,1,9,cmbqc74mshg77ra7mywec2a6b,0,41.1,25.5,2022-08-28T14:32:28.041Z,2022-08-31T04:22:42Z,3740104095,212,32.4,3746474055,178,,3740104097,213,0.4,3742992643,155,,3740104089,56,Center,3740104091,140,69.6,3740104093,141,43.7,3740104099,1,,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465303,22,1,1,1,14,5c0sf1eaipcxvdw9o22of2jdp,1,26.2,68.4,2022-08-28T14:32:32.704Z,2022-08-31T04:22:46Z,3740104325,141,78.6,3740104327,212,7.4,3746474087,388,,3740104329,213,1.2,3740104323,140,28.6,3740104319,3,,3740104321,56,Back,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465307,23,49,1,1,16,5c0sf1eaipcxvdw9o22of2jdp,1,27.4,78.8,2022-08-28T14:32:34.449Z,2022-08-31T04:22:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465311,24,50,1,1,16,5c0sf1eaipcxvdw9o22of2jdp,1,24.4,77.7,2022-08-28T14:32:34.461Z,2022-08-31T04:22:57Z,3740104443,233,23,3740104353,56,Back,3740104355,285,,,,,,,,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465325,23,7,1,1,16,cmbqc74mshg77ra7mywec2a6b,0,75.6,22.3,2022-08-28T14:32:35.137Z,2022-08-31T04:23:04Z,3746474273,388,,3740104427,233,24,3742993051,383,,3740104425,286,,3740104423,56,Center,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465395,25,1,1,1,22,5c0sf1eaipcxvdw9o22of2jdp,1,9.8,83,2022-08-28T14:32:40.900Z,2022-08-31T04:23:08Z,3746474327,178,,3740104827,56,Back,3740104835,213,0.2,3740104829,140,45.8,3740104831,141,94.2,3740104833,212,38.6,3740104837,1,,3740104825,155,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465405,26,44,1,1,25,5c0sf1eaipcxvdw9o22of2jdp,1,45,93,2022-08-28T14:32:43.493Z,2022-08-31T08:28:52Z,3740104985,233,24,3740104891,285,,3740104887,56,Back,,,,,,,,,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465413,24,44,1,1,25,cmbqc74mshg77ra7mywec2a6b,0,55,7,2022-08-28T14:32:43.494Z,2022-08-31T04:23:16Z,3740105019,233,26,3740104931,56,Right,3740104933,286,,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465409,27,1,1,1,25,5c0sf1eaipcxvdw9o22of2jdp,0,45.9,94.2,2022-08-28T14:32:43.520Z,2022-08-31T08:28:52Z,3740104905,3,,3746474383,388,,3740104913,141,93.5,3740104911,140,46.9,3740104907,168,,3740104917,213,5.9,3740104909,56,Back,3740104915,212,1.2,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465429,25,49,1,1,26,cmbqc74mshg77ra7mywec2a6b,1,58.3,8.3,2022-08-28T14:32:45.090Z,2022-08-31T04:23:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452465473,26,3,1,1,27,cmbqc74mshg77ra7mywec2a6b,1,60,4.8,2022-08-28T14:32:46.267Z,2022-08-31T04:23:30Z,3740105241,233,28,3746474491,178,,3740105213,56,Right,3742993689,465,,3740105215,286,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
