id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2485496367,9,1,1,0,19,alyavx3ad35bp1xuwmqk7sgev,1,30.3,7.5,2022-11-13T18:01:49.242Z,2022-11-15T15:30:57Z,3915160413,141,32.4,3917709509,178,,3915160417,213,2.0,3915160409,56,Back,3915160411,140,22.8,3915160415,212,18.7,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496387,10,1,1,0,25,alyavx3ad35bp1xuwmqk7sgev,1,30.1,41.7,2022-11-13T18:01:54.466Z,2022-11-15T15:30:59Z,3915160521,212,22.9,3915160517,140,27.0,3915160515,56,Back,3917709531,178,,3915160523,213,1.7,3915160519,141,75.1,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496397,11,1,1,0,28,alyavx3ad35bp1xuwmqk7sgev,1,27,75.1,2022-11-13T18:01:58.098Z,2022-11-15T15:31:02Z,3917709543,178,,3915160579,141,64.8,3915160581,212,9.5,3915160575,56,Back,3915160577,140,33.1,3915160583,213,5.5,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496411,12,1,1,0,29,alyavx3ad35bp1xuwmqk7sgev,1,33.2,64.5,2022-11-13T18:01:59.005Z,2022-11-15T15:31:05Z,3915160683,56,Back,3915160689,212,22.1,3915160685,140,27.7,3915160693,213,4.4,3917709557,178,,3915160687,141,33.1,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496429,13,1,1,0,33,alyavx3ad35bp1xuwmqk7sgev,1,31,31.4,2022-11-13T18:02:02.500Z,2022-11-15T15:31:08Z,3915160811,141,3.1,3915160815,213,5.1,3915160809,140,38.3,3915160807,56,Back,3917709579,178,,3915160813,212,20.7,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496469,14,1,1,0,36,alyavx3ad35bp1xuwmqk7sgev,1,39.5,3.1,2022-11-13T18:02:05.834Z,2022-11-15T15:31:10Z,3915161053,141,2.3,3915161059,213,6.2,3915161045,56,Back,3915161055,212,9.3,3917709589,178,,3915161049,140,48.3,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496489,15,1,1,0,38,alyavx3ad35bp1xuwmqk7sgev,1,40.6,2.6,2022-11-13T18:02:08.394Z,2022-11-15T15:31:13Z,3915161175,141,33.0,3915161171,56,Back,3915161177,212,23.3,3917709609,178,,3915161173,140,30.3,3915161179,213,2.1,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496527,16,1,1,0,42,alyavx3ad35bp1xuwmqk7sgev,1,30.5,33.5,2022-11-13T18:02:11.521Z,2022-11-15T15:31:16Z,3915161359,140,31.8,3915161365,213,1.5,3915161357,56,Back,3915161361,141,74.8,3915161363,212,28.1,3917709625,178,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496565,17,1,1,0,44,alyavx3ad35bp1xuwmqk7sgev,1,31.8,74.8,2022-11-13T18:02:13.979Z,2022-11-15T15:31:19Z,3915161579,141,96.9,3915161581,212,19.3,3917709639,178,,3915161575,56,Back,3915161577,140,43.3,3915161583,213,0.9,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496587,18,1,1,0,47,alyavx3ad35bp1xuwmqk7sgev,1,45.5,96.9,2022-11-13T18:02:17.354Z,2022-11-15T15:31:21Z,3915161697,140,59.8,3915161703,213,5.5,3915161695,56,Center,3915161701,212,22.2,3917709671,178,,3915161699,141,72.9,,,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496609,19,1,1,0,50,alyavx3ad35bp1xuwmqk7sgev,1,54.5,69.1,2022-11-13T18:02:20.018Z,2022-11-15T15:31:25Z,3915161825,212,31.0,3915161821,141,23.6,3915161817,140,52.6,3915161827,213,4.6,3917709717,178,,3915161815,56,Center,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496623,20,1,1,0,54,alyavx3ad35bp1xuwmqk7sgev,1,53.2,27.4,2022-11-13T18:02:23.545Z,2022-11-15T15:31:28Z,3915161907,141,31.7,3915161905,140,72.9,3915161903,56,Center,3915161909,212,20.9,3917709771,178,,3915161911,213,0.1,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496647,21,1,1,0,55,alyavx3ad35bp1xuwmqk7sgev,1,72.9,31.7,2022-11-13T18:02:24.817Z,2022-11-15T15:31:31Z,3915162041,141,39.9,3915162033,56,Center,3915162047,212,6.2,3915290371,168,,3915162037,140,75.4,3915162049,213,1.1,3917709791,178,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496691,22,1,1,0,57,alyavx3ad35bp1xuwmqk7sgev,1,75.1,40.7,2022-11-13T18:02:26.785Z,2022-11-15T15:31:36Z,3917709831,178,,3915162311,213,1.1,3915164251,210,15,3915162303,56,Center,3915162309,212,26.0,3915162307,141,75.4,3915162305,140,85.5,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496693,23,15,1,1,0,alyavx3ad35bp1xuwmqk7sgev,1,85.2,66.2,2022-11-13T18:02:29.758Z,2022-11-15T15:31:37Z,3915162329,56,Center,3915164293,147,53.1,3915164277,76,,3915164287,103,7.0,3915162321,22,,3915164285,102,52.1,3915163679,233,3,3915163665,20,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,3915164289,215,3915162325,64,3915164279,29,3915164281,55,22,3915164291,146,99.3,3917709901,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496697,3,10,1,1,1,ewsf6evtguu9j7k6js4tlgl89,1,2.5,47.6,2022-11-13T18:02:30.524Z,2022-11-15T15:31:46Z,3915162621,180,,3916865981,376,,3915163745,233,23,3915162365,56,Back,3915162619,177,,3915162363,182,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496713,4,52,1,1,1,ewsf6evtguu9j7k6js4tlgl89,1,2.5,47.6,2022-11-13T18:02:31.224Z,2022-11-15T15:31:48Z,3917709989,178,,3916866009,376,,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496831,5,1,1,1,10,ewsf6evtguu9j7k6js4tlgl89,1,5.7,52.1,2022-11-13T18:02:39.734Z,2022-11-15T15:31:50Z,3915163051,140,10.2,3915163055,212,17.1,3915163057,213,1.3,3915163049,56,Back,3915163047,123,,3917710019,178,,3915163053,141,76.3,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496851,6,1,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,10.2,76.3,2022-11-13T18:02:41.625Z,2022-11-15T15:31:55Z,3915163167,140,17.1,3915163165,56,Back,3915163173,213,1.1,3915163169,141,97.4,3917710045,178,,3915163171,212,16.1,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496871,7,1,1,1,14,ewsf6evtguu9j7k6js4tlgl89,1,17.1,97.4,2022-11-13T18:02:43.922Z,2022-11-15T15:31:59Z,3915163281,56,Back,3915163285,141,98.4,3915163287,212,18.8,3915163283,140,35.0,3915163289,213,0.0,3917710093,178,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496877,8,3,1,1,17,ewsf6evtguu9j7k6js4tlgl89,0,34.2,97.2,2022-11-13T18:02:46.723Z,2022-11-15T15:32:03Z,3915163317,56,Back,3916866339,464,,3917710145,178,,3915163591,233,24,3915163595,286,,,,,,,,,,,9cju5a96bsq9fqhbl5ub6nisp,Diogo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496921,24,7,1,1,17,alyavx3ad35bp1xuwmqk7sgev,1,65.8,2.8,2022-11-13T18:02:46.838Z,2022-11-15T15:32:05Z,3915163533,167,,3917710207,178,,3916866359,385,,3915163535,56,Right,3915163587,233,8,3915163537,285,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497031,9,5,1,1,18,ewsf6evtguu9j7k6js4tlgl89,1,33.6,101.3,2022-11-13T18:02:47.565Z,2022-11-15T15:32:08Z,3915164343,56,Back,3915164345,347,,3915164367,233,25,,,,,,,,,,,,,,,,9cju5a96bsq9fqhbl5ub6nisp,Diogo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485496927,25,5,1,1,18,alyavx3ad35bp1xuwmqk7sgev,0,66.4,-1.3,2022-11-13T18:02:47.565Z,2022-11-15T15:32:08Z,3915163569,347,,3915164379,233,9,3915163567,56,Right,,,,,,,,,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497057,10,1,1,1,36,ewsf6evtguu9j7k6js4tlgl89,0,35,100,2022-11-13T18:03:05.694Z,2022-11-15T15:32:11Z,3915164507,141,94.1,3915164505,140,48.6,3915164501,107,,3915164511,213,5.9,3915164509,212,15.2,3915164503,56,Back,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497065,26,8,1,1,37,alyavx3ad35bp1xuwmqk7sgev,1,48.5,17,2022-11-13T18:03:06.890Z,2022-11-15T15:32:14Z,3915164529,56,Back,3916866835,384,,3917710301,178,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497081,27,49,1,1,38,alyavx3ad35bp1xuwmqk7sgev,1,35.8,11.9,2022-11-13T18:03:07.832Z,2022-11-15T15:32:18Z,,,,,,,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497115,28,1,1,1,39,alyavx3ad35bp1xuwmqk7sgev,1,35.8,11.9,2022-11-13T18:03:09.244Z,2022-11-15T15:32:20Z,3915164775,140,18.4,3915164783,1,,3915164777,141,51.5,3915164773,56,Back,3915164779,212,32.5,3917710363,178,,3915164781,213,2.2,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497145,29,1,1,1,45,alyavx3ad35bp1xuwmqk7sgev,1,18.5,51.5,2022-11-13T18:03:15.033Z,2022-11-15T15:32:23Z,3915164945,213,1.1,3915164941,141,65.3,3915164939,140,23.0,3915164937,56,Back,3915164943,212,10.5,3917710389,178,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497223,30,1,1,1,47,alyavx3ad35bp1xuwmqk7sgev,1,23.2,65.3,2022-11-13T18:03:17.123Z,2022-11-15T15:32:25Z,3915165313,56,Back,3915165319,141,95.8,3917710425,178,,3915165323,213,0.9,3915165317,140,37.7,3915165321,212,25.7,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497245,31,1,1,1,54,alyavx3ad35bp1xuwmqk7sgev,1,65.7,91.9,2022-11-13T18:03:23.970Z,2022-11-15T15:32:27Z,3915165439,140,67.4,3917710433,178,,3915165441,141,73.7,3915165445,213,4.9,3915165435,155,,3915165443,212,12.5,3915165437,56,Center,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497255,32,61,1,1,55,alyavx3ad35bp1xuwmqk7sgev,1,67.4,73.7,2022-11-13T18:03:24.511Z,2022-11-15T15:32:32Z,3917710495,21,,3915165489,56,Center,3917710497,178,,,,,,,,,,,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497287,33,1,1,1,57,alyavx3ad35bp1xuwmqk7sgev,1,70.1,83.8,2022-11-13T18:03:26.530Z,2022-11-15T15:32:38Z,3917710523,178,,3915165659,140,73.2,3915165663,212,8.4,3915165661,141,95.2,3915165665,213,1.2,3915165657,56,Left,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497313,34,1,1,2,1,alyavx3ad35bp1xuwmqk7sgev,0,76.6,95.7,2022-11-13T18:03:30.807Z,2022-11-15T15:32:41Z,3915165793,213,5.1,3916867221,72,,3915165783,155,,3915165787,140,89.6,3917710587,178,,3915165785,56,Center,3915165795,1,,3915165789,141,52.0,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,3916867219,224,3915165781,2,3915165791,212,,,,,,,,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,
2485497323,11,44,1,2,2,ewsf6evtguu9j7k6js4tlgl89,1,9.8,50.8,2022-11-13T18:03:32.226Z,2022-11-16T09:58:17Z,3915165843,285,,3915166159,233,37,3915165841,56,Back,,,,,,,,,,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497371,37,44,1,2,2,alyavx3ad35bp1xuwmqk7sgev,0,90.2,49.2,2022-11-13T18:03:32.227Z,2022-11-15T15:32:45Z,3915166145,56,Center,3915166147,286,,3915166193,233,11,,,,,,,,,,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497333,12,12,1,2,2,ewsf6evtguu9j7k6js4tlgl89,1,12.9,52.4,2022-11-13T18:03:32.326Z,2022-11-16T09:58:17Z,3915165869,140,17.0,3915165871,141,69.0,3915165875,213,1.2,3915165883,15,,3917710637,388,,3915165873,212,12.1,3915165867,56,Back,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497331,35,13,1,2,5,alyavx3ad35bp1xuwmqk7sgev,1,85.6,30.5,2022-11-13T18:03:35.139Z,2022-11-15T15:32:51Z,3915166941,231,46.2,3915165857,63,,3915166939,230,98.8,3915166593,20,,3915165855,22,,3915166931,103,12.5,3915166929,102,59.7,3915166933,215,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,3915166925,73,3915165859,56,3917710679,178,3915166935,458,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2485497457,13,5,1,2,6,ewsf6evtguu9j7k6js4tlgl89,1,-0.8,39.3,2022-11-13T18:03:36.120Z,2022-11-15T15:32:53Z,3915171605,233,36,3915166761,346,,3915166759,56,Back,,,,,,,,,,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497337,36,5,1,2,6,alyavx3ad35bp1xuwmqk7sgev,0,100.8,60.7,2022-11-13T18:03:36.120Z,2022-11-15T15:32:53Z,3915165905,56,Center,3915171627,233,13,3915165907,346,,,,,,,,,,,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497685,14,1,1,2,42,ewsf6evtguu9j7k6js4tlgl89,0,5.2,41.2,2022-11-13T18:04:11.748Z,2022-11-15T15:32:55Z,3915168143,1,,3915168137,141,31.6,3915168131,124,,3915168135,140,57.1,3915168145,74,,3915168141,213,6.2,3915168133,56,Center,3915168139,212,54.9,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485497677,38,49,1,2,45,alyavx3ad35bp1xuwmqk7sgev,1,43.5,65,2022-11-13T18:04:15.281Z,2022-11-15T15:32:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485973517,891,83,1,2,46,ewsf6evtguu9j7k6js4tlgl89,1,53.8,35.4,2022-11-13T18:04:16.180Z,2022-11-15T15:53:08Z,3917717907,399,487540,,,,,,,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
