id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/16/value
2494619671,864,83,1,0,9,5c0sf1eaipcxvdw9o22of2jdp,1,66.2,21.4,2022-12-30T17:01:55.220Z,2023-01-02T11:38:03Z,3963429213,399,165807,,,,,,,,,,,,,,,,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110775,5,1,1,0,9,alyavx3ad35bp1xuwmqk7sgev,1,35.2,75.8,2022-12-30T17:01:55.265Z,2023-01-02T06:57:19Z,3961610437,140,38.3,3961610443,213,5.1,3961610439,141,64.5,3960735931,56,Back,3961610441,212,8.3,3963268077,178,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110765,4,49,1,0,10,alyavx3ad35bp1xuwmqk7sgev,1,34.8,64.1,2022-12-30T17:01:56.241Z,2023-01-02T06:57:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494124065,390,43,1,0,10,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-12-30T17:01:56.854Z,2022-12-31T08:03:08Z,3961610421,144,3,3960813791,56,Center,3960813793,286,0,3960813915,233,388,,,,,,,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494124081,388,43,1,0,11,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-12-30T17:01:56.855Z,2022-12-31T08:03:09Z,3960813897,285,0,3961610423,144,7,3960813895,56,Back,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110777,6,1,1,0,11,alyavx3ad35bp1xuwmqk7sgev,1,34.1,62.7,2022-12-30T17:01:57.526Z,2023-01-02T06:57:58Z,3960735949,141,35.5,3960735945,56,Back,3960735953,213,4.3,3963268371,178,,3960735951,212,19.9,3960735947,140,27.0,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110785,7,1,1,0,14,alyavx3ad35bp1xuwmqk7sgev,1,27,35.5,2022-12-30T17:02:00.765Z,2023-01-02T06:58:05Z,3960735991,213,1.8,3963268443,178,,3960735987,141,70.9,3960735989,212,24.8,3960735985,140,21.2,3960735983,56,Back,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110789,8,1,1,0,18,alyavx3ad35bp1xuwmqk7sgev,1,20.1,75.3,2022-12-30T17:02:04.247Z,2023-01-02T06:58:18Z,3960736015,212,15.2,3960736013,141,94.2,3960736011,140,27.8,3960736017,213,1.0,3960736009,56,Back,3963268493,178,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110803,9,1,1,0,20,alyavx3ad35bp1xuwmqk7sgev,1,27.4,94.7,2022-12-30T17:02:06.658Z,2023-01-02T06:58:31Z,3963268631,178,,3960736087,140,32.7,3960736091,212,9.8,3960736085,56,Back,3960736093,213,5.3,3960736089,141,82.9,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110809,10,1,1,0,26,alyavx3ad35bp1xuwmqk7sgev,1,55.9,85.6,2022-12-30T17:02:12.011Z,2023-01-02T06:58:41Z,3960736121,141,96.9,3960736119,140,40.9,3960736123,212,17.5,3960736125,213,2.7,3963268717,178,,3960736117,56,Back,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110811,11,1,1,0,28,alyavx3ad35bp1xuwmqk7sgev,1,40.7,96.5,2022-12-30T17:02:13.993Z,2023-01-02T06:59:02Z,3963268869,178,,3960736133,56,Back,3960736135,140,28.6,3960736141,213,3.3,3960736139,212,12.9,3960736137,141,93.6,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110817,12,1,1,0,30,alyavx3ad35bp1xuwmqk7sgev,1,29.1,92.1,2022-12-30T17:02:15.855Z,2023-01-02T06:59:11Z,3960736161,141,83.0,3963268937,178,,3960736157,56,Back,3960736165,213,5.3,3960736163,212,7.6,3960736159,140,33.3,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110827,13,1,1,0,33,alyavx3ad35bp1xuwmqk7sgev,1,31.2,67.8,2022-12-30T17:02:19.268Z,2023-01-02T06:59:16Z,3960736235,56,Back,3963268983,178,,3960736239,141,40.3,3960736241,212,19.2,3960736243,213,4.5,3960736237,140,26.9,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110831,14,1,1,0,36,alyavx3ad35bp1xuwmqk7sgev,1,27.3,32.7,2022-12-30T17:02:22.383Z,2023-01-02T06:59:26Z,3960736261,56,Back,3960736267,212,13.2,3963269055,178,,3960736269,213,5.0,3960736265,141,14.1,3960736263,140,31.0,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110837,15,1,1,0,38,alyavx3ad35bp1xuwmqk7sgev,1,30,9.8,2022-12-30T17:02:24.646Z,2023-01-02T06:59:34Z,3960736285,212,25.8,3960736283,141,9.8,3960736279,56,Right,3963269095,178,,3960736287,213,0,3960736281,140,54.6,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110845,16,1,1,0,40,alyavx3ad35bp1xuwmqk7sgev,1,54.7,10.1,2022-12-30T17:02:26.818Z,2023-01-02T06:59:41Z,3960736329,212,10.2,3960736327,141,24.6,3963269147,178,,3960736325,140,57.0,3960736331,213,1.3,3960736323,56,Center,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494619895,856,67,1,0,41,alyavx3ad35bp1xuwmqk7sgev,1,58.1,25.6,2022-12-30T17:02:27.658Z,2023-01-02T15:02:42Z,3963429915,233,865,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494619893,865,67,1,0,41,5c0sf1eaipcxvdw9o22of2jdp,0,41.9,74.4,2022-12-30T17:02:27.659Z,2023-01-02T11:40:25Z,3963429929,233,856,,,,,,,,,,,,,,,,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110851,17,1,1,0,43,alyavx3ad35bp1xuwmqk7sgev,1,63,26.8,2022-12-30T17:02:29.329Z,2023-01-02T06:59:48Z,3963269199,178,,3960736379,212,29.1,3960736381,213,6.0,3960736375,140,89.9,3960736373,56,Right,3960736377,141,16.7,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110861,18,1,1,0,48,alyavx3ad35bp1xuwmqk7sgev,1,96.4,10.9,2022-12-30T17:02:34.457Z,2023-01-02T06:59:56Z,3960736449,212,8.7,3960736443,56,Right,3960736445,140,88.2,3963269233,178,,3960736447,141,8.9,3960736451,213,3.3,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110865,19,1,1,0,50,alyavx3ad35bp1xuwmqk7sgev,0,90.9,8.9,2022-12-30T17:02:36.609Z,2023-01-02T07:00:06Z,3960736461,212,7.6,3960736457,140,90.4,3963269309,178,,3960736455,56,Right,3960736463,213,1.6,3960736459,141,20.0,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110869,7,8,1,0,51,5c0sf1eaipcxvdw9o22of2jdp,1,6.6,83.9,2022-12-30T17:02:36.907Z,2023-01-02T07:00:11Z,3963269341,178,,3961611773,384,,3960736495,56,Back,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110879,8,49,1,0,52,5c0sf1eaipcxvdw9o22of2jdp,1,5.3,83.4,2022-12-30T17:02:38.351Z,2023-01-02T07:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110895,9,1,1,0,52,5c0sf1eaipcxvdw9o22of2jdp,1,5.3,83.4,2022-12-30T17:02:38.402Z,2023-01-02T07:00:32Z,3960736597,212,16.0,3960736591,56,Back,3960736593,140,17.7,3963269473,178,,3960736595,141,69.8,3960736599,213,5.7,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110909,10,1,1,0,54,5c0sf1eaipcxvdw9o22of2jdp,1,17.7,69.8,2022-12-30T17:02:40.405Z,2023-01-02T07:00:38Z,3960736647,56,Back,3960736651,141,71.1,3960736649,140,37.4,3963269517,178,,3960736653,212,20.7,3960736655,213,0.0,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110927,11,1,1,0,55,5c0sf1eaipcxvdw9o22of2jdp,1,37.4,71.1,2022-12-30T17:02:41.682Z,2023-01-02T07:00:45Z,3963269559,178,,3960736725,140,40.2,3960736731,213,1.3,3960736723,56,Back,3960736729,212,12.6,3960736727,141,89.1,,,,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110951,13,1,1,1,2,5c0sf1eaipcxvdw9o22of2jdp,1,56.8,66.6,2022-12-30T17:02:48.544Z,2023-01-02T07:00:58Z,3960736849,141,31.0,3960736845,56,Center,3963269635,178,,3960736853,213,5.0,3960736847,140,63.7,3960736851,212,25.3,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110931,12,43,1,1,4,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-12-30T17:02:50.409Z,2022-12-30T17:02:53Z,3960736747,56,Center,3960736785,144,61,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110963,14,2,1,1,7,5c0sf1eaipcxvdw9o22of2jdp,1,63.2,28.9,2022-12-30T17:02:53.186Z,2023-01-02T07:01:21Z,3960736897,140,75.5,3963269839,178,,3960736899,141,69.9,3960736895,56,Center,3960736893,7,5fcx7aiflhvguztjw8mp53b9x,,,,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494110961,20,55,1,1,7,alyavx3ad35bp1xuwmqk7sgev,1,22.8,59.2,2022-12-30T17:02:53.187Z,2023-01-02T07:01:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111061,21,1,1,1,42,alyavx3ad35bp1xuwmqk7sgev,1,18,39.2,2022-12-30T17:03:27.886Z,2023-01-02T07:03:54Z,3960737383,241,,3960737393,213,5.3,3960737385,56,Back,3963271375,178,,3960737389,141,30.7,3960737399,189,,3960737391,212,6.9,3960737381,5,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,3960737387,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111077,22,1,1,1,45,alyavx3ad35bp1xuwmqk7sgev,1,21.2,31.5,2022-12-30T17:03:31.393Z,2023-01-02T07:03:59Z,3960737449,56,Back,3960737455,212,26.3,3960737453,141,70.2,3960737451,140,22.3,3960737457,213,1.5,3963271409,178,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111079,23,1,1,1,52,alyavx3ad35bp1xuwmqk7sgev,1,28.4,73.3,2022-12-30T17:03:38.414Z,2023-01-02T07:04:06Z,3960737469,141,36.3,3960737465,56,Back,3960737473,213,4.6,3960737467,140,26.7,3960737471,212,25.2,3963271449,178,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111087,24,1,1,1,55,alyavx3ad35bp1xuwmqk7sgev,1,27.9,34.2,2022-12-30T17:03:41.606Z,2023-01-02T07:04:14Z,3960737517,141,9.7,3960737521,213,5.0,3960737513,56,Back,3960737515,140,31.9,3963271509,178,,3960737519,212,17.2,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111119,25,1,1,1,58,alyavx3ad35bp1xuwmqk7sgev,1,32,8.9,2022-12-30T17:03:44.068Z,2023-01-02T07:04:19Z,3960737693,141,63.3,3960737695,212,37.1,3963271531,178,,3960737699,1,,3960737689,56,Back,3960737691,140,28.9,3960737697,213,1.7,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111135,26,1,1,2,3,alyavx3ad35bp1xuwmqk7sgev,1,45.9,69.3,2022-12-30T17:03:49.740Z,2023-01-02T07:04:32Z,3960737771,140,54.6,3960737777,213,1.1,3960737769,56,Left,3963271577,178,,3960737775,212,20.7,3960737773,141,96.6,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111145,27,1,1,2,6,alyavx3ad35bp1xuwmqk7sgev,0,54.6,96.6,2022-12-30T17:03:52.494Z,2023-01-02T07:04:38Z,3960737801,212,9.8,3960737797,140,62.8,3963271639,178,,3960737795,56,Left,3960737803,213,5.8,3960737799,141,89.6,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494641679,1437,67,1,2,7,5c0sf1eaipcxvdw9o22of2jdp,1,36.6,9.4,2022-12-30T17:03:53.542Z,2023-01-02T15:02:43Z,3963520211,233,1448,,,,,,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494641677,1448,67,1,2,7,alyavx3ad35bp1xuwmqk7sgev,0,63.4,90.6,2022-12-30T17:03:53.543Z,2023-01-02T13:54:45Z,3963520215,233,1437,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111149,15,8,1,2,7,5c0sf1eaipcxvdw9o22of2jdp,1,39,8,2022-12-30T17:03:53.549Z,2023-01-02T15:02:44Z,3960737819,56,Back,3961614643,385,,3963271679,178,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111155,16,5,1,2,9,5c0sf1eaipcxvdw9o22of2jdp,0,52.8,-2,2022-12-30T17:03:54.947Z,2023-01-02T07:04:51Z,3960737905,233,28,3960737857,56,Right,3960737859,347,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111167,28,5,1,2,9,alyavx3ad35bp1xuwmqk7sgev,1,47.2,102,2022-12-30T17:03:54.947Z,2023-01-02T07:04:51Z,3960737901,233,16,3960737899,347,,3960737897,56,Back,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111171,29,1,1,2,13,alyavx3ad35bp1xuwmqk7sgev,1,53,100,2022-12-30T17:03:58.966Z,2023-01-02T07:04:59Z,3960737929,212,15.6,3960737925,140,39.6,3960737931,213,3.6,3960737923,56,Back,3960737921,107,,3960737935,189,,3960737927,141,91.7,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111183,30,1,1,2,18,alyavx3ad35bp1xuwmqk7sgev,1,34.5,75.1,2022-12-30T17:04:03.890Z,2023-01-02T07:05:03Z,3960737985,212,22.4,3960737983,141,43.3,3963271749,178,,3960737981,140,29.1,3960737987,213,4.5,3960737979,56,Back,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111191,31,1,1,2,21,alyavx3ad35bp1xuwmqk7sgev,1,29,43.1,2022-12-30T17:04:07.020Z,2023-01-02T07:05:08Z,3960738039,213,1.3,3960738035,141,71.5,3960738033,140,34.4,3960738031,56,Back,3963271779,178,,3960738037,212,20.1,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111197,32,1,1,2,23,alyavx3ad35bp1xuwmqk7sgev,1,34.3,73.6,2022-12-30T17:04:09.817Z,2023-01-02T07:05:18Z,3960738053,213,0.2,3963271819,178,,3960738045,56,Back,3960738049,141,76.4,3960738051,212,7.8,3960738047,140,41.5,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494111227,33,1,1,2,24,alyavx3ad35bp1xuwmqk7sgev,1,41.2,75,2022-12-30T17:04:10.829Z,2023-01-02T07:05:25Z,3960738197,141,46.0,3960738201,213,4.3,3960738199,212,21.4,3960738195,140,33.2,3963271845,178,,3960738193,56,Back,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
