id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/10/value,qualifier/11/value
2483092143,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-11-07T19:06:07.920Z,2022-11-07T20:19:54Z,3902700083,59,"1, 77, 12, 26, 19, 3, 28, 8, 23, 10, 17, 7, 16, 20, 24, 31, 44, 70, 73, 95",3902700089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902700087,130,7,3902700093,197,2933,3902700077,30,"1tkq6knbo350vy0o8aieijmxh, 9m66crpktao9g80wc8zi9y5ex, c9lykzcr3q7hr50ui74iqastm, 8hyaww1d0p9871u8o8zk8f9at, z6po5y26nap863d68tcekhqt, 2nod7tpovdjb85efh2sogijth, 5jsb62u7jx2vtblnbtxvttq3u, 3845lzar855rp3zp4stgmgul1, 1bpopqr7cuikh6s6sk4ij31ed, 2b4soa2ddbbmdwm0ur760jh05, 47z2phkn1i9z8p32zqlu53j6x, bfy36wqp37utkkbl13k7s99m1, 1w926qtyntprx5ommoaa5nhed, 7r96u3b7t46s0kg5t5qew3tnt, 5iukh17o9lnichmbh3ta8amwa, chwv6iayowufvu6hb1fg6ydwp, 530nhsyjmbwcpb8536pgwbld5, et4mglw8d0mwweghd2hmzz9jo, 361pxz5e33ydl2c3t63a9kzc9, awu6zsiy6l8e3p1athc733jkl",3902700091,194,2b4soa2ddbbmdwm0ur760jh05,3902700095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902700079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483093057,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-11-07T19:08:29.581Z,2022-11-07T20:21:38Z,3902704161,194,4bsxzg78o3q9ot7bdngx9k5at,3902704151,30,"byk4cll4gdgp2n5ocxrb5j1t5, 4bsxzg78o3q9ot7bdngx9k5at, e7daok5mn6xq7q5sfi5r13105, 5k74ofoqel095frhszvdmxbhm, aw1gqkqpznn5ku7ca9hy2skix, 9yzlho51tjytlzkdb6y20ozc9, 2r6ma23qtyq2l18m21eksjp7u, 28029kae9ievarvyirn1cboix, 35y61220qzlyedki00vfmioyx, d7k81mlt4vh9lex8fd10tigh5, c7vhfnn9bft0xk3lcx7komfze, 8lksmpg3qh7q3m54gwwrj7xlh, 61g2iu3hmixel62zp2yp29tqt, 3776gjrdiqfvch2wk5kde2w2x, 3xps5hhvsiyviq8wswnzt22ju, caczqvr2l880frsd32nbjorxm, 17zcm8ikgfdl5o4c7o5yhulpm, 4flr4t07s463ioooy31ov8fs9, 7tih9jkxsbmeycu610gshs0h6",3902704165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902704155,59,"12, 95, 3, 20, 4, 17, 49, 19, 9, 80, 10, 1, 8, 13, 15, 21, 37, 39, 43",3902704157,130,7,3902704153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3902704159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3902704163,197,5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110809,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-11-07T20:17:57.567Z,2022-11-07T20:17:57Z,3902794221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110813,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-11-07T20:17:57.567Z,2022-11-09T03:16:43Z,3902794241,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110831,3,1,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,49.6,49.9,2022-11-07T20:17:57.592Z,2022-11-09T19:05:46Z,3902794335,279,S,3904800461,178,,3902794327,140,44.6,3902794329,141,46.3,3902794331,212,5.8,3902794333,213,3.6,3902794325,56,Back,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110837,4,1,1,0,1,cmbqc74mshg77ra7mywec2a6b,0,44.6,46.3,2022-11-07T20:17:58.662Z,2022-11-09T06:11:05Z,3902794371,141,4.3,3904800647,178,,3902794367,56,Right,3902794369,140,62.2,3902794375,213,5.3,3902794377,1,,3902794373,212,34.0,3902794365,155,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110841,3,1,1,0,3,alyavx3ad35bp1xuwmqk7sgev,0,31.2,88.9,2022-11-07T20:18:00.716Z,2022-11-09T06:11:15Z,3902794401,140,54.2,3902794405,141,93.4,3902794413,213,0.1,3902794397,56,Left,3904800755,178,,3902794409,212,24.3,3902794393,3,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110869,5,1,1,0,6,cmbqc74mshg77ra7mywec2a6b,1,44.8,3.2,2022-11-07T20:18:03.631Z,2022-11-09T06:11:18Z,3902794543,212,36.6,3902794535,155,,3904800789,178,,3902794547,1,,3902794545,213,0.5,3902794539,140,76.1,3902794537,56,Center,3902794541,141,27.0,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110873,6,44,1,0,8,cmbqc74mshg77ra7mywec2a6b,1,72,22.9,2022-11-07T20:18:05.957Z,2022-11-09T07:09:57Z,3902794555,233,4,3902794551,56,Center,3902794553,286,,,,,,,,,,,,,,,,,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110867,4,44,1,0,8,alyavx3ad35bp1xuwmqk7sgev,0,28,77.1,2022-11-07T20:18:05.958Z,2022-11-09T06:11:22Z,3902794573,233,6,3902794533,285,,3902794531,56,Back,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110879,7,1,1,0,8,cmbqc74mshg77ra7mywec2a6b,0,77.3,27.3,2022-11-07T20:18:06.021Z,2022-11-09T07:09:57Z,3902794581,3,,3902794591,212,11.1,3902794585,56,Center,3902794593,213,6.1,3902794583,168,,3904800879,388,,3902794587,140,87.7,3902794589,141,24.7,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110883,5,4,1,0,11,alyavx3ad35bp1xuwmqk7sgev,1,13,74,2022-11-07T20:18:09.121Z,2022-11-09T06:11:33Z,3902794603,56,Back,3902794609,285,,3902794775,233,8,3902794607,265,,3902794605,152,,3902794601,13,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110913,8,4,1,0,11,cmbqc74mshg77ra7mywec2a6b,0,87,26,2022-11-07T20:18:09.122Z,2022-11-09T06:11:33Z,3902794779,233,5,3902794765,152,,3902794761,13,,3904800993,178,,3902794763,56,Center,3902794769,286,,3902794767,265,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483110929,9,17,1,0,16,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-11-07T20:18:14.169Z,2022-11-09T06:11:49Z,3902794847,392,,3902794845,31,,3902794849,13,243,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111155,6,1,1,1,0,alyavx3ad35bp1xuwmqk7sgev,1,24.4,76.6,2022-11-07T20:18:58.212Z,2022-11-09T06:11:51Z,3902796133,5,,3902813371,189,,3902796135,152,,3902796141,141,49.9,3902796137,56,Back,3902796145,213,4.6,3904801265,178,,3902796139,140,22.6,2nod7tpovdjb85efh2sogijth,Nélson Monte,3902796143,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111193,7,1,1,1,3,alyavx3ad35bp1xuwmqk7sgev,1,22.6,49,2022-11-07T20:19:00.860Z,2022-11-09T06:11:55Z,3902796353,140,24.8,3902796359,213,1.4,3904801351,178,,3902796357,212,18.3,3902796355,141,75.7,3902796351,56,Back,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111213,8,1,1,1,9,alyavx3ad35bp1xuwmqk7sgev,0,27.5,75.1,2022-11-07T20:19:06.818Z,2022-11-09T06:11:59Z,3904801457,178,,3902796481,155,,3902796491,213,0.1,3902796485,140,75.7,3902796487,141,85.4,3902796493,1,,3902796483,56,Left,3902796489,212,51.1,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111221,10,1,1,1,11,cmbqc74mshg77ra7mywec2a6b,0,22.7,6.5,2022-11-07T20:19:09.541Z,2022-11-09T06:12:02Z,3902796545,141,3.7,3902796539,3,,3902796543,140,28.4,3902796549,213,6.0,3902796547,212,6.3,3902796541,56,Back,3904801545,388,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111259,9,50,1,1,19,alyavx3ad35bp1xuwmqk7sgev,1,81.4,91.5,2022-11-07T20:19:17.039Z,2022-11-09T06:12:07Z,3902796777,286,,3902796775,56,Left,3902796915,233,11,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111279,11,7,1,1,19,cmbqc74mshg77ra7mywec2a6b,1,18.6,8.5,2022-11-07T20:19:17.126Z,2022-11-09T06:12:11Z,3903598221,385,,3902796885,285,,3902796881,167,,3904801745,178,,3902796883,56,Back,3902796907,233,9,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111295,10,5,1,1,20,alyavx3ad35bp1xuwmqk7sgev,1,80.1,101.2,2022-11-07T20:19:18.377Z,2022-11-09T06:12:19Z,3902796965,347,,3902796963,56,Left,3902796989,233,12,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111283,12,5,1,1,20,cmbqc74mshg77ra7mywec2a6b,0,19.9,-1.2,2022-11-07T20:19:18.377Z,2022-11-09T06:12:19Z,3902796893,347,,3902797011,233,10,3902796891,56,Back,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111401,11,1,1,1,38,alyavx3ad35bp1xuwmqk7sgev,0,81.9,100,2022-11-07T20:19:36.236Z,2022-11-09T06:12:24Z,3902797509,213,5.3,3902797503,140,91.8,3902797505,141,77.2,3902797499,107,,3902797501,56,Center,3902797507,212,19.3,,,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111411,13,44,1,1,40,cmbqc74mshg77ra7mywec2a6b,1,6.6,24.3,2022-11-07T20:19:38.080Z,2022-11-09T07:09:58Z,3902797551,56,Back,3902797553,285,,3902797569,233,12,,,,,,,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111407,12,44,1,1,40,alyavx3ad35bp1xuwmqk7sgev,0,93.4,75.7,2022-11-07T20:19:38.081Z,2022-11-09T06:12:28Z,3902797525,56,Center,3902797573,233,13,3902797527,286,,,,,,,,,,,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111415,14,12,1,1,40,cmbqc74mshg77ra7mywec2a6b,1,5.1,25.8,2022-11-07T20:19:38.126Z,2022-11-09T07:09:58Z,3902797585,213,6.0,3902797577,56,Back,3902797579,140,20.6,3902797581,141,18.2,3904802287,388,,3902797603,15,,3902797583,212,17.1,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111431,15,49,1,1,42,cmbqc74mshg77ra7mywec2a6b,1,22.9,15.2,2022-11-07T20:19:39.955Z,2022-11-09T06:12:54Z,,,,,,,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111461,16,1,1,1,42,cmbqc74mshg77ra7mywec2a6b,1,15.4,16.9,2022-11-07T20:19:40.107Z,2022-11-09T06:13:01Z,3902797821,212,12.2,3904802419,178,,3902797815,56,Back,3902797819,141,22.3,3902797817,140,26.5,3902797823,213,0.3,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111475,17,1,1,1,48,cmbqc74mshg77ra7mywec2a6b,1,30.9,5.8,2022-11-07T20:19:45.739Z,2022-11-09T06:13:05Z,3902797905,1,,3904802647,178,,3902797895,140,11.1,3902797903,213,2.2,3902797899,212,35.9,3902797893,56,Back,3902797897,141,48.9,,,,28029kae9ievarvyirn1cboix,Bruno Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111513,18,1,1,1,52,cmbqc74mshg77ra7mywec2a6b,1,12.8,50.6,2022-11-07T20:19:50.125Z,2022-11-09T06:13:10Z,3902798097,213,1.1,3902798089,56,Back,3902798093,141,67.3,3902798091,140,17.7,3904802693,178,,3902798095,212,12.5,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111533,19,1,1,1,56,cmbqc74mshg77ra7mywec2a6b,1,20.5,70.9,2022-11-07T20:19:54.387Z,2022-11-09T06:13:12Z,3902798191,56,Back,3902798195,141,70.6,3902798197,212,6.6,3904802733,178,,3902798199,213,6.3,3902798193,140,26.8,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111543,20,1,1,1,57,cmbqc74mshg77ra7mywec2a6b,1,29.5,75,2022-11-07T20:19:55.432Z,2022-11-09T06:13:17Z,3902798237,213,1.9,3904802799,178,,3902798233,141,92.7,3902798229,56,Back,3902798231,140,25.1,3902798235,212,12.9,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111551,21,1,1,1,59,cmbqc74mshg77ra7mywec2a6b,1,24,93,2022-11-07T20:19:57.378Z,2022-11-09T06:13:20Z,3902798285,56,Back,3902798291,212,13.9,3902798287,140,37.1,3902798293,213,0.1,3904802817,178,,3902798289,141,95.9,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111561,22,61,1,2,1,cmbqc74mshg77ra7mywec2a6b,1,41.1,95.7,2022-11-07T20:19:59.124Z,2022-11-09T06:13:25Z,3904802877,178,,3902798323,56,Back,,,,,,,,,,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111573,23,1,1,2,2,cmbqc74mshg77ra7mywec2a6b,1,40.6,92.9,2022-11-07T20:20:00.393Z,2022-11-09T06:13:29Z,3902798399,140,48.3,3902798403,212,9.4,3902798397,56,Back,3902798405,213,5.8,3904802933,178,,3902798401,141,85.9,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111577,24,1,1,2,3,cmbqc74mshg77ra7mywec2a6b,0,46.2,85.1,2022-11-07T20:20:01.386Z,2022-11-09T06:13:36Z,3904802989,178,,3902798417,56,Back,3902798423,212,11.0,3902798419,140,46.9,3902798425,213,1.5,3902798421,141,100.0,,,,,,,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111571,13,5,1,2,5,alyavx3ad35bp1xuwmqk7sgev,1,53.8,-1.6,2022-11-07T20:20:02.812Z,2022-11-09T06:13:39Z,3902798391,347,,3902798389,56,Right,3902798435,233,25,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111579,25,5,1,2,5,cmbqc74mshg77ra7mywec2a6b,0,46.2,101.6,2022-11-07T20:20:02.812Z,2022-11-09T06:13:38Z,3902798453,233,13,3902798427,56,Back,3902798429,347,,,,,,,,,,,,,,,,,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111611,14,1,1,2,11,alyavx3ad35bp1xuwmqk7sgev,1,48,0,2022-11-07T20:20:08.644Z,2022-11-09T06:13:42Z,3902798643,212,27.8,3902798635,107,,3902798647,1,,3902798645,213,2.3,3902798639,140,29.7,3902798637,56,Back,3902798641,141,27.6,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111627,15,1,1,2,15,alyavx3ad35bp1xuwmqk7sgev,1,31.1,32.5,2022-11-07T20:20:13.051Z,2022-11-09T06:13:46Z,3904803097,178,,3902798719,212,24.7,3902798713,56,Back,3902798717,141,67.5,3902798715,140,37.3,3902798721,213,1.3,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111661,16,1,1,2,18,alyavx3ad35bp1xuwmqk7sgev,1,38.9,63.2,2022-11-07T20:20:16.336Z,2022-11-09T06:13:49Z,3902798905,141,29.9,3902798901,56,Back,3904803125,178,,3902798909,213,4.8,3902798903,140,39.9,3902798907,212,22.7,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111677,17,1,1,2,24,alyavx3ad35bp1xuwmqk7sgev,1,47,33.5,2022-11-07T20:20:21.644Z,2022-11-09T06:13:51Z,3902799001,213,1.7,3902798993,56,Back,3902798999,212,22.3,3902798997,141,65.9,3902798995,140,43.7,3904803159,178,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111715,18,1,1,2,27,alyavx3ad35bp1xuwmqk7sgev,1,45,65.9,2022-11-07T20:20:24.730Z,2022-11-09T06:13:54Z,3902799215,56,Left,3902799219,141,88.5,3902799221,212,27.0,3902799217,140,66.1,3902799223,213,0.6,3904803195,178,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111729,19,1,1,2,32,alyavx3ad35bp1xuwmqk7sgev,0,72.6,82.1,2022-11-07T20:20:29.965Z,2022-11-09T06:13:58Z,3904803223,178,,3902799283,155,,3902799293,213,5.2,3902799285,56,Center,3902799291,212,34.7,3902799281,2,,3902799295,1,,3902799289,141,38.2,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,3902799287,140,89.4,3903598859,20,3903598857,223,,,,,,,,,,,,,,,,,,,,,,,,
2483111733,26,12,1,2,34,cmbqc74mshg77ra7mywec2a6b,1,14.2,66.4,2022-11-07T20:20:31.658Z,2022-11-09T06:14:50Z,3902799315,140,29.9,3902799349,15,,3902799321,213,5.8,3902799313,56,Back,3902799319,212,18.8,3902799317,141,53.1,3904803905,178,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111763,28,49,1,2,35,cmbqc74mshg77ra7mywec2a6b,1,31.6,51,2022-11-07T20:20:32.667Z,2022-11-09T06:14:55Z,,,,,,,,,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111751,27,61,1,2,35,cmbqc74mshg77ra7mywec2a6b,0,31.6,51,2022-11-07T20:20:33.057Z,2022-11-09T06:15:37Z,3902799409,56,Back,3904804623,178,,,,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111753,20,49,1,2,36,alyavx3ad35bp1xuwmqk7sgev,1,70.7,45.6,2022-11-07T20:20:33.992Z,2022-11-09T06:15:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483111777,21,1,1,2,37,alyavx3ad35bp1xuwmqk7sgev,1,70.7,45.6,2022-11-07T20:20:34.815Z,2022-11-09T06:16:56Z,3902799527,212,22.1,3902799523,140,80.8,3902799529,213,5.2,3902799521,56,Right,3904805949,178,,3902799525,141,17.1,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
