id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2446625711,998,43,1,11,21,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-12T19:28:22.324Z,2022-08-15T09:10:44Z,3709194083,144,82,3709193877,178,0,,,,,,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995575,80,43,1,11,21,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-12T19:28:22.835Z,2022-08-12T19:28:49Z,3700457961,56,Back,3700459587,144,61,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995609,82,12,1,11,23,5c0sf1eaipcxvdw9o22of2jdp,1,14.5,62.6,2022-08-12T19:28:24.267Z,2022-08-14T22:36:49Z,3708443667,178,,3700458147,140,15.1,3700458167,167,,3700458153,213,1.5,3700458149,141,100.0,3700458145,56,Back,3700458151,212,26.8,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995611,83,5,1,11,25,5c0sf1eaipcxvdw9o22of2jdp,0,14.6,102,2022-08-12T19:28:26.671Z,2022-08-14T22:36:53Z,3700458361,233,136,3700458157,347,,3700458155,56,Back,,,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995651,136,5,1,11,25,26t6lvlpql4w5wu1ih73qpy36,1,85.4,-2,2022-08-12T19:28:26.671Z,2022-08-14T22:36:53Z,3700458357,233,83,3700458339,347,,3700458337,56,Right,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995941,137,1,1,11,51,26t6lvlpql4w5wu1ih73qpy36,1,83.2,0,2022-08-12T19:28:52.763Z,2022-08-14T22:36:56Z,3700459953,107,,3700459961,212,21.6,3700459963,213,1.3,3700459957,140,88.8,3700459965,1,,3700459955,56,Center,3700459959,141,28.6,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995981,138,1,1,11,53,26t6lvlpql4w5wu1ih73qpy36,0,88.8,28.6,2022-08-12T19:28:54.275Z,2022-08-14T22:37:02Z,3700460171,3,,3700460177,140,89.8,3700460173,168,,3708444229,178,,3700460181,212,8.7,3700460179,141,41.3,3700460175,56,Center,3700460183,213,1.4,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995963,84,44,1,11,54,5c0sf1eaipcxvdw9o22of2jdp,1,9.7,57.2,2022-08-12T19:28:55.523Z,2022-08-15T13:30:48Z,3700460083,56,Back,3700460223,233,139,3700460085,285,,,,,,,,,,,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995987,139,44,1,11,54,26t6lvlpql4w5wu1ih73qpy36,0,90.3,42.8,2022-08-12T19:28:55.524Z,2022-08-14T22:37:05Z,3700460203,56,Center,3700460243,233,84,3700460205,286,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444995977,85,43,1,11,55,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-12T19:28:56.420Z,2022-08-12T19:30:03Z,3700460153,140,13.5,3700460199,15,0,3700460151,56,Back,3700460157,212,5.4,3700464777,144,12,3700460159,213,5.7,3700460155,141,51.0,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996003,86,12,1,11,56,5c0sf1eaipcxvdw9o22of2jdp,1,13.5,51,2022-08-12T19:28:57.895Z,2022-08-15T13:29:55Z,3700460285,56,Back,3700460289,141,44.9,3709570743,178,,3700460291,212,10.3,3700460293,213,5.9,3700460301,15,,3700460287,140,22.5,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996057,87,3,1,11,57,5c0sf1eaipcxvdw9o22of2jdp,0,26.2,46.4,2022-08-12T19:28:59.018Z,2022-08-14T22:37:36Z,3704721251,465,,3708445821,178,,3700460517,285,,3700464647,233,140,3700460515,56,Back,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996047,140,7,1,11,58,26t6lvlpql4w5wu1ih73qpy36,0,73.8,53.6,2022-08-12T19:29:00.033Z,2022-08-14T22:37:42Z,3700460535,233,87,3700460457,56,Center,3708446231,389,,3704721337,385,,3700460461,286,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996073,88,61,1,11,59,5c0sf1eaipcxvdw9o22of2jdp,1,24.4,46.3,2022-08-12T19:29:00.251Z,2022-08-14T22:37:47Z,3708446477,178,,3700460581,56,Back,,,,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445800621,919,1,1,11,59,5c0sf1eaipcxvdw9o22of2jdp,0,27.7,48.4,2022-08-12T19:29:00.777Z,2022-08-14T22:37:59Z,3708447131,178,,3704732039,212,4.1,3704732035,140,30.5,3704732041,213,5.5,3704732033,56,Back,3704732037,141,44.1,,,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445799539,939,61,1,11,59,26t6lvlpql4w5wu1ih73qpy36,1,74.5,60.8,2022-08-12T19:29:00.811Z,2022-08-14T22:38:07Z,3704725255,56,Center,3708447465,178,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996103,141,1,1,12,1,26t6lvlpql4w5wu1ih73qpy36,1,78.8,62.9,2022-08-12T19:29:03.068Z,2022-08-14T22:38:23Z,3700460727,140,82.3,3700460723,155,,3700460725,56,Center,3700460729,141,32.1,3700460731,212,21.3,3708448255,178,,3700460733,213,4.9,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996123,142,1,1,12,4,26t6lvlpql4w5wu1ih73qpy36,1,85.9,29.4,2022-08-12T19:29:05.729Z,2022-08-14T22:38:31Z,3700460837,56,Center,3700460845,213,5.9,3700460839,140,97.2,3700460841,141,23.1,3700460843,212,12.6,3708448589,178,,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996153,143,1,1,12,6,26t6lvlpql4w5wu1ih73qpy36,1,97.2,23.1,2022-08-12T19:29:07.851Z,2022-08-15T13:30:49Z,3700461019,212,21.6,3700463691,154,,3700461021,213,1.8,3700461017,141,54.2,3708448883,178,,3700461015,140,92.8,3700463689,210,13,3700461013,56,Center,dq41kziilg4jki9erxel9d3ze,Fabiano,3700461011,155,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2444996167,144,44,1,12,8,26t6lvlpql4w5wu1ih73qpy36,1,93.6,55.9,2022-08-12T19:29:09.545Z,2022-08-15T13:30:49Z,3700461095,56,Center,3700461159,233,89,3700461101,286,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996159,89,44,1,12,8,5c0sf1eaipcxvdw9o22of2jdp,0,6.4,44.1,2022-08-12T19:29:09.546Z,2022-08-14T22:38:40Z,3700461045,285,,3700461169,233,144,3700461043,56,Back,,,,,,,,,,,,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996173,145,13,1,12,8,26t6lvlpql4w5wu1ih73qpy36,1,92.8,54.2,2022-08-12T19:29:09.594Z,2022-08-15T13:30:50Z,3700463741,231,50,3700463739,230,99.0,3700463721,83,,3708449255,388,,3700463723,29,,3700462767,153,,3700463737,147,58.7,3700463725,154,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,3700461135,22,,3700463735,146,95.1,3700463727,55,143,3700462761,15,,3700461137,17,,,3700463731,102,3700461139,56,3700462765,328,3700463733,103,1.4,,,,58.3,Center,,,,,,,,,,,
2444996303,146,1,1,12,10,26t6lvlpql4w5wu1ih73qpy36,0,96.4,59,2022-08-12T19:29:11.519Z,2022-08-14T22:38:49Z,3700461903,56,Center,3708449501,178,,3700461907,141,57.5,3700461911,213,3.6,3700461909,212,2.3,3700461905,140,94.4,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996599,90,61,1,12,10,5c0sf1eaipcxvdw9o22of2jdp,1,4.5,41.9,2022-08-12T19:29:11.529Z,2022-08-14T22:38:54Z,3708449735,178,,3700463401,56,Back,,,,,,,,,,,,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446692539,1536,67,1,12,12,26t6lvlpql4w5wu1ih73qpy36,1,87.2,53.2,2022-08-12T19:29:13.304Z,2022-08-15T13:30:50Z,3709523675,233,1500,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446692537,1500,67,1,12,12,5c0sf1eaipcxvdw9o22of2jdp,0,12.8,46.8,2022-08-12T19:29:13.305Z,2022-08-15T12:47:36Z,3709523691,233,1536,,,,,,,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444996305,147,16,1,12,13,26t6lvlpql4w5wu1ih73qpy36,1,86.7,53.6,2022-08-12T19:29:14.181Z,2022-08-15T13:43:28Z,3700465743,458,,3700463971,375,12:12.141,3700463967,374,2022-08-12 20:29:13.305,3700465737,215,,3700465747,230,99.4,3704727589,395,0.9,3700465733,102,53.2,3700461927,17,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,3700463963,20,,3700465741,328,,3704727591,396,46.6,3700461925,22,,3700465739,108,,,3708450441,178,3700465745,136,3700461929,56,3700465735,103,5.7,3700465731,76,,,,Center,3700465749,231,51.1,,,,,,,
2444997179,91,1,1,13,29,5c0sf1eaipcxvdw9o22of2jdp,1,50.1,50,2022-08-12T19:30:30.783Z,2022-08-14T22:39:11Z,3708450717,178,,3700466685,213,2.7,3700466677,56,Back,3700466683,212,15.6,3700466681,141,59.9,3700466687,279,G,3700466679,140,36.7,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997209,92,1,1,13,31,5c0sf1eaipcxvdw9o22of2jdp,1,36.7,59.9,2022-08-12T19:30:33Z,2022-08-14T22:39:16Z,3700466835,56,Back,3700466839,140,30.9,3700466847,212,34.4,3700466843,141,10.1,3700466857,1,,3708450863,178,,3700466853,213,4.5,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997249,93,1,1,13,34,5c0sf1eaipcxvdw9o22of2jdp,1,30.9,10,2022-08-12T19:30:36.009Z,2022-08-14T22:39:20Z,3700467027,213,2.3,3700467021,140,18.9,3700467023,141,31.2,3700467025,212,19.1,3700467019,56,Back,3708451105,178,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997283,94,1,1,13,37,5c0sf1eaipcxvdw9o22of2jdp,1,15.9,32.5,2022-08-12T19:30:38.597Z,2022-08-14T22:39:25Z,3700467227,213,2.3,3700467221,140,4.6,3700467223,141,51.0,3700467225,212,17.3,3700467219,56,Back,3708451287,178,,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997297,95,1,1,13,39,5c0sf1eaipcxvdw9o22of2jdp,0,4.6,51,2022-08-12T19:30:40.342Z,2022-08-14T22:39:29Z,3700467283,141,0.0,3700467281,140,18.9,3700467287,213,5.1,3700467279,56,Back,3708451471,178,,3700467291,1,,3700467277,155,,3700467285,212,39.0,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997305,96,5,1,13,41,5c0sf1eaipcxvdw9o22of2jdp,0,20.8,-1.8,2022-08-12T19:30:42.853Z,2022-08-14T22:39:32Z,3700467509,233,148,3700467329,347,,3700467327,56,Back,,,,,,,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997341,148,5,1,13,41,26t6lvlpql4w5wu1ih73qpy36,1,79.2,101.8,2022-08-12T19:30:42.853Z,2022-08-14T22:39:32Z,3700467489,233,96,3700467471,347,,3700467469,56,Left,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997511,149,1,1,13,54,26t6lvlpql4w5wu1ih73qpy36,1,76.2,100,2022-08-12T19:30:55.204Z,2022-08-14T22:39:38Z,3700468281,141,91.1,3700468279,140,79.9,3700468275,107,,3700468283,212,8.2,3700468277,56,Left,3700468285,213,5.2,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997513,150,1,1,13,55,26t6lvlpql4w5wu1ih73qpy36,0,79.6,90.9,2022-08-12T19:30:56.169Z,2022-08-14T22:39:42Z,3700468291,140,80.4,3700468289,56,Left,3700468297,213,1.0,3700468293,141,92.7,3700468295,212,1.5,3708452137,178,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997523,97,8,1,13,55,5c0sf1eaipcxvdw9o22of2jdp,1,20.7,10.3,2022-08-12T19:30:56.970Z,2022-08-14T22:39:47Z,3704737771,383,,3708452375,178,,3700468339,56,Back,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997527,98,49,1,13,55,5c0sf1eaipcxvdw9o22of2jdp,1,21.1,10.3,2022-08-12T19:30:56.996Z,2022-08-14T22:39:51Z,,,,,,,,,,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997579,99,1,1,13,56,5c0sf1eaipcxvdw9o22of2jdp,1,21.3,10.3,2022-08-12T19:30:57.317Z,2022-08-14T22:39:58Z,3700468623,213,0.4,3700468617,140,44.3,3700468621,212,25.8,3700468619,141,23.6,3700468615,56,Back,3708452745,178,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997609,100,1,1,14,0,5c0sf1eaipcxvdw9o22of2jdp,0,44,22.4,2022-08-12T19:31:01.194Z,2022-08-14T22:40:05Z,3700468807,213,6.2,3700468801,140,82.4,3700468803,141,17.9,3700468799,56,Right,3700468809,1,,3708453175,178,,3700468805,212,40.4,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997649,151,59,1,14,3,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-08-12T19:31:04.929Z,2022-08-14T22:40:17Z,3700469037,56,Back,,,,,,,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997663,152,12,1,14,3,26t6lvlpql4w5wu1ih73qpy36,1,23.1,81.4,2022-08-12T19:31:04.962Z,2022-08-14T22:40:12Z,3700469091,140,30.3,3700469107,213,1.1,3700469151,167,,3700469089,56,Back,3700469101,212,15.6,3700469095,141,100.0,3708453551,178,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997667,101,5,1,14,4,5c0sf1eaipcxvdw9o22of2jdp,1,71.1,-1.7,2022-08-12T19:31:05.827Z,2022-08-14T22:40:21Z,3700469191,233,153,3700469115,347,,3700469113,56,Right,,,,,,,,,,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997671,153,5,1,14,4,26t6lvlpql4w5wu1ih73qpy36,0,28.9,101.7,2022-08-12T19:31:05.827Z,2022-08-14T22:40:21Z,3700469123,347,,3700469121,56,Back,3700469197,233,101,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997765,102,1,1,14,9,5c0sf1eaipcxvdw9o22of2jdp,1,70.3,0,2022-08-12T19:31:10.766Z,2022-08-14T22:40:32Z,3700469653,212,9.3,3700469651,141,11.7,3700469649,140,70.3,3700469645,107,,3700469647,56,Right,3700469671,189,,3700469655,213,1.6,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997819,103,1,1,14,15,5c0sf1eaipcxvdw9o22of2jdp,1,81,11.7,2022-08-12T19:31:16.301Z,2022-08-14T22:40:38Z,3700470003,213,5.2,3700469995,140,83.3,3700469999,212,4.9,3700469997,141,5.5,3700469993,56,Right,3708454725,178,,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997833,104,1,1,14,17,5c0sf1eaipcxvdw9o22of2jdp,0,80.8,6.2,2022-08-12T19:31:18.370Z,2022-08-14T22:40:41Z,3700470045,2,,3700470049,56,Center,3700470051,140,87.3,3700470057,213,1.3,3700470053,141,46.4,3704739137,223,,3700470047,155,,3700470055,212,28.2,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,3708454859,178,,3704739139,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446627925,1151,67,1,14,18,26t6lvlpql4w5wu1ih73qpy36,1,10.5,49.2,2022-08-12T19:31:19.616Z,2022-08-15T13:30:52Z,3709204135,233,1047,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446627923,1047,67,1,14,18,5c0sf1eaipcxvdw9o22of2jdp,0,89.5,50.8,2022-08-12T19:31:19.617Z,2022-08-15T09:16:23Z,3709204149,233,1151,,,,,,,,,,,,,,,,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997835,154,8,1,14,18,26t6lvlpql4w5wu1ih73qpy36,1,12.1,54.6,2022-08-12T19:31:19.632Z,2022-08-15T13:30:52Z,3704739423,385,,3708455141,178,,3700470059,56,Back,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997911,155,12,1,14,19,26t6lvlpql4w5wu1ih73qpy36,1,15.5,59.1,2022-08-12T19:31:20.982Z,2022-08-14T22:40:55Z,3700470447,140,44.2,3708455331,178,,3700470443,56,Back,3700470449,141,60.2,3700470451,212,30.1,3700470453,213,0.0,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998055,157,49,1,14,23,26t6lvlpql4w5wu1ih73qpy36,1,44,60.6,2022-08-12T19:31:24.631Z,2022-08-14T22:41:02Z,,,,,,,,,,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997917,156,3,1,14,24,26t6lvlpql4w5wu1ih73qpy36,0,44.8,57.7,2022-08-12T19:31:25.644Z,2022-08-14T22:41:09Z,3700470479,56,Back,3700470483,286,,3704741441,464,,3700470673,233,105,3708455995,178,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997943,105,7,1,14,24,5c0sf1eaipcxvdw9o22of2jdp,1,55.2,42.3,2022-08-12T19:31:25.778Z,2022-08-14T22:41:13Z,3700470645,233,156,3708456195,178,,3700470605,285,,3700470603,56,Center,3704740037,384,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997949,106,49,1,14,26,5c0sf1eaipcxvdw9o22of2jdp,1,52.5,54.8,2022-08-12T19:31:27.655Z,2022-08-14T22:41:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444997995,107,1,1,14,26,5c0sf1eaipcxvdw9o22of2jdp,1,51.7,54.5,2022-08-12T19:31:27.681Z,2022-08-14T22:41:23Z,3700470867,56,Back,3700470879,213,2.1,3700470875,141,85.7,3708456621,178,,3700470877,212,24.6,3700470871,140,39.9,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446692799,1539,83,1,14,30,26t6lvlpql4w5wu1ih73qpy36,1,55.5,12.3,2022-08-12T19:31:31.984Z,2022-08-15T12:49:27Z,3709524807,399,70022,,,,,,,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998031,108,1,1,14,30,5c0sf1eaipcxvdw9o22of2jdp,1,41.4,87.1,2022-08-12T19:31:32.001Z,2022-08-14T22:41:30Z,3708456851,178,,3700471063,56,Back,3700471067,141,67.6,3700471071,213,4.1,3700471065,140,32.8,3700471069,212,16.0,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998079,109,1,1,14,32,5c0sf1eaipcxvdw9o22of2jdp,1,33.5,66.7,2022-08-12T19:31:33.818Z,2022-08-14T22:41:36Z,3708457107,178,,3700471315,141,66.6,3700471319,213,6.3,3700471313,140,41.7,3700471311,56,Back,3700471317,212,8.6,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998117,110,1,1,14,35,5c0sf1eaipcxvdw9o22of2jdp,1,38.1,63,2022-08-12T19:31:36.561Z,2022-08-14T22:41:39Z,3700471523,212,37.9,3700471517,56,Back,3700471521,141,8.0,3700471527,1,,3700471519,140,44.0,3708457273,178,,3700471525,213,4.9,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998149,111,1,1,14,38,5c0sf1eaipcxvdw9o22of2jdp,1,44.7,6.5,2022-08-12T19:31:39.666Z,2022-08-14T22:41:43Z,3700471693,140,42.5,3708457481,178,,3700471691,56,Back,3700471699,213,1.7,3700471695,141,32.5,3700471697,212,17.8,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998225,112,1,1,14,41,5c0sf1eaipcxvdw9o22of2jdp,1,46,35.2,2022-08-12T19:31:42.770Z,2022-08-14T22:41:46Z,3708457603,178,,3700472175,56,Left,3700472187,141,93.5,3700472203,1,,3700472181,140,63.2,3700472193,212,43.6,3700472169,155,,3700472197,213,1.1,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998263,113,1,1,14,47,5c0sf1eaipcxvdw9o22of2jdp,1,67.3,91.8,2022-08-12T19:31:48.346Z,2022-08-14T22:41:50Z,3700472393,213,3.6,3708457841,178,,3700472389,141,85.7,3700472385,56,Left,3700472391,212,8.5,3700472387,140,60.2,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
