id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2468520607,198,1,1,22,40,22mo7qbsnyi8wtucpvhgvhw2q,0,39.3,24.6,2022-10-07T19:38:59.909Z,2022-10-09T19:20:19Z,3825552969,140,73.9,3825552977,1,,3825552975,213,0.5,3833290693,178,,3825552971,141,52.3,3825552973,212,40.9,3825552965,155,,3825552967,56,Center,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520645,227,1,1,22,42,bwt8yfk8rkcwiwyr0mopd7wqd,1,23,47.3,2022-10-07T19:39:02.466Z,2022-10-09T19:20:27Z,3833291409,388,,3825553219,212,7.5,3825553213,56,Back,3825553211,3,,3825553221,213,5.3,3825553215,140,26.9,3825553217,141,38.0,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520647,228,49,1,22,45,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.8,38.3,2022-10-07T19:39:04.628Z,2022-10-09T19:20:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520681,229,1,1,22,45,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.2,40.3,2022-10-07T19:39:05.079Z,2022-10-09T19:20:53Z,3833293923,178,,3825553407,213,0.3,3825553405,212,7.0,3825553403,141,43.0,3825553401,140,32.6,3825553397,56,Back,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520703,199,45,1,22,46,22mo7qbsnyi8wtucpvhgvhw2q,0,68.8,63.2,2022-10-07T19:39:05.837Z,2022-10-09T19:21:03Z,3825553677,233,230,3825553547,56,Center,3825553549,286,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520711,230,3,1,22,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.2,36.8,2022-10-07T19:39:05.837Z,2022-10-09T19:21:02Z,3825553657,233,199,3825553577,56,Back,3833294651,178,,3833024845,464,,3825553581,285,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520739,231,1,1,22,48,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.1,26.4,2022-10-07T19:39:08.149Z,2022-10-09T19:21:09Z,3825553749,140,29.7,3833295151,178,,3825553753,212,14.2,3825553751,141,5.5,3825553755,213,4.7,3825553747,56,Back,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520789,232,1,1,22,49,bwt8yfk8rkcwiwyr0mopd7wqd,1,29.7,5.5,2022-10-07T19:39:09.501Z,2022-10-09T19:21:15Z,3825554009,56,Right,3825554017,213,0.1,3825554015,212,35.3,3833295605,178,,3825554011,140,63.3,3825554013,141,8.5,3825554019,1,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520793,233,3,1,22,52,bwt8yfk8rkcwiwyr0mopd7wqd,0,69.6,7.4,2022-10-07T19:39:12.260Z,2022-10-09T19:21:33Z,3825554245,233,200,3825554033,56,Right,3833297039,178,,3833025071,465,,3825554035,286,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520811,200,7,1,22,53,22mo7qbsnyi8wtucpvhgvhw2q,1,30.4,92.6,2022-10-07T19:39:13.424Z,2022-10-09T19:21:56Z,3833025237,383,,3825554141,56,Back,3825554143,285,,3833298587,178,,3825554209,233,233,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520821,201,49,1,22,56,22mo7qbsnyi8wtucpvhgvhw2q,1,33.5,95.9,2022-10-07T19:39:15.627Z,2022-10-09T19:22:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520865,202,1,1,22,57,22mo7qbsnyi8wtucpvhgvhw2q,1,39.2,96.3,2022-10-07T19:39:16.779Z,2022-10-09T19:22:37Z,3825554373,56,Back,3833302173,178,,3825554383,141,94.0,3825554377,140,43.1,3825554387,212,4.4,3825554391,213,5.9,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520921,203,1,1,22,58,22mo7qbsnyi8wtucpvhgvhw2q,1,43.1,94,2022-10-07T19:39:17.559Z,2022-10-09T19:22:43Z,3825554629,141,86.7,3825554633,213,3.3,3825554631,212,30.1,3825554625,56,Back,3833302719,178,,3825554627,140,14.8,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468520981,204,1,1,23,1,22mo7qbsnyi8wtucpvhgvhw2q,1,13.1,84.8,2022-10-07T19:39:20.799Z,2022-10-09T19:22:53Z,3825554961,140,21.3,3825554963,141,97.2,3833303573,178,,3825554967,213,0.8,3825554959,56,Back,3825554965,212,12.1,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468521089,205,1,1,23,4,22mo7qbsnyi8wtucpvhgvhw2q,1,22.1,96.8,2022-10-07T19:39:24.369Z,2022-10-09T19:22:58Z,3825555475,213,4.5,3825555463,155,,3825555477,1,,3825555467,56,Back,3825555465,196,,3825555473,212,43.1,3825555471,141,34.7,3833303973,178,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,3825555469,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468521091,206,4,1,23,7,22mo7qbsnyi8wtucpvhgvhw2q,1,16.4,31.2,2022-10-07T19:39:27.487Z,2022-10-09T19:23:08Z,3825555487,152,,3825555485,56,Back,3825555481,13,,3825555483,294,,3825555547,233,234,3825555489,285,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468521095,234,4,1,23,7,bwt8yfk8rkcwiwyr0mopd7wqd,0,83.6,68.8,2022-10-07T19:39:27.488Z,2022-10-09T19:23:08Z,3833304755,178,,3825555589,233,206,3825555499,294,,3825555505,286,,3825555501,56,Center,3825555503,152,,3825555497,13,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470214863,1068,43,1,23,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-10-07T19:39:29.836Z,2022-10-10T08:03:03Z,3834653327,178,0,3834653457,144,82,,,,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522091,209,27,1,23,17,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-07T19:39:36.986Z,2022-10-09T19:23:34Z,3825561033,41,Injury,3825561079,233,235,3825561035,53,2jskw42u7twkcsxa15hcysiy1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522061,235,27,1,23,17,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-10-07T19:39:36.986Z,2022-10-09T19:23:35Z,3825561413,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522345,210,28,1,24,50,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-07T19:41:10.304Z,2022-10-09T19:24:20Z,3825562433,233,236,3825562377,55,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522315,236,28,1,24,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-10-07T19:41:10.304Z,2022-10-09T19:24:20Z,3825562417,233,210,3825562233,55,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522725,211,1,1,25,1,22mo7qbsnyi8wtucpvhgvhw2q,0,12,40.5,2022-10-07T19:41:21.308Z,2022-10-09T19:24:27Z,3825564441,56,Right,3825564443,140,67.7,3825564439,152,,3825564445,141,8.5,3833311389,178,,3825564447,212,62.4,3825564449,213,5.9,3825564451,1,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,3825564437,157,,3825564435,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522715,237,44,1,25,5,bwt8yfk8rkcwiwyr0mopd7wqd,1,36.6,91.3,2022-10-07T19:41:25.008Z,2022-10-10T13:20:34Z,3825564535,233,212,3825564403,285,,3825564401,56,Back,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522733,212,44,1,25,5,22mo7qbsnyi8wtucpvhgvhw2q,0,63.4,8.7,2022-10-07T19:41:25.009Z,2022-10-09T19:24:34Z,3825564485,286,,3825564483,56,Right,3825564593,233,237,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522719,238,61,1,25,5,bwt8yfk8rkcwiwyr0mopd7wqd,1,39.8,89.9,2022-10-07T19:41:25.040Z,2022-10-10T13:20:35Z,3825564411,56,Back,3833312933,388,,3833312931,15,,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522759,213,5,1,25,7,22mo7qbsnyi8wtucpvhgvhw2q,1,78.2,-1.8,2022-10-07T19:41:26.840Z,2022-10-09T19:24:56Z,3825564697,233,239,3825564651,347,,3825564647,56,Right,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522747,239,5,1,25,7,bwt8yfk8rkcwiwyr0mopd7wqd,0,21.8,101.8,2022-10-07T19:41:26.840Z,2022-10-09T19:24:57Z,3825564609,347,,3825564713,233,213,3825564607,56,Back,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522971,214,1,1,25,23,22mo7qbsnyi8wtucpvhgvhw2q,0,74.2,0,2022-10-07T19:41:43.121Z,2022-10-09T19:25:05Z,3825565797,212,20.0,3825565795,141,18.8,3825565789,107,,3825565793,140,87.7,3825565791,56,Right,3825565799,213,0.8,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468522995,240,8,1,25,25,bwt8yfk8rkcwiwyr0mopd7wqd,1,14.2,81.4,2022-10-07T19:41:44.729Z,2022-10-09T19:25:20Z,3833315787,178,,3825565921,56,Back,3833026341,383,,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523015,215,61,1,25,25,22mo7qbsnyi8wtucpvhgvhw2q,1,87.7,18.8,2022-10-07T19:41:44.803Z,2022-10-09T19:25:51Z,3833318409,178,,3833318407,21,,3825566007,56,Right,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470296209,1460,67,1,25,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,13.3,70.3,2022-10-07T19:41:46.206Z,2022-10-10T13:20:35Z,3835055191,233,1570,,,,,,,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470296205,1570,67,1,25,26,22mo7qbsnyi8wtucpvhgvhw2q,0,86.7,29.7,2022-10-07T19:41:46.207Z,2022-10-10T13:17:12Z,3835055203,233,1460,,,,,,,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523031,241,12,1,25,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,12,67.2,2022-10-07T19:41:46.231Z,2022-10-10T13:20:35Z,3825566079,56,Back,3825566187,167,,3825566097,212,13.7,3825566085,140,0.0,3825566099,213,3.1,3833319439,178,,3825566091,141,69.0,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523047,216,6,1,25,28,22mo7qbsnyi8wtucpvhgvhw2q,1,94.5,29.2,2022-10-07T19:41:48.137Z,2022-10-09T19:26:13Z,3825566219,75,,3825566217,56,Center,3825566237,233,242,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523035,242,6,1,25,28,bwt8yfk8rkcwiwyr0mopd7wqd,0,5.5,70.8,2022-10-07T19:41:48.137Z,2022-10-09T19:26:14Z,3825566149,56,Back,3825566151,73,,3825566249,233,216,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523433,217,1,1,25,54,22mo7qbsnyi8wtucpvhgvhw2q,0,99.7,0.5,2022-10-07T19:42:14.281Z,2022-10-09T19:26:20Z,3833321369,178,,3825568335,155,,3825568347,213,1.7,3833026999,72,,3825568345,212,29.4,3825568337,223,,3825568339,56,Center,3825568343,141,43.4,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,3825568341,140,96.1,3825568333,6,3825568331,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523453,243,12,1,25,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,5.4,56.9,2022-10-07T19:42:15.950Z,2022-10-09T19:26:28Z,3825568447,213,1.2,3825568445,212,22.5,3833322151,388,,3825568441,140,12.5,3825568443,141,88.1,3825568439,56,Back,3825568449,15,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523563,218,1,1,26,0,22mo7qbsnyi8wtucpvhgvhw2q,1,90.6,8.8,2022-10-07T19:42:20.261Z,2022-10-09T19:26:49Z,3833324001,178,,3825569109,141,25.2,3825569107,140,70.4,3825569105,56,Center,3825569113,213,2.7,3825569111,212,24.0,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523601,219,1,1,26,3,22mo7qbsnyi8wtucpvhgvhw2q,1,69.7,26.2,2022-10-07T19:42:23.240Z,2022-10-09T19:26:55Z,3825569337,212,47.3,3825569335,141,83.1,3825569333,140,95.6,3825569331,56,Left,3825569329,155,,3833324535,178,,3825569339,213,1.0,3825569341,1,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523605,220,61,1,26,6,22mo7qbsnyi8wtucpvhgvhw2q,0,95.6,83.1,2022-10-07T19:42:25.881Z,2022-10-09T19:27:09Z,3825569361,56,Left,3833325803,178,,,,,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523627,221,5,1,26,7,22mo7qbsnyi8wtucpvhgvhw2q,0,101.2,86.2,2022-10-07T19:42:27.430Z,2022-10-09T19:27:17Z,3825569461,56,Left,3825569463,346,,3825569619,233,244,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523589,244,5,1,26,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,-1.2,13.8,2022-10-07T19:42:27.430Z,2022-10-09T19:27:18Z,3825569267,346,,3825569265,56,Back,3825569531,233,221,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523779,245,1,1,26,15,bwt8yfk8rkcwiwyr0mopd7wqd,1,3.8,47.5,2022-10-07T19:42:35.009Z,2022-10-09T19:27:25Z,3825570349,56,Back,3825570365,237,,3825570351,140,5.8,3825570353,141,36.4,3825570355,212,7.8,3825570347,124,,3825570357,213,5.0,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523855,246,1,1,26,18,bwt8yfk8rkcwiwyr0mopd7wqd,1,7.3,38,2022-10-07T19:42:37.875Z,2022-10-09T19:27:32Z,3825570825,141,96.8,3825570827,212,43.9,3825570819,155,,3825570829,213,1.1,3833327821,178,,3825570831,1,,3825570821,56,Back,3825570823,140,24.6,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523893,247,1,1,26,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.8,96.5,2022-10-07T19:42:43.500Z,2022-10-09T19:27:43Z,3825571035,140,14.1,3833328855,178,,3825571037,141,76.7,3825571039,212,18.9,3825571041,213,3.9,3825571033,56,Back,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468523971,248,1,1,26,27,bwt8yfk8rkcwiwyr0mopd7wqd,1,17.5,72.7,2022-10-07T19:42:46.923Z,2022-10-09T19:27:53Z,3825571417,140,19.5,3825571415,56,Back,3825571421,212,23.6,3825571423,213,4.8,3833329537,178,,3825571419,141,38.2,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524003,249,1,1,26,33,bwt8yfk8rkcwiwyr0mopd7wqd,0,40.2,27,2022-10-07T19:42:52.869Z,2022-10-09T19:28:04Z,3825571573,56,Center,3825571571,155,,3825571581,213,6.2,3825571579,212,27.0,3825571577,141,24.0,3833330527,178,,3825571575,140,65.8,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524023,222,49,1,26,35,22mo7qbsnyi8wtucpvhgvhw2q,1,35.9,74.8,2022-10-07T19:42:55.040Z,2022-10-09T19:28:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524067,223,1,1,26,35,22mo7qbsnyi8wtucpvhgvhw2q,1,35.9,74.8,2022-10-07T19:42:55.061Z,2022-10-09T19:28:22Z,3825571895,56,Back,3825571903,213,0.1,3825571901,212,3.8,3825571897,140,39.5,3833331981,178,,3825571899,141,75.6,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524087,224,1,1,26,37,22mo7qbsnyi8wtucpvhgvhw2q,1,40,77.7,2022-10-07T19:42:57.223Z,2022-10-09T19:28:36Z,3825571999,56,Center,3825572003,141,75.9,3825572001,140,55.4,3833332797,178,,3825572005,212,16.2,3825572007,213,6.2,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524145,225,1,1,26,39,22mo7qbsnyi8wtucpvhgvhw2q,1,55.4,75.9,2022-10-07T19:42:58.577Z,2022-10-09T19:28:46Z,3833333671,178,,3825572343,212,15.5,3825572341,141,95.9,3825572339,140,62.4,3825572345,213,1.1,3825572337,56,Left,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524179,226,1,1,26,44,22mo7qbsnyi8wtucpvhgvhw2q,1,66.4,89.4,2022-10-07T19:43:04.008Z,2022-10-09T19:28:53Z,3825572555,56,Center,3833334277,178,,3825572559,141,70.5,3825572563,213,4.3,3825572561,212,14.1,3825572557,140,60.9,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524269,227,1,1,26,47,22mo7qbsnyi8wtucpvhgvhw2q,1,58.3,68.9,2022-10-07T19:43:06.799Z,2022-10-09T19:28:59Z,3825572989,212,17.8,3825572983,56,Back,3825572985,140,41.6,3833334627,178,,3825572987,141,64.8,3825572991,213,3.3,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524299,228,1,1,26,51,22mo7qbsnyi8wtucpvhgvhw2q,1,41.9,66.1,2022-10-07T19:43:10.707Z,2022-10-09T19:29:03Z,3825573165,213,0.7,3825573159,140,56.5,3833335001,178,,3825573157,56,Left,3825573161,141,84.6,3825573163,212,19.8,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524357,229,1,1,26,53,22mo7qbsnyi8wtucpvhgvhw2q,1,56.5,84.6,2022-10-07T19:43:13.146Z,2022-10-09T19:29:09Z,3825573515,213,1.1,3825573509,140,60.0,3825573507,56,Left,3833335461,178,,3825573513,212,8.5,3825573511,141,95.8,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524405,230,1,1,26,56,22mo7qbsnyi8wtucpvhgvhw2q,1,56.3,92.2,2022-10-07T19:43:15.767Z,2022-10-09T19:29:17Z,3825573717,141,42.3,3825573715,140,37.9,3825573723,1,,3825573721,213,4.2,3833336125,178,,3825573713,56,Back,3825573719,212,39.0,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524517,231,1,1,27,0,22mo7qbsnyi8wtucpvhgvhw2q,1,38.3,38,2022-10-07T19:43:20.520Z,2022-10-09T19:29:25Z,3825574291,141,29.8,3825574293,212,8.2,3825574287,56,Back,3833336649,178,,3825574295,213,5.5,3825574289,140,44.0,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524531,232,1,1,27,5,22mo7qbsnyi8wtucpvhgvhw2q,1,33.4,53.8,2022-10-07T19:43:25.331Z,2022-10-09T19:29:30Z,3825574373,212,22.0,3825574371,141,84.3,3825574367,56,Back,3833336981,178,,3825574369,140,26.3,3825574375,213,1.9,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524597,233,1,1,27,9,22mo7qbsnyi8wtucpvhgvhw2q,1,26.3,84.3,2022-10-07T19:43:29.349Z,2022-10-09T19:29:43Z,3833338121,178,,3825574665,213,3.9,3825574659,140,11.8,3825574657,56,Back,3825574661,141,63.5,3825574663,212,20.8,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524641,234,1,1,27,13,22mo7qbsnyi8wtucpvhgvhw2q,1,14,59.5,2022-10-07T19:43:32.730Z,2022-10-09T19:29:49Z,3825574907,141,24.9,3825574911,213,4.9,3825574905,140,19.2,3825574903,56,Back,3833338557,178,,3825574909,212,24.2,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524697,235,1,1,27,15,22mo7qbsnyi8wtucpvhgvhw2q,1,20.3,24.6,2022-10-07T19:43:35.347Z,2022-10-09T19:30:00Z,3825575225,212,21.1,3825575227,213,2.2,3833339451,178,,3825575219,56,Back,3825575221,140,8.5,3825575223,141,49.7,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524755,236,1,1,27,18,22mo7qbsnyi8wtucpvhgvhw2q,1,8.5,51.1,2022-10-07T19:43:38.402Z,2022-10-09T19:30:06Z,3825575505,56,Back,3825575513,213,1.0,3825575511,212,19.0,3825575507,140,18.6,3833339921,178,,3825575509,141,74.3,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524833,237,1,1,27,23,22mo7qbsnyi8wtucpvhgvhw2q,1,20.4,73.9,2022-10-07T19:43:43.107Z,2022-10-09T19:30:12Z,3825575985,56,Back,3825575989,141,33.1,3833340395,178,,3825575991,212,27.9,3825575993,213,4.8,3825575987,140,23.5,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468524891,238,1,1,27,28,22mo7qbsnyi8wtucpvhgvhw2q,1,31.4,18.2,2022-10-07T19:43:48.188Z,2022-10-09T19:30:21Z,3825576291,140,31.5,3825576293,141,2.4,3833341169,178,,3825576289,56,Back,3825576295,212,10.7,3825576297,213,4.7,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
