id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2442819649,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-06T18:41:48.433Z,2022-08-06T20:21:31Z,3688803105,59,"99, 23, 12, 8, 3, 5, 16, 19, 9, 30, 11, 2, 7, 13, 14, 22, 28, 29, 46, 70",3688803109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3688879985,197,367,3688803107,130,3,3688803103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3688803101,30,"d79vlrccz170hzdh35nhsf1ed, dowh6oc93ggduous7ligguqne, 19s3ei718jouszy30uxli8xd5, el6dn7kq3815p2zd4rppzzw7p, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, 5966ij9cde66bhi1g39kxia51, f3zl8ymo5ttze20sffzk044q1, 97vuoqg0x9nx56dmd9u5e12hh, 2wl0uylmkzi2ls7v4amgaa1yi, a6r2hqalh9ydoy2a8uv9rztux, 3enoici51osego5k1w41fuaqd, 8ut3v3ezaj8th41g2kqhhhd9m, 2j8v4lkqeg1bcqp77ezseo8vd, xbk4zraauvq1cj1w5yz08kb9, av5ng2yhu8q1lqacekmxci0ut, 8ffuqi4wbdmvnxsy2nhi566s5, 1nd8l0ofw9x779c0ufwbbo4ph, cpmfjroqtibaahb1dr66pl2i1, cdir3jevzi4o8edgtfwu6jfca",3688803111,194,58i5y98ceb55anpucpru7skb9,3688803113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442821521,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-08-06T18:44:02.406Z,2022-08-06T19:30:19Z,3688813785,30,"3y7h2e79gvzrqor9gg854dl91, 8q4m06v3yfsq2iza942ezaxud, 5i5qgzbovli6pspg01ohrfdre, 922dtb3ppvsgvzysfjwg86jmx, 8czsihbd6817k4uzvwenqvxex, bvy7d4r2ve9f5x1xyv0tx5cr9, 3bysj69bufnbqx70q6ufzat49, 8sg65mj881mnfd9wgtew01s5x, 8inrz9rna2z5lirsorindh0b9, 2uqu22zy54pgog64fk993fyay, 57xeumfhz5h30yn1168rgljah, 4rfcpo4l9f8x1m0rlnwloefl6, a00q0qj479gzj5hymx4ix5lp0, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 36rogvj0yhivqtaj3bz0xijmd, 17govndl49nve5d5h74bs5i0a, 4l7p469qlxz1uw4s8hjzvskbt, 68o93orxpx4ehs4dsa57521g5, 8nesxmzgmtxcr5vu3881j6ane",3688813791,130,8,3688813789,59,"1, 2, 66, 16, 4, 5, 23, 10, 95, 20, 7, 9, 3, 11, 12, 24, 34, 44, 45, 59",3688813793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3688813787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3688813797,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3688980325,197,385,3688813795,194,bvy7d4r2ve9f5x1xyv0tx5cr9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853241,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-08-06T19:33:19.082Z,2022-08-06T19:33:19Z,3688992999,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853229,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-06T19:33:19.082Z,2022-08-08T07:58:54Z,3688992903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853303,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,49.9,49.7,2022-08-06T19:33:19.218Z,2022-08-08T20:41:26Z,3688993293,140,33.8,3688993291,56,Back,3694692479,178,,3688993295,141,58.5,3688993299,213,2.8,3688993301,279,S,3688993297,212,17.9,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853329,4,1,1,0,2,66bsnl0zjb7l5akwo00h0y5me,0,34.1,58.2,2022-08-06T19:33:21.572Z,2022-08-08T20:41:31Z,3688993393,212,59.2,3688993387,56,Right,3688993391,141,17.0,3688993389,140,83.8,3688993385,155,,3688993395,213,5.8,3694692501,178,,3688993397,1,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443407701,729,44,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,1,16.7,85.3,2022-08-06T19:33:24.639Z,2022-08-08T21:41:42Z,3692542249,233,886,3691921563,285,,3691921561,56,Back,,,,,,,,,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443407561,886,44,1,0,5,66bsnl0zjb7l5akwo00h0y5me,0,83.3,14.7,2022-08-06T19:33:24.640Z,2022-08-08T20:41:34Z,3691920889,56,Right,3691920891,286,,3692542297,233,729,,,,,,,,,,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853355,3,1,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,1,20.5,83.1,2022-08-06T19:33:24.672Z,2022-08-08T21:41:43Z,3694692543,388,,3688993531,56,Back,3688993533,140,34.8,3688993537,212,15.5,3688993539,213,6.0,3688993529,3,,3688993535,141,77.3,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442853363,4,49,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,1,35.4,81,2022-08-06T19:33:26.312Z,2022-08-08T20:41:42Z,,,,,,,,,,,,,,,,,,,,,,,,,2uqu22zy54pgog64fk993fyay,Miguel Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
