id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/16/value
2510482095,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-02-20T20:12:13.710Z,2023-02-20T20:12:13Z,4046811625,30,"7jtc6yk5xu4cm1an97wrgozbp, 7qwzed85qna21zisvvatrjlxx, 12f4mz064elnxecq2srl7r6j9, yzee990gbkpl00qdgr6h3r2t, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 9v4l7ic3ve6d22c0gs9p1oe3u, 37ao6cj3w5pd5v5ap79fqlxw5, 4dh4ws8ehn6uywozt6ygczs2d, er2t5qzxjzjgiz64l5qqk3mjt, 7pi4j76iy3cfh0bfkxf9x8ell, 7pmigpf4yfi6dfih8e1ogdwb9, 3o4tq8qooplx2izq9rucgu7d, f4p22zbcs9l5dwhvqg6wstmcq, chfqy504a1mnfs67pbdbk0jfu, bxcpii8qeyw2duignml45sc15, 929ho421g2zacylfc97m23uac, bnq49q41m7oddp1vqoeq3fo16",4046811633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4046811635,194,x32fbvwwxkda9ruezw67b3dh,4046811631,130,8,4046811629,59,"99, 2, 3, 22, 66, 30, 20, 61, 88, 27, 8, 4, 7, 15, 19, 21, 24, 33, 87, 65",4046811627,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4046811639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4046811637,197,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510482919,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-02-20T20:14:31.361Z,2023-02-20T21:32:34Z,4046816193,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4046816191,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 7aak50ydu8nrfxd9qndeygnpw, 6w3iuh0f11tbwr037i7qb031m, 3ebyf23azgbktpf7dgwlphkvd, 3weuuu2vlyod9x7gnk2v9r1ed, 4ax49niuix9tiqdv05y3vbdn9, aissbbcnwyr06fhgfamxo9j2t, rm1d0hp2iwsne1hbfgq0oa21, eyllkbdemtx2seh48r9l3czbp, 57pi7l4h7g2jydmkc5vl6vkr9, 6n9p8xqhlgz0qfi39rojaxst0, 5za437wrlqizff74n6uqodpzp, 3batawbh7y4sjkeo4hn34svzd, 6a34imgccsbw4zysasuziuad, 96tuk7bpr043jh2obpegcgd4a, 90ojk78yhwtwbnz0k5w1ow6hh, ap2l08x0nj8xqvvrfp796rmj9, 6ylhhspjzxqrbqj4yq35hwkr8, 5bpx24iyhlarqkmg09pm27lgq",4046816195,59,"1, 79, 70, 6, 2, 23, 19, 8, 11, 42, 21, 4, 7, 9, 12, 13, 18, 20, 59, 77",4046816203,197,1519,4046816197,130,7,4046816201,194,ekjpc2tvdk5jtiamtufdqkr85,4046816205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4046816199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502477,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-02-20T21:17:16.099Z,2023-02-22T12:47:42Z,4046923221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502483,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-02-20T21:17:16.099Z,2023-02-20T21:17:17Z,4046923249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502499,3,1,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,50,50.1,2023-02-20T21:17:16.199Z,2023-02-23T04:30:25Z,4046923319,213,0.2,4046923317,212,2.0,4046923323,279,S,4046923315,141,50.7,4046923311,56,Center,4050306853,178,,4046923313,140,51.9,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502507,4,1,1,0,1,3b4nxgvmwzstmoq6borytkwx1,1,44.8,47.5,2023-02-20T21:17:18.062Z,2023-02-23T04:30:31Z,4050306877,178,,4046923367,213,4.3,4046923359,56,Back,4046923363,141,14.9,4046923365,212,23.9,4046923361,140,36.3,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502519,5,1,1,0,4,3b4nxgvmwzstmoq6borytkwx1,1,36.3,14.9,2023-02-20T21:17:20.939Z,2023-02-23T04:30:34Z,4046923463,212,16.5,4046923457,56,Back,4046923459,140,22.7,4046923465,213,2.6,4046923461,141,27.1,4050306889,178,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502533,6,1,1,0,7,3b4nxgvmwzstmoq6borytkwx1,0,23.2,26.8,2023-02-20T21:17:23.463Z,2023-02-23T04:30:36Z,4046923637,212,41.5,4046923641,1,,4046923639,213,6.0,4046923629,155,,4046923635,141,10.7,4046923631,56,Right,4050306897,178,,4046923633,140,61.3,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502539,7,44,1,0,10,3b4nxgvmwzstmoq6borytkwx1,1,61.2,9.2,2023-02-20T21:17:26.273Z,2023-02-23T07:17:08Z,4046923709,233,3,4046923655,286,,4046923653,56,Right,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510502537,3,44,1,0,10,9ldqu49smv1xg2va0n2cy28zl,0,38.8,90.8,2023-02-20T21:17:26.274Z,2023-02-23T04:30:40Z,4046923651,285,,4046923657,233,7,4046923649,56,Back,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
