id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2462090151,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-09-18T16:03:01.845Z,2022-09-18T17:01:47Z,3791311479,30,"3y7h2e79gvzrqor9gg854dl91, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 922dtb3ppvsgvzysfjwg86jmx, a00q0qj479gzj5hymx4ix5lp0, 5i5qgzbovli6pspg01ohrfdre, 1m8chbktzw7yd9ly3ibcy4nl6, 8qn1z72et0w6bqw9mstopb7px, 3bysj69bufnbqx70q6ufzat49, 8inrz9rna2z5lirsorindh0b9, 57xeumfhz5h30yn1168rgljah, bojn9itaxqzymbjj6et0o0onp, 8sg65mj881mnfd9wgtew01s5x, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 36rogvj0yhivqtaj3bz0xijmd, 17govndl49nve5d5h74bs5i0a, 68o93orxpx4ehs4dsa57521g5, c2o0vuyoiqyxmknotnq1ejbe2",3791311481,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3791311493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3791575167,197,16955,3791311497,194,8inrz9rna2z5lirsorindh0b9,3791311489,130,2,3791311485,59,"1, 2, 94, 16, 3, 66, 17, 21, 23, 95, 7, 8, 10, 11, 12, 24, 34, 45, 98",3791311501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462091977,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-09-18T16:04:43.863Z,2022-09-18T17:15:16Z,3791321319,194,x32fbvwwxkda9ruezw67b3dh,3791321317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791321315,130,8,3791583207,197,368,3791321309,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, 1zxwich342p8fholev7ddkwh6, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, 7pi4j76iy3cfh0bfkxf9x8ell, 4dh4ws8ehn6uywozt6ygczs2d, 9v4l7ic3ve6d22c0gs9p1oe3u, 37ao6cj3w5pd5v5ap79fqlxw5, fvuj5umkjxxb1btu6004xjh1, 7qwzed85qna21zisvvatrjlxx, e81dfbtza1g8v3lozf39x3f85, yzee990gbkpl00qdgr6h3r2t, 18mddnpa54ygoaefaj0c5obf9, a5kkysp7c5f577ji17q5v2k0l, bxcpii8qeyw2duignml45sc15, 5t952swvuoed4pdwgbi4yjhex, b2f67gkfb59hda2vka59e7qol, 36fznb9hzqvn6lnlla7f3ycwl",3791321313,59,"99, 6, 3, 13, 66, 30, 7, 8, 88, 27, 20, 2, 17, 22, 23, 25, 33, 61, 77, 93",3791321311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791321321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138697,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-09-18T17:01:05.109Z,2022-09-20T21:46:38Z,3791576847,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138683,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-09-18T17:01:05.109Z,2022-09-18T17:01:05Z,3791576783,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138725,3,1,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,50.1,50,2022-09-18T17:01:05.114Z,2022-09-21T07:50:11Z,3791576975,212,16.5,3791576979,279,S,3791576969,56,Back,3791576977,213,2.6,3791576973,141,61.7,3791576971,140,36.3,3796032431,178,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138739,4,1,1,0,2,7kfx3xpj2c2wxinsyi16i9gaz,1,36.3,61.7,2022-09-18T17:01:07.465Z,2022-09-21T07:50:12Z,3796032437,178,,3791577053,56,Back,3791577057,141,89.0,3791577059,212,19.2,3791577061,213,1.8,3791577055,140,31.6,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138763,5,1,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,0,31.8,90,2022-09-18T17:01:10.397Z,2022-09-21T07:50:12Z,3791577195,212,31.9,3791577187,155,,3791577189,56,Left,3791577197,213,0.0,3791577193,141,92.3,3791577191,140,62.1,3796032463,178,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138793,3,1,1,0,7,9ldqu49smv1xg2va0n2cy28zl,0,36.3,6.4,2022-09-18T17:01:12.172Z,2022-09-21T07:50:12Z,3791577353,212,22.7,3791577351,141,8.3,3791577349,140,57.9,3791577355,213,0.1,3791577347,56,Right,3796032469,388,,3791577345,3,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138789,6,1,1,0,8,7kfx3xpj2c2wxinsyi16i9gaz,0,32.4,91.5,2022-09-18T17:01:13.582Z,2022-09-21T07:50:23Z,3791577327,141,100.0,3791577319,3,,3791577331,212,17.4,3791577333,213,0.4,3791577325,140,47.9,3796032675,388,,3791577321,56,Back,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138821,4,5,1,0,10,9ldqu49smv1xg2va0n2cy28zl,1,49.2,-1.2,2022-09-18T17:01:15.392Z,2022-09-21T07:51:10Z,3791577519,56,Back,3791577521,347,,3791577553,233,7,,,,,,,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138795,7,5,1,0,10,7kfx3xpj2c2wxinsyi16i9gaz,0,50.8,101.2,2022-09-18T17:01:15.392Z,2022-09-21T07:51:11Z,3791577357,56,Left,3791577559,233,4,3791577359,347,,,,,,,,,,,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138885,5,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,1,54,0,2022-09-18T17:01:19.657Z,2022-09-21T07:51:23Z,3791577821,141,13.1,3791577823,212,27.2,3791577817,56,Back,3791577827,1,,3791577819,140,30.0,3791577815,107,,3791577825,213,2.8,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138957,6,1,1,0,18,9ldqu49smv1xg2va0n2cy28zl,1,29.8,14,2022-09-18T17:01:23.125Z,2022-09-21T07:51:34Z,3791578243,56,Back,3791578253,1,,3791578251,213,1.6,3791578245,140,28.6,3796034259,178,,3791578247,141,61.1,3791578249,212,32.1,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138973,7,1,1,0,21,9ldqu49smv1xg2va0n2cy28zl,1,29.6,62.6,2022-09-18T17:01:26.455Z,2022-09-21T07:52:38Z,3796034659,178,,3791578329,56,Back,3791578333,141,90.0,3791578331,140,38.2,3791578337,213,1.1,3791578335,212,20.7,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462138989,8,1,1,0,24,9ldqu49smv1xg2va0n2cy28zl,1,38.2,90,2022-09-18T17:01:29.445Z,2022-09-21T07:52:48Z,3791578397,213,4.2,3791578389,56,Back,3796036373,178,,3791578395,212,17.4,3791578393,141,67.2,3791578391,140,30.6,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139045,9,1,1,0,27,9ldqu49smv1xg2va0n2cy28zl,1,30.3,62,2022-09-18T17:01:32.588Z,2022-09-21T07:52:55Z,3791578715,213,4.8,3796036571,178,,3791578711,141,28.8,3791578713,212,22.6,3791578709,140,31.5,3791578707,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139063,10,1,1,0,32,9ldqu49smv1xg2va0n2cy28zl,1,33.6,23.9,2022-09-18T17:01:37.145Z,2022-09-21T07:53:09Z,3796036933,178,,3791578825,141,3.2,3791578829,213,5.7,3791578827,212,23.9,3791578821,56,Right,3791578823,140,52.0,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139113,11,1,1,0,33,9ldqu49smv1xg2va0n2cy28zl,1,52,3.2,2022-09-18T17:01:38.519Z,2022-09-21T07:53:29Z,3791579079,213,2.6,3791579077,212,19.4,3791579073,140,36.2,3791579071,56,Back,3796037257,178,,3791579075,141,17.9,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462995633,1199,43,1,0,35,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-09-18T17:01:40.116Z,2022-09-21T12:46:21Z,3796172459,178,0,3796516915,144,82,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139185,12,1,1,0,36,9ldqu49smv1xg2va0n2cy28zl,1,36.4,19.7,2022-09-18T17:01:41.337Z,2022-09-21T12:46:07Z,3791579415,1,,3791579403,196,,3796037427,178,,3791579413,213,1.6,3791579411,212,43.2,3791579405,56,Back,3791579409,141,83.3,3791579407,140,36.7,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139211,13,1,1,0,39,9ldqu49smv1xg2va0n2cy28zl,1,45.5,84.2,2022-09-18T17:01:45.068Z,2022-09-21T07:54:04Z,3791579555,213,0.4,3791579549,140,60.2,3791579547,56,Left,3796038017,178,,3791579553,212,16.8,3791579551,141,93.8,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139249,14,1,1,0,41,9ldqu49smv1xg2va0n2cy28zl,1,60.1,93.8,2022-09-18T17:01:46.301Z,2022-09-21T07:54:18Z,3791579775,56,Left,3791579781,212,11.2,3791579783,213,4.1,3791579779,141,80.0,3791579777,140,54.2,3796038417,178,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139295,15,1,1,0,45,9ldqu49smv1xg2va0n2cy28zl,1,54.4,74.7,2022-09-18T17:01:50.900Z,2022-09-21T07:54:28Z,3791580003,141,35.7,3796038609,178,,3791579999,140,46.6,3791580005,212,27.8,3791579995,56,Back,3791580007,213,4.4,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139375,16,1,1,0,49,9ldqu49smv1xg2va0n2cy28zl,1,53.2,30.6,2022-09-18T17:01:54.359Z,2022-09-21T07:54:35Z,3791580385,212,19.8,3791580387,213,5.3,3791580381,140,63.4,3791580383,141,6.1,3796038695,178,,3791580379,56,Right,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139397,17,1,1,0,53,9ldqu49smv1xg2va0n2cy28zl,1,63.7,5.9,2022-09-18T17:01:58.187Z,2022-09-21T07:54:51Z,3796039059,178,,3791580459,141,16.5,3791580457,140,53.8,3791580461,212,12.6,3791580463,213,2.5,3791580455,56,Right,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139427,18,1,1,0,55,9ldqu49smv1xg2va0n2cy28zl,1,53.7,18.3,2022-09-18T17:02:01.055Z,2022-09-21T07:55:01Z,3791580591,213,2.0,3791580583,56,Back,3791580585,140,43.1,3796039249,178,,3791580587,141,51.0,3791580589,212,24.9,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139461,19,1,1,0,57,9ldqu49smv1xg2va0n2cy28zl,1,43.9,53.3,2022-09-18T17:02:02.794Z,2022-09-21T07:55:10Z,3791580789,56,Back,3791580797,213,1.3,3791580795,212,16.6,3796039451,178,,3791580793,141,76.6,3791580791,140,48.5,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139509,20,1,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,55.5,76.1,2022-09-18T17:02:07.517Z,2022-09-21T07:55:16Z,3791581067,141,96.2,3791581069,212,16.6,3791581065,140,64.4,3796039555,178,,3791581071,213,1.0,3791581063,56,Left,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139553,21,1,1,1,6,9ldqu49smv1xg2va0n2cy28zl,1,64.2,85.4,2022-09-18T17:02:11.895Z,2022-09-21T07:55:28Z,3791581351,212,10.0,3791581353,213,2.6,3796039773,178,,3791581347,140,56.1,3791581349,141,93.2,3791581345,56,Left,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139609,22,1,1,1,11,9ldqu49smv1xg2va0n2cy28zl,1,57.4,84.2,2022-09-18T17:02:16.655Z,2022-09-21T07:55:40Z,3791581639,196,,3796040023,178,,3791581649,213,5.0,3791581637,155,,3791581645,141,3.7,3791581647,212,57.1,3791581643,140,73.0,3791581641,56,Right,1zxwich342p8fholev7ddkwh6,E. Fernández,3791581651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139751,23,1,1,1,16,9ldqu49smv1xg2va0n2cy28zl,1,84.2,2.8,2022-09-18T17:02:21.656Z,2022-09-21T07:55:58Z,3791582379,141,17.1,3791582375,140,96.5,3796040255,178,,3791582383,212,16.2,3791582373,56,Right,3791582385,213,0.6,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462139767,24,1,1,1,23,9ldqu49smv1xg2va0n2cy28zl,0,97.6,15.6,2022-09-18T17:02:28.113Z,2022-09-21T07:56:29Z,3791582449,140,96.3,3791582455,213,1.6,3796040849,178,,3791582447,56,Center,3793910163,20,,3793910161,224,,3791582451,141,46.9,3791582453,212,21.3,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,3791582443,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
