id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2456924797,1046,43,1,0,19,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:16:40.584Z,2022-09-07T11:46:27Z,3763895589,178,0,3763899285,144,82,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456924819,1047,43,1,0,19,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:16:41.354Z,2022-09-07T11:46:28Z,3763899311,144,82,3763895671,178,0,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426553,10,1,1,0,21,cgvbluoerzbzcr7aaxge3wkcv,1,32.7,63.5,2022-09-05T20:16:42.672Z,2022-09-07T11:45:59Z,3761252559,212,7.7,3761252555,140,40.0,3761252561,213,0.1,3761252553,56,Back,3763753855,178,,3761252557,141,65.1,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426583,11,1,1,0,22,cgvbluoerzbzcr7aaxge3wkcv,1,40.1,66,2022-09-05T20:16:44.236Z,2022-09-07T11:46:07Z,3763754285,178,,3761252697,56,Back,3761252703,212,19.0,3761252705,213,1.5,3761252699,140,40.9,3761252701,141,93.9,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426607,12,1,1,0,27,cgvbluoerzbzcr7aaxge3wkcv,1,44.3,82.2,2022-09-05T20:16:48.698Z,2022-09-07T09:44:00Z,3761252851,140,25.4,3761252849,56,Back,3761252855,212,21.2,3763755919,178,,3761252853,141,71.3,3761252857,213,3.5,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426613,13,1,1,0,33,cgvbluoerzbzcr7aaxge3wkcv,1,27,70.4,2022-09-05T20:16:55.247Z,2022-09-07T09:44:15Z,3761252899,141,70.5,3763756331,178,,3761252901,212,11.1,3761252895,56,Back,3761252903,213,0.0,3761252897,140,37.6,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426635,14,1,1,0,35,cgvbluoerzbzcr7aaxge3wkcv,1,35.7,72.2,2022-09-05T20:16:56.672Z,2022-09-07T09:44:30Z,3761253035,213,3.0,3761253027,56,Back,3761253031,141,73.8,3763756641,178,,3761253029,140,25.4,3761253033,212,10.9,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426651,15,1,1,0,40,cgvbluoerzbzcr7aaxge3wkcv,0,29.3,78.2,2022-09-05T20:17:02.144Z,2022-09-07T09:44:58Z,3761253139,140,39.1,3761253145,213,0.6,3761253135,155,,3761253141,141,88.1,3761253143,212,12.3,3763756767,178,,3761253137,56,Back,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426661,5,49,1,0,41,alyavx3ad35bp1xuwmqk7sgev,1,56.5,10.3,2022-09-05T20:17:03.106Z,2022-09-07T09:46:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456437747,361,43,1,0,43,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-09-05T20:17:04.424Z,2022-09-06T12:36:57Z,3761312611,56,Right,3762253249,144,8,3761312629,15,0,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426679,6,1,1,0,43,alyavx3ad35bp1xuwmqk7sgev,0,56.5,10.3,2022-09-05T20:17:04.585Z,2022-09-07T09:47:01Z,3761253271,212,16.1,3761253267,140,70.9,3763758813,178,,3761253269,141,18.5,3761253273,213,0.4,3761253265,56,Right,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426689,16,49,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,28.9,77.1,2022-09-05T20:17:05.881Z,2022-09-07T09:48:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426741,17,1,1,0,45,cgvbluoerzbzcr7aaxge3wkcv,1,28.9,77.1,2022-09-05T20:17:06.998Z,2022-09-07T09:47:51Z,3761253575,141,60.0,3761253579,213,4.2,3761253571,56,Back,3763759731,178,,3761253577,212,13.5,3761253573,140,22.4,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426759,18,1,1,0,53,cgvbluoerzbzcr7aaxge3wkcv,1,30.5,38.9,2022-09-05T20:17:15.032Z,2022-09-07T09:49:58Z,3761253675,212,28.1,3763761639,178,,3761253671,140,44.3,3761253677,213,5.3,3761253669,56,Back,3761253673,141,3.5,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426779,19,1,1,1,0,cgvbluoerzbzcr7aaxge3wkcv,1,48.1,8.3,2022-09-05T20:17:21.757Z,2022-09-07T09:50:16Z,3761253767,213,0.5,3761253763,141,24.7,3761253759,56,Center,3763762481,178,,3761253765,212,22.8,3761253761,140,67.0,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426781,20,50,1,1,2,cgvbluoerzbzcr7aaxge3wkcv,1,60.8,26.2,2022-09-05T20:17:23.459Z,2022-09-07T09:51:10Z,3761313435,286,,3761313441,233,362,3761253771,56,Center,,,,,,,,,,,,,,,,1u12u8adgqxh2aaobf9xdo91x,Joca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456437799,362,7,1,1,2,alyavx3ad35bp1xuwmqk7sgev,1,39.2,73.8,2022-09-05T20:17:23.672Z,2022-09-07T09:51:22Z,3763763731,178,,3761313437,233,20,3761312871,56,Back,3762254737,383,,3761312873,285,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426787,7,49,1,1,2,alyavx3ad35bp1xuwmqk7sgev,1,36.8,76.1,2022-09-05T20:17:24.100Z,2022-09-07T09:53:07Z,,,,,,,,,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426791,8,1,1,1,3,alyavx3ad35bp1xuwmqk7sgev,1,36.8,76.1,2022-09-05T20:17:25.335Z,2022-09-07T09:53:15Z,3761253807,140,33.0,3761253811,212,5.6,3761253813,213,2.4,3761253805,56,Back,3763765213,178,,3761253809,141,81.8,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426799,9,1,1,1,6,alyavx3ad35bp1xuwmqk7sgev,1,33,81.8,2022-09-05T20:17:27.619Z,2022-09-07T09:53:37Z,3761253861,140,21.7,3761253859,56,Back,3761253865,212,13.6,3761253863,141,72.0,3763766215,178,,3761253867,213,3.7,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426825,10,1,1,1,8,alyavx3ad35bp1xuwmqk7sgev,1,21.7,72,2022-09-05T20:17:30.179Z,2022-09-07T09:53:49Z,3761254013,213,4.8,3761254005,56,Back,3763766495,178,,3761254009,141,15.0,3761254011,212,39.1,3761254007,140,26.7,3761254015,1,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426843,11,1,1,1,13,alyavx3ad35bp1xuwmqk7sgev,0,39,11.6,2022-09-05T20:17:35.384Z,2022-09-07T09:54:59Z,3761254111,212,44.0,3761254107,140,75.8,3763766843,178,,3761254103,56,Center,3761254099,155,,3761254113,213,0.5,3761254117,1,,3761254109,141,42.4,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426861,21,1,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,0,25.7,51.5,2022-09-05T20:17:37.432Z,2022-09-07T09:55:16Z,3761254189,141,57.6,3763768113,388,,3761254193,213,0.5,3761254185,56,Back,3761254183,3,,3761254187,140,32.6,3761254191,212,8.3,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426901,12,1,1,1,21,alyavx3ad35bp1xuwmqk7sgev,1,67,28.5,2022-09-05T20:17:43.213Z,2022-09-07T09:55:34Z,3761254439,141,5.2,3761254441,212,15.9,3761254435,56,Right,3761254437,140,66.1,3761254443,213,4.7,3763768505,178,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426917,13,1,1,1,26,alyavx3ad35bp1xuwmqk7sgev,1,65.6,7.4,2022-09-05T20:17:47.775Z,2022-09-07T09:55:45Z,3761254509,213,2.6,3761254501,56,Back,3763768891,178,,3761254505,141,27.9,3761254503,140,43.2,3761254507,212,27.3,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426935,14,1,1,1,29,alyavx3ad35bp1xuwmqk7sgev,1,44.1,29.8,2022-09-05T20:17:51.022Z,2022-09-07T09:55:57Z,3761254615,213,1.5,3761254611,141,60.9,3761254607,56,Back,3761254609,140,44.8,3763769277,178,,3761254613,212,21.2,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426955,15,1,1,1,32,alyavx3ad35bp1xuwmqk7sgev,1,44.3,66.7,2022-09-05T20:17:54.366Z,2022-09-07T09:56:06Z,3761254715,56,Left,3763769623,178,,3761254723,213,1.1,3761254719,141,96.8,3761254721,212,22.9,3761254717,140,54.0,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426975,16,1,1,1,35,alyavx3ad35bp1xuwmqk7sgev,1,55.4,97.4,2022-09-05T20:17:57.361Z,2022-09-07T09:56:29Z,3761254797,56,Left,3761254803,212,8.9,3763770107,178,,3761254805,213,5.1,3761254799,140,58.3,3761254801,141,85.1,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426979,17,1,1,1,37,alyavx3ad35bp1xuwmqk7sgev,1,58.4,81.2,2022-09-05T20:17:58.723Z,2022-09-07T09:56:39Z,3761254827,141,56.1,3761254831,213,4.5,3761254823,56,Center,3761254825,140,54.5,3761254829,212,17.6,3763770437,178,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427003,18,1,1,1,39,alyavx3ad35bp1xuwmqk7sgev,1,53.9,53,2022-09-05T20:18:01.184Z,2022-09-07T09:58:48Z,3761254955,141,47.3,3761254959,213,6.2,3761254949,155,,3763770721,178,,3761254957,212,31.6,3761255271,210,13,3761254953,140,83.8,3761255359,4,,3r7hk2j6ubc60if92cm6jbsyy,Kevin Pina,1,3761313337,154,3761254951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427011,19,13,1,1,42,alyavx3ad35bp1xuwmqk7sgev,1,80.8,50.1,2022-09-05T20:18:04.184Z,2022-09-07T09:58:48Z,3761255311,102,37.3,3763771639,178,,3761313339,154,,3761255307,55,18,3761255319,231,50.4,3761255303,75,,3761255315,215,,3761255129,20,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,3761255313,103,3761254993,22,,9.7,3761265483,18,3761255305,29,3761255317,230,92.9,3761254997,56,Center,,,,,,,,,,,,,,,,,,,
2456427015,20,5,1,1,43,alyavx3ad35bp1xuwmqk7sgev,0,101.2,35.7,2022-09-05T20:18:05.361Z,2022-09-07T09:59:01Z,3761255029,346,,3761275033,233,23,3761255027,56,Center,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427083,23,5,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,1,-1.2,64.3,2022-09-05T20:18:05.361Z,2022-09-07T09:59:01Z,3761255419,346,,3761255417,56,Back,3761275025,233,20,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427023,22,43,1,1,45,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:18:07.270Z,2022-09-05T20:18:16Z,3761255361,144,6,3761255089,56,Back,3761255093,73,0,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427145,24,1,1,1,59,cgvbluoerzbzcr7aaxge3wkcv,1,4,58.4,2022-09-05T20:18:20.503Z,2022-09-07T09:59:55Z,3761255697,140,24.2,3761255703,213,0.8,3761255693,124,,3761255707,237,,3761255695,56,Back,3761255701,212,29.8,3762257989,189,,3761255699,141,89.1,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427153,25,1,1,2,6,cgvbluoerzbzcr7aaxge3wkcv,0,24.2,89.1,2022-09-05T20:18:27.736Z,2022-09-07T10:00:41Z,3761255727,56,Back,3761255735,213,6.0,3761255733,212,16.4,3761255731,141,81.3,3763773965,178,,3761255729,140,39.0,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427171,21,1,1,2,7,alyavx3ad35bp1xuwmqk7sgev,1,56.5,15.5,2022-09-05T20:18:28.462Z,2022-09-07T10:00:28Z,3761255835,212,12.0,3763774303,178,,3761255831,140,67.7,3761255837,213,6.1,3761255829,56,Right,3761255833,141,11.9,,,,,,,3r7hk2j6ubc60if92cm6jbsyy,Kevin Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427173,22,49,1,2,8,alyavx3ad35bp1xuwmqk7sgev,1,67.8,11.9,2022-09-05T20:18:29.494Z,2022-09-07T10:01:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456427195,23,1,1,2,8,alyavx3ad35bp1xuwmqk7sgev,1,67.8,11.9,2022-09-05T20:18:29.644Z,2022-09-07T10:01:12Z,3761255955,212,15.4,3761255951,140,81.6,3763774993,178,,3761255949,56,Right,3761255957,213,0.3,3761255953,141,19.5,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
