id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2456409603,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-09-05T19:25:52.501Z,2022-09-05T20:19:57Z,3761155503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3761155495,30,"1tkq6knbo350vy0o8aieijmxh, 9m66crpktao9g80wc8zi9y5ex, cmxmyld8l4gjy03zxskyxf5gq, 2b4soa2ddbbmdwm0ur760jh05, z6po5y26nap863d68tcekhqt, 2nod7tpovdjb85efh2sogijth, 5jsb62u7jx2vtblnbtxvttq3u, 3r7hk2j6ubc60if92cm6jbsyy, 1bpopqr7cuikh6s6sk4ij31ed, 1rdadi8uuu161wj8o7gbcn8wl, 7r96u3b7t46s0kg5t5qew3tnt, bfy36wqp37utkkbl13k7s99m1, 3845lzar855rp3zp4stgmgul1, c9lykzcr3q7hr50ui74iqastm, avugx69mdi4p8c25p9fetmq22, brdhlpiyg3nk936bqe50bqx1x, 530nhsyjmbwcpb8536pgwbld5, et4mglw8d0mwweghd2hmzz9jo, 361pxz5e33ydl2c3t63a9kzc9, awu6zsiy6l8e3p1athc733jkl",3761244205,197,2933,3761155507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3761155499,59,"1, 77, 5, 10, 19, 3, 28, 6, 23, 21, 20, 7, 8, 12, 30, 40, 44, 70, 73, 95",3761155501,130,8,3761155497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3761155505,194,2b4soa2ddbbmdwm0ur760jh05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456410481,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T19:28:16.721Z,2022-09-05T20:12:29Z,3761246111,197,377,3761160699,130,12,3761160705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3761160693,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, dy434rgboexxvq6tgr8gwef9x, 36bi849x9anyfayunuudgcdbe, 75znincjirp1z8bcw9nhztxat, 803s6ja43m4i9jhl97jd37s2x, 1u12u8adgqxh2aaobf9xdo91x, e6ztipndwfp33c6j7yebsyx91, djqbki8jap3rp8l0izzly9tzo, 433k61rvy0ay7lcsyxd918r8p, 4agmh5fbf826bjrxtg3mw5at, 5881z0950eh6003uukdwkuql0, 8uxdtdynfnmlx0ro5iounze1, 9sfjkb99h1b1obdmedrecag9h, 55r9zkckjjq4txriw3jhguwnp, 1g46yyjzlu0vqpk3w51scv1ed, 9kvoxdbnb5kt2dzy7kr0s7v11, 79mo2l821d5zq6dyrg9qkpf4l, apjgf0d7fwwdsb06vdlsjyc45, 2rw2a005v9ehuopm1hf87uvah",3761160703,194,e6ztipndwfp33c6j7yebsyx91,3761160695,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3761160701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3761160697,59,"18, 20, 24, 3, 33, 42, 14, 6, 77, 19, 10, 1, 4, 8, 9, 17, 21, 22, 27, 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426407,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:16:21.424Z,2022-09-05T20:16:24Z,3761251825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426405,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-09-05T20:16:21.424Z,2022-09-06T19:31:31Z,3761251799,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426415,3,1,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,49.6,49.5,2022-09-05T20:16:21.686Z,2022-09-07T09:36:00Z,3761251877,213,3.8,3763746635,178,,3761251869,56,Back,3761251873,141,38.2,3761251875,212,11.9,3761251879,279,S,3761251871,140,41.0,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426431,4,1,1,0,1,cgvbluoerzbzcr7aaxge3wkcv,1,39.9,38.8,2022-09-05T20:16:23.109Z,2022-09-07T09:37:08Z,3761251957,212,13.9,3761251953,140,27.9,3761251955,141,47.5,3761251959,213,2.7,3763748211,178,,3761251951,56,Back,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426461,5,1,1,0,5,cgvbluoerzbzcr7aaxge3wkcv,0,30.7,43,2022-09-05T20:16:26.794Z,2022-09-07T09:37:35Z,3763748637,178,,3761252107,212,48.3,3761252111,1,,3761252103,140,73.5,3761252099,155,,3761252105,141,16.9,3761252101,56,Right,3761252109,213,5.9,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456437689,360,44,1,0,8,alyavx3ad35bp1xuwmqk7sgev,1,28.6,73.9,2022-09-05T20:16:29.721Z,2022-09-08T05:43:28Z,3761312237,285,,3761312235,56,Back,3761312251,233,417,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456437691,417,44,1,0,8,cgvbluoerzbzcr7aaxge3wkcv,0,71.4,26.1,2022-09-05T20:16:29.722Z,2022-09-07T09:38:22Z,3761312259,233,360,3761312241,286,,3761312239,56,Center,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426473,3,1,1,0,8,alyavx3ad35bp1xuwmqk7sgev,0,27.7,90.2,2022-09-05T20:16:29.745Z,2022-09-08T05:43:28Z,3761252165,3,,3761252173,212,10.3,3761252169,140,37.3,3761252167,56,Back,3761252175,213,6.1,3761252171,141,87.4,3763749981,388,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426487,6,8,1,0,8,cgvbluoerzbzcr7aaxge3wkcv,1,68.1,26.8,2022-09-05T20:16:30.263Z,2022-09-07T09:40:27Z,3763750889,178,,3761252239,56,Center,3762252261,385,,,,,,,,,,,,,,,,,1u12u8adgqxh2aaobf9xdo91x,Joca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426503,4,1,1,0,10,alyavx3ad35bp1xuwmqk7sgev,0,40.9,60,2022-09-05T20:16:32.389Z,2022-09-07T09:40:10Z,3761252295,56,Back,3761252299,141,73.8,3761252303,213,1.1,3761252297,140,45.8,3763751957,178,,3761252301,212,10.7,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456924717,1042,43,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:16:34.082Z,2022-09-07T11:43:39Z,3763895283,144,82,3763895233,178,0,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456924695,1041,43,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-05T20:16:34.110Z,2022-09-07T11:43:33Z,3763895155,144,82,3763895123,178,0,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426525,7,49,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,60.5,25.6,2022-09-05T20:16:34.407Z,2022-09-07T09:41:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426535,8,1,1,0,13,cgvbluoerzbzcr7aaxge3wkcv,1,60.5,25.6,2022-09-05T20:16:34.629Z,2022-09-07T09:41:33Z,3761252433,212,18.1,3763753549,178,,3761252429,140,43.5,3761252431,141,20.9,3761252427,56,Back,3761252435,213,3.3,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456426545,9,1,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,1,41.9,21.7,2022-09-05T20:16:38.914Z,2022-09-07T09:41:41Z,3761252503,141,64.8,3763753699,178,,3761252499,56,Back,3761252507,213,2.0,3761252501,140,30.7,3761252505,212,31.6,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
