id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/15/value
2479493025,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-10-30T14:25:43.036Z,2022-10-30T15:34:24Z,3883766077,197,1519,3883764933,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883764935,194,ekjpc2tvdk5jtiamtufdqkr85,3883764929,59,"1, 79, 70, 24, 2, 23, 21, 42, 59, 13, 7, 4, 6, 8, 9, 11, 12, 18, 20, 26",3883764937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883764925,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 7aak50ydu8nrfxd9qndeygnpw, 47wasen155qbiu6pmyp3dowr9, 3ebyf23azgbktpf7dgwlphkvd, 3weuuu2vlyod9x7gnk2v9r1ed, 57pi7l4h7g2jydmkc5vl6vkr9, eyllkbdemtx2seh48r9l3czbp, 6ylhhspjzxqrbqj4yq35hwkr8, 96tuk7bpr043jh2obpegcgd4a, 5za437wrlqizff74n6uqodpzp, 6n9p8xqhlgz0qfi39rojaxst0, 6w3iuh0f11tbwr037i7qb031m, aissbbcnwyr06fhgfamxo9j2t, 3batawbh7y4sjkeo4hn34svzd, rm1d0hp2iwsne1hbfgq0oa21, 6a34imgccsbw4zysasuziuad, 90ojk78yhwtwbnz0k5w1ow6hh, ap2l08x0nj8xqvvrfp796rmj9, c406oul95r3jvmbebcge5oz4l",3883764931,130,8,3883764927,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479494757,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-10-30T14:27:14.065Z,2022-10-30T15:32:16Z,3883774375,194,575pl0igxsevhmf6nfmjwwyxh,3883774373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883774377,197,3241,3883774369,59,"97, 7, 16, 8, 3, 5, 22, 20, 9, 19, 10, 13, 17, 23, 25, 29, 70, 79, 82, 90",3883774367,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883774379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883774371,130,8,3883774365,30,"9uc54rlxmahbfppv97zi81yhh, 19op8n866vmntrkobatq2u5ex, 380ejwyblelr0ef3um2cwv3ai, de1nmkgahbsrky75itebiitp1, 2amti8wga8jpons4mizksjd1x, 8f8lbg182g5jwnqbj1zgjbljp, 9xk50bv3qlja26r1ecary1y3t, 575pl0igxsevhmf6nfmjwwyxh, 2u7fm04v2xzqso4rubkrvjcru, eblsjvbkd7vws1qpx7td1eacp, hrr3761wvgn1ayhsrrz4rf11, 4wces11j8ejvbpz1zqd94b7fu, 2gek3shxyc91h8bth9q8opyei, 9pi6sf9sdni4dn6db7rej0r85, 16mci88sfp5ijpwf661mes8yy, 77e2c0nv7hbmmo2uppdx4i7zd, adsrfhfo35n0tctahgcyqugru, bljvhirrui29i12tysjdtmnd, 8bcfmmsjnman2nsp2t9rsrvxm, 8ilf7i6y4c9ezpgddh5h3ohlg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574969,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-10-30T15:31:59.272Z,2022-10-30T15:32:02Z,3884208873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574963,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-10-30T15:31:59.272Z,2022-11-02T05:03:24Z,3884208849,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575061,3,1,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,50,50,2022-10-30T15:31:59.286Z,2022-11-02T05:15:22Z,3884209311,56,Back,3884209323,279,S,3884209319,212,25.8,3888853747,178,,3884209317,141,17.6,3884209321,213,4.2,3884209315,140,37.3,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575093,4,1,1,0,3,3b4nxgvmwzstmoq6borytkwx1,1,37.3,17.6,2022-10-30T15:32:02.273Z,2022-11-02T05:15:30Z,3888853987,178,,3884209459,56,Back,3884209461,140,28.6,3884209467,213,2.3,3884209463,141,31.9,3884209465,212,13.3,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575141,5,1,1,0,5,3b4nxgvmwzstmoq6borytkwx1,1,28.6,31.9,2022-10-30T15:32:05.029Z,2022-11-02T05:15:36Z,3884209659,141,51.3,3888854063,178,,3884209665,213,1.2,3884209661,212,14.4,3884209655,56,Back,3884209657,140,34.0,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575179,6,1,1,0,6,3b4nxgvmwzstmoq6borytkwx1,1,34,51.3,2022-10-30T15:32:05.940Z,2022-11-02T05:15:48Z,3884209863,213,4.1,3888854189,178,,3884209859,141,38.3,3884209857,140,27.6,3884209855,56,Back,3884209861,212,11.1,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575231,7,1,1,0,8,3b4nxgvmwzstmoq6borytkwx1,1,27.6,38.3,2022-10-30T15:32:07.931Z,2022-11-02T05:15:55Z,3884210051,140,30.9,3884210049,56,Back,3884210057,213,1.2,3888854265,178,,3884210053,141,51.0,3884210055,212,9.3,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575349,8,1,1,0,10,3b4nxgvmwzstmoq6borytkwx1,1,30.1,52.1,2022-10-30T15:32:09.826Z,2022-11-02T05:16:02Z,3888854335,178,,3884210707,213,2.3,3884210703,141,67.9,3884210705,212,13.9,3884210699,56,Back,3884210701,140,21.7,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
