id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2537029727,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-04-22T13:27:29.553Z,2023-04-22T14:30:39Z,4208321117,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, d98j4asio4xrxcwmfg1ak95yi, e0k7beubxdswouhw13td0nlk9, 4ofpb9y2fqqr3d5cdfbl05c6h, 17e9rercxaanx9ltwmoph9n56, 9g834yhraytmjoxb15098ey95, 1u9sn1cu0pq16mina2q6d6dwp, 5fcx7aiflhvguztjw8mp53b9x, dh4byuuh5mlyp147iq8cyunkl, arpoe2kjx9pbacgpuv17yl33d, 9hqhder3adhjjovepuv4yst79, zj7p9urhzbk3naybai223js9, bxfalki1fmd687uj0b8e0m0np, 9wek84cn7z0ou46623nlo876y, 48li2iey0m9b8h8cvs6py2iy2, mf471kdl6wed3z8wlaazk82x, 76w964mdux2s3max2nlih6az8, 6vvg5on86k2ldhs4pn2kua0vd, bvlwv6fwawqnv446zj516y4no",4208729549,197,6595,4208321123,130,8,4208321127,194,dh4byuuh5mlyp147iq8cyunkl,4208321125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208321129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208321119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208321121,59,"31, 6, 74, 28, 4, 13, 23, 97, 29, 7, 10, 1, 2, 5, 9, 12, 18, 20, 32, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537034437,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-04-22T13:33:33.152Z,2023-04-22T14:31:59Z,4208345729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208345733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208345725,59,"31, 27, 94, 3, 5, 4, 21, 8, 29, 7, 17, 2, 11, 12, 15, 16, 23, 30, 45, 57",4208345721,30,"4nl5hapemrmmuh1r8afne8b85, 6i4i4rqqcvxa7rsysriqxlxat, 8jcuunhako2i9ynmp8v3w2eax, a00q0qj479gzj5hymx4ix5lp0, bvy7d4r2ve9f5x1xyv0tx5cr9, 8czsihbd6817k4uzvwenqvxex, 8qn1z72et0w6bqw9mstopb7px, 549guee46difwv85rq18p7f1l, 90moydtk6dv07bfaqki5s6ymt, 57xeumfhz5h30yn1168rgljah, 5ikeslw81x2em97k79crmhh0q, 8q4m06v3yfsq2iza942ezaxud, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 5n3pl3j98lkmzzus1b095bkd1, 922dtb3ppvsgvzysfjwg86jmx, 3bysj69bufnbqx70q6ufzat49, 3uma2r2ks9a44deiwpncec8np, 68o93orxpx4ehs4dsa57521g5, 8fzbg2qdd8d00nwn1kinqr71m",4208711633,197,5337,4208345731,194,bvy7d4r2ve9f5x1xyv0tx5cr9,4208345727,130,13,4208345723,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122099,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-04-22T14:32:57.668Z,2023-04-22T14:33:01Z,4208797989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122131,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-04-22T14:32:57.668Z,2023-04-25T00:30:25Z,4208798159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122203,3,1,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,50.1,50.1,2023-04-22T14:32:57.792Z,2023-04-25T10:37:18Z,4219140783,178,,4208798583,212,22.9,4208798579,140,28.5,4208798587,213,3.0,4208798577,56,Back,4208798591,279,S,4208798581,141,54.8,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122265,4,1,1,0,2,7kfx3xpj2c2wxinsyi16i9gaz,1,28.3,54.8,2023-04-22T14:33:00.227Z,2023-04-25T10:37:22Z,4208798977,212,9.4,4208798973,140,32.5,4219140913,178,,4208798971,56,Back,4208798979,213,1.1,4208798975,141,67.0,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122333,5,1,1,0,4,7kfx3xpj2c2wxinsyi16i9gaz,1,32.2,66.1,2023-04-22T14:33:02.551Z,2023-04-25T10:37:24Z,4219141001,178,,4208799353,213,4.6,4208799347,140,29.4,4208799349,141,22.8,4208799345,56,Back,4208799351,212,29.6,,,,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122419,6,1,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,1,29.4,22.8,2023-04-22T14:33:04.396Z,2023-04-25T10:37:27Z,4208799833,141,42.5,4219141109,178,,4208799837,213,1.8,4208799829,56,Back,4208799835,212,13.7,4208799831,140,26.9,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122613,7,1,1,0,8,7kfx3xpj2c2wxinsyi16i9gaz,1,26.8,47.8,2023-04-22T14:33:06.529Z,2023-04-25T10:37:29Z,4219141153,178,,4208800713,56,Back,4208800717,141,84.2,4208800721,213,1.5,4208800715,140,27.4,4208800719,212,24.8,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537122719,8,1,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,1,28.1,85.6,2023-04-22T14:33:11.203Z,2023-04-25T10:37:31Z,4208801203,141,51.2,4208801207,213,3.9,4208801199,56,Back,4219141195,178,,4208801201,140,5.2,4208801205,212,33.5,4208801209,1,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
