id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/value
2446733507,5,5,1,0,7,dich5v7sw466smbqap0d9rbyj,1,19.8,100.8,2022-08-15T17:02:53.339Z,2022-08-18T08:40:41Z,3709762609,233,6,3709761675,56,Back,3709761677,347,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733537,6,5,1,0,7,bwt8yfk8rkcwiwyr0mopd7wqd,0,80.2,-0.8,2022-08-15T17:02:53.339Z,2022-08-18T08:40:41Z,3709761863,56,Right,3709762613,233,5,3709761865,347,,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733547,6,1,1,0,16,dich5v7sw466smbqap0d9rbyj,0,22.2,100,2022-08-15T17:03:01.941Z,2022-08-18T08:40:47Z,3709761893,213,6.2,3709761883,107,,3709761889,141,96.3,3709761887,140,43.4,3709761895,1,,3709761891,212,22.4,3709761885,56,Back,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733559,8,1,1,0,17,bwt8yfk8rkcwiwyr0mopd7wqd,1,58,8,2022-08-15T17:03:03.840Z,2022-08-18T08:40:55Z,3709761973,3,,3714461487,388,,3709761979,141,28.8,3709761981,212,14.4,3709761977,140,60.5,3709761983,213,1.4,3709761975,56,Center,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447402171,976,49,1,0,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,60,25.7,2022-08-15T17:03:05.833Z,2022-08-18T08:41:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733563,9,1,1,0,20,bwt8yfk8rkcwiwyr0mopd7wqd,1,60.6,30.9,2022-08-15T17:03:05.934Z,2022-08-18T08:41:09Z,3709762029,212,9.9,3709762027,141,35.5,3709762023,56,Center,3709762031,213,0.3,3714461651,178,,3709762025,140,69.5,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733567,10,1,1,0,20,bwt8yfk8rkcwiwyr0mopd7wqd,0,69.5,35.5,2022-08-15T17:03:06.634Z,2022-08-18T08:41:25Z,3709762063,213,3.8,3709762067,156,,3709762055,56,Center,3709762059,141,32.4,3709762061,212,3.3,3714461797,178,,3709762057,140,67.1,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733571,7,1,1,0,21,dich5v7sw466smbqap0d9rbyj,0,27.5,67.8,2022-08-15T17:03:07.800Z,2022-08-18T08:41:35Z,3709762093,157,,3709762105,1,,3709762101,212,21.3,3709762097,140,45.5,3709762099,141,53.4,3714461963,178,,3709762095,56,Back,3709762103,213,5.8,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733585,11,1,1,0,23,bwt8yfk8rkcwiwyr0mopd7wqd,0,52.1,49.7,2022-08-15T17:03:09.776Z,2022-08-18T08:41:44Z,3709762155,56,Center,3709762163,213,0.6,3709762161,212,16.3,3709762159,141,62.9,3709762157,140,65.1,3714462121,388,,3709762153,3,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446740643,197,1,1,0,25,dich5v7sw466smbqap0d9rbyj,0,35.2,39.1,2022-08-15T17:03:11.801Z,2022-08-18T13:43:04Z,3709802389,141,37.3,3709802387,140,35.4,3709802393,213,4.9,3709802383,3,,3709802391,212,1.2,3709802385,56,Back,3714462229,388,,,,,1nqpxso2a9qw8w8g6u4sb60ut,Oriol Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733597,8,43,1,0,27,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-15T17:03:13.165Z,2022-08-17T14:21:34Z,3713214229,144,61,3709762221,56,Back,,,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733599,12,43,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-08-15T17:03:14.022Z,2022-08-17T14:21:26Z,3713214207,144,49,,,,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447657827,923,83,1,0,28,dich5v7sw466smbqap0d9rbyj,1,42.2,45.3,2022-08-15T17:03:14.620Z,2022-08-18T09:37:20Z,3714594109,399,244663,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733607,13,4,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,56,54,2022-08-15T17:03:14.812Z,2022-08-18T08:42:00Z,3709762419,233,9,3709762265,13,,3709762273,286,,3713214385,294,,3709762267,56,Center,3709762269,152,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733625,9,4,1,0,28,dich5v7sw466smbqap0d9rbyj,0,44,46,2022-08-15T17:03:14.813Z,2022-08-18T08:41:59Z,3709762383,13,,3709762435,233,13,3709762387,152,,3714462361,178,,3713214367,294,,3709762385,56,Back,3709762391,285,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733697,14,1,1,0,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,54.1,51.9,2022-08-15T17:03:30.537Z,2022-08-18T08:42:02Z,3709762793,56,Back,3709762789,5,,3709762797,141,35.4,3709762799,212,16.8,3709762805,189,,3714462421,178,,3709762795,140,42.2,3709762801,213,3.9,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,3709762791,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733719,15,1,1,0,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,42.1,35.4,2022-08-15T17:03:32.391Z,2022-08-18T08:42:10Z,3709762929,140,41.8,3714462503,178,,3709762937,212,29.4,3709762927,56,Back,3709762933,141,78.7,3709762943,213,1.6,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733743,16,1,1,0,52,bwt8yfk8rkcwiwyr0mopd7wqd,1,55.2,92.3,2022-08-15T17:03:38.067Z,2022-08-18T08:42:19Z,3709763045,213,5.3,3709763041,141,74.4,3714462679,178,,3709763043,212,14.6,3709763037,56,Center,3709763039,140,62.9,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447659477,932,83,1,0,55,dich5v7sw466smbqap0d9rbyj,1,41.2,27.7,2022-08-15T17:03:40.953Z,2022-08-18T09:39:55Z,3714602659,399,521708,,,,,,,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733765,17,1,1,0,55,bwt8yfk8rkcwiwyr0mopd7wqd,0,54.6,71.5,2022-08-15T17:03:40.959Z,2022-08-18T08:42:35Z,3714462913,178,,3709763163,213,3.1,3709763157,140,42.9,3709763155,56,Back,3709763161,212,12.3,3709763159,141,71.7,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733861,19,51,1,0,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,49.8,67,2022-08-15T17:03:41.015Z,2022-08-18T08:42:39Z,3709763603,170,,,,,,,,,,,,,,,,,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447402409,977,59,1,0,58,bwt8yfk8rkcwiwyr0mopd7wqd,0,0,0,2022-08-15T17:03:44.367Z,2022-08-18T08:42:48Z,3713215025,56,Back,,,,,,,,,,,,,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733757,10,49,1,0,58,dich5v7sw466smbqap0d9rbyj,1,70.4,32.5,2022-08-15T17:03:44.369Z,2022-08-18T08:42:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733787,11,3,1,0,58,dich5v7sw466smbqap0d9rbyj,1,70.2,26.9,2022-08-15T17:03:44.454Z,2022-08-18T08:43:12Z,3713214921,465,,3709763291,56,Center,3714463499,178,,3709763327,233,18,3709763293,286,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733773,18,45,1,0,58,bwt8yfk8rkcwiwyr0mopd7wqd,0,29.8,73.1,2022-08-15T17:03:44.454Z,2022-08-18T08:43:13Z,3709763205,285,,3709763203,56,Back,3709763343,233,11,,,,,,,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446733795,12,16,1,1,1,dich5v7sw466smbqap0d9rbyj,1,79.9,25.6,2022-08-15T17:03:47.642Z,2022-08-18T13:46:45Z,3709765231,78,,3709765245,231,28.9,3709765239,215,,3709764665,18,,3709763307,56,Center,3709765233,102,48.4,3709764671,374,2022-08-15 18:03:45.961,3714463701,178,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,3709765243,230,71.5,3713215701,396,69.7,3709764675,375,01:00.056,3709763309,254,3709765237,214,3713215699,395,24.1,3709763303,22,3709765235,103,1.3,3709765241,458,3709764663,20,,,,
2446734201,20,1,1,2,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,49.9,50.3,2022-08-15T17:05:05.823Z,2022-08-18T08:44:01Z,3709765575,213,2.4,3709765571,141,69.3,3714464197,178,,3709765569,140,35.6,3709856241,189,,3709765567,56,Back,3709765577,279,G,3709765573,212,19.8,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734207,21,1,1,2,21,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.7,71.4,2022-08-15T17:05:07.379Z,2022-08-18T08:43:57Z,3709765615,56,Back,3714464137,178,,3709765623,213,1.1,3709765621,212,13.3,3709765619,141,88.4,3709765617,140,41.9,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734229,22,1,1,2,24,bwt8yfk8rkcwiwyr0mopd7wqd,0,43.9,88.9,2022-08-15T17:05:10.883Z,2022-08-18T08:44:17Z,3709765713,140,82.8,3714464423,178,,3709765717,212,42.6,3709765721,1,,3709765719,213,6.0,3709765711,56,Center,3709765715,141,71.2,3709765709,155,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734233,13,1,1,2,27,dich5v7sw466smbqap0d9rbyj,0,15.2,36.5,2022-08-15T17:05:13.861Z,2022-08-18T08:44:29Z,3709765761,213,6.1,3714464643,178,,3709765759,212,8.5,3709765757,141,34.5,3709765753,56,Back,3709765751,3,,3709765755,140,23.2,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734237,23,50,1,2,29,bwt8yfk8rkcwiwyr0mopd7wqd,1,83.3,69.3,2022-08-15T17:05:14.922Z,2022-08-18T08:44:42Z,3709765779,56,Center,3709765781,286,,3709765955,233,14,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734259,14,7,1,2,29,dich5v7sw466smbqap0d9rbyj,1,16.7,30.7,2022-08-15T17:05:15.777Z,2022-08-18T08:44:47Z,3709765947,233,23,3713216013,384,,3709765937,285,,3709765935,56,Back,3714465119,178,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446741875,230,49,1,2,32,dich5v7sw466smbqap0d9rbyj,1,28,2.9,2022-08-15T17:05:18.896Z,2022-08-18T08:44:54Z,,,,,,,,,,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446738397,138,1,1,2,34,dich5v7sw466smbqap0d9rbyj,1,18.8,1.7,2022-08-15T17:05:19.968Z,2022-08-18T08:45:00Z,3709789371,212,15.0,3709789367,140,4.8,3709789369,141,6.0,3714465453,178,,3709789365,56,Back,3709789373,213,2.9,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734279,15,1,1,2,35,dich5v7sw466smbqap0d9rbyj,0,6.5,8.9,2022-08-15T17:05:21.214Z,2022-08-18T08:45:05Z,3709766045,213,6.0,3709766041,141,0.0,3709766035,157,,3709766047,1,,3709766037,56,Back,3709766039,140,30.1,3709766043,212,25.7,3714465609,178,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734281,16,5,1,2,37,dich5v7sw466smbqap0d9rbyj,0,43.1,-0.8,2022-08-15T17:05:23.642Z,2022-08-18T08:45:11Z,3709766053,347,,3709766159,233,24,3709766051,56,Back,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734293,24,5,1,2,37,bwt8yfk8rkcwiwyr0mopd7wqd,1,56.9,100.8,2022-08-15T17:05:23.642Z,2022-08-18T08:45:10Z,3709766251,233,16,3709766139,56,Left,3709766141,347,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734373,25,1,1,2,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,82.7,100,2022-08-15T17:05:36.522Z,2022-08-18T08:45:18Z,3709766607,56,Left,3709766611,141,91.7,3709766615,213,5.8,3709766609,140,93.8,3709766613,212,13.5,3709766605,107,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447661765,952,43,1,2,53,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-15T17:05:39.768Z,2022-08-18T09:44:07Z,3714615675,144,83,3714615431,399,521708,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447661829,953,83,1,2,53,dich5v7sw466smbqap0d9rbyj,1,6.1,9.4,2022-08-15T17:05:39.768Z,2022-08-18T09:44:11Z,3714615847,399,521708,,,,,,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734379,26,61,1,2,54,bwt8yfk8rkcwiwyr0mopd7wqd,0,94.1,94.8,2022-08-15T17:05:40.815Z,2022-08-18T08:45:40Z,3714466195,178,,3709766627,56,Left,,,,,,,,,,,,,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734465,17,5,1,2,56,dich5v7sw466smbqap0d9rbyj,1,4.4,-1.3,2022-08-15T17:05:42.287Z,2022-08-18T08:45:43Z,3709767103,347,,3709767107,233,27,3709767101,56,Back,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734383,27,5,1,2,56,bwt8yfk8rkcwiwyr0mopd7wqd,0,95.6,101.3,2022-08-15T17:05:42.287Z,2022-08-18T08:45:43Z,3709766633,56,Left,3709767115,233,17,3709766635,347,,,,,,,,,,,,,,,,,5awvo9xetmgwxmqfisawqz90q,Kevin Villodres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734489,18,1,1,3,13,dich5v7sw466smbqap0d9rbyj,0,5.3,0,2022-08-15T17:05:58.965Z,2022-08-18T08:45:49Z,3709767219,140,27.3,3709767225,213,0.1,3709767221,141,2.2,3709767217,56,Back,3709767227,1,,3709767215,107,,3709767223,212,23.2,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734493,28,44,1,3,15,bwt8yfk8rkcwiwyr0mopd7wqd,1,69.4,96.4,2022-08-15T17:06:01.020Z,2022-08-18T12:41:19Z,3709767247,56,Left,3709767249,286,,3709767343,233,19,,,,,,,,,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734509,19,44,1,3,15,dich5v7sw466smbqap0d9rbyj,0,30.6,3.6,2022-08-15T17:06:01.021Z,2022-08-18T08:45:59Z,3709767365,233,28,3709767339,285,,3709767337,56,Back,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734521,29,1,1,3,15,bwt8yfk8rkcwiwyr0mopd7wqd,0,66,95.1,2022-08-15T17:06:01.088Z,2022-08-18T12:41:19Z,3709767393,140,72.0,3709767397,212,8.2,3714466571,388,,3709767389,3,,3709767399,213,5.6,3709767391,56,Left,3709767395,141,87.4,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734531,20,44,1,3,17,dich5v7sw466smbqap0d9rbyj,1,27.8,10.9,2022-08-15T17:06:03.304Z,2022-08-18T12:41:20Z,3709767471,233,30,3709767451,56,Back,3709767453,285,,,,,,,,,,,,,,,,,1nqpxso2a9qw8w8g6u4sb60ut,Oriol Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446734529,30,44,1,3,17,bwt8yfk8rkcwiwyr0mopd7wqd,0,72.2,89.1,2022-08-15T17:06:03.305Z,2022-08-18T08:46:10Z,3709767485,233,20,3709767441,286,,3709767439,56,Left,,,,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
