id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2465786965,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-01T16:10:34.654Z,2022-10-01T17:04:36Z,3810909659,194,3o3pp38h4ww0btuxzna0mhtcl,3810909651,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811146853,197,11680,3810909649,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, 1e12w0zsray39tnhemg3jy5t5, 2jskw42u7twkcsxa15hcysiy1, dzq4gg917idfq1rhng1coi5uc, 51edb4gy0w4q1wns87xehn2dx, dyeuxixz75ematbmtiwzcvhzp, 3sdtccxqlc28tszv5vrnibckq, 74hu9pcq0b1z36871v3inexyi, dqpofsnyszazhkp0t7gtlfi3u, 2zu7x3ge1bkly3l57je95laeh, 195o7hchielt14ic49r3k06sq, 1jvpqpf5rak11gh8gilldpgtm, e4x6fx7njwfevkwf1t0ocyq51, cdkxx5845lj8spbg3ha7m1xm2, 1l0sfejnziz4ur5prgb0tp2j8, 4mvqt04u92wsm1p5ja8fpilii, ellz88deagksyfqdqzv16rckq, 5bl0qe7l7juksox3s4u76hxat",3810909655,130,4,3810909657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810909653,59,"99, 62, 31, 32, 23, 3, 10, 20, 79, 21, 7, 4, 8, 9, 13, 22, 29, 78, 90, 95",3810909661,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465787793,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-10-01T16:11:32.730Z,2022-10-01T17:06:23Z,3811150237,197,16917,3810914083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810914077,130,4,3810914075,59,"1, 77, 5, 21, 26, 3, 8, 10, 23, 28, 20, 14, 2, 7, 9, 12, 17, 31, 44, 70",3810914073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3810914079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810914081,194,2b4soa2ddbbmdwm0ur760jh05,3810914071,30,"1tkq6knbo350vy0o8aieijmxh, 9m66crpktao9g80wc8zi9y5ex, cmxmyld8l4gjy03zxskyxf5gq, 1rdadi8uuu161wj8o7gbcn8wl, 8hyaww1d0p9871u8o8zk8f9at, 2nod7tpovdjb85efh2sogijth, 3845lzar855rp3zp4stgmgul1, 2b4soa2ddbbmdwm0ur760jh05, 1bpopqr7cuikh6s6sk4ij31ed, 5jsb62u7jx2vtblnbtxvttq3u, 7r96u3b7t46s0kg5t5qew3tnt, 3vqaqxwvifjooxls26kxe1ecp, 59ly8uun0sl324s7rtlmp6ac, bfy36wqp37utkkbl13k7s99m1, 4x9vmtldr4xz9v58z7hgv00oa, c9lykzcr3q7hr50ui74iqastm, 47z2phkn1i9z8p32zqlu53j6x, chwv6iayowufvu6hb1fg6ydwp, 530nhsyjmbwcpb8536pgwbld5, et4mglw8d0mwweghd2hmzz9jo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465833745,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-01T17:01:24.934Z,2022-10-01T17:01:25Z,3811156645,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465833785,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-10-01T17:01:24.934Z,2022-10-03T06:18:13Z,3811156853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465833797,3,1,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,50.2,50.1,2022-10-01T17:01:25.035Z,2022-10-03T07:19:33Z,3816999705,178,,3811156899,56,Back,3811156909,279,S,3811156901,140,38.1,3811156905,212,12.7,3811156907,213,3.2,3811156903,141,48.8,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465833855,4,1,1,0,1,22mo7qbsnyi8wtucpvhgvhw2q,1,35.2,38.9,2022-10-01T17:01:26.603Z,2022-10-03T07:20:48Z,3811157185,212,13.9,3811157187,213,4.7,3811157183,141,18.5,3817000763,178,,3811157181,140,35.0,3811157179,56,Back,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466966703,807,43,1,0,4,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-01T17:01:29.132Z,2022-10-03T10:33:45Z,3817221599,178,0,3817221675,144,82,,,,,,,,,,,,,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465833923,5,1,1,0,6,22mo7qbsnyi8wtucpvhgvhw2q,1,31,30,2022-10-01T17:01:31.393Z,2022-10-03T07:20:59Z,3811157521,140,19.6,3811157529,213,2.1,3817000961,178,,3811157523,141,63.7,3811157519,56,Back,3811157525,212,25.9,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465834029,6,1,1,0,10,22mo7qbsnyi8wtucpvhgvhw2q,1,20.1,65.5,2022-10-01T17:01:35.139Z,2022-10-03T07:21:07Z,3817001071,178,,3811158013,141,44.8,3811158017,213,4.0,3811158015,212,19.0,3811158011,140,8.0,3811158009,56,Back,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466966909,811,43,1,0,10,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-01T17:01:35.381Z,2022-10-03T10:34:25Z,3817222455,178,0,3817222545,144,82,,,,,,,,,,,,,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
