id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/8/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478998893,9,1,1,0,21,9ldqu49smv1xg2va0n2cy28zl,1,17,32.2,2022-10-29T17:01:34.406Z,2022-11-01T06:58:49Z,3881143987,1,,3881143979,140,29.0,3881143977,56,Back,3887525369,178,,3881143981,141,86.6,3881143985,213,1.2,3881143983,212,39.1,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478998903,10,1,1,0,25,9ldqu49smv1xg2va0n2cy28zl,1,33.3,87.8,2022-10-29T17:01:37.801Z,2022-11-01T06:58:53Z,3881144057,141,92.7,3881144059,212,16.8,3887525457,178,,3881144055,140,49.0,3881144053,56,Back,3881144061,213,0.2,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478998925,11,1,1,0,26,9ldqu49smv1xg2va0n2cy28zl,1,49,92.7,2022-10-29T17:01:39.408Z,2022-11-01T06:58:56Z,3881144195,213,5.6,3881144189,141,80.4,3881144193,212,13.4,3887525583,178,,3881144179,56,Left,3881144185,140,59.0,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480247195,1847,67,1,0,28,9ldqu49smv1xg2va0n2cy28zl,1,58.3,80.2,2022-10-29T17:01:40.695Z,2022-11-01T12:21:21Z,3887735125,233,1199,,,,,,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480247191,1199,67,1,0,28,alyavx3ad35bp1xuwmqk7sgev,0,41.7,19.8,2022-10-29T17:01:40.696Z,2022-11-01T10:42:45Z,3887735133,233,1847,,,,,,,,,,,,,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478998933,12,1,1,0,29,9ldqu49smv1xg2va0n2cy28zl,1,66.7,75.3,2022-10-29T17:01:41.882Z,2022-11-01T06:59:00Z,3881144229,140,73.2,3881144227,56,Center,3881144233,212,14.4,3887525667,178,,3881144235,213,5.2,3881144231,141,56.7,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478998979,13,1,1,0,31,9ldqu49smv1xg2va0n2cy28zl,1,72.8,51,2022-10-29T17:01:44.259Z,2022-11-01T06:59:04Z,3881144447,140,85.5,3881144449,141,28.1,3881144453,213,5.4,3881144451,212,20.5,3881144445,56,Center,3887525761,178,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478998985,14,1,1,0,34,9ldqu49smv1xg2va0n2cy28zl,0,93.8,25.3,2022-10-29T17:01:46.989Z,2022-11-01T06:59:08Z,3887525841,178,,3881144475,213,1.3,3881144471,141,28.7,3881144473,212,2.4,3886839043,233,3,3886749121,286,,3881144467,56,Center,3881144469,140,94.3,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,3886749119,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999009,3,74,1,0,34,alyavx3ad35bp1xuwmqk7sgev,1,3.7,74.4,2022-10-29T17:01:47.096Z,2022-11-01T06:59:12Z,3881144573,56,Back,3886749143,285,,3887525919,178,,3886839053,233,14,,,,,,,,,,,,,530nhsyjmbwcpb8536pgwbld5,João Queirós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999017,4,6,1,0,35,alyavx3ad35bp1xuwmqk7sgev,0,4.7,72.8,2022-10-29T17:01:47.711Z,2022-11-01T06:59:15Z,3881144665,233,15,3881144613,56,Back,3881144615,73,,,,,,,,,,,,,,,,,530nhsyjmbwcpb8536pgwbld5,João Queirós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999013,15,6,1,0,35,9ldqu49smv1xg2va0n2cy28zl,1,95.3,27.2,2022-10-29T17:01:47.711Z,2022-11-01T06:59:15Z,3881144593,56,Center,3881144649,233,4,3881144595,75,,,,,,,,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999125,16,1,1,0,45,9ldqu49smv1xg2va0n2cy28zl,1,99.5,0.5,2022-10-29T17:01:58.405Z,2022-11-01T06:59:21Z,3887526129,178,,3881145151,140,90.2,3881145155,212,10.2,3881145153,141,4.7,3881145147,6,,3881145149,56,Right,3881145157,213,2.9,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999139,17,1,1,0,47,9ldqu49smv1xg2va0n2cy28zl,1,90.2,4.7,2022-10-29T17:02:00.013Z,2022-11-01T06:59:25Z,3881145215,56,Right,3887526233,178,,3881145219,141,10.6,3881145217,140,81.2,3881145221,212,10.3,3881145223,213,2.7,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999165,18,1,1,0,49,9ldqu49smv1xg2va0n2cy28zl,1,81.2,10.6,2022-10-29T17:02:01.811Z,2022-11-01T06:59:31Z,3887526419,178,,3881145363,141,35.9,3881145365,212,18.7,3881145361,140,74.2,3881145359,56,Center,3881145367,213,2.0,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999187,19,1,1,0,51,9ldqu49smv1xg2va0n2cy28zl,1,73,38.6,2022-10-29T17:02:04.467Z,2022-11-01T06:59:35Z,3881145493,56,Center,3887526557,178,,3881145495,140,73.2,3881145501,213,1.6,3881145499,212,16.6,3881145497,141,63.0,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999217,20,1,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,73.2,63,2022-10-29T17:02:05.206Z,2022-11-01T06:59:40Z,3881145681,212,38.8,3881145685,1,,3881145679,141,17.6,3881145677,140,95.6,3881145683,213,5.4,3881145675,56,Right,3887526715,178,,3881145673,155,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480200409,1053,43,1,0,56,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-29T17:02:09.178Z,2022-11-01T10:49:07Z,3887558155,233,720,3887741505,144,67,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480200407,720,43,1,0,56,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-10-29T17:02:09.179Z,2022-11-01T10:49:07Z,3887741495,144,67,3887558165,233,1053,,,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999231,21,1,1,0,56,9ldqu49smv1xg2va0n2cy28zl,0,95.6,17.6,2022-10-29T17:02:09.218Z,2022-11-01T07:53:02Z,3881145763,212,1.6,3881145819,236,,3881145765,213,1.5,3881145761,141,20.0,3881145823,233,5,3881145753,2,,3881145829,286,,3881145759,140,95.7,1zxwich342p8fholev7ddkwh6,E. Fernández,3886749551,20,3887526909,178,3881145757,56,Right,3886749549,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999227,5,12,1,0,56,alyavx3ad35bp1xuwmqk7sgev,1,1.8,83.3,2022-10-29T17:02:09.246Z,2022-11-01T06:59:50Z,3887527071,178,,3881145859,233,21,3881145737,185,,3881145739,56,Back,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999243,6,6,1,0,57,alyavx3ad35bp1xuwmqk7sgev,0,3,81.6,2022-10-29T17:02:10.371Z,2022-11-01T06:59:52Z,3881145835,56,Back,3881145961,233,22,3881145837,73,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999253,22,6,1,0,57,9ldqu49smv1xg2va0n2cy28zl,1,97,18.4,2022-10-29T17:02:10.371Z,2022-11-01T06:59:52Z,3881145893,75,,3881145917,233,6,3881145891,56,Right,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999369,23,1,1,1,9,9ldqu49smv1xg2va0n2cy28zl,1,99.5,0.5,2022-10-29T17:02:21.900Z,2022-11-01T07:00:03Z,3881146515,6,,3881146523,212,7.1,3887527581,178,,3881146519,140,93.1,3881146517,56,Right,3881146521,141,4.0,3881146525,213,2.8,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999387,24,1,1,1,10,9ldqu49smv1xg2va0n2cy28zl,1,91.1,5.5,2022-10-29T17:02:23.381Z,2022-11-01T07:00:10Z,3881146635,56,Center,3881146641,212,20.1,3881146643,213,2.5,3881146637,140,76.0,3887527929,178,,3881146639,141,23.6,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999435,25,1,1,1,14,9ldqu49smv1xg2va0n2cy28zl,1,75.9,20,2022-10-29T17:02:26.771Z,2022-11-01T07:00:18Z,3881146843,141,8.5,3881146845,212,11.9,3881146841,140,84.4,3887528279,178,,3881146847,213,5.6,3881146839,56,Right,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999451,26,1,1,1,16,9ldqu49smv1xg2va0n2cy28zl,1,84.9,10.9,2022-10-29T17:02:29.272Z,2022-11-01T07:00:23Z,3881146911,140,94.9,3881146915,212,10.5,3881146913,141,10.9,3887528513,178,,3881146917,213,0,3881146909,56,Right,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999471,27,1,1,1,18,9ldqu49smv1xg2va0n2cy28zl,1,95.3,12.7,2022-10-29T17:02:30.821Z,2022-11-01T07:53:03Z,3881147041,213,1.6,3881148149,210,13,3881147037,212,18.8,3886749805,224,,3881147033,141,40.4,3881147029,56,Center,3881147031,140,95.4,3886749807,20,,1zxwich342p8fholev7ddkwh6,E. Fernández,3881147025,2,3881148151,154,3887528623,178,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480200611,1072,67,1,1,19,9ldqu49smv1xg2va0n2cy28zl,1,94.2,39.9,2022-10-29T17:02:31.845Z,2022-11-01T07:53:03Z,3887559327,233,724,,,,,,,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480200609,724,67,1,1,19,alyavx3ad35bp1xuwmqk7sgev,0,5.8,60.1,2022-10-29T17:02:31.846Z,2022-11-01T07:22:54Z,3887559341,233,1072,,,,,,,,,,,,,,,,,,,,,,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999493,28,13,1,1,19,9ldqu49smv1xg2va0n2cy28zl,1,92.9,41,2022-10-29T17:02:31.871Z,2022-11-01T07:53:03Z,3881148183,328,,3881148173,154,,3881147385,20,,3881148187,230,99.7,3881149449,17,,3881147157,56,Center,3881148167,25,,3881148189,231,48.7,2p86mzr8qnu9iy01fusvovf56,António Silva,3881148185,391,3881148181,103,3881148169,73,,3881148171,29,,2.8,3881148175,55,27,3881148179,102,68.4,3887528967,178,,,,,,,,,,,,,,,,,,,,,,
2478999497,7,5,1,1,22,alyavx3ad35bp1xuwmqk7sgev,1,-1.2,33.8,2022-10-29T17:02:34.561Z,2022-11-01T07:00:35Z,3881147347,233,29,3881147185,56,Back,3881147187,346,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999525,29,5,1,1,22,9ldqu49smv1xg2va0n2cy28zl,0,101.2,66.2,2022-10-29T17:02:34.561Z,2022-11-01T07:00:35Z,3881147319,56,Center,3881147321,346,,3881147353,233,7,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999737,8,1,1,1,42,alyavx3ad35bp1xuwmqk7sgev,1,3.1,55.7,2022-10-29T17:02:54.692Z,2022-11-01T07:00:43Z,3881148507,140,7.7,3881148509,141,77.9,3881148517,74,,3881148505,56,Back,3881148513,213,1.3,3881148503,124,,3881148511,212,15.8,3881149343,189,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479001015,20,1,1,1,42,alyavx3ad35bp1xuwmqk7sgev,1,7.3,85.9,2022-10-29T17:02:55.009Z,2022-11-01T07:00:47Z,3881396313,141,76.1,3887529451,178,,3881396311,140,39.6,3881396315,212,34.6,3881155683,56,Back,3881396317,213,6.1,3881396319,1,,,,,530nhsyjmbwcpb8536pgwbld5,João Queirós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479044337,404,50,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,41.4,75,2022-10-29T17:02:55.941Z,2022-11-01T07:00:52Z,3881398215,56,Back,3881398257,233,477,3881398217,286,,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479044001,401,43,1,1,45,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-10-29T17:02:57.804Z,2022-10-29T18:15:52Z,3881399037,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479038369,477,7,1,1,45,9ldqu49smv1xg2va0n2cy28zl,0,58.6,25,2022-10-29T17:02:58.442Z,2022-11-01T07:00:58Z,3881360853,56,Center,3886750249,385,,3881383819,189,,3881360855,285,,3881398253,233,404,3887529627,178,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479043915,400,61,1,1,46,alyavx3ad35bp1xuwmqk7sgev,1,40,74.4,2022-10-29T17:02:59.109Z,2022-11-01T07:02:14Z,3881398583,56,Back,3887529729,178,,,,,,,,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479041885,548,49,1,1,47,9ldqu49smv1xg2va0n2cy28zl,1,56.8,15.4,2022-10-29T17:02:59.573Z,2022-11-01T07:02:52Z,3881381277,189,,,,,,,,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479038375,478,1,1,1,47,9ldqu49smv1xg2va0n2cy28zl,1,58.7,27,2022-10-29T17:02:59.793Z,2022-11-01T07:03:02Z,3881361543,140,59.3,3881361545,141,24.2,3881360877,56,Center,3887530937,178,,3881381247,189,,3881361547,212,2.0,3881361549,213,5.0,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479037967,475,1,1,1,48,9ldqu49smv1xg2va0n2cy28zl,1,61.4,31.8,2022-10-29T17:03:00.962Z,2022-11-01T07:04:42Z,3881377627,140,65.7,3881385303,210,16,3881385305,22,,3887532183,178,,3881377721,189,,3881377629,141,33.4,3881377633,213,0.2,3881358741,56,Center,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,3881377631,212,,,,,,,,,,,,,,,,,,1,4.6,,,,,,,,,,,,,,,,,,,,
2478999813,33,43,1,1,48,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-29T17:03:01.456Z,2022-10-29T17:04:16Z,3881152677,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999759,9,45,1,1,49,alyavx3ad35bp1xuwmqk7sgev,0,29.2,70.6,2022-10-29T17:03:01.832Z,2022-11-01T07:04:10Z,3881148657,285,,3881148757,233,31,3881148655,56,Back,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999771,31,3,1,1,49,9ldqu49smv1xg2va0n2cy28zl,1,70.8,29.4,2022-10-29T17:03:01.832Z,2022-11-01T07:04:10Z,3881148733,56,Center,3881148735,286,,3887533523,178,,3886750425,465,,3881148753,233,9,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478999739,30,43,1,1,49,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-29T17:03:01.934Z,2022-10-29T18:08:24Z,3881377691,144,49,,,,,,,,,,,,,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
