id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2498090739,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-16T20:45:50.262Z,2023-01-16T21:12:36Z,3981751515,197,388,3981722747,59,"1, 15, 19, 8, 3, 72, 77, 21, 9, 10, 30, 4, 5, 7, 12, 16, 17, 20, 55, 57",3981722751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981722743,30,"30bhky4x90yqfyzhsawfz6pcl, 4aubucuhe6ic3osisrw73xe51, asoisrxtnm0zynx35ueum4v6d, 6nrvjozwk5or2v7dxkqbf9j9x, d1bful4yiqcc8k5jhg9a3uyfp, as0t8xi6k6nl4l06g23u3jcru, ebaganzllbxfacvobgmsu1045, c01muomxuk015zrf9n21ztq7d, 1zf9egrh7cjofd7td62oc5tk9, rzxtat0t3okt8tikf5mvdxm2, es6pjawg9rq2io8hjxf0rqaxh, 8jncnpkifnmg84s5qysuk4y96, cpcsusprqvec5l4mvwl6td23t, 1f57m5jalwzn2xwr3xqtjiy8l, 2983qoliizrxvsi9sb9c5wwoa, 94sjuyq5uwlug5td0zrrrnyms, 5awvo9xetmgwxmqfisawqz90q, 8qxoj7nyhu2prjl3bjfqi2ui1, 10jwipbmvqza53ja0lwof9be1, 8bn4i1qj747gh0hz6vbn0u25m",3981722749,130,8,3981722755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981722745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3981722753,194,ebaganzllbxfacvobgmsu1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498091055,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-16T20:47:22.166Z,2023-01-16T21:17:39Z,3981724685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981724679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3981724681,59,"14, 2, 5, 3, 22, 44, 80, 98, 33, 11, 17, 7, 9, 20, 63, 64, 72, 76, 83, 90",3981755525,197,4662,3981724677,30,"2accix9saahg900cja5e9iw9h, d30uqfrs7mqb6jnj99qgyr28k, ay10c4r23f0tlyuqytje0ack4, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, cypipec6wd6cpgcspxjwvdadx, 1qcf5gb8wf8f4tu94xh96yqy, bgcphqeckm71jpbnzjivrnug9, evwzikhqpwulci3y20ckeoc15, 1ziaf8ivlizetjhinr9ua6uax, 7jqin4ptb8of32u4e646mxwtm, 53sq02gs09i7chjvx2zfwdaz9, 35csuq89nc1zgpc4j2mdav6jt, 4tyjzyixiz32zfs37qs4u6ve2, e2nsy4zv5hw9x13mp604tr8ix, dbwqkrelivlfmvk4t8aa1beac, 9avbe1i215rk0o2j16iq0u2nd, 3f2otwd2ozwk89319ssh9yjmd, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl",3981724687,194,2accix9saahg900cja5e9iw9h,3981724689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981724683,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096645,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-16T21:15:06.978Z,2023-01-18T23:50:39Z,3981754131,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096643,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-16T21:15:06.978Z,2023-01-16T21:15:07Z,3981754117,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096663,3,1,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,49.9,50.1,2023-01-16T21:15:07.025Z,2023-01-18T21:50:10Z,3984039851,178,,3981754203,212,16.6,3981754197,56,Back,3981754199,140,34.6,3981754207,279,S,3981754201,141,56.1,3981754205,213,2.9,,,,bgcphqeckm71jpbnzjivrnug9,N. Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096679,4,1,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,0,34.6,59,2023-01-16T21:15:10.149Z,2023-01-18T21:02:56Z,3981754273,212,37.8,3981754277,1,,3981754265,155,,3984040821,178,,3981754269,140,66.1,3981754271,141,85.8,3981754275,213,0.5,3981754267,56,Left,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096675,3,1,1,0,6,bwt8yfk8rkcwiwyr0mopd7wqd,0,25.9,21.9,2023-01-16T21:15:13.078Z,2023-01-18T22:22:22Z,3981754253,212,1.6,3981754245,3,,3984041121,388,,3981754247,56,Back,3981754255,213,6.1,3981754251,141,21.5,3981754249,140,27.4,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096685,6,61,1,0,6,8gvg1ranyf93hprfkwx3ofl2y,1,66.5,84.2,2023-01-16T21:15:13.086Z,2023-01-18T22:22:16Z,3984140337,388,,3984140333,21,,3981754319,56,Left,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498097581,44,43,1,0,6,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-16T21:15:13.385Z,2023-01-18T12:11:57Z,3981758941,285,0,3981758939,56,Back,3983276553,144,44,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498096683,5,43,1,0,6,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-16T21:15:13.386Z,2023-01-18T12:11:56Z,3983276529,144,44,3981754283,286,0,3981754281,56,Left,3981758947,233,44,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498552551,912,67,1,0,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,36.9,8.7,2023-01-16T21:15:14.046Z,2023-01-18T23:40:49Z,3984142103,233,831,,,,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498552549,831,67,1,0,7,8gvg1ranyf93hprfkwx3ofl2y,0,63.1,91.3,2023-01-16T21:15:14.047Z,2023-01-18T22:25:35Z,3984142107,233,912,,,,,,,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
