id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,assist,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484037471,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-11-10T18:40:31.462Z,2022-11-10T20:30:15Z,3907530387,30,"6crmq7vzqts58wg196q48sc7p, bf2pf3hs8gcvub4ivlve12ymt, 6q69l3ppqfqbryjubcrujfi6t, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6w5wyari2p4bh2zzy2x2f6hg5, diod1hv5hv7v7z7mfleev1txx, cdcbi6xmy0uts703489e0acb9, broq8imimhtlejtffissquy5m, 1i9wi65k2foqwudeqiyih87hl, b4witgokm49tidm1a83qcvbop, 7oykphzczagr975xsqt70s89h, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, 127eg3g8ig8j7obxtyc2tl8t1, en2c7z1raqmcwee78297pbnu2, 38bp85766w04a0nuulq5fiig9, 5nluxvc0wi0u1d5zcy7be5rkl, i48mf81fxn2af1xxjzfi8gr9, eufpzdp76oumhybvscmu76vo5, 8blr43wb2ergbbialws9irq0a",3907530397,194,diod1hv5hv7v7z7mfleev1txx,3907530399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907637251,197,239,3907530389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3907530393,130,4,3907530391,59,"1, 17, 23, 18, 3, 4, 10, 8, 21, 15, 20, 2, 5, 6, 7, 11, 12, 13, 16, 19, 24, 26",3907530395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484043509,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-11-10T19:25:23.526Z,2022-11-10T20:34:00Z,3907635171,197,1511,3907565115,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3907565113,30,"el98wqtf7w1ap9ei2bxqwtx3p, 91lln39q4rzbp8z000p0evn4l, 2qauzcv74cd8uqfv2ibl52ymt, aabvyjqpd63os1yzthx8ej6c5, 9wozklkj2p3a83j51p27a59ed, 8wh06x3xb8duroz673s3c43x1, cn3ocv5r0d0un0no4wlxl5y39, 9c2cfavuofg0yz3307nkgi0ut, 3ia1z3fooszynz9a81dn17oid, 7s0xu9z5egw0sjf8qibdwa6s5, wwdfv8zkkgplnpbz12pv8frp, 2rn90c44nbr991vxlj2nmwxqt, bpvxqbiu11k4ivohi3798kxxx, b9b44wsl4d24yps6luijnhgix, cfm1cx3wneiqljgyv0tthp0ph, 92b22xcwri3rokbvu09htjhwq, a8ws0c0qiekoeqib6xxet0ixh, 9rm0qaumcii8d9zqxkh9nq4lx, 3r9gdse50kyeq9ya1o3ul0e6t, 6ub3gmmh58vvk9yk3f0osmp5h, d2z22er0uqxu3w3h3ta36wh61, 4zve4017u2i3zvxlnjruv25t5, a8i04j29nz6e6lsungim9c7l6",3907565125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907565117,59,"1, 20, 22, 24, 3, 16, 11, 4, 9, 8, 7, 6, 10, 12, 13, 14, 15, 17, 18, 19, 21, 36, 37",3907565123,194,7s0xu9z5egw0sjf8qibdwa6s5,3907565121,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907565119,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057323,4,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,0,45.4,44.1,2022-11-10T20:31:07.660Z,2022-11-11T11:51:17Z,3907963223,178,,3907638007,140,44.4,3907638013,213,4.6,3907638009,141,33.0,3907638011,212,7.6,3907638005,56,Back,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057301,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-11-10T20:31:07.758Z,2022-11-10T20:31:11Z,3907637905,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057299,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-11-10T20:31:07.758Z,2022-11-11T07:36:20Z,3907637903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057321,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,50.1,50.1,2022-11-10T20:31:07.859Z,2022-11-11T07:52:29Z,3907637987,140,44.0,3907637989,141,49.1,3907963093,178,,3907687671,189,,3907637995,279,S,3907637985,56,Back,3907637993,213,3.2,3907637991,212,6.4,7s0xu9z5egw0sjf8qibdwa6s5,Álex Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484067181,316,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,1,42.9,32.4,2022-11-10T20:31:10.269Z,2022-11-11T07:52:51Z,3907688429,141,61.2,3907688431,212,22.7,3907688433,213,2.1,3907688427,140,32.0,3907963483,178,,3907688425,56,Back,,,,,,,aabvyjqpd63os1yzthx8ej6c5,Fede San Emeterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057333,5,43,1,0,4,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2022-11-10T20:31:12.304Z,2022-11-10T21:20:41Z,3907638073,56,Back,3907638081,213,2.0,3907638075,140,31.3,3907638079,212,22.5,3907688727,144,1,3907638077,141,65.4,,,,,,,cn3ocv5r0d0un0no4wlxl5y39,Iván Alejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057337,6,4,1,0,8,82q9159y2u7mkfn3z6hy75r4o,1,31.2,73.3,2022-11-10T20:31:15.855Z,2022-11-11T07:52:56Z,3907638095,285,,3907638093,152,,3907638091,56,Back,3907638089,295,,3907638097,233,3,3907638087,13,,,,,,,,8wh06x3xb8duroz673s3c43x1,Juan Cala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484057331,3,4,1,0,8,3kq9cckrnlogidldtdie2fkbl,0,68.8,26.7,2022-11-10T20:31:15.856Z,2022-11-11T07:52:55Z,3907638065,295,,3907638063,13,,3907963533,178,,3907638103,233,6,3907638069,152,,3907638071,286,,3907638067,56,Center,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
