id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2478349143,6,1,1,0,8,c8llrezkm3b3op4afrou6b487,1,47.1,33.7,2022-10-28T19:00:08.304Z,2022-10-29T05:18:18Z,3877690313,213,4.3,3877690305,56,Back,3877690309,141,8.5,3877690311,212,18.8,3877690307,140,39.8,3878266391,178,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349163,7,1,1,0,11,c8llrezkm3b3op4afrou6b487,1,39.7,8.5,2022-10-28T19:00:11.014Z,2022-10-29T05:18:23Z,3877690427,213,2.1,3877690423,141,30.4,3878266417,178,,3877690419,56,Back,3877690421,140,30.8,3877690425,212,17.6,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349179,8,1,1,0,13,c8llrezkm3b3op4afrou6b487,1,30.9,30.8,2022-10-28T19:00:13.553Z,2022-10-29T05:18:26Z,3877690501,212,25.9,3877690497,140,30.0,3877690503,213,1.6,3877690499,141,68.8,3877690495,56,Back,3878266459,178,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349241,9,1,1,0,16,c8llrezkm3b3op4afrou6b487,1,30,66.5,2022-10-28T19:00:16.084Z,2022-10-29T05:18:31Z,3878266489,178,,3877690827,212,19.6,3877690823,140,33.4,3877690829,213,4.9,3877690821,56,Back,3877690825,141,38.2,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349285,10,1,1,0,22,c8llrezkm3b3op4afrou6b487,1,53.7,29.6,2022-10-28T19:00:22.324Z,2022-10-29T05:18:37Z,3877691029,141,7.8,3877691025,56,Right,3877691033,212,16.0,3878266529,178,,3877691027,140,59.4,3877691037,213,5.1,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349301,11,1,1,0,25,c8llrezkm3b3op4afrou6b487,1,58.4,11.7,2022-10-28T19:00:25.265Z,2022-10-29T05:18:40Z,3878266583,178,,3877691107,56,Back,3877691113,212,20.5,3877691111,141,23.6,3877691115,213,2.7,3877691109,140,40.5,,,,,,,8rm2kkceowwtj3p0k6g7id0mi,Óscar Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349331,12,1,1,0,27,c8llrezkm3b3op4afrou6b487,1,38.8,24,2022-10-28T19:00:27.304Z,2022-10-29T05:18:46Z,3877691257,56,Back,3877691261,141,55.6,3877691265,213,1.6,3877691263,212,21.5,3878266625,178,,3877691259,140,37.3,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349367,13,1,1,0,30,c8llrezkm3b3op4afrou6b487,1,37.9,66.1,2022-10-28T19:00:30.593Z,2022-10-29T05:18:50Z,3878266693,178,,3877691451,140,43.7,3877691455,212,19.7,3877691449,56,Back,3877691453,141,93.6,3877691457,213,1.3,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349393,14,1,1,0,33,c8llrezkm3b3op4afrou6b487,1,42.4,93.2,2022-10-28T19:00:33.475Z,2022-10-29T05:18:54Z,3877691613,213,4.3,3878266741,178,,3877691611,212,15.7,3877691609,141,72.0,3877691605,56,Back,3877691607,140,36.5,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349417,15,1,1,0,36,c8llrezkm3b3op4afrou6b487,1,36.4,67.1,2022-10-28T19:00:36.014Z,2022-10-29T05:18:59Z,3877691711,56,Back,3877691715,141,32.7,3877691719,213,4.7,3878266803,178,,3877691713,140,37.1,3877691717,212,23.4,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349449,16,1,1,0,38,c8llrezkm3b3op4afrou6b487,1,37.2,32.5,2022-10-28T19:00:38.134Z,2022-10-29T05:19:03Z,3877691853,56,Back,3878266861,178,,3877691855,140,42.0,3877691859,212,10.3,3877691861,213,5.2,3877691857,141,19.3,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349465,5,45,1,0,41,50x1m4u58lffhq6v6ga1hbxmy,0,57.5,87.2,2022-10-28T19:00:40.772Z,2022-10-29T05:19:10Z,3877692169,233,17,3877691973,56,Left,3877691975,285,,,,,,,,,,,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349493,17,3,1,0,41,c8llrezkm3b3op4afrou6b487,1,42.5,12.8,2022-10-28T19:00:40.772Z,2022-10-29T05:19:09Z,3877692127,56,Back,3877692161,233,5,3877692129,286,,3878266997,178,,3878185059,464,,,,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349505,18,1,1,0,44,c8llrezkm3b3op4afrou6b487,1,53.8,13.2,2022-10-28T19:00:44.264Z,2022-10-29T05:19:15Z,3877692189,140,53.3,3877692187,56,Center,3877692195,213,1.6,3878267063,178,,3877692191,141,30.4,3877692193,212,11.7,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349547,19,1,1,0,46,c8llrezkm3b3op4afrou6b487,1,51.2,25.9,2022-10-28T19:00:46.473Z,2022-10-29T05:19:20Z,3877692303,56,Back,3877692305,140,41.8,3877692309,212,11.8,3877692311,213,3.7,3877692307,141,16.5,3878267129,178,,,,,,,,adi6l78sdvet408eho4fi4xk9,Vinicius Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349579,20,1,1,0,48,c8llrezkm3b3op4afrou6b487,1,41.8,15.2,2022-10-28T19:00:47.864Z,2022-10-29T05:19:23Z,3877692421,141,28.4,3877692425,213,2.5,3877692419,140,30.1,3877692423,212,15.2,3878267167,178,,3877692417,56,Back,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349611,21,1,1,0,50,c8llrezkm3b3op4afrou6b487,1,30.8,29.8,2022-10-28T19:00:49.883Z,2022-10-29T05:19:26Z,3877692599,141,68.6,3877692595,56,Back,3877692603,213,1.4,3877692597,140,34.5,3878267205,178,,3877692601,212,26.7,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349663,22,1,1,0,55,c8llrezkm3b3op4afrou6b487,1,38.3,74.5,2022-10-28T19:00:54.722Z,2022-10-29T05:19:33Z,3877692855,212,14.0,3877692851,140,41.2,3877692859,213,1.4,3878267353,178,,3877692849,56,Back,3877692853,141,94.6,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478459177,919,43,1,0,57,c8llrezkm3b3op4afrou6b487,1,0,0,2022-10-28T19:00:56.813Z,2022-10-29T05:55:48Z,3878302815,144,82,3878302759,178,0,,,,,,,,,,,,,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349699,23,1,1,0,57,c8llrezkm3b3op4afrou6b487,1,40.7,93.6,2022-10-28T19:00:57.143Z,2022-10-29T05:19:39Z,3877693027,212,17.4,3878267433,178,,3877693025,141,95.0,3877693021,56,Left,3877693029,213,0.1,3877693023,140,57.2,,,,,,,3nchjse4ej0qhilo395td7u1h,Brian Oliván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349805,6,45,1,0,59,50x1m4u58lffhq6v6ga1hbxmy,0,43.5,3.7,2022-10-28T19:00:58.684Z,2022-10-29T05:19:47Z,3877694081,233,29,3877693555,285,,3877693553,56,Back,,,,,,,,,,,,,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349909,29,3,1,0,59,c8llrezkm3b3op4afrou6b487,1,56.5,96.3,2022-10-28T19:00:58.684Z,2022-10-29T05:19:47Z,3877694057,233,6,3877694039,286,,3877694037,56,Left,3878185065,464,,3878267505,178,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349721,24,1,1,1,1,c8llrezkm3b3op4afrou6b487,1,41.6,94,2022-10-28T19:01:01.183Z,2022-10-29T05:19:53Z,3878267569,178,,3877693107,212,10.9,3877693103,140,31.3,3877693105,141,92.1,3877693101,56,Back,3877693109,213,3.3,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349751,25,1,1,1,4,c8llrezkm3b3op4afrou6b487,1,27.8,88.1,2022-10-28T19:01:03.883Z,2022-10-29T05:19:56Z,3877693273,141,61.0,3877693275,212,18.6,3877693271,140,25.6,3878267603,178,,3877693277,213,4.6,3877693269,56,Back,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349787,26,1,1,1,7,c8llrezkm3b3op4afrou6b487,1,28.4,49.9,2022-10-28T19:01:07.014Z,2022-10-29T05:20:00Z,3877693441,213,6.1,3877693437,141,48.5,3878267635,178,,3877693439,212,6.3,3877693435,140,34.3,3877693433,56,Back,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349815,27,1,1,1,10,c8llrezkm3b3op4afrou6b487,0,35,47.4,2022-10-28T19:01:10.344Z,2022-10-29T05:20:05Z,3877693603,140,78.4,3877693613,213,0.0,3877693605,141,48.9,3877693601,56,Center,3877693609,212,45.6,3877693617,1,,3877693599,155,,3878267689,178,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349861,7,4,1,1,13,50x1m4u58lffhq6v6ga1hbxmy,1,22.2,49,2022-10-28T19:01:13.348Z,2022-10-29T05:20:15Z,3877693801,152,,3877693797,294,,3877693803,285,,3877693795,13,,3877693897,233,28,3877693799,56,Back,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349879,28,4,1,1,13,c8llrezkm3b3op4afrou6b487,0,77.8,51,2022-10-28T19:01:13.349Z,2022-10-29T05:20:14Z,3877693867,152,,3878267827,178,,3877693943,233,7,3877693863,294,,3877693869,286,,3877693861,13,,3877693865,56,Center,,,,d67qj0sakwrfzbscleo4dbget,Joselu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350123,8,1,1,1,35,50x1m4u58lffhq6v6ga1hbxmy,1,24.9,53.1,2022-10-28T19:01:35.553Z,2022-10-29T05:20:18Z,3877695191,213,4.8,3877695187,141,22.5,3878267885,178,,3877695179,5,,3877695183,56,Back,3877695189,212,20.9,3877695185,140,26.4,3877695181,152,,9dewnn65ylruq567thg7ebqhh,Raíllo,3878185085,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350163,9,1,1,1,37,50x1m4u58lffhq6v6ga1hbxmy,1,26.4,22.5,2022-10-28T19:01:37.354Z,2022-10-29T05:20:22Z,3877695363,155,,3878267935,178,,3877695365,56,Center,3877695369,141,37.3,3877695373,213,0.3,3877695367,140,57.4,3877695375,1,,3877695371,212,34.1,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350171,10,44,1,1,40,50x1m4u58lffhq6v6ga1hbxmy,1,59.1,35.6,2022-10-28T19:01:39.894Z,2022-10-29T06:55:54Z,3877695409,286,,3877695407,56,Center,3877695459,233,30,,,,,,,,,,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350159,30,44,1,1,40,c8llrezkm3b3op4afrou6b487,0,40.9,64.4,2022-10-28T19:01:39.895Z,2022-10-29T05:20:28Z,3877695509,233,10,3877695353,285,,3877695351,56,Back,,,,,,,,,,,,,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350179,11,1,1,1,40,50x1m4u58lffhq6v6ga1hbxmy,0,56.8,37.1,2022-10-28T19:01:40.012Z,2022-10-29T06:55:55Z,3877695445,212,1.3,3877695441,140,58.0,3878268055,388,,3877695437,168,,3877695443,141,36.9,3877695435,3,,3877695439,56,Center,3877695447,213,6.2,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350213,31,1,1,1,42,c8llrezkm3b3op4afrou6b487,0,39.9,68.2,2022-10-28T19:01:42.483Z,2022-10-29T05:20:40Z,3877695627,56,Back,3877695633,212,7.9,3878268145,178,,3877695625,3,,3877695635,213,0.1,3877695631,141,68.8,3877695629,140,47.4,,,,eyhvr45vc1n690dxobcthmndh,Sergi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350281,12,1,1,1,48,50x1m4u58lffhq6v6ga1hbxmy,0,42.4,36.1,2022-10-28T19:01:48.443Z,2022-10-29T05:20:45Z,3877695947,56,Center,3878268195,178,,3877695955,213,1.0,3877695951,141,61.8,3877695953,212,20.2,3877695949,140,52.0,,,,,,,baax58gbtxlbuj3duulpms4q1,I. Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350299,32,49,1,1,49,c8llrezkm3b3op4afrou6b487,1,48.1,42.5,2022-10-28T19:01:49.545Z,2022-10-29T05:20:51Z,,,,,,,,,,,,,,,,,,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350321,33,1,1,1,52,c8llrezkm3b3op4afrou6b487,1,55.6,50.5,2022-10-28T19:01:51.734Z,2022-10-29T05:20:57Z,3877696143,56,Center,3877696151,213,2.0,3877696149,212,4.4,3877696145,140,53.7,3877696147,141,56.3,3878268365,178,,,,,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350363,34,1,1,1,52,c8llrezkm3b3op4afrou6b487,1,53.5,56.1,2022-10-28T19:01:52.185Z,2022-10-29T05:21:02Z,3877696385,140,47.1,3878268449,178,,3877696389,212,10.8,3877696383,56,Back,3877696391,213,4.0,3877696387,141,43.7,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350393,35,1,1,1,55,c8llrezkm3b3op4afrou6b487,1,53.7,42.1,2022-10-28T19:01:55.564Z,2022-10-29T05:21:07Z,3877696527,213,0.7,3877696523,141,56.0,3877696519,56,Center,3878268563,178,,3877696525,212,15.3,3877696521,140,65.2,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350401,36,1,1,1,56,c8llrezkm3b3op4afrou6b487,0,65.2,56,2022-10-28T19:01:56.566Z,2022-10-29T05:21:16Z,3877696569,213,5.8,3877696565,141,53.8,3877696561,56,Center,3877696653,286,,3877696649,233,13,3877696563,140,68.0,3877696647,236,,3878268709,178,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,3877696559,168,3877696567,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350411,13,74,1,1,57,50x1m4u58lffhq6v6ga1hbxmy,1,31.2,52.4,2022-10-28T19:01:56.717Z,2022-10-29T05:21:22Z,3877696623,56,Back,3877696673,233,36,3878268817,178,,3877696625,285,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350451,37,1,1,2,1,c8llrezkm3b3op4afrou6b487,1,65,47.4,2022-10-28T19:02:01.239Z,2022-10-29T05:21:29Z,3877696831,213,3.9,3877696821,56,Center,3877696825,140,59.5,3877696829,212,7.7,3877696827,141,39.8,3878268925,178,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350475,38,1,1,2,2,c8llrezkm3b3op4afrou6b487,1,59.5,39.4,2022-10-28T19:02:01.957Z,2022-10-29T05:21:34Z,3878268969,178,,3877696939,141,79.4,3877696935,56,Left,3877696943,213,1.8,3877696937,140,52.7,3877696941,212,28.1,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
