id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2468691361,1,34,16,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-10-08T10:56:05.561Z,2022-10-08T12:01:19Z,3826473427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826473437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826473433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826473425,30,"c3secspt4xvu1q4g6aonn7zyt, 9bbu1yne0l9j862yodiuldw4p, azzdqp6lcd4g9d4jy55pz0549, 6kpscy08tl4fkie4w4hl49n11, 99zc12kmr9893h24mo95wcn9x, 1trnf7miqmcgr67c4808t4yj9, 3cu2brlp37h4u00mm5n4hb651, 1htx8ub2kxvq0vnzarbrynyt, e6ok0deqkoe80184iu509gzu2, 5rabxq8qyxf2q2ak506xim9rd, 63yktdky9m0aus8ebkaqzdhhx, bglk6tokkpgjltpzljp1p345x, 497cy3s5ck9f5h563c4aixfdg, 36lk52zhgyn11s1pax3y7wout, blvf8qsi6iy6ejyer58okyxka, 8zlr9xkh9dkt1pbw3w91uazmd, 8b6idfe7dx59wkbc8zf539zv9, ec4coej1l0a7he2896hjbz04q, 6mz6fzrfndfv7zpm38a6msmw9, 3flv9yp9x61ph57xugztva9nu, 1km9nvqz03yoj9cxpv127id7u, 8zvsos5fsrrf9aizqmyhtt9m, 7grh7aamrlrf1oagk8sn85zbo",3826473435,194,1htx8ub2kxvq0vnzarbrynyt,3826473429,59,"13, 24, 15, 3, 19, 22, 12, 6, 9, 5, 10, 1, 2, 4, 7, 8, 11, 14, 17, 18, 23, 26, 28",3826473431,130,8,3826651071,197,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468691871,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-10-08T10:59:45.034Z,2022-10-08T11:59:19Z,3826645971,197,16464,3826477467,194,676ehh6cwla4o9igey7qr1uqd,3826477457,30,"9xwog4v0ij8m1vs7doi52li39, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, u04ao1ldrjjesgqq52o7ghqt, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, 1ho7koiegfhsuevuum2meibu2, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, d7mgn0oexyymir3upflm8gfyt, 5dfvefxvwj8kixbajluw25mtx, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, b5rea5r4h8bclpenau2au142x, 8oc3lpz3xttrnwxk1fnnv7owl, 1p5trokpmvi15fii87mrawkb9, a045sz2acqbfgyq9puwsu8sx6, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, 9zgqiq6ksmits5apgsfk2yyfp, 8onruhr4es313aq52xsl7nxlh, c3rreq5bz6smx1ynf9zsune1h",3826477459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826477463,130,2,3826477469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826477465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826477461,59,"13, 20, 3, 17, 19, 5, 7, 21, 34, 8, 14, 1, 2, 4, 6, 9, 10, 11, 15, 16, 22, 23, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726891,2,32,1,0,0,cobffe32r7g4skka9m19qib63,1,0,0,2022-10-08T11:59:58.346Z,2023-03-14T16:18:42Z,3826647819,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726807,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-10-08T11:59:58.346Z,2022-10-08T11:59:58Z,3826647401,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726847,3,1,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,50.1,49.7,2022-10-08T11:59:58.390Z,2022-10-08T22:48:48Z,3826647583,140,38.6,3826647589,213,3.0,3829767899,178,,3826647591,279,S,3826647585,141,52.4,3826647581,56,Back,3826647587,212,12.2,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726861,4,1,1,0,4,3budh3j9xivsid3ptm8ptpy4k,1,44.3,42.5,2022-10-08T12:00:02.782Z,2022-10-08T22:48:55Z,3829768107,178,,3826647647,56,Back,3826647649,140,32.9,3826647653,212,15.6,3826647651,141,27.7,3826647655,213,3.8,,,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726881,5,1,1,0,5,3budh3j9xivsid3ptm8ptpy4k,1,34.2,28.5,2022-10-08T12:00:04.232Z,2022-10-08T22:49:00Z,3826647747,56,Back,3826647755,213,1.7,3826647751,141,56.9,3826647753,212,19.5,3826647749,140,31.8,3829768241,178,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726887,6,1,1,0,8,3budh3j9xivsid3ptm8ptpy4k,1,31.8,56.9,2022-10-08T12:00:07.112Z,2022-10-08T22:49:05Z,3829768361,178,,3826647797,213,1.4,3826647793,212,22.1,3826647783,56,Back,3826647789,141,88.9,3826647785,140,35.2,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726899,7,1,1,0,11,3budh3j9xivsid3ptm8ptpy4k,1,35.1,90.3,2022-10-08T12:00:09.442Z,2022-10-08T22:49:11Z,3826647841,213,4.3,3826647837,141,59.1,3829768559,178,,3826647839,212,23.7,3826647833,56,Back,3826647835,140,25.1,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468726953,8,1,1,0,13,3budh3j9xivsid3ptm8ptpy4k,1,23,54.9,2022-10-08T12:00:11.821Z,2022-10-08T22:49:17Z,3826648139,140,8.7,3826648143,212,16.7,3826648137,56,Back,3829768671,178,,3826648145,213,3.6,3826648141,141,44.0,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
