id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2538157039,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-04-23T15:40:19.984Z,2023-04-23T16:31:45Z,4214301015,59,"13, 22, 21, 15, 6, 2, 20, 5, 10, 19, 17, 1, 3, 4, 7, 8, 9, 11, 12, 14, 23, 24, 27",4214557623,197,16952,4214301013,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214301027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214301023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214301019,130,10,4214301011,30,"vota9gwygxp3wc998tl7ldxx, 1p6ccbu8hzugj05qtea21rw7p, 5lzbyj5i0cotpry4gneap8c89, 2o3bka7gokfjkej1f600ovbo5, cue88fm1v1ysfuwhql68czydx, 9see13i1f0n1ju4uhs8sijutx, dkv5svrbfiq996qchro44dfpx, ch1lxxbn01at4jmkafy4uevh1, b64p21hmhsqgrn6n04mk00zpx, 52e2ogoex674bz6pcwluapdxx, entqiwoor6dhwqcg5s82krfth, 1f2t5vsayiiluw330yiw4ft1x, 2zgcbp9g85uxudxadiw3twmvp, qg0ok4244nmslpvxnoj6zn8q, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, 5l6e9nd0defapk1w2ucndowr9, eiqt71z69beq7akuhot0foset, bvbebtykj45j3luvemk8yc4ph, 8lg4tqh5bepeexbhghyr7pze2, 32sds4yk7ch30mng0gyzhdk9h, bh4a2zneilpvi1t7etuhkfl61, 5mj2vxkh3pmkbwj139mp93n4l",4214301025,194,9see13i1f0n1ju4uhs8sijutx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538159631,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-04-23T15:42:31.740Z,2023-04-23T16:28:32Z,4214314635,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214314629,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214314627,30,"6ekdnbnk56xlxforb5owt3dn9, 2td3iejdken4orcduqrdutrhm, 22dchchxwrsty67ultrs61qz9, daobw3yj759m7wnddan7qwh5h, 9dewnn65ylruq567thg7ebqhh, 9t88fceutc2x108ga0qkzkafp, 12qc3dkodeb8ykg6pc0kqf2l1, 7ubtan6a51o79w469zawrqqqd, 3j66drshfcoje5wb7gjybi9qt, 3pwr7lqvo4o08c4nvzqpuue39, 8b3igmuipfhfzm39ack89de96, 3n66mcws9belxbv3pu5uwhfu2, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, baax58gbtxlbuj3duulpms4q1, 4sz26vstr6b7b110eri7f42jt, 9e7b5cm66oxf26fmp33yuppsl, bfphipc0ydemnv7p3kib5r7qh, 9ej7t1srxjcxe5p627eumn6d, ec26i7ddimq76bit2zz8fbsnp, ew9uk1caw2zx4qkxj3vb02kx6, 5qh2kdatvb03o8oiqvkaaxje2, 2vmps8d4sekr51iag5nt7dwtm",4214314633,130,10,4214314637,194,9dewnn65ylruq567thg7ebqhh,4214314639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214314631,59,"1, 10, 15, 5, 21, 24, 11, 4, 23, 7, 19, 6, 8, 9, 12, 13, 14, 17, 18, 22, 29, 31, 44",4214557665,197,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205655,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-04-23T16:30:02.211Z,2023-04-23T23:00:33Z,4214563691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205665,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-04-23T16:30:02.211Z,2023-04-23T16:30:05Z,4214563757,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205721,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,50,50,2023-04-23T16:30:02.292Z,2023-04-24T04:33:19Z,4214564009,140,48.3,4214564019,278,,4214564011,141,54.9,4214564017,279,S,4214564007,56,Back,4214564013,212,3.8,4216571617,178,,4214564015,213,2.1,3j66drshfcoje5wb7gjybi9qt,A. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205731,4,1,1,0,2,50x1m4u58lffhq6v6ga1hbxmy,1,48.3,54.9,2023-04-23T16:30:04.448Z,2023-04-24T04:33:27Z,4214564079,141,55.5,4214564077,140,36.5,4214564081,212,12.4,4216571659,178,,4214564075,56,Back,4214564083,213,3.1,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538578119,853,43,1,0,3,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2023-04-23T16:30:06.197Z,2023-04-24T11:40:26Z,4217257427,144,83,4216592499,399,96736,,,,,,,,,,,,,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205761,5,1,1,0,4,50x1m4u58lffhq6v6ga1hbxmy,1,36.5,55.5,2023-04-23T16:30:06.221Z,2023-04-24T04:33:31Z,4214564219,140,40.9,4214564225,213,1.3,4214564223,212,19.9,4214564217,56,Back,4216571695,178,,4214564221,141,83.9,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205777,6,1,1,0,7,50x1m4u58lffhq6v6ga1hbxmy,1,40.9,83.9,2023-04-23T16:30:09.951Z,2023-04-24T04:33:35Z,4214564321,1,,4214564315,212,36.1,4214564303,56,Center,4214564307,140,74.8,4214564317,213,6.1,4214564311,141,75.3,4216571735,178,,4214564297,155,,daobw3yj759m7wnddan7qwh5h,D. Hadžikadunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538205799,7,1,1,0,9,50x1m4u58lffhq6v6ga1hbxmy,1,74.8,75.3,2023-04-23T16:30:12.059Z,2023-04-24T04:33:43Z,4214564417,140,73.9,4214564423,213,4.6,4214564419,141,64.5,4214564415,56,Center,4214564421,212,7.4,4216571801,388,,4214564413,3,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
