id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2483297185,1,34,16,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-11-08T17:52:50.521Z,2022-11-08T19:08:01Z,3903734695,130,7,3903867059,197,12043,3903734693,59,"1, 18, 15, 6, 3, 5, 9, 8, 12, 23, 11, 2, 4, 7, 10, 13, 16, 17, 19, 20, 21, 22, 31",3903734689,30,"4vlurpsi44g09g159t61u83bp, e9wu8g45hq2c1vp07jktx0set, v7isqpxiursyjhj5rmhyhjv9, 83n1qv6ypl625aolzjeqifv11, 9d5h5wxf44qu4fw3jk2pgis16, uzzq2p3s1qnb3wv1pee3mcph, ddvvwqxpsqqboupi3gx1ijhed, dfcbvsb7o18lavmonbp5ucwoa, 3tzvbdszdrj1tayik9igbve8l, e40eqhxzzid2chfyxph37tuxh, 66jotyvbhtz5cjvhbby6luelm, 99ecb8p6h4ak4rizuz4087s6i, cd5napttmwk5o9gxw3cbb4ted, do5tibysnhbnbw18nwdo39kut, 81png9xvfr224o03vaksp6aqd, 1tctbwsidibct7wphjgv8mdm2, 7x2c4pr7hvku5zp0dnjcpy0yy, 8hm6d6395johhjsoe8jz6dcyd, 488vwilxllk6nhf4o1wrh0gve, egt3tl6hu2bfi16pqyxwv4onp, 8bpmnz5rz94ayk10hr0ekki51, aow6cahecmexgd5qxt3esmaxh, 5kd57453a90zahgdxwkghr816",3903734699,194,e9wu8g45hq2c1vp07jktx0set,3903734701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903734697,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903734691,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483303123,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-11-08T18:04:22.324Z,2022-11-08T18:58:49Z,3903759775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903759769,130,2,3903759773,194,74gwlzg12wr9pkwmdh9xpa505,3903759767,59,"1, 27, 12, 8, 15, 3, 11, 4, 9, 16, 20, 6, 7, 10, 17, 21, 24, 31, 32, 39",3903759765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903871659,197,273,3903759771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903759763,30,"74gwlzg12wr9pkwmdh9xpa505, dka9aakcyyvh98m2uhkvs6qz8, 7v5zw48zp3pxd39q1i2qmul79, 234yd91ki5snm5wipuxzogkp, 81egd7oua1lfq2j8lke5z0ueh, 8vdhfk7vik10ia4uv8zh1lbyt, 2z183ceh099zdd3wq5fvs1aay, 66t7zm54jgmcjtiizl9g0rkkp, cj24ptt1lvwh7hakewqydobf9, 1jffh172t15s6ws7nou0fc251, 458bvyiuixqgsysikrpoirxlh, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 2z101tpx36mno6neclyrym8yd, b6rbjpzuq9vo9kdil1tlyl2ad, 46gpq48n4d5bntwa8v2t78hcl, 3fatiz92fyc3cn91ca11i0iqd, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0, 9tp35qqu1heburu0g5wa6jv56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327155,2,32,1,0,0,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-11-08T19:00:23.127Z,2022-11-09T09:12:53Z,3903877397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327147,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-11-08T19:00:23.127Z,2022-11-08T19:00:23Z,3903877369,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327173,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,50.1,50,2022-11-08T19:00:23.207Z,2022-11-09T09:22:44Z,3903877501,141,54.5,3904971317,178,,3903877507,279,S,3903877505,213,2.7,3903877499,140,44.4,3903877503,212,6.7,3903877497,56,Back,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327189,4,1,1,0,1,4jelr92fsge73q39is6qvhxb3,1,44.4,54.5,2022-11-08T19:00:25.119Z,2022-11-09T09:22:52Z,3903877555,141,9.1,3904971439,178,,3903877553,140,36.4,3903877559,213,4.4,3903877557,212,32.0,3903877551,56,Back,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327209,5,1,1,0,4,4jelr92fsge73q39is6qvhxb3,1,37.3,11,2022-11-08T19:00:27.908Z,2022-11-09T09:22:54Z,3903877655,213,0.8,3903877647,140,44.4,3903877653,212,10.9,3904971451,178,,3903877651,141,22.6,3903877645,56,Back,,,,,,,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327241,6,1,1,0,5,4jelr92fsge73q39is6qvhxb3,1,44.4,22.6,2022-11-08T19:00:28.876Z,2022-11-09T09:22:58Z,3903877755,212,29.2,3903877747,155,,3903877753,141,3.5,3903877749,56,Right,3904971519,178,,3903877757,213,5.8,3903877751,140,69.3,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483327227,3,43,1,0,9,3czravw89omgc9o4s0w3l1bg5,1,0,0,2022-11-08T19:00:32.152Z,2022-11-08T19:00:58Z,3903878863,144,49,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483550593,1123,67,1,0,9,4jelr92fsge73q39is6qvhxb3,1,70,4.5,2022-11-08T19:00:32.978Z,2022-11-09T11:40:47Z,3905034763,233,933,,,,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
