id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,assist
2527479993,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-02T13:04:09.118Z,2023-04-02T14:21:11Z,4157579735,194,c1mm3hdfcs78obhxmhailzidx,4157580317,197,239,4157579731,130,8,4157579729,59,"1, 17, 12, 18, 3, 4, 11, 8, 9, 21, 20, 2, 5, 7, 10, 13, 15, 16, 19, 26, 39",4157579725,30,"6crmq7vzqts58wg196q48sc7p, bf2pf3hs8gcvub4ivlve12ymt, en2c7z1raqmcwee78297pbnu2, aipyotc87m5bdvmvizd5n69k9, 8wvkrrbqqthuwda8twg03yuax, 6w5wyari2p4bh2zzy2x2f6hg5, 127eg3g8ig8j7obxtyc2tl8t1, cdcbi6xmy0uts703489e0acb9, c1mm3hdfcs78obhxmhailzidx, broq8imimhtlejtffissquy5m, b4witgokm49tidm1a83qcvbop, 7oykphzczagr975xsqt70s89h, eihwzqtt27l2l8iu990h68edx, 54h69199gtsavspwblux98dsl, diod1hv5hv7v7z7mfleev1txx, 38bp85766w04a0nuulq5fiig9, 1i9wi65k2foqwudeqiyih87hl, 5nluxvc0wi0u1d5zcy7be5rkl, i48mf81fxn2af1xxjzfi8gr9, 8blr43wb2ergbbialws9irq0a, osme4gegtnhlldt4lsqf56ac",4157579727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157579737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157579733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527483255,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-02T13:06:31.810Z,2023-04-02T13:06:31Z,4157596945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157596939,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157596951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157596941,59,"13, 2, 39, 15, 24, 27, 17, 8, 7, 11, 20, 1, 4, 6, 9, 10, 18, 19, 21, 25, 32",4157596949,197,273,4157596947,194,b6rbjpzuq9vo9kdil1tlyl2ad,4157596943,130,12,4157596937,30,"5vyiq10fusxvrx4tajz9lmg9h, d8v7fh30bn0rbhj0lgn1j17th, 9tp35qqu1heburu0g5wa6jv56, 81egd7oua1lfq2j8lke5z0ueh, 3fatiz92fyc3cn91ca11i0iqd, dka9aakcyyvh98m2uhkvs6qz8, b6rbjpzuq9vo9kdil1tlyl2ad, 234yd91ki5snm5wipuxzogkp, 25txz41mi9auu289jliapd6tx, 2z183ceh099zdd3wq5fvs1aay, bsi12817nc1ul082qn48d4rft, 74gwlzg12wr9pkwmdh9xpa505, 66t7zm54jgmcjtiizl9g0rkkp, 1whtyw1adggpz4j1xp7sjbeg9, 1pg0b32xb9230zit0ndyd79ih, 2z101tpx36mno6neclyrym8yd, 3zyib6lm9w7bi6lbek5m0dbrp, 1jz6a0l9q2v38adtntoe30t1, 46gpq48n4d5bntwa8v2t78hcl, 3rrges782prcprsn207dk4zit, b64ooee68x644gdibifgssrh0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570675,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2023-04-02T14:19:35.558Z,2023-04-02T14:19:39Z,4158054967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570665,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-04-02T14:19:35.558Z,2023-04-02T14:19:35Z,4158054907,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570747,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,50,50,2023-04-02T14:19:35.658Z,2023-04-02T14:19:40Z,4158055413,279,S,4158055407,141,34.6,4158055405,140,34.2,4158055397,56,Back,4158055409,212,19.6,4158055411,213,3.7,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570773,4,1,1,0,4,4jelr92fsge73q39is6qvhxb3,1,34.2,34.6,2023-04-02T14:19:40.193Z,2023-04-02T14:19:41Z,4158055507,141,14.3,4158055503,56,Back,4158055511,213,5.0,4158055505,140,38.7,4158055509,212,14.6,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570847,5,1,1,0,5,4jelr92fsge73q39is6qvhxb3,0,38.7,14.3,2023-04-02T14:19:41.393Z,2023-04-02T14:19:45Z,4158055895,1,,4158055881,196,,4158055889,141,89.7,4158055877,155,,4158055891,212,77.7,4158055885,56,Left,4158055893,213,0.7,4158055887,140,94.3,dka9aakcyyvh98m2uhkvs6qz8,Iván Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570795,3,49,1,0,7,3kq9cckrnlogidldtdie2fkbl,1,20.1,33.5,2023-04-02T14:19:43.095Z,2023-04-02T14:19:43Z,,,,,,,,,,,,,,,,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570893,4,3,1,0,9,3kq9cckrnlogidldtdie2fkbl,0,12,14,2023-04-02T14:19:44.729Z,2023-04-02T14:19:55Z,4158056157,56,Back,4158056999,233,6,4158056159,285,,,,,,,,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527570945,6,7,1,0,9,4jelr92fsge73q39is6qvhxb3,1,88,86,2023-04-02T14:19:44.730Z,2023-04-02T14:19:55Z,4158056421,56,Left,4158056955,233,4,4158056811,167,,4158056423,286,,,,,,,,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
