id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/12/value,qualifier/14/value,qualifier/15/value
2468795455,1,34,16,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-10-08T13:26:34.506Z,2022-10-08T14:22:03Z,3827286225,197,244,3827001139,130,11,3827001137,59,"13, 16, 21, 23, 2, 15, 10, 6, 9, 20, 8, 1, 4, 5, 7, 11, 17, 19, 22, 29, 31",3827001141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827001135,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3827001143,194,b9kfek16otvdorssn0wzkb36d,3827001133,30,"2yt9oajv9dkbju8tgy1g2nmqd, ieu0x9fy8hpqyztdjg8bgpnt, 20m7tijt8jnedjd4x87olmaqd, cj3dik1dqyo2nf1jgmyn471sl, 548jzfl9higq44w9bgqvcjh05, av5g4nr853anks78vl6jh4s7p, 6fdvv4zs5pl6qj7pp6tsp5iad, b9kfek16otvdorssn0wzkb36d, 9rm3r46uzxlmuqnp0jo4danhm, 59234as8h70fejyfm7492np3p, 716n1970vi9rvw5b4w9qmjfth, cfhk5255hz4wbs2zsrq219a6t, 58qeglyxdi7y8ttg8sddv8set, 3ga7qj3h3dbmqucxmaxhmrjdh, 4z60ztggqxzfbp8w9ijoqefop, ejcyvgclry4g5pc2rtptifphx, 40h47dhimsmeiury61w1ourx1, 46kq5653o302ebz4o5yzsss0l, am5gj5qg3gjtyhvwfnj8sjz6d, c90gk99jn34wxtlad784hpnv8, d0di86falsvqnl1c4ev98my5m",3827001145,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798123,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-08T13:30:42.892Z,2022-10-08T14:34:21Z,3827015731,59,"1, 4, 3, 16, 2, 22, 21, 18, 17, 9, 14, 7, 8, 11, 12, 13, 15, 20, 23, 25, 26, 32, 33",3827306189,197,12104,3827015739,194,8ikm0hxyz2qaonz3qmynu0xqt,3827015735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827015743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827015733,130,10,3827015727,30,"4wbwcfbeokv5j4nuudbxgaw2d, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, 3xxwjf3ymu1j9825xjuwuknah, 8ikm0hxyz2qaonz3qmynu0xqt, 39dgr8s91agremy3nvp4q2221, c320492cbp1otejfp1i1oane1, cuqawmfekh86mgo758udxw7v9, bqmhsb2bsuuuijw2ci39l01k9, 27hwtukeqxh91ch1f3qr1it49, 2udtmz4lvh4vil16mxvo0j4l, 6navc0x6p4yqy76zyo3zocwr9, 20ebw399jhbq0i5x2eacrrs6i, 8tnz3pqkqdhbr08p96i9w8i96, 2do89l8kf9yuelzq1b5mo549h, eavhyxb9dfjh0jp5yzg8p8udx, 8xd59g0c36012q6mg5f2fl239, ay89se5rytzay8md0yeadykq2, 9um7x9zd0e000zt57l3yearqh, q5omphitvnrcnoda4jh9fdux, bixz0as48s0jmvl2bdctr2tt6, 618ct0ti4q9ksggep1allpmac, 25h51j4zz5m180na6sy5ybbpw",3827015729,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468861999,2,32,1,0,0,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-10-08T14:18:26.156Z,2022-10-09T04:57:50Z,3827342605,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468861911,3,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-08T14:18:26.156Z,2022-10-08T14:18:26Z,3827342117,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862067,4,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,50,50,2022-10-08T14:18:26.215Z,2022-10-09T05:18:34Z,3827342991,140,24.3,3827343007,279,S,3830459563,178,,3827342999,212,27.5,3827342995,141,42.2,3827343003,213,3.3,3827342987,56,Back,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862113,5,1,1,0,3,7h7eg7q7dbwvzww78h9d5eh0h,1,26.7,42.2,2022-10-08T14:18:29.903Z,2022-10-09T05:18:40Z,3827343237,213,0.2,3827343223,140,51.2,3830459733,178,,3827343229,141,48.7,3827343235,212,26.1,3827343219,56,Center,,,,,,,8ikm0hxyz2qaonz3qmynu0xqt,B. Espinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862203,6,1,1,0,4,7h7eg7q7dbwvzww78h9d5eh0h,1,51.1,49,2022-10-08T14:18:30.895Z,2022-10-09T05:18:44Z,3827343743,213,2.4,3827343735,56,Back,3827343741,212,9.9,3827343739,141,59.1,3827343737,140,44.3,3830459805,178,,,,,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862271,7,1,1,0,7,7h7eg7q7dbwvzww78h9d5eh0h,1,44.3,59.3,2022-10-08T14:18:33.604Z,2022-10-09T05:18:50Z,3827344133,140,46.2,3827344135,141,24.1,3827344137,212,24.0,3827344139,213,4.8,3830459909,178,,3827344131,56,Back,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862379,8,1,1,0,9,7h7eg7q7dbwvzww78h9d5eh0h,1,46.3,24.6,2022-10-08T14:18:36.143Z,2022-10-09T05:18:56Z,3830460049,178,,3827344689,212,11.6,3827344687,141,36.9,3827344679,56,Back,3827344691,213,2.3,3827344683,140,38.6,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468862471,9,1,1,0,12,7h7eg7q7dbwvzww78h9d5eh0h,1,46.4,34.5,2022-10-08T14:18:39.125Z,2022-10-09T05:19:02Z,3827345257,56,Back,3827345265,213,2.2,3827345259,140,36.8,3827345263,212,17.1,3830460189,178,,3827345261,141,54.8,,,,,,,8ikm0hxyz2qaonz3qmynu0xqt,B. Espinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
