id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2473215133,9,1,1,0,15,cobffe32r7g4skka9m19qib63,1,11.1,54.5,2022-10-16T19:00:21.546Z,2022-10-17T06:17:15Z,3850555445,140,22.0,3850555443,56,Back,3850555449,212,23.3,3850555447,141,84.4,3851692257,178,,3850555451,213,1.1,,,,,,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215171,10,1,1,0,18,cobffe32r7g4skka9m19qib63,0,25.3,87.3,2022-10-16T19:00:24.842Z,2022-10-17T06:17:27Z,3850555679,155,,3850555691,1,,3850555685,141,46.7,3850555683,140,69.4,3851692409,178,,3850555681,56,Center,3850555689,213,5.7,3850555687,212,53.9,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215185,3,49,1,0,22,ah8dala7suqqkj04n2l8xz4zd,1,33.7,60,2022-10-16T19:00:28.946Z,2022-10-17T06:17:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215303,4,1,1,0,22,ah8dala7suqqkj04n2l8xz4zd,1,33.7,60,2022-10-16T19:00:29.005Z,2022-10-17T06:17:42Z,3851692631,178,,3850556383,56,Back,3850556385,140,10.1,3850556387,141,52.5,3850556389,212,25.3,3850556391,213,3.3,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215357,5,1,1,0,29,ah8dala7suqqkj04n2l8xz4zd,0,13,46.8,2022-10-16T19:00:35.936Z,2022-10-17T06:17:51Z,3851692799,178,,3850556697,56,Back,3850556699,140,29.3,3850556695,155,,3850556701,141,0.0,3850556707,1,,3850556705,213,5.2,3850556703,212,36.7,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215367,6,5,1,0,32,ah8dala7suqqkj04n2l8xz4zd,0,31.9,-1.6,2022-10-16T19:00:38.570Z,2022-10-17T06:17:58Z,3850556731,347,,3850556905,233,11,3850556729,56,Back,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215385,11,5,1,0,32,cobffe32r7g4skka9m19qib63,1,68.1,101.6,2022-10-16T19:00:38.570Z,2022-10-17T06:17:58Z,3850556813,56,Left,3850556819,347,,3850556861,233,6,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215571,12,1,1,0,53,cobffe32r7g4skka9m19qib63,1,67.2,100,2022-10-16T19:00:59.360Z,2022-10-17T06:18:04Z,3850557751,213,5.5,3850557749,212,7.3,3850557741,107,,3850557747,141,94.5,3850557745,140,72.3,3850557743,56,Left,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215581,13,1,1,0,54,cobffe32r7g4skka9m19qib63,1,71.7,93.5,2022-10-16T19:01:00.940Z,2022-10-17T06:18:11Z,3850557791,213,3.4,3850557785,140,64.5,3850557783,56,Left,3850557789,212,7.8,3850557787,141,90.5,3851693117,178,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215601,14,1,1,0,56,cobffe32r7g4skka9m19qib63,1,69,95.6,2022-10-16T19:01:02.948Z,2022-10-17T06:18:19Z,3850557911,212,6.7,3850557913,213,0.1,3850557905,56,Left,3851693249,178,,3850557909,141,96.9,3850557907,140,75.3,,,,,,,blvf8qsi6iy6ejyer58okyxka,L. Ramazani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215605,15,3,1,0,58,cobffe32r7g4skka9m19qib63,0,81.6,94.6,2022-10-16T19:01:04.330Z,2022-10-17T06:18:56Z,3851693339,178,,3850557949,286,,3850557947,56,Left,3851286641,465,,3850557991,233,7,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215609,7,7,1,0,58,ah8dala7suqqkj04n2l8xz4zd,0,18.4,5.4,2022-10-16T19:01:04.407Z,2022-10-17T06:19:01Z,3850557971,233,15,3851286665,385,,3850557961,285,,3851693401,178,,3850557959,56,Back,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215617,16,61,1,0,58,cobffe32r7g4skka9m19qib63,1,77.2,96,2022-10-16T19:01:04.413Z,2022-10-17T06:19:05Z,3850557997,56,Left,3851693575,178,,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215647,8,5,1,1,0,ah8dala7suqqkj04n2l8xz4zd,1,13.6,-0.8,2022-10-16T19:01:06.820Z,2022-10-17T06:19:08Z,3850558191,233,17,3850558159,347,,3850558153,56,Back,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215627,17,5,1,1,0,cobffe32r7g4skka9m19qib63,0,86.4,100.8,2022-10-16T19:01:06.820Z,2022-10-17T06:19:08Z,3850558047,56,Left,3850558201,233,8,3850558063,347,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215833,9,1,1,1,14,ah8dala7suqqkj04n2l8xz4zd,1,13.7,0,2022-10-16T19:01:21.252Z,2022-10-17T06:19:14Z,3850559143,1,,3850559137,141,2.6,3850559131,107,,3850559139,212,24.6,3850559133,56,Back,3850559135,140,37.0,3850559141,213,0.1,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215841,10,44,1,1,16,ah8dala7suqqkj04n2l8xz4zd,1,33.9,2.7,2022-10-16T19:01:22.686Z,2022-10-17T09:47:00Z,3850559179,56,Back,3850559181,285,,3850559191,233,18,,,,,,,,,,,,,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215829,18,44,1,1,16,cobffe32r7g4skka9m19qib63,0,66.1,97.3,2022-10-16T19:01:22.687Z,2022-10-17T06:19:27Z,3850559111,56,Left,3850559209,233,10,3850559113,286,,,,,,,,,,,,,,,,,1htx8ub2kxvq0vnzarbrynyt,César de la Hoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215865,11,1,1,1,16,ah8dala7suqqkj04n2l8xz4zd,0,37,2.6,2022-10-16T19:01:22.713Z,2022-10-17T09:47:01Z,3850559309,141,9.2,3850559307,140,36.6,3850559305,56,Back,3850559303,3,,3851694317,388,,3850559313,213,1.7,3850559311,212,4.5,,,,7hyo7fy8hospvlvtlfv7q73ai,Luiz Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215861,19,49,1,1,18,cobffe32r7g4skka9m19qib63,1,64.9,93.1,2022-10-16T19:01:24.865Z,2022-10-17T06:19:33Z,,,,,,,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215867,20,1,1,1,18,cobffe32r7g4skka9m19qib63,1,64.9,93.1,2022-10-16T19:01:24.881Z,2022-10-17T06:19:44Z,3850559353,213,6.2,3850559351,212,9.3,3850559349,141,91.3,3850559347,140,73.7,3851694599,178,,3850559345,56,Left,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215873,21,1,1,1,19,cobffe32r7g4skka9m19qib63,0,73.7,91.3,2022-10-16T19:01:25.629Z,2022-10-17T06:19:52Z,3851694867,178,,3850559387,212,9.6,3850559381,56,Left,3850559389,213,3.7,3850559383,140,66.1,3850559385,141,83.5,,,,,,,blvf8qsi6iy6ejyer58okyxka,L. Ramazani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215889,12,61,1,1,20,ah8dala7suqqkj04n2l8xz4zd,1,38.1,20.9,2022-10-16T19:01:26.851Z,2022-10-17T06:20:01Z,3850559461,56,Back,3851695107,178,,,,,,,,,,,,,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215897,13,49,1,1,21,ah8dala7suqqkj04n2l8xz4zd,1,37,22.9,2022-10-16T19:01:27.492Z,2022-10-17T06:20:06Z,,,,,,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215923,14,1,1,1,21,ah8dala7suqqkj04n2l8xz4zd,1,34.9,18.4,2022-10-16T19:01:27.654Z,2022-10-17T06:20:13Z,3851695401,178,,3850559645,213,0.9,3850559639,140,40.9,3850559643,212,9.6,3850559637,56,Back,3850559641,141,29.1,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473432617,845,83,1,1,23,cobffe32r7g4skka9m19qib63,1,61.9,71,2022-10-16T19:01:29.375Z,2022-10-17T06:50:47Z,3851733225,399,202044,,,,,,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215949,15,1,1,1,23,ah8dala7suqqkj04n2l8xz4zd,1,41,30.7,2022-10-16T19:01:29.943Z,2022-10-17T06:20:23Z,3850559767,141,36.8,3850559769,212,9.3,3850559763,56,Back,3850559765,140,33.1,3850559771,213,2.7,3851695549,178,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473215997,16,1,1,1,26,ah8dala7suqqkj04n2l8xz4zd,1,33.2,36.8,2022-10-16T19:01:32.782Z,2022-10-17T06:20:32Z,3851695689,178,,3850560049,56,Back,3850560055,212,7.2,3850560053,141,37.0,3850560051,140,26.3,3850560057,213,3.1,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216101,17,1,1,1,27,ah8dala7suqqkj04n2l8xz4zd,1,26.3,37,2022-10-16T19:01:33.922Z,2022-10-17T06:20:37Z,3850560565,155,,3850560567,56,Back,3850560569,140,37.3,3851695797,178,,3850560579,1,,3850560571,141,96.6,3850560573,212,42.1,3850560575,213,1.3,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216135,18,1,1,1,35,ah8dala7suqqkj04n2l8xz4zd,1,40.7,96.9,2022-10-16T19:01:41.375Z,2022-10-17T06:20:43Z,3850560747,140,33.0,3850560749,141,76.5,3850560745,56,Back,3850560753,213,4.2,3850560751,212,16.1,3851695881,178,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216195,19,1,1,1,38,ah8dala7suqqkj04n2l8xz4zd,1,32.6,75.3,2022-10-16T19:01:44.830Z,2022-10-17T06:20:49Z,3851695973,178,,3850561121,140,26.3,3850561127,213,4.4,3850561125,212,24.0,3850561119,56,Back,3850561123,141,41.3,,,,,,,1myo59ub6qouwvxpb699shhw5,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216215,20,1,1,1,44,ah8dala7suqqkj04n2l8xz4zd,1,31.4,52.7,2022-10-16T19:01:50.665Z,2022-10-17T06:20:53Z,3851696049,178,,3850561245,140,36.7,3850561243,56,Back,3850561249,212,19.2,3850561247,141,79.8,3850561251,213,1.3,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216273,21,1,1,1,47,ah8dala7suqqkj04n2l8xz4zd,1,36.7,79.8,2022-10-16T19:01:53.427Z,2022-10-17T06:21:01Z,3850561537,56,Center,3850561543,212,31.1,3850561539,140,66.3,3850561545,213,6.3,3850561535,155,,3850561541,141,78.5,3851696163,178,,,,,1myo59ub6qouwvxpb699shhw5,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216291,22,1,1,1,50,ah8dala7suqqkj04n2l8xz4zd,0,66.1,77.1,2022-10-16T19:01:57.115Z,2022-10-17T06:21:12Z,3851696369,178,,3850561659,56,Center,3850561665,212,16.7,3850561663,141,53.3,3850561661,140,70.1,3850561667,213,5.0,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216285,22,49,1,1,52,cobffe32r7g4skka9m19qib63,1,31.5,46.5,2022-10-16T19:01:58.394Z,2022-10-17T06:21:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216359,23,1,1,1,53,cobffe32r7g4skka9m19qib63,1,31.1,50.7,2022-10-16T19:01:59.861Z,2022-10-17T06:21:26Z,3851696607,178,,3850562039,140,46.8,3850562045,213,0.4,3850562037,56,Back,3850562043,212,17.6,3850562041,141,59.6,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216371,24,1,1,1,59,cobffe32r7g4skka9m19qib63,1,56.9,80.4,2022-10-16T19:02:05.427Z,2022-10-17T06:21:31Z,3851696673,178,,3850562111,56,Center,3850562119,213,5.7,3850562117,212,9.7,3850562115,141,72.2,3850562113,140,64.5,,,,,,,blvf8qsi6iy6ejyer58okyxka,L. Ramazani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216403,25,1,1,2,0,cobffe32r7g4skka9m19qib63,1,64.2,71.1,2022-10-16T19:02:06.935Z,2022-10-17T06:21:37Z,3850562297,212,11.2,3850562291,140,54.4,3851696773,178,,3850562299,213,3.6,3850562293,141,64.5,3850562287,56,Center,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216435,26,1,1,2,2,cobffe32r7g4skka9m19qib63,1,54,63.6,2022-10-16T19:02:09.259Z,2022-10-17T06:21:42Z,3851696879,178,,3850562485,56,Back,3850562487,140,45.1,3850562489,141,28.5,3850562493,213,4.3,3850562491,212,25.6,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216491,27,1,1,2,5,cobffe32r7g4skka9m19qib63,1,48,24.9,2022-10-16T19:02:11.870Z,2022-10-17T06:21:47Z,3851696965,178,,3850562801,141,4.4,3850562803,212,26.1,3850562805,213,5.7,3850562797,56,Right,3850562799,140,69.0,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216497,28,1,1,2,9,cobffe32r7g4skka9m19qib63,0,76.9,4.7,2022-10-16T19:02:15.657Z,2022-10-17T06:21:52Z,3850562821,2,,3850562827,140,88.3,3851288403,225,,3851697067,178,,3851288407,20,,3850562829,141,42.0,3851288405,386,,3850562825,56,Center,9bbu1yne0l9j862yodiuldw4p,H. Mendes,3850562833,213,1.1,3850562831,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216527,23,12,1,2,10,ah8dala7suqqkj04n2l8xz4zd,1,9.2,61.7,2022-10-16T19:02:16.839Z,2022-10-17T06:21:57Z,3850562991,213,0.5,3850562987,141,70.1,3850562989,212,13.1,3850562983,56,Back,3850562985,140,20.4,3851697135,178,,,,,,,,1myo59ub6qouwvxpb699shhw5,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216535,24,49,1,2,11,ah8dala7suqqkj04n2l8xz4zd,1,20.5,70.1,2022-10-16T19:02:17.579Z,2022-10-17T06:22:02Z,,,,,,,,,,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216557,26,3,1,2,12,ah8dala7suqqkj04n2l8xz4zd,0,21,69.7,2022-10-16T19:02:18.809Z,2022-10-17T06:22:07Z,3851288627,464,,3850563153,56,Back,3850563155,285,,3851289661,233,29,3851697331,178,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473216599,29,7,1,2,12,cobffe32r7g4skka9m19qib63,0,79,30.3,2022-10-16T19:02:18.912Z,2022-10-17T06:22:11Z,3850563427,233,26,3850563375,56,Center,3850563377,286,,3851288635,384,,3851697407,178,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
