id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2479459341,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-10-30T14:02:39.937Z,2022-10-31T09:32:18Z,3883586741,59,"1, 2, 23, 12, 22, 4, 10, 8, 21, 15, 20, 3, 5, 6, 7, 11, 13, 16, 17, 19, 24",3883586745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884049717,197,239,3883586737,30,"6crmq7vzqts58wg196q48sc7p, 7oykphzczagr975xsqt70s89h, 6q69l3ppqfqbryjubcrujfi6t, en2c7z1raqmcwee78297pbnu2, 6fzbp94hf19ysotdassrqdc5x, 6w5wyari2p4bh2zzy2x2f6hg5, diod1hv5hv7v7z7mfleev1txx, cdcbi6xmy0uts703489e0acb9, broq8imimhtlejtffissquy5m, 1i9wi65k2foqwudeqiyih87hl, b4witgokm49tidm1a83qcvbop, 8wvkrrbqqthuwda8twg03yuax, eihwzqtt27l2l8iu990h68edx, 7o4nc6jwsi3quvnwinstqwyj9, 54h69199gtsavspwblux98dsl, 127eg3g8ig8j7obxtyc2tl8t1, 38bp85766w04a0nuulq5fiig9, 5nluxvc0wi0u1d5zcy7be5rkl, bf2pf3hs8gcvub4ivlve12ymt, i48mf81fxn2af1xxjzfi8gr9, eufpzdp76oumhybvscmu76vo5",3883586739,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883586747,194,diod1hv5hv7v7z7mfleev1txx,3883586743,130,4,3883586749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479464303,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-30T14:05:58.140Z,2022-10-30T15:18:45Z,3883611785,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883611795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883611791,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884113923,197,16543,3883611793,194,8tnz3pqkqdhbr08p96i9w8i96,3883611787,59,"13, 4, 3, 18, 22, 5, 20, 21, 9, 14, 11, 1, 2, 7, 8, 12, 16, 17, 19, 23, 25, 26, 36",3883611783,30,"eavhyxb9dfjh0jp5yzg8p8udx, 2nq5nzq35tfwc7po29dtwqp78, d7pzcnoztn30xoj5b2sr9slt6, cuqawmfekh86mgo758udxw7v9, 39dgr8s91agremy3nvp4q2221, 4o0ei8wawffrg2hvnbmcxipxx, ay89se5rytzay8md0yeadykq2, c320492cbp1otejfp1i1oane1, 27hwtukeqxh91ch1f3qr1it49, 2udtmz4lvh4vil16mxvo0j4l, 8tnz3pqkqdhbr08p96i9w8i96, 4wbwcfbeokv5j4nuudbxgaw2d, 8ikm0hxyz2qaonz3qmynu0xqt, 6navc0x6p4yqy76zyo3zocwr9, 20ebw399jhbq0i5x2eacrrs6i, 2do89l8kf9yuelzq1b5mo549h, 3xxwjf3ymu1j9825xjuwuknah, bqmhsb2bsuuuijw2ci39l01k9, 9iwptrplnmwst5nfimyuqekq2, 9um7x9zd0e000zt57l3yearqh, q5omphitvnrcnoda4jh9fdux, bixz0as48s0jmvl2bdctr2tt6, eonkaqrhhxzaa3nt0iena4us",3883611789,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553181,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2022-10-30T15:15:51.484Z,2022-10-30T22:33:53Z,3884088755,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553197,2,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2022-10-30T15:15:51.484Z,2022-10-30T15:15:54Z,3884088823,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553383,3,1,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,50.3,49.5,2022-10-30T15:15:51.574Z,2022-10-31T05:53:00Z,3884089751,141,63.3,3884089747,56,Back,3884089755,213,2.6,3884089749,140,36.6,3884089759,279,S,3886053521,178,,3884089753,212,17.2,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553411,4,1,1,0,2,7h7eg7q7dbwvzww78h9d5eh0h,1,37.6,64.1,2022-10-30T15:15:53.744Z,2022-10-31T05:53:01Z,3884089911,213,1.1,3884089905,141,84.8,3884089899,56,Back,3886053527,178,,3884089903,140,45.1,3884089909,212,16.1,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553431,5,1,1,0,6,7h7eg7q7dbwvzww78h9d5eh0h,1,54.7,85.5,2022-10-30T15:15:57.934Z,2022-10-31T05:53:01Z,3884090009,140,40.7,3884090013,212,16.4,3884090007,56,Back,3884090015,213,3.6,3884090011,141,74.8,3886053549,178,,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553559,6,1,1,0,8,7h7eg7q7dbwvzww78h9d5eh0h,1,37.6,73.4,2022-10-30T15:15:59.804Z,2022-10-31T05:53:02Z,3884090669,213,4.6,3884090663,140,36.2,3884090667,212,20.0,3886053559,178,,3884090661,56,Back,3884090665,141,44.1,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553601,7,1,1,0,13,7h7eg7q7dbwvzww78h9d5eh0h,1,46.9,39.4,2022-10-30T15:16:05.469Z,2022-10-31T05:53:08Z,3886053645,178,,3884090905,56,Center,3884090911,212,18.7,3884090907,140,64.7,3884090909,141,37.3,3884090913,213,6.2,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553659,8,1,1,0,14,7h7eg7q7dbwvzww78h9d5eh0h,1,65.1,36.9,2022-10-30T15:16:06.341Z,2022-10-31T05:53:14Z,3884091243,141,12.4,3886053743,178,,3884091247,213,4.2,3884091239,56,Right,3884091241,140,56.0,3884091245,212,19.2,,,,,,,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553681,9,1,1,0,17,7h7eg7q7dbwvzww78h9d5eh0h,1,60,11.6,2022-10-30T15:16:08.514Z,2022-10-31T05:53:19Z,3884091389,56,Right,3884091397,213,0.3,3886053825,178,,3884091393,141,14.1,3884091391,140,65.6,3884091395,212,6.1,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553697,10,1,1,0,17,7h7eg7q7dbwvzww78h9d5eh0h,1,65.6,14.1,2022-10-30T15:16:09.217Z,2022-10-31T05:53:22Z,3886053889,178,,3884091493,141,6.1,3884091489,140,66.3,3884091497,212,5.5,3884091483,56,Right,3884091501,213,4.8,,,,,,,c320492cbp1otejfp1i1oane1,Y. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553709,11,1,1,0,19,7h7eg7q7dbwvzww78h9d5eh0h,1,67.3,5.8,2022-10-30T15:16:11.018Z,2022-10-31T05:53:29Z,3886054011,178,,3884091565,141,12.6,3884091561,56,Right,3884091567,212,6.5,3884091563,140,71.7,3884091569,213,0.8,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479553757,12,1,1,0,22,7h7eg7q7dbwvzww78h9d5eh0h,1,71.7,12.6,2022-10-30T15:16:14.108Z,2022-10-31T05:53:38Z,3886054151,178,,3884091867,212,7.2,3884091869,213,4.7,3884091863,140,71.9,3884091861,56,Right,3884091865,141,2.0,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
