id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2497238605,9,1,1,0,20,7h7eg7q7dbwvzww78h9d5eh0h,1,34.3,26.7,2023-01-14T15:16:00.623Z,2023-01-15T08:55:04Z,3977172633,141,30.3,3979101773,178,,3977172625,56,Back,3977172629,140,43.5,3977172641,213,0.2,3977172637,212,10.0,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497238639,10,1,1,0,21,7h7eg7q7dbwvzww78h9d5eh0h,1,44.6,29.7,2023-01-14T15:16:01.446Z,2023-01-15T08:55:07Z,3977172859,56,Back,3977172865,212,5.5,3979101811,178,,3977172867,213,3.6,3977172863,141,25.9,3977172861,140,40.0,,,,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497238911,11,1,1,0,23,7h7eg7q7dbwvzww78h9d5eh0h,1,41.1,24.3,2023-01-14T15:16:02.899Z,2023-01-15T08:55:11Z,3977174269,141,7.3,3977174267,140,59.2,3977174273,213,5.7,3977174271,212,22.2,3977174265,56,Right,3979101875,178,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497238969,12,1,1,0,29,7h7eg7q7dbwvzww78h9d5eh0h,1,56.2,25.6,2023-01-14T15:16:08.743Z,2023-01-15T08:55:16Z,3977174575,140,40.8,3979101945,178,,3977174577,141,39.4,3977174579,212,18.7,3977174573,56,Back,3977174581,213,2.6,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239021,13,1,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,1,40.8,39.4,2023-01-14T15:16:11.613Z,2023-01-15T08:55:21Z,3977174859,140,40.0,3977174871,213,1.6,3977174867,212,17.6,3977174855,56,Back,3977174863,141,65.2,3979102005,178,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239087,14,1,1,0,34,7h7eg7q7dbwvzww78h9d5eh0h,1,39.9,66.8,2023-01-14T15:16:14.122Z,2023-01-15T08:55:25Z,3977175239,56,Back,3979102063,178,,3977175243,140,49.4,3977175249,212,20.9,3977175247,141,93.8,3977175251,213,1.1,,,,,,,4o0ei8wawffrg2hvnbmcxipxx,David López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239223,15,1,1,0,37,7h7eg7q7dbwvzww78h9d5eh0h,1,44.8,85.7,2023-01-14T15:16:16.633Z,2023-01-15T08:55:30Z,3977175901,140,33.8,3977175899,56,Back,3977175903,141,42.7,3977175907,213,4.3,3979102135,178,,3977175905,212,31.4,,,,,,,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239385,16,1,1,0,40,7h7eg7q7dbwvzww78h9d5eh0h,1,36.4,39.1,2023-01-14T15:16:20.101Z,2023-01-15T08:55:32Z,3979102157,178,,3977176713,56,Back,3977176717,141,7.9,3977176721,213,5.1,3977176719,212,23.1,3977176715,140,45.1,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239449,17,1,1,0,43,7h7eg7q7dbwvzww78h9d5eh0h,1,45.3,9.1,2023-01-14T15:16:22.803Z,2023-01-15T08:55:36Z,3977177107,212,12.2,3977177109,213,1.4,3977177105,141,26.7,3979102199,178,,3977177101,56,Back,3977177103,140,47.5,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239491,18,1,1,0,44,7h7eg7q7dbwvzww78h9d5eh0h,1,47.5,27.4,2023-01-14T15:16:24.590Z,2023-01-15T08:55:41Z,3979102267,178,,3977177357,140,37.7,3977177355,56,Back,3977177373,213,3.0,3977177367,212,10.3,3977177363,141,28.8,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239757,19,1,1,0,46,7h7eg7q7dbwvzww78h9d5eh0h,1,38,32.7,2023-01-14T15:16:25.992Z,2023-01-15T08:55:57Z,3979102309,178,,3977178813,140,37.8,3977178811,56,Back,3977178815,141,66.0,3977181775,210,15,3977178817,212,22.6,3977178819,213,1.6,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239763,20,15,1,0,51,7h7eg7q7dbwvzww78h9d5eh0h,1,55,72.6,2023-01-14T15:16:31.610Z,2023-01-15T08:55:57Z,3977180965,20,,3978392981,76,,3978392983,215,,3977178843,19,,3977181815,147,56.0,3977181809,102,53.9,3977181805,55,19,3977178841,22,,4o0ei8wawffrg2hvnbmcxipxx,David López,,3977258087,233,3,3977178845,56,Center,3977181813,146,91.2,3977181811,103,2.5,3977181803,29,3979102457,178,,,,,,,,,,,,,,,,,,,,
2497239869,3,10,1,0,53,10eyb18v5puw4ez03ocaug09m,1,9.6,41.6,2023-01-14T15:16:33.563Z,2023-01-15T08:56:00Z,3978393423,377,,3977179445,56,Back,3977258195,233,20,3977179443,182,,3977184835,177,,3977179441,178,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497239897,4,52,1,0,54,10eyb18v5puw4ez03ocaug09m,1,9.3,46.1,2023-01-14T15:16:33.784Z,2023-01-15T08:56:02Z,3978393631,377,,3979102523,178,,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240069,5,1,1,0,56,10eyb18v5puw4ez03ocaug09m,1,9.3,46.1,2023-01-14T15:16:35.942Z,2023-01-15T08:56:06Z,3977180483,212,19.4,3977180481,141,63.1,3979102579,178,,3977180485,213,0.6,3977180475,123,,3977180479,140,24.1,3977180477,56,Back,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240091,6,1,1,0,59,10eyb18v5puw4ez03ocaug09m,1,20.8,64.3,2023-01-14T15:16:38.815Z,2023-01-15T08:56:12Z,3977261491,189,,3979102663,178,,3977180595,56,Back,3977180601,212,13.2,3977180597,140,22.4,3977180603,213,4.8,3977180599,141,45.1,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240121,7,1,1,1,2,10eyb18v5puw4ez03ocaug09m,1,22.4,44.9,2023-01-14T15:16:41.837Z,2023-01-15T08:56:14Z,3979102687,178,,3977180775,213,1.6,3977180761,56,Back,3977180771,212,20.7,3977180765,140,22.1,3977180767,141,75.3,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240165,8,1,1,1,5,10eyb18v5puw4ez03ocaug09m,1,22.1,75.3,2023-01-14T15:16:45.206Z,2023-01-15T08:56:18Z,3979102735,178,,3977181013,56,Back,3977181029,212,19.3,3977181023,141,52.5,3977181033,213,4.1,3977181019,140,11.2,,,,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240303,9,1,1,1,7,10eyb18v5puw4ez03ocaug09m,1,11.1,52.2,2023-01-14T15:16:47.041Z,2023-01-15T08:56:21Z,3977181711,212,25.2,3977181713,213,4.8,3979102765,178,,3977181705,56,Back,3977181707,140,14.3,3977181709,141,15.5,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240309,10,50,1,1,10,10eyb18v5puw4ez03ocaug09m,1,15.3,11.1,2023-01-14T15:16:50.173Z,2023-01-15T08:56:37Z,3977181745,285,,3977181743,56,Back,3977182255,233,21,,,,,,,,,,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240371,21,7,1,1,10,7h7eg7q7dbwvzww78h9d5eh0h,1,84.7,88.9,2023-01-14T15:16:50.328Z,2023-01-15T08:56:40Z,3979103039,178,,3977182199,233,10,3977182085,286,,3977182083,56,Left,3978394687,383,,,,,,,,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240389,22,49,1,1,12,7h7eg7q7dbwvzww78h9d5eh0h,1,90.2,92.3,2023-01-14T15:16:51.782Z,2023-01-15T08:56:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240453,23,1,1,1,15,7h7eg7q7dbwvzww78h9d5eh0h,1,91.5,89.6,2023-01-14T15:16:54.912Z,2023-01-15T08:56:51Z,3977182475,141,75.1,3977182479,213,3.9,3977186197,210,15,3977182477,212,15.1,3977182473,140,80.6,3979103131,178,,3977182471,56,Center,,,,6navc0x6p4yqy76zyo3zocwr9,C. Stuani,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240503,24,15,1,1,17,7h7eg7q7dbwvzww78h9d5eh0h,1,82.1,70.8,2023-01-14T15:16:56.645Z,2023-01-15T08:56:51Z,3979103167,178,,3977186273,147,50.9,3977186269,215,,3977183703,20,,3977182753,56,Center,3977186259,29,,3977186261,55,23,3977249161,120,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,3977182749,22,,3977186267,103,5.7,3977186265,102,46.3,3977186271,146,98.8,3977182751,18,3977186257,80,3977183717,233,11,,,,,,,,,,,,,,,,,
2497240519,11,10,1,1,17,10eyb18v5puw4ez03ocaug09m,1,1.6,48.8,2023-01-14T15:16:57.580Z,2023-01-15T08:56:53Z,3978414963,376,,3977182833,182,,3977183787,233,24,3977183351,179,,3977183349,177,,3977182837,56,Back,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497240545,12,52,1,1,18,10eyb18v5puw4ez03ocaug09m,1,2,52.1,2023-01-14T15:16:58.094Z,2023-01-15T08:56:59Z,3978415107,376,,3979103237,179,,,,,,,,,,,,,,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241217,13,1,1,1,37,10eyb18v5puw4ez03ocaug09m,1,3.3,54.6,2023-01-14T15:17:16.682Z,2023-01-15T08:57:01Z,3977186615,213,1.1,3977186607,141,86.6,3979103263,178,,3977543991,123,,3977544477,189,,3977186603,140,14.5,3977186611,212,24.7,3977186599,56,Back,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497307483,400,1,1,1,39,10eyb18v5puw4ez03ocaug09m,1,25.2,87.4,2023-01-14T15:17:18.972Z,2023-01-15T08:57:08Z,3977546243,189,,3977546255,213,0.4,3977546251,212,16.0,3977546245,56,Back,3979103339,178,,3977546249,141,96.5,3977546247,140,39.3,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497307665,401,1,1,1,40,10eyb18v5puw4ez03ocaug09m,1,38.7,97.7,2023-01-14T15:17:20.167Z,2023-01-15T08:57:12Z,3977547213,213,6.3,3979103393,178,,3977547211,212,19.3,3977547209,141,97.3,3977547207,140,57.1,3977547205,56,Left,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241237,14,3,1,1,42,10eyb18v5puw4ez03ocaug09m,0,66,95.8,2023-01-14T15:17:22.408Z,2023-01-15T08:57:17Z,3977551493,211,,3977186715,56,Left,3978416013,464,,3977551217,286,,3979103455,178,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497321459,452,1,1,1,44,7h7eg7q7dbwvzww78h9d5eh0h,1,43.1,15.2,2023-01-14T15:17:23.912Z,2023-01-15T08:57:24Z,3977620873,140,35.2,3977620883,213,2.6,3977620869,56,Back,3979103521,178,,3977620879,212,9.6,3977620877,141,22.2,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241319,26,49,1,1,45,7h7eg7q7dbwvzww78h9d5eh0h,1,30.9,24.3,2023-01-14T15:17:24.897Z,2023-01-15T08:57:29Z,,,,,,,,,,,,,,,,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241445,27,1,1,1,45,7h7eg7q7dbwvzww78h9d5eh0h,1,30.8,23.1,2023-01-14T15:17:24.944Z,2023-01-15T08:57:32Z,3977187901,140,33.5,3977187903,141,12.0,3977187899,56,Back,3977187909,213,5.1,3979103653,178,,3977187905,212,8.1,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241301,25,43,1,1,46,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-01-14T15:17:26.163Z,2023-01-14T16:13:44Z,3977621369,144,1,3977187099,213,2.6,3977187091,56,Back,3977187097,212,8.5,3977187093,140,31.2,3977187095,141,23.9,,,,,,,9um7x9zd0e000zt57l3yearqh,Iván Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241483,28,1,1,1,47,7h7eg7q7dbwvzww78h9d5eh0h,1,34,12.5,2023-01-14T15:17:27.039Z,2023-01-15T08:57:42Z,3977188093,140,38.4,3977188091,56,Back,3977188095,141,27.6,3977188097,212,11.3,3979103765,178,,3977188099,213,1.1,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241499,29,1,1,1,49,7h7eg7q7dbwvzww78h9d5eh0h,1,38.9,28.5,2023-01-14T15:17:29Z,2023-01-15T08:57:47Z,3977188215,212,5.9,3977188209,56,Back,3977188217,213,5.4,3977188213,141,21.8,3979103809,178,,3977188211,140,42.4,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241533,30,1,1,1,51,7h7eg7q7dbwvzww78h9d5eh0h,1,44.4,19.2,2023-01-14T15:17:30.839Z,2023-01-15T08:57:53Z,3977188407,141,3.6,3979103839,178,,3977188409,212,10.8,3977188401,56,Back,3977188411,213,4.9,3977188403,140,46.4,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241553,31,1,1,1,53,7h7eg7q7dbwvzww78h9d5eh0h,0,47,6.9,2023-01-14T15:17:33.585Z,2023-01-15T08:57:57Z,3977188495,56,Right,3977188503,213,0.5,3979103897,178,,3977188497,140,63.1,3977188501,212,19.4,3977188499,141,20.9,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241555,15,49,1,1,55,10eyb18v5puw4ez03ocaug09m,1,31.9,75.1,2023-01-14T15:17:35.447Z,2023-01-15T08:58:01Z,,,,,,,,,,,,,,,,,,,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241657,16,1,1,1,55,10eyb18v5puw4ez03ocaug09m,1,31.9,75.3,2023-01-14T15:17:35.522Z,2023-01-15T08:58:04Z,3979103985,178,,3977189061,140,27.4,3977189065,141,89.1,3977189057,56,Back,3977189073,213,2.0,3977189069,212,10.5,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241755,17,1,1,1,58,10eyb18v5puw4ez03ocaug09m,1,26,88.6,2023-01-14T15:17:38.065Z,2023-01-15T08:58:07Z,3977189625,141,69.0,3977189629,213,3.9,3977189627,212,20.5,3977189623,140,11.2,3979104031,178,,3977189619,56,Back,,,,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241777,18,1,1,1,59,10eyb18v5puw4ez03ocaug09m,1,11.2,69,2023-01-14T15:17:39.365Z,2023-01-15T08:58:09Z,3977189743,140,20.9,3977189741,56,Back,3977189745,141,74.2,3977189747,212,10.8,3979104059,178,,3977189749,213,0.3,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497241929,19,1,1,2,1,10eyb18v5puw4ez03ocaug09m,1,21.1,74.2,2023-01-14T15:17:41.594Z,2023-01-15T08:58:12Z,3977190585,141,93.2,3977190589,213,1.7,3977190587,212,13.0,3977190583,140,20.1,3977190581,56,Back,3979104097,178,,,,,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
