id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2497972969,1170,67,1,20,16,4ku8o6uf87yd8iecdalipo6wd,1,58.3,4.7,2023-01-15T15:35:27.432Z,2023-01-16T09:11:03Z,3981100865,233,1356,,,,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497972965,1356,67,1,20,16,cobffe32r7g4skka9m19qib63,0,41.7,95.3,2023-01-15T15:35:27.433Z,2023-01-16T09:06:30Z,3981100881,233,1170,,,,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774647,176,61,1,20,16,4ku8o6uf87yd8iecdalipo6wd,0,59.4,2.6,2023-01-15T15:35:27.459Z,2023-01-16T09:11:03Z,3980049061,56,Right,3981076449,178,,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774843,155,5,1,20,16,cobffe32r7g4skka9m19qib63,1,41.4,102,2023-01-15T15:35:27.995Z,2023-01-16T07:46:48Z,3980049949,56,Back,3980049975,233,177,3980049951,347,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774683,177,5,1,20,16,4ku8o6uf87yd8iecdalipo6wd,0,58.6,-2,2023-01-15T15:35:27.995Z,2023-01-16T07:46:48Z,3980050027,233,155,3980049215,347,,3980049213,56,Right,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774879,156,1,1,20,28,cobffe32r7g4skka9m19qib63,1,39.5,100,2023-01-15T15:35:39.636Z,2023-01-16T07:46:55Z,3980050653,189,,3980050135,140,25.7,3980050141,213,4.1,3980050133,56,Back,3980050137,141,73.0,3980050143,1,,3980050131,107,,3980050139,212,24.3,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774895,157,1,1,20,29,cobffe32r7g4skka9m19qib63,1,25.6,69.8,2023-01-15T15:35:40.967Z,2023-01-16T07:46:57Z,3980050247,140,25.4,3980050253,213,4.7,3981076605,178,,3980050249,141,35.4,3980050735,189,,3980050245,56,Back,3980050251,212,23.4,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774937,158,1,1,20,30,cobffe32r7g4skka9m19qib63,1,25.4,35.4,2023-01-15T15:35:41.622Z,2023-01-16T07:47:01Z,3981076635,178,,3980050519,212,29.3,3980050517,141,77.0,3980050515,140,32.5,3980050513,56,Back,3980050521,213,1.3,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497774955,159,1,1,20,37,cobffe32r7g4skka9m19qib63,1,39.7,77.5,2023-01-15T15:35:48.341Z,2023-01-16T07:47:05Z,3980050621,141,58.9,3981076661,178,,3980050617,56,Back,3980050623,212,14.1,3980050619,140,33.7,3980050625,213,4.3,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775005,160,1,1,20,39,cobffe32r7g4skka9m19qib63,1,36.1,56,2023-01-15T15:35:50.629Z,2023-01-16T07:47:08Z,3980050863,213,4.7,3981076695,178,,3980050855,56,Back,3980050857,140,36.5,3980050861,212,17.6,3980050859,141,30.1,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775053,161,1,1,20,41,cobffe32r7g4skka9m19qib63,1,36.2,33.4,2023-01-15T15:35:53.205Z,2023-01-16T07:47:16Z,3980051101,1,,3980051099,213,1.4,3980051097,212,33.1,3980051091,56,Back,3980051095,141,81.6,3981076761,178,,3980051093,140,40.5,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775067,162,1,1,20,45,cobffe32r7g4skka9m19qib63,1,41.5,82.8,2023-01-15T15:35:56.376Z,2023-01-16T07:47:26Z,3980051197,140,51.0,3980051199,141,96.0,3980051201,212,13.4,3981076841,178,,3980051203,213,0.7,3980051195,56,Left,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775103,163,1,1,20,46,cobffe32r7g4skka9m19qib63,1,51,96,2023-01-15T15:35:57.377Z,2023-01-16T07:47:29Z,3980051405,140,42.7,3980051403,56,Back,3980051409,212,10.4,3981076875,178,,3980051407,141,87.7,3980051411,213,3.7,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775139,164,1,1,20,48,cobffe32r7g4skka9m19qib63,1,39.7,82.1,2023-01-15T15:35:59.391Z,2023-01-16T07:47:32Z,3980051649,140,32.7,3980051653,212,17.6,3980051647,56,Back,3980051655,213,4.3,3980051651,141,58.6,3981076913,178,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775177,165,1,1,20,50,cobffe32r7g4skka9m19qib63,1,28.7,53.8,2023-01-15T15:36:01.810Z,2023-01-16T07:47:36Z,3980051867,213,4.8,3980051861,140,29.6,3980051859,56,Back,3980051863,141,23.6,3980051865,212,20.6,3981076941,178,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775245,166,1,1,20,53,cobffe32r7g4skka9m19qib63,0,29.9,21.5,2023-01-15T15:36:04.682Z,2023-01-16T07:47:39Z,3980052211,56,Right,3980052217,141,14.1,3981076971,178,,3980052209,155,,3980052223,213,6.2,3980052227,1,,3980052221,212,47.3,3980052215,140,74.7,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775281,178,1,1,20,55,4ku8o6uf87yd8iecdalipo6wd,1,24.2,92.7,2023-01-15T15:36:07.266Z,2023-01-16T07:48:03Z,3980052355,3,,3980052365,141,72.8,3980052363,140,19.8,3980052359,56,Back,3980052367,212,14.3,3981077145,388,,3980052369,213,4.4,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775291,179,49,1,20,57,4ku8o6uf87yd8iecdalipo6wd,1,19.7,73.4,2023-01-15T15:36:09.126Z,2023-01-16T07:48:30Z,,,,,,,,,,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775305,180,1,1,20,57,4ku8o6uf87yd8iecdalipo6wd,1,19.7,73.4,2023-01-15T15:36:09.232Z,2023-01-16T07:48:33Z,3981077389,178,,3980052469,212,9.8,3980052471,213,0.0,3980052467,141,73.8,3980052465,140,29.0,3980052463,56,Back,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775329,181,1,1,20,59,4ku8o6uf87yd8iecdalipo6wd,0,29,73.8,2023-01-15T15:36:10.569Z,2023-01-16T07:48:35Z,3981077403,178,,3980052599,213,2.6,3980052587,56,Back,3980052597,212,14.2,3980052595,141,85.4,3980052593,140,17.8,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775371,167,49,1,21,0,cobffe32r7g4skka9m19qib63,1,85,13.5,2023-01-15T15:36:11.714Z,2023-01-16T07:48:39Z,,,,,,,,,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775407,168,3,1,21,0,cobffe32r7g4skka9m19qib63,0,85,13.5,2023-01-15T15:36:12.277Z,2023-01-16T07:48:42Z,3980701079,465,,3981077447,178,,3980052989,211,,3980052943,56,Right,3980052945,286,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775437,169,5,1,21,3,cobffe32r7g4skka9m19qib63,0,100.6,17.1,2023-01-15T15:36:14.405Z,2023-01-16T07:48:46Z,3980053105,56,Right,3980053153,233,182,3980053107,346,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775389,182,5,1,21,3,4ku8o6uf87yd8iecdalipo6wd,1,-0.6,82.9,2023-01-15T15:36:14.405Z,2023-01-16T07:48:46Z,3980053241,233,169,3980052865,346,,3980052863,56,Back,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775917,183,1,1,21,32,4ku8o6uf87yd8iecdalipo6wd,0,5.1,55.1,2023-01-15T15:36:43.714Z,2023-01-16T07:48:49Z,3980055827,1,,3980055603,213,6.2,3980055597,140,55.1,3980055591,124,,3980055629,189,,3980055607,74,,3980055601,212,52.9,3980055593,155,,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,3980055599,141,45.4,,3980055595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775961,171,44,1,21,35,cobffe32r7g4skka9m19qib63,1,43.2,54.3,2023-01-15T15:36:46.981Z,2023-01-16T08:37:35Z,3980055837,285,,3980055835,56,Back,3980055865,233,184,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775953,184,44,1,21,35,4ku8o6uf87yd8iecdalipo6wd,0,56.8,45.7,2023-01-15T15:36:46.982Z,2023-01-16T07:48:55Z,3980055907,233,171,3980055797,286,,3980055795,56,Center,,,,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775979,172,1,1,21,35,cobffe32r7g4skka9m19qib63,1,42.4,53.4,2023-01-15T15:36:47.007Z,2023-01-16T08:37:35Z,3980056011,140,57.6,3980056023,213,5.7,3980056019,212,19.6,3980056009,56,Center,3981077571,388,,3980056005,3,,3980056015,141,36.7,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775987,173,44,1,21,37,cobffe32r7g4skka9m19qib63,1,58,38,2023-01-15T15:36:49.165Z,2023-01-16T08:37:36Z,3980056063,286,,3980056079,233,185,3980056059,56,Center,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775971,185,44,1,21,37,4ku8o6uf87yd8iecdalipo6wd,0,42,62,2023-01-15T15:36:49.166Z,2023-01-16T07:49:03Z,3980055955,56,Back,3980055957,285,,3980056111,233,173,,,,,,,,,,,,,,,,58qeglyxdi7y8ttg8sddv8set,G. Kondogbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776005,174,1,1,21,37,cobffe32r7g4skka9m19qib63,1,57.6,36.7,2023-01-15T15:36:49.192Z,2023-01-16T08:37:36Z,3980056179,140,66.8,3980056177,56,Center,3980056181,141,44.0,3980056175,168,,3980056185,213,0.5,3980056183,212,10.9,3980056173,3,,3981077641,388,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776013,175,44,1,21,38,cobffe32r7g4skka9m19qib63,1,66.8,43,2023-01-15T15:36:50.201Z,2023-01-16T08:37:37Z,3980056221,286,,3980056285,233,186,3980056219,56,Center,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497775999,186,44,1,21,38,4ku8o6uf87yd8iecdalipo6wd,0,33.2,57,2023-01-15T15:36:50.202Z,2023-01-16T07:49:18Z,3980056159,285,,3980056251,233,175,3980056157,56,Back,,,,,,,,,,,,,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777737,193,1,1,21,38,cobffe32r7g4skka9m19qib63,1,61.1,44.1,2023-01-15T15:36:50.250Z,2023-01-16T08:37:37Z,3980066721,3,,3981077755,388,,3980066843,156,,3980066739,213,2.5,3980066735,212,11.5,3980066731,141,54.8,3980066729,140,52.6,3980066725,56,Center,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776025,187,43,1,21,39,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-01-15T15:36:50.996Z,2023-01-15T15:38:41Z,3980056317,140,47.3,3980065049,144,1,3980056327,213,5.6,3980056313,3,0,3980056319,141,40.4,3980056323,212,18.9,3980056315,56,Back,,,,am5gj5qg3gjtyhvwfnj8sjz6d,Hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776051,176,1,1,21,41,cobffe32r7g4skka9m19qib63,1,54,59.5,2023-01-15T15:36:52.444Z,2023-01-16T07:49:35Z,3980056475,141,62.1,3980056465,3,,3980056473,140,37.9,3980056477,212,17.0,3981077787,388,,3980056479,213,3.0,3980056469,56,Back,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776055,177,49,1,21,42,cobffe32r7g4skka9m19qib63,1,37.9,62.1,2023-01-15T15:36:54.230Z,2023-01-16T07:49:39Z,,,,,,,,,,,,,,,,,,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776097,178,1,1,21,43,cobffe32r7g4skka9m19qib63,1,35.7,65.3,2023-01-15T15:36:55.096Z,2023-01-16T07:49:43Z,3980056751,212,18.4,3981077843,178,,3980056749,141,91.9,3980056737,56,Back,3980056753,213,1.4,3980056741,140,38.8,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776141,179,1,1,21,46,cobffe32r7g4skka9m19qib63,0,38.8,91.9,2023-01-15T15:36:57.530Z,2023-01-16T07:49:47Z,3981077875,178,,3980056985,140,80.7,3980056993,1,,3980056983,56,Left,3980056991,213,0.1,3980056987,141,95.4,3980056989,212,44.1,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776137,188,49,1,21,49,4ku8o6uf87yd8iecdalipo6wd,1,24.8,4.1,2023-01-15T15:37:00.655Z,2023-01-16T07:50:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776183,189,1,1,21,49,4ku8o6uf87yd8iecdalipo6wd,1,21.3,5.9,2023-01-15T15:37:00.724Z,2023-01-16T07:50:05Z,3980057187,56,Back,3981077991,178,,3980057191,141,34.3,3980057189,140,6.9,3980057195,213,2.2,3980057193,212,24.5,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776229,190,1,1,21,51,4ku8o6uf87yd8iecdalipo6wd,1,6.9,34.3,2023-01-15T15:37:02.809Z,2023-01-16T07:50:08Z,3980057425,56,Back,3980057433,213,0.0,3981078013,178,,3980057435,1,,3980057423,157,,3980057431,212,42.0,3980057427,140,46.9,3980057429,141,34.6,2yt9oajv9dkbju8tgy1g2nmqd,J. Oblak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776233,191,1,1,21,54,4ku8o6uf87yd8iecdalipo6wd,0,47.6,33.4,2023-01-15T15:37:05.471Z,2023-01-16T07:50:24Z,3980060923,156,,3980060841,141,35.5,3981078099,21,,3981078097,178,,3980060845,213,2.7,3980060843,212,3.7,3980060837,140,44.4,3980057447,56,Back,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776273,180,49,1,21,54,cobffe32r7g4skka9m19qib63,1,61,66.6,2023-01-15T15:37:05.665Z,2023-01-16T07:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776295,181,1,1,21,55,cobffe32r7g4skka9m19qib63,1,61,66.6,2023-01-15T15:37:07.074Z,2023-01-16T07:50:36Z,3980057769,140,65.0,3980057771,141,43.3,3980057767,56,Center,3981078173,178,,3980057773,212,16.4,3980057775,213,5.0,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776303,182,1,1,21,57,cobffe32r7g4skka9m19qib63,0,65,42.8,2023-01-15T15:37:08.910Z,2023-01-16T07:50:43Z,3980057829,233,192,3980057803,56,Center,3980057833,286,,3980057807,141,37.4,3980057805,140,63.7,3981078211,178,,3980057827,236,,3980057809,212,3.9,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,3980057811,213,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776281,192,74,1,21,57,4ku8o6uf87yd8iecdalipo6wd,1,39.6,64.8,2023-01-15T15:37:09.058Z,2023-01-16T07:50:47Z,3980057685,285,,3980057683,56,Back,3981078251,178,,3980057853,233,182,,,,,,,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776313,193,1,1,21,58,4ku8o6uf87yd8iecdalipo6wd,1,38.9,57.5,2023-01-15T15:37:09.756Z,2023-01-16T07:50:53Z,3980057891,212,4.9,3980057887,140,35.7,3980057889,141,62.7,3980057893,213,2.3,3980057885,56,Back,3981078297,178,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776331,194,49,1,21,59,4ku8o6uf87yd8iecdalipo6wd,1,31,61.1,2023-01-15T15:37:10.495Z,2023-01-16T07:50:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776345,195,1,1,22,0,4ku8o6uf87yd8iecdalipo6wd,1,29,60.5,2023-01-15T15:37:12.195Z,2023-01-16T07:51:03Z,3980058081,141,57.3,3981078395,178,,3980058077,56,Back,3980058079,140,29.8,3980058083,212,2.3,3980058085,213,5.1,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776347,196,61,1,22,1,4ku8o6uf87yd8iecdalipo6wd,0,29.7,57.3,2023-01-15T15:37:12.495Z,2023-01-16T07:51:10Z,3980058095,56,Back,3981078441,178,,,,,,,,,,,,,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776349,183,49,1,22,3,cobffe32r7g4skka9m19qib63,1,67.7,38.6,2023-01-15T15:37:14.401Z,2023-01-16T07:51:14Z,,,,,,,,,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776467,184,1,1,22,6,cobffe32r7g4skka9m19qib63,1,67.9,33.3,2023-01-15T15:37:17.870Z,2023-01-16T07:51:18Z,3980058607,212,14.3,3980058601,56,Center,3981078517,178,,3980058609,213,1.4,3980058605,141,54.1,3980058603,140,70.2,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776479,185,61,1,22,8,cobffe32r7g4skka9m19qib63,1,67.3,60.6,2023-01-15T15:37:20.195Z,2023-01-16T07:51:30Z,3981078627,178,,3980058671,56,Center,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776539,186,1,1,22,13,cobffe32r7g4skka9m19qib63,1,62.4,77.2,2023-01-15T15:37:24.619Z,2023-01-16T07:51:40Z,3980059037,141,95.9,3981078701,178,,3980059039,212,13.1,3980059033,56,Left,3980059041,213,1.3,3980059035,140,65.3,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776617,187,4,1,22,14,cobffe32r7g4skka9m19qib63,1,66.5,97.4,2023-01-15T15:37:26.272Z,2023-01-16T07:51:47Z,3980059493,233,197,3980059401,56,Left,3980059399,294,,3980059397,13,,3980059405,286,,3980059403,152,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497776621,197,4,1,22,14,4ku8o6uf87yd8iecdalipo6wd,0,33.5,2.6,2023-01-15T15:37:26.273Z,2023-01-16T07:51:47Z,3980059419,294,,3980059425,285,,3980059423,152,,3980059417,13,,3980059531,233,187,3981078771,178,,3980059421,56,Back,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777213,189,1,1,22,54,cobffe32r7g4skka9m19qib63,0,67.2,93.6,2023-01-15T15:38:05.475Z,2023-01-16T07:51:53Z,3980062409,212,35.2,3980062411,213,5.4,3980710415,223,,3980062397,5,,3980062405,140,89.4,3980062413,1,,3981078833,178,,3980710417,20,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,3980062395,2,,,3980062401,152,,3980062407,141,54.8,3980062403,56,Center,3980062399,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777267,198,4,1,22,55,4ku8o6uf87yd8iecdalipo6wd,1,11.2,46.6,2023-01-15T15:38:07.102Z,2023-01-16T07:52:03Z,3980062675,13,,3980062683,285,,3980062677,294,,3980062681,152,,3980062715,233,191,3980062679,56,Back,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777271,191,4,1,22,55,cobffe32r7g4skka9m19qib63,0,88.8,53.4,2023-01-15T15:38:07.103Z,2023-01-16T07:52:03Z,3980062697,286,,3980062691,294,,3980062689,13,,3981078915,388,,3980062755,233,198,3980062693,56,Center,3980062695,152,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777263,190,43,1,22,56,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-15T15:38:08.215Z,2023-01-15T15:38:16Z,3980062911,144,44,3980062669,286,0,3980062667,56,Center,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777561,192,27,1,23,16,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-15T15:38:27.766Z,2023-01-16T07:52:11Z,3980064339,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497777589,199,27,1,23,16,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-01-15T15:38:27.766Z,2023-01-16T07:52:11Z,3980064317,41,Injury,3980064371,233,192,3980064319,53,716n1970vi9rvw5b4w9qmjfth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497778305,194,28,1,24,13,cobffe32r7g4skka9m19qib63,1,0,0,2023-01-15T15:39:25.237Z,2023-01-16T07:52:34Z,3980068097,233,200,3980068047,55,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497778313,200,28,1,24,13,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2023-01-15T15:39:25.237Z,2023-01-16T07:52:34Z,3980068077,55,199,3980068117,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
