id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/14/value
2534475507,5,1,1,0,30,4yg9ttzw0m51048doksv8uq5r,0,34.6,5.1,2023-04-16T12:00:29.175Z,2023-04-16T12:00:30Z,4194785897,140,32.4,4194785895,56,Back,4194785901,212,3.3,4194785917,156,,4194785899,141,8.5,4194785903,213,2.4,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475521,7,49,1,0,31,7h7eg7q7dbwvzww78h9d5eh0h,1,64.7,84.8,2023-04-16T12:00:30.480Z,2023-04-16T12:00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475555,8,1,1,0,32,7h7eg7q7dbwvzww78h9d5eh0h,1,64.7,84.8,2023-04-16T12:00:30.895Z,2023-04-16T12:00:33Z,4194786123,212,4.0,4194786121,141,85.4,4194786125,213,3.0,4194786117,56,Left,4194786119,140,60.9,,,,,,,,,,2do89l8kf9yuelzq1b5mo549h,Toni Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475581,9,1,1,0,34,7h7eg7q7dbwvzww78h9d5eh0h,0,61,85.4,2023-04-16T12:00:33.663Z,2023-04-16T12:00:35Z,4194786277,213,5.2,4194786271,140,63.4,4194786275,212,5.6,4194786269,56,Center,4194786273,141,78.1,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475591,6,8,1,0,37,4yg9ttzw0m51048doksv8uq5r,1,38.4,13.2,2023-04-16T12:00:35.846Z,2023-04-16T12:00:35Z,4194786345,56,Back,,,,,,,,,,,,,,,,,,,,,,clrlsy05spf55w39f84b7p3sa,John Nwankwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475631,7,5,1,0,37,4yg9ttzw0m51048doksv8uq5r,0,45.2,-1.7,2023-04-16T12:00:36.512Z,2023-04-16T12:30:10Z,4194786569,56,Back,4194787133,233,10,4194786573,347,,,,,,,,,,,,,,,,,clrlsy05spf55w39f84b7p3sa,John Nwankwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475723,10,5,1,0,37,7h7eg7q7dbwvzww78h9d5eh0h,1,54.8,101.7,2023-04-16T12:00:36.512Z,2023-04-16T13:01:04Z,4194787077,56,Left,4194787087,233,7,4194787079,347,,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475743,11,1,1,0,45,7h7eg7q7dbwvzww78h9d5eh0h,1,51.8,100,2023-04-16T12:00:43.775Z,2023-04-16T12:00:45Z,4194787245,56,Left,4194787247,140,56.3,4194787249,141,93.8,4194787243,107,,4194787251,212,7.0,4194787253,213,5.5,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475775,12,1,1,0,46,7h7eg7q7dbwvzww78h9d5eh0h,1,56.3,93.8,2023-04-16T12:00:45.631Z,2023-04-16T12:00:48Z,4194787433,212,6.9,4194787429,140,51.1,4194787431,141,99.9,4194787435,213,2.5,4194787427,56,Left,,,,,,,,,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475805,13,1,1,0,49,7h7eg7q7dbwvzww78h9d5eh0h,1,47.4,98,2023-04-16T12:00:48.335Z,2023-04-16T12:00:50Z,4194787613,141,63.7,4194787615,212,25.3,4194787611,140,38.1,4194787617,213,4.3,4194787609,56,Back,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475869,14,1,1,0,51,7h7eg7q7dbwvzww78h9d5eh0h,1,36,61.4,2023-04-16T12:00:50.735Z,2023-04-16T12:00:53Z,4194787883,213,4.5,4194787881,212,15.8,4194787879,141,38.6,4194787877,140,33.0,4194787875,56,Back,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475949,15,1,1,0,54,7h7eg7q7dbwvzww78h9d5eh0h,1,32.4,41.8,2023-04-16T12:00:53.711Z,2023-04-16T12:00:57Z,4194788275,140,35.9,4194788277,141,56.3,4194788279,212,10.5,4194788273,56,Back,4194788281,213,1.2,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534475973,16,1,1,0,58,7h7eg7q7dbwvzww78h9d5eh0h,1,42.2,58.4,2023-04-16T12:00:57.695Z,2023-04-16T12:00:58Z,4194788395,56,Back,4194788399,140,47.5,4194788409,213,0.7,4194788403,141,65.2,4194788405,212,7.2,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476011,17,1,1,0,59,7h7eg7q7dbwvzww78h9d5eh0h,1,47.5,65.2,2023-04-16T12:00:58.751Z,2023-04-16T12:01:00Z,4194788569,212,7.8,4194788563,56,Back,4194788571,213,3.6,4194788567,141,60.6,4194788565,140,40.7,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476037,18,1,1,1,1,7h7eg7q7dbwvzww78h9d5eh0h,1,41.6,58.5,2023-04-16T12:01:00.542Z,2023-04-16T12:01:02Z,4194788693,140,41.2,4194788699,213,4.7,4194788697,212,16.7,4194788691,56,Back,4194788695,141,34.0,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476117,19,1,1,1,3,7h7eg7q7dbwvzww78h9d5eh0h,1,41.2,34,2023-04-16T12:01:02.526Z,2023-04-16T12:01:07Z,4194789123,56,Back,4194789129,140,36.9,4194789139,213,1.9,4194789133,141,52.5,4194789137,212,13.4,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476163,20,1,1,1,8,7h7eg7q7dbwvzww78h9d5eh0h,1,47.3,64.2,2023-04-16T12:01:07.039Z,2023-04-16T12:01:09Z,4194789371,213,1.1,4194789363,56,Left,4194789369,212,17.7,4194789367,141,86.8,4194789365,140,55.6,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476207,21,1,1,1,10,7h7eg7q7dbwvzww78h9d5eh0h,0,57.8,86.2,2023-04-16T12:01:09.134Z,2023-04-16T13:01:18Z,4194789623,141,87.4,4194789627,213,0.1,4194789619,56,Left,4194789621,140,63.7,4194789625,212,6.2,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476245,8,1,1,1,12,4yg9ttzw0m51048doksv8uq5r,1,34.3,10.2,2023-04-16T12:01:11.365Z,2023-04-16T12:01:13Z,4194789821,212,18.7,4194789823,213,0.4,4194789819,141,20.5,4194789817,140,50.8,4194789815,56,Right,4194789809,155,,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476251,9,49,1,1,14,4yg9ttzw0m51048doksv8uq5r,1,50.8,20.5,2023-04-16T12:01:13.078Z,2023-04-16T12:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476265,10,1,1,1,14,4yg9ttzw0m51048doksv8uq5r,1,50.8,20.5,2023-04-16T12:01:13.221Z,2023-04-16T12:01:14Z,4194789917,213,2.0,4194789915,212,6.8,4194789911,140,48.2,4194789909,56,Back,4194789913,141,29.6,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476365,11,1,1,1,16,4yg9ttzw0m51048doksv8uq5r,1,47.1,30.6,2023-04-16T12:01:14.806Z,2023-04-16T12:01:20Z,4194790509,212,14.2,4194790503,56,Back,4194790511,213,3.3,4194790507,141,28.1,4194790505,140,33.7,,,,,,,,,,clrlsy05spf55w39f84b7p3sa,John Nwankwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476391,12,1,1,1,21,4yg9ttzw0m51048doksv8uq5r,1,32.1,30.6,2023-04-16T12:01:20.518Z,2023-04-16T12:53:07Z,4194790701,213,1.9,4194790693,56,Back,4194790699,212,25.4,4194790695,140,24.5,4194790697,141,66.1,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476413,13,1,1,1,23,4yg9ttzw0m51048doksv8uq5r,1,24.5,66.1,2023-04-16T12:01:21.974Z,2023-04-16T12:53:10Z,4194790829,213,1.0,4194790827,212,8.8,4194790825,141,77.0,4194790817,56,Back,4194790819,140,29.1,,,,,,,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476461,14,1,1,1,24,4yg9ttzw0m51048doksv8uq5r,1,29.1,77,2023-04-16T12:01:23.126Z,2023-04-16T12:01:25Z,4194791095,56,Back,4194791101,212,9.0,4194791097,140,24.9,4194791099,141,65.5,4194791103,213,4.2,,,,,,,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476501,15,1,1,1,27,4yg9ttzw0m51048doksv8uq5r,1,24.9,65.5,2023-04-16T12:01:25.782Z,2023-04-16T12:01:27Z,4194791283,212,29.5,4194791279,141,22.2,4194791275,56,Back,4194791277,140,24.2,4194791287,213,4.7,,,,,,,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476569,16,1,1,1,28,4yg9ttzw0m51048doksv8uq5r,1,24.5,20.5,2023-04-16T12:01:27.653Z,2023-04-16T12:01:31Z,4194791641,212,19.9,4194791643,213,5.7,4194791639,141,3.9,4194791637,140,40.1,4194791635,56,Back,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476629,17,1,1,1,32,4yg9ttzw0m51048doksv8uq5r,0,46.3,3.7,2023-04-16T12:01:31.078Z,2023-04-16T12:01:34Z,4194791921,140,63.6,4194791925,212,18.3,4194791919,56,Right,4194791927,213,0.1,4194791923,141,7.3,,,,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476605,22,49,1,1,33,7h7eg7q7dbwvzww78h9d5eh0h,1,36.1,92.6,2023-04-16T12:01:32.559Z,2023-04-16T12:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476703,23,1,1,1,34,7h7eg7q7dbwvzww78h9d5eh0h,1,31.6,92.3,2023-04-16T12:01:33.407Z,2023-04-16T12:01:37Z,4194792337,140,13.5,4194792335,56,Back,4194792339,141,58.1,4194792343,213,4.0,4194792341,212,30.0,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476781,24,1,1,1,38,7h7eg7q7dbwvzww78h9d5eh0h,1,13.3,55.2,2023-04-16T12:01:37.231Z,2023-04-16T12:01:42Z,4194792809,56,Back,4194792817,213,5.3,4194792811,140,20.5,4194792815,212,14.6,4194792813,141,36.9,,,,,,,,,,eavhyxb9dfjh0jp5yzg8p8udx,P. Gazzaniga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476845,25,1,1,1,43,7h7eg7q7dbwvzww78h9d5eh0h,1,24.9,36.4,2023-04-16T12:01:42.414Z,2023-04-16T12:01:45Z,4194793169,140,30.1,4194793181,213,1.3,4194793161,56,Back,4194793177,212,22.0,4194793173,141,67.8,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476887,26,1,1,1,46,7h7eg7q7dbwvzww78h9d5eh0h,1,36.8,65.8,2023-04-16T12:01:45.439Z,2023-04-16T12:01:47Z,4194793333,140,43.9,4194793339,213,1.0,4194793331,56,Back,4194793335,141,84.2,4194793337,212,14.6,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476903,27,1,1,1,48,7h7eg7q7dbwvzww78h9d5eh0h,1,43.7,83.5,2023-04-16T12:01:47.678Z,2023-04-16T12:01:48Z,4194793423,212,9.4,4194793425,213,5.1,4194793421,141,70.8,4194793399,56,Back,4194793401,140,47.2,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534476991,28,1,1,1,50,7h7eg7q7dbwvzww78h9d5eh0h,1,47.2,70.8,2023-04-16T12:01:48.814Z,2023-04-16T12:01:53Z,4194793823,56,Back,4194793829,212,15.6,4194793827,141,86.0,4194793831,213,2.4,4194793825,140,36.1,,,,,,,,,,cuqawmfekh86mgo758udxw7v9,Oriol Romeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477071,29,1,1,1,54,7h7eg7q7dbwvzww78h9d5eh0h,1,36,80.2,2023-04-16T12:01:53.535Z,2023-04-16T12:01:57Z,4194794245,56,Back,4194794247,140,32.0,4194794249,141,41.2,4194794251,212,26.9,4194794253,213,4.6,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477089,30,1,1,1,58,7h7eg7q7dbwvzww78h9d5eh0h,1,38.2,34.5,2023-04-16T12:01:57.566Z,2023-04-16T12:01:59Z,4194794335,56,Back,4194794337,140,41.0,4194794339,141,23.4,4194794343,213,5.1,4194794341,212,8.1,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477137,31,1,1,2,0,7h7eg7q7dbwvzww78h9d5eh0h,1,41,23.4,2023-04-16T12:01:58.939Z,2023-04-16T12:02:01Z,4194794565,140,36.4,4194794567,141,33.4,4194794571,213,2.2,4194794569,212,8.3,4194794563,56,Back,,,,,,,,,,39dgr8s91agremy3nvp4q2221,S. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477279,32,1,1,2,2,7h7eg7q7dbwvzww78h9d5eh0h,1,37.3,35.4,2023-04-16T12:02:01.247Z,2023-04-16T12:02:09Z,4194795303,140,31.9,4194795309,213,2.0,4194795307,212,14.7,4194795305,141,55.4,4194795299,56,Back,,,,,,,,,,2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477341,33,1,1,2,10,7h7eg7q7dbwvzww78h9d5eh0h,1,38.8,70.6,2023-04-16T12:02:09.534Z,2023-04-16T12:02:12Z,4194795601,56,Back,4194795605,141,92.9,4194795607,212,15.5,4194795603,140,35.7,4194795609,213,1.8,,,,,,,,,,8xd59g0c36012q6mg5f2fl239,Juanpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477403,34,1,1,2,13,7h7eg7q7dbwvzww78h9d5eh0h,1,35.9,92.7,2023-04-16T12:02:12.430Z,2023-04-16T12:02:16Z,4194795937,56,Back,4194795943,212,12.5,4194795941,141,95.3,4194795945,213,0.1,4194795939,140,47.7,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477417,35,1,1,2,17,7h7eg7q7dbwvzww78h9d5eh0h,0,44.6,81.7,2023-04-16T12:02:16.526Z,2023-04-16T13:01:35Z,4194796209,233,18,4194796013,140,44.5,4194796019,213,4.5,4194796213,286,,4194796017,212,0.4,4194796015,141,81.1,4194796011,56,Back,4194796207,236,,1acqdy7jz9v4i1jwf5u809byt,Borja García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477433,18,74,1,2,17,4yg9ttzw0m51048doksv8uq5r,1,63.4,16.3,2023-04-16T12:02:16.527Z,2023-04-16T12:22:45Z,4194796135,285,,4194796293,233,35,4194796133,56,Right,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534477461,19,49,1,2,20,4yg9ttzw0m51048doksv8uq5r,1,67.6,19.6,2023-04-16T12:02:19.398Z,2023-04-16T12:53:42Z,,,,,,,,,,,,,,,,,,,,,,,,,f0a2qk3jzxercn67bben5eled,Gumbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
