id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2512019623,6,61,1,0,21,82q9159y2u7mkfn3z6hy75r4o,0,21.8,82.4,2023-02-25T15:18:18.537Z,2023-02-26T07:40:12Z,4054889775,56,Back,4058166547,178,,,,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020147,6,5,1,0,22,3budh3j9xivsid3ptm8ptpy4k,1,76.9,-1.2,2023-02-25T15:18:19.704Z,2023-02-26T07:40:20Z,4054892491,56,Right,4054892539,233,7,4054892495,347,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512019691,7,5,1,0,22,82q9159y2u7mkfn3z6hy75r4o,0,23.1,101.2,2023-02-25T15:18:19.704Z,2023-02-26T07:40:21Z,4054890159,347,,4054892569,233,6,4054890157,56,Back,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020217,7,1,1,0,34,3budh3j9xivsid3ptm8ptpy4k,1,75.2,0,2023-02-25T15:18:31.937Z,2023-02-26T07:40:29Z,4054892887,140,74.4,4054892893,213,1.6,4054892883,107,,4054892891,212,15.9,4054892885,56,Center,4054892889,141,22.3,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020273,8,1,1,0,35,3budh3j9xivsid3ptm8ptpy4k,1,74.4,22.3,2023-02-25T15:18:33.298Z,2023-02-26T07:40:33Z,4058166915,178,,4054893185,141,12.4,4054893189,213,4.0,4054893181,140,69.0,4054893187,212,8.8,4054893175,56,Right,,,,,,,diixuwl5rn7f8vjleqfqy4st1,Raúl de Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020357,9,1,1,0,37,3budh3j9xivsid3ptm8ptpy4k,1,69,12.4,2023-02-25T15:18:34.624Z,2023-02-26T07:40:39Z,4054893579,213,2.7,4054893571,56,Center,4054893575,141,26.2,4054893573,140,51.9,4058166987,178,,4054893577,212,20.3,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020435,10,1,1,0,40,3budh3j9xivsid3ptm8ptpy4k,0,51.9,26.2,2023-02-25T15:18:37.707Z,2023-02-26T07:40:44Z,4054894005,155,,4054894009,140,81.9,4054894007,56,Right,4058167063,178,,4054894011,141,17.8,4054894015,213,6.1,4054894013,212,32.0,4054894017,1,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020535,8,1,1,0,42,82q9159y2u7mkfn3z6hy75r4o,1,20.4,79,2023-02-25T15:18:39.789Z,2023-02-26T07:40:53Z,4058167227,178,,4054894525,141,93.4,4054894521,56,Back,4054894527,212,13.5,4054894523,140,29.2,4054894533,213,0.8,4054894519,3,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020569,9,1,1,0,44,82q9159y2u7mkfn3z6hy75r4o,0,29.2,93.4,2023-02-25T15:18:41.749Z,2023-02-26T07:41:00Z,4054894687,213,0.1,4054894679,56,Back,4054894683,141,94.2,4058167309,178,,4054894685,212,7.5,4054894677,3,,4054894681,140,36.3,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512649053,908,67,1,0,45,3budh3j9xivsid3ptm8ptpy4k,1,65.1,7.9,2023-02-25T15:18:42.723Z,2023-02-26T09:35:48Z,4058244303,233,778,,,,,,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512649049,778,67,1,0,45,82q9159y2u7mkfn3z6hy75r4o,0,34.9,92.1,2023-02-25T15:18:42.724Z,2023-02-26T09:11:11Z,4058244311,233,908,,,,,,,,,,,,,,,,,,,,,,aziqdd6dqjjgr6ifmzve0cz4l,Roger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020601,11,8,1,0,45,3budh3j9xivsid3ptm8ptpy4k,1,67.8,9.5,2023-02-25T15:18:42.757Z,2023-02-26T09:35:48Z,4054894851,56,Right,4058167383,178,,4056458477,385,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020655,10,49,1,0,46,82q9159y2u7mkfn3z6hy75r4o,1,31.7,89.7,2023-02-25T15:18:43.604Z,2023-02-26T07:41:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020687,11,1,1,0,47,82q9159y2u7mkfn3z6hy75r4o,1,31.7,89.7,2023-02-25T15:18:44.749Z,2023-02-26T07:41:21Z,4054895279,213,3.2,4054895275,141,88.3,4058167659,178,,4054895273,140,20.7,4054895269,56,Back,4054895277,212,11.6,,,,,,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020743,12,1,1,0,48,82q9159y2u7mkfn3z6hy75r4o,1,20.7,88.3,2023-02-25T15:18:46.507Z,2023-02-26T07:41:28Z,4054895587,56,Back,4054895593,212,7.7,4058167755,178,,4054895589,140,18.4,4054895595,213,4.4,4054895591,141,77.5,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020767,13,1,1,0,49,82q9159y2u7mkfn3z6hy75r4o,0,18.4,77.5,2023-02-25T15:18:47.196Z,2023-02-26T07:41:34Z,4054895735,212,19.0,4054895731,140,36.3,4054895729,56,Back,4058167815,178,,4054895737,213,0.2,4054895733,141,81.7,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020825,12,61,1,0,50,3budh3j9xivsid3ptm8ptpy4k,0,65.1,19.7,2023-02-25T15:18:48.385Z,2023-02-26T07:41:41Z,4058168005,178,,4054896075,56,Right,,,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020865,14,43,1,0,52,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-02-25T15:18:49.995Z,2023-02-25T15:18:58Z,4054897841,233,13,4054896243,56,Back,4054897423,285,0,4054898113,144,3,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512021057,13,43,1,0,52,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-02-25T15:18:49.996Z,2023-02-25T15:19:03Z,4054897295,286,0,4054899139,144,7,4054897293,56,Right,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512020917,15,43,1,0,53,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-02-25T15:18:51.400Z,2023-02-25T15:18:54Z,4054897329,144,61,4054896479,56,Back,,,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512021005,16,4,1,0,54,82q9159y2u7mkfn3z6hy75r4o,1,35.4,80.5,2023-02-25T15:18:52.418Z,2023-02-26T07:42:06Z,4054897475,233,14,4054896943,152,,4054896947,265,,4054896951,286,,4054896935,13,,4054896939,56,Back,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512021067,14,4,1,0,54,3budh3j9xivsid3ptm8ptpy4k,0,64.6,19.5,2023-02-25T15:18:52.419Z,2023-02-26T07:42:06Z,4054897347,152,,4054897343,13,,4054897345,56,Right,4054897351,285,,4054897349,265,,4054897549,233,16,4058168545,178,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022059,17,1,1,1,16,82q9159y2u7mkfn3z6hy75r4o,1,35.9,78.7,2023-02-25T15:19:14.174Z,2023-02-26T07:42:13Z,4058168705,178,,4054902377,140,22.9,4054902381,212,22.6,4054902373,152,,4054902383,213,4.1,4054902375,56,Back,4054902379,141,52.3,4054902371,5,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022219,18,1,1,1,21,82q9159y2u7mkfn3z6hy75r4o,1,26.5,51.9,2023-02-25T15:19:19.351Z,2023-02-26T07:42:20Z,4058168881,178,,4054903293,212,58.6,4054903287,56,Left,4054903297,1,,4054903291,141,84.5,4054903285,155,,4054903295,213,0.4,4054903289,140,78.2,el98wqtf7w1ap9ei2bxqwtx3p,J. Ledesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022227,19,1,1,1,25,82q9159y2u7mkfn3z6hy75r4o,0,78.2,84.5,2023-02-25T15:19:22.636Z,2023-02-26T07:42:24Z,4054903329,3,,4054903341,213,4.1,4054903335,141,77.3,4054903331,56,Center,4054903337,212,5.8,4054903333,140,75.2,4058168989,388,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022315,15,8,1,1,26,3budh3j9xivsid3ptm8ptpy4k,1,26,18.5,2023-02-25T15:19:23.795Z,2023-02-26T07:42:29Z,4054903797,56,Back,4056467001,385,,4058169081,388,,4055495009,15,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022327,16,5,1,1,28,3budh3j9xivsid3ptm8ptpy4k,0,29,-0.8,2023-02-25T15:19:26.245Z,2023-02-26T07:42:44Z,4054904347,233,20,4054903877,347,,4054903875,56,Back,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022399,20,5,1,1,28,82q9159y2u7mkfn3z6hy75r4o,1,71,100.8,2023-02-25T15:19:26.245Z,2023-02-26T07:42:44Z,4054904335,233,16,4054904255,56,Left,4054904257,347,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022483,21,1,1,1,31,82q9159y2u7mkfn3z6hy75r4o,1,71.7,100,2023-02-25T15:19:29.348Z,2023-02-26T07:42:51Z,4054904759,107,,4054904767,212,15.1,4054904763,140,57.7,4054904765,141,96.0,4054904769,213,3.4,4054904761,56,Left,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022533,22,1,1,1,34,82q9159y2u7mkfn3z6hy75r4o,0,55.5,93.6,2023-02-25T15:19:32.432Z,2023-02-26T07:42:57Z,4058169575,178,,4054905093,1,,4054905087,141,23.1,4054905079,155,,4054905083,56,Center,4054905085,140,73.1,4054905091,213,5.1,4054905081,196,,9c2cfavuofg0yz3307nkgi0ut,Rubén Alcaraz,4054905089,212,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022559,17,49,1,1,37,3budh3j9xivsid3ptm8ptpy4k,1,28.8,73.7,2023-02-25T15:19:34.574Z,2023-02-26T07:43:07Z,,,,,,,,,,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022645,18,1,1,1,37,3budh3j9xivsid3ptm8ptpy4k,1,28.8,73.7,2023-02-25T15:19:34.684Z,2023-02-26T07:43:13Z,4054905659,140,36.5,4054905663,212,11.3,4054905661,141,62.0,4054905665,213,5.5,4054905657,56,Back,4058169807,388,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022713,19,1,1,1,39,3budh3j9xivsid3ptm8ptpy4k,0,37,60.9,2023-02-25T15:19:37.147Z,2023-02-26T07:43:17Z,4058169847,178,,4054906085,141,25.3,4054906091,1,,4054906089,213,5.7,4054906081,56,Center,4054906079,155,,4054906087,212,43.6,4054906083,140,71.5,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022755,23,12,1,1,41,82q9159y2u7mkfn3z6hy75r4o,1,32.9,74.6,2023-02-25T15:19:39.344Z,2023-02-26T07:43:23Z,4054906353,213,1.7,4054906349,212,18.2,4054906335,56,Back,4054906345,141,100.0,4054906339,140,30.7,4054906751,15,,4058169903,388,,4054906571,167,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022871,20,5,1,1,43,3budh3j9xivsid3ptm8ptpy4k,1,70.4,-0.9,2023-02-25T15:19:41.327Z,2023-02-26T07:43:30Z,4054906899,56,Right,4054906901,347,,4054907009,233,24,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512022777,24,5,1,1,43,82q9159y2u7mkfn3z6hy75r4o,0,29.6,100.9,2023-02-25T15:19:41.327Z,2023-02-26T07:43:31Z,4054907069,233,20,4054906449,56,Back,4054906451,347,,,,,,,,,,,,,,,,,9wozklkj2p3a83j51p27a59ed,Fali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023497,21,1,1,1,59,3budh3j9xivsid3ptm8ptpy4k,1,73.2,0,2023-02-25T15:19:56.578Z,2023-02-26T07:43:37Z,4054910231,212,15.1,4054910217,107,,4054910235,213,1.3,4054910225,140,77.3,4054910229,141,19.7,4054910221,56,Right,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023527,22,44,1,2,0,3budh3j9xivsid3ptm8ptpy4k,1,76.8,22,2023-02-25T15:19:57.948Z,2023-02-26T09:35:48Z,4054910483,233,25,4054910421,56,Center,4054910423,286,,,,,,,,,,,,,,,,,diixuwl5rn7f8vjleqfqy4st1,Raúl de Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023445,25,44,1,2,0,82q9159y2u7mkfn3z6hy75r4o,0,23.2,78,2023-02-25T15:19:57.949Z,2023-02-26T07:43:51Z,4054909937,56,Back,4054910529,233,22,4054909941,285,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023571,23,1,1,2,0,3budh3j9xivsid3ptm8ptpy4k,0,77.3,19.7,2023-02-25T15:19:58.028Z,2023-02-26T09:35:49Z,4054910643,140,78.3,4054910637,56,Center,4054910653,141,34.9,4054910633,3,,4058170307,388,,4054910663,212,10.4,4054910667,213,1.5,,,,diixuwl5rn7f8vjleqfqy4st1,Raúl de Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023639,26,49,1,2,1,82q9159y2u7mkfn3z6hy75r4o,1,23.7,56.4,2023-02-25T15:19:58.999Z,2023-02-26T07:44:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023667,27,1,1,2,2,82q9159y2u7mkfn3z6hy75r4o,0,23,61.1,2023-02-25T15:20:00.301Z,2023-02-26T07:44:02Z,4054911053,56,Left,4058170383,178,,4054911051,155,,4054911059,141,80.8,4054911055,140,53.5,4054911071,1,,4054911063,212,34.7,4054911067,213,0.4,6pfbtlfphouu35kbwjiavwgyd,Luis Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023789,24,1,1,2,4,3budh3j9xivsid3ptm8ptpy4k,1,45.3,21.8,2023-02-25T15:20:02.393Z,2023-02-26T07:44:09Z,4054911667,212,20.0,4058170477,178,,4054911669,213,1.9,4054911661,141,49.4,4054911655,3,,4054911659,140,38.7,4054911657,56,Back,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023801,25,49,1,2,7,3budh3j9xivsid3ptm8ptpy4k,1,38.7,49.4,2023-02-25T15:20:04.832Z,2023-02-26T07:44:16Z,,,,,,,,,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512023883,26,1,1,2,7,3budh3j9xivsid3ptm8ptpy4k,1,38.2,50.7,2023-02-25T15:20:04.907Z,2023-02-26T07:44:21Z,4054912163,212,15.5,4058170651,178,,4054912165,213,1.3,4054912145,56,Back,4054912151,140,42.4,4054912159,141,72.6,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
