id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2507134583,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-02-12T16:29:39.131Z,2023-02-12T17:31:22Z,4029073947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029309491,197,273,4029073939,59,"1, 2, 12, 4, 20, 5, 11, 8, 7, 10, 22, 6, 9, 13, 15, 17, 18, 21, 24, 25, 27, 32, 39",4029073945,194,74gwlzg12wr9pkwmdh9xpa505,4029073943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029073941,130,8,4029073935,30,"74gwlzg12wr9pkwmdh9xpa505, d8v7fh30bn0rbhj0lgn1j17th, 7v5zw48zp3pxd39q1i2qmul79, 66t7zm54jgmcjtiizl9g0rkkp, bsi12817nc1ul082qn48d4rft, 9f83clp1v95kvlxdb376tgbth, 2z183ceh099zdd3wq5fvs1aay, 234yd91ki5snm5wipuxzogkp, 25txz41mi9auu289jliapd6tx, 2z101tpx36mno6neclyrym8yd, 8sh9iw9qs8y8056r5zmcpvemt, 1whtyw1adggpz4j1xp7sjbeg9, 1pg0b32xb9230zit0ndyd79ih, 5vyiq10fusxvrx4tajz9lmg9h, 81egd7oua1lfq2j8lke5z0ueh, b6rbjpzuq9vo9kdil1tlyl2ad, 3zyib6lm9w7bi6lbek5m0dbrp, 46gpq48n4d5bntwa8v2t78hcl, 3fatiz92fyc3cn91ca11i0iqd, 3rrges782prcprsn207dk4zit, dka9aakcyyvh98m2uhkvs6qz8, b64ooee68x644gdibifgssrh0, 9tp35qqu1heburu0g5wa6jv56",4029073937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507137081,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-02-12T16:32:42.969Z,2023-02-12T17:31:21Z,4029087387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029087385,194,2zcha0sd7axiu2s2c0bccz2s5,4029087379,59,"25, 7, 20, 6, 23, 3, 19, 16, 17, 9, 11, 1, 4, 8, 14, 18, 34, 35",4029087383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4029087381,130,4,4029087377,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4029309469,197,278,4029087375,30,"15no5m0njma23gf0ygu9agt05, f4gpe0pxov8sea9e0fs24h8q2, d34tmogp5h4rwuo3pcxtwp0fe, d3pdr28q2n295ldry2lc1uklx, 94jrxsnf1ta2u65ommyge7bo5, 8ij122duxc65thlj8flk2xdjp, eqw6fu3no9qxejk17tqgeey5m, 5t2ngljfiapcn98qlnbifg53p, 946z96r5q70ryslp3hlhafnx1, cuxm7t8cql3v06hqf18wvcul1, 2zcha0sd7axiu2s2c0bccz2s5, amjegysk3et638l4od103c7o5, 7ms6l8qho3p4jm1soleldqvv9, 3o41frgi9jxrms6rvc6ml1plh, 9xbo6c8uq29ueuyinngjjiaj9, 4l2rgx65vzgrrxorbc1edq8yd, 1wezo3pjdktc0iqaxze3uh2sq, ao3iplhzj0tiu5uhte7vq7m96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177525,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2023-02-12T17:30:08.770Z,2023-02-13T06:25:42Z,4029305797,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177515,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-02-12T17:30:08.770Z,2023-02-12T17:30:11Z,4029305743,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177543,3,1,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,50.1,50.1,2023-02-12T17:30:08.777Z,2023-02-13T09:16:24Z,4029305905,213,2.4,4029305903,212,11.4,4029305901,141,62.0,4029305899,140,42.4,4029305897,56,Back,4029305909,279,S,4030546337,178,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177589,4,1,1,0,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,39.5,62.7,2023-02-12T17:30:11.260Z,2023-02-13T09:16:31Z,4029306149,213,4.3,4029306141,56,Back,4029306143,140,25.0,4029306145,141,11.9,4030546417,178,,4029306151,1,,4029306147,212,37.8,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177617,5,1,1,0,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,31.8,11.1,2023-02-12T17:30:14.842Z,2023-02-13T09:16:37Z,4029306299,213,5.9,4030546481,178,,4029306291,56,Back,4029306293,140,43.1,4029306295,141,4.1,4029306297,212,12.8,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177653,6,1,1,0,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,54.3,3.4,2023-02-12T17:30:17.611Z,2023-02-13T09:16:46Z,4029306543,213,1.2,4029306541,212,62.7,4029306545,1,,4030546557,178,,4029306539,141,89.1,4029306537,140,76.4,4029306531,155,,4029306533,196,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,4029306535,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177667,7,1,1,0,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,77.3,85.9,2023-02-12T17:30:22.126Z,2023-02-13T09:16:52Z,4029306641,212,16.1,4029306643,213,3.7,4030546617,178,,4029306639,141,73.6,4029306637,140,64.2,4029306635,56,Center,,,,,,,2zcha0sd7axiu2s2c0bccz2s5,Kike Barja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507177695,8,1,1,0,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.4,73.8,2023-02-12T17:30:24.897Z,2023-02-13T09:16:57Z,4029306787,212,5.9,4029306785,141,75.6,4029306783,140,69.9,4029306781,56,Center,4030546697,178,,4029306789,213,0.2,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
