id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2483633607,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-11-09T17:49:38.417Z,2022-11-09T19:02:54Z,3905451647,30,"1lgrnaje6y7un5dzzll84p91, 6wpnjdlg2p8f19y3gjpz1su6t, a3w1uczgmswm3cwk4vmvoglhx, c29mprqv2ulztd22b6uckczx1, e615cmv1tfzu84f0z8mwi5711, aza9jho12wrfa3oczxoj670mh, 5mx86rwy0u4xi1b5kqin4lhx, 9m2qujt0h0zrd0n1akjqjo0r9, 4rktv6j9sioe0gmu7jt77fsh5, 3bm08rp9rgzh6cjhk0picxs6h, 4eezya3lwcwur6c8s6rl0rzvu, 76r2yw3wtql61qh5l0yumdn85, 2biwwlvzgsu5kmyw5w1adpmtx, 5soi8e2hlk77rlsbsl76hg3xl, dfjph36vcwfj5cevut4x3vf11, amcwh6w0brmkttg4uc5qm6z9w, 5zoz3mjooujpv0wdcphyrztd6, a7bs2dkwmy1cjryql6z3n9kut, 12qc3dkodeb8ykg6pc0kqf2l1, 9y7202khwzb48ea7im646m11x, 7c2qwyzh82a45s25zmdahrd91, 32uxh37qc6ebx1z4h8qvuvdnt",3905451657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905451653,130,4,3905451651,59,"13, 2, 18, 10, 3, 5, 6, 14, 9, 11, 21, 1, 7, 8, 12, 15, 16, 19, 20, 22, 23, 31",3905451649,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905451665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905451661,194,e615cmv1tfzu84f0z8mwi5711,3905451663,197,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483637273,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-09T17:55:11.456Z,2022-11-09T19:02:55Z,3905466311,30,"6wfwy94p5bm0zv3aku0urfq39, 8rm2kkceowwtj3p0k6g7id0mi, 3nchjse4ej0qhilo395td7u1h, adi6l78sdvet408eho4fi4xk9, 2rqxh5mex336ci45jaw428y5l, eyhvr45vc1n690dxobcthmndh, 92pz9nafg5h4qeqpiw3011ihh, 91te5xuankrla4g3s7as3htxx, d67qj0sakwrfzbscleo4dbget, 7xmaybxu4zd5k338bi3drkxcl, e5qp6dh1prc55llew51zpy1gp, 5f8kjgsaabn2li5r7bvpebbsa, 74wjzeja92l4q8fpy1bkmcsfd, bjzhwuehd7jzlbh04129h2w9h, 30jru4rizkqobfinh8o2jw92h, 8qvqdjw1d58mw7420lpmk7bah, cspjsye2x9pmnvdxjmghwnyi2, 6msjsxuolz1yhmongz6swkno5, agd2nhvdhp18dg1weape5olpl, 7h0b81yjiiu356rycsakgd0yc, 6gy8t82tqi12q2odz974xcbh0, e81bgheozbhng9yfmqss1jbl6, 4rhyoyjupe9nhrni7r9vyxre",3905466319,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905466315,59,"13, 2, 14, 12, 5, 24, 17, 8, 9, 10, 7, 1, 6, 16, 19, 20, 21, 22, 25, 26, 28, 31, 35",3905466323,197,270,3905466325,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905466321,194,7xmaybxu4zd5k338bi3drkxcl,3905466313,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905466317,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670077,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2022-11-09T19:01:10.535Z,2022-11-10T02:40:00Z,3905620187,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670069,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-11-09T19:01:10.535Z,2022-11-09T19:01:10Z,3905620141,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670083,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,50.1,49.9,2022-11-09T19:01:10.590Z,2022-11-10T03:52:00Z,3905620233,56,Back,3905620237,141,49.3,3905620243,279,S,3905620239,212,13.3,3905620241,213,3.2,3905620235,140,37.4,3906546427,178,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670091,4,1,1,0,1,74mcjsm72vr3l9pw2i4qfjchj,1,37.4,50,2022-11-09T19:01:12.456Z,2022-11-10T03:52:09Z,3906546463,178,,3905620263,140,32.3,3905620267,212,11.2,3905620269,213,2.1,3905620261,56,Back,3905620265,141,64.4,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670117,5,1,1,0,4,74mcjsm72vr3l9pw2i4qfjchj,1,32.6,64.4,2022-11-09T19:01:15.095Z,2022-11-10T03:52:12Z,3905620419,212,21.9,3905620415,140,28.2,3906546481,178,,3905620421,213,4.5,3905620413,56,Back,3905620417,141,32.9,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670129,6,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,29.4,32.6,2022-11-09T19:01:19.930Z,2022-11-10T03:52:16Z,3905620471,212,22.5,3905620463,56,Back,3906546493,178,,3905620465,140,32.4,3905620469,141,65.4,3905620473,213,1.4,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670151,7,1,1,0,13,74mcjsm72vr3l9pw2i4qfjchj,1,32.4,65.3,2022-11-09T19:01:24.339Z,2022-11-10T03:52:19Z,3906546501,178,,3905620593,213,4.7,3905620587,140,31.3,3905620585,56,Back,3905620591,212,18.9,3905620589,141,37.6,,,,,,,aza9jho12wrfa3oczxoj670mh,Jorge Cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670203,8,1,1,0,19,74mcjsm72vr3l9pw2i4qfjchj,1,38,40.3,2022-11-09T19:01:29.834Z,2022-11-10T03:52:22Z,3905620853,212,17.7,3905620847,56,Back,3905620849,140,38.6,3905620851,141,14.3,3905620855,213,4.7,3906546519,178,,,,,,,,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483670227,9,1,1,0,21,74mcjsm72vr3l9pw2i4qfjchj,1,38.6,14.3,2022-11-09T19:01:32.024Z,2022-11-10T03:52:26Z,3905620963,213,5.5,3905620961,212,10.1,3905620955,56,Back,3905620959,141,4.3,3906546535,178,,3905620957,140,45.7,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
