id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2497315389,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-01-14T16:10:11.251Z,2023-01-14T17:27:01Z,3977588149,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977588153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977588141,30,"15no5m0njma23gf0ygu9agt05, ao3iplhzj0tiu5uhte7vq7m96, d34tmogp5h4rwuo3pcxtwp0fe, d3pdr28q2n295ldry2lc1uklx, 94jrxsnf1ta2u65ommyge7bo5, 6dx2fxufm98xtdobuwppis34l, bpf2fcb73l96fwspo72shmkiy, 5t2ngljfiapcn98qlnbifg53p, 946z96r5q70ryslp3hlhafnx1, cuxm7t8cql3v06hqf18wvcul1, 96cbv23es0gucmd2v0qvk3iwa, amjegysk3et638l4od103c7o5, 8ij122duxc65thlj8flk2xdjp, 7ms6l8qho3p4jm1soleldqvv9, f4gpe0pxov8sea9e0fs24h8q2, 3o41frgi9jxrms6rvc6ml1plh, 2zcha0sd7axiu2s2c0bccz2s5, 8ktlzedieskw7pjsgatlac4q1, 9xbo6c8uq29ueuyinngjjiaj9, 4l2rgx65vzgrrxorbc1edq8yd, eqw6fu3no9qxejk17tqgeey5m",3977588147,130,4,3978087617,197,278,3977588143,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3977588151,194,6dx2fxufm98xtdobuwppis34l,3977588145,59,"25, 35, 20, 6, 23, 5, 22, 16, 17, 9, 12, 1, 3, 4, 7, 8, 11, 13, 14, 18, 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497320095,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-01-14T16:12:52.438Z,2023-01-14T17:34:17Z,3977613495,130,11,3977613493,59,"1, 15, 18, 6, 21, 24, 14, 12, 7, 8, 19, 2, 3, 9, 10, 13, 16, 17, 20, 22, 23, 29, 34",3977613501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977613497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977613489,30,"6ekdnbnk56xlxforb5owt3dn9, 22dchchxwrsty67ultrs61qz9, 9ej7t1srxjcxe5p627eumn6d, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, 9t88fceutc2x108ga0qkzkafp, 9e7b5cm66oxf26fmp33yuppsl, baax58gbtxlbuj3duulpms4q1, 3pwr7lqvo4o08c4nvzqpuue39, 3h58t56r9if0oh4qd3gz1wfrp, 8b3igmuipfhfzm39ack89de96, dtuwn06lnvxugaj637i553r2t, esk1w6ycz34w1r3te22shohrd, 2wdjbfzaiokiawrbn5wzsx61h, 2td3iejdken4orcduqrdutrhm, 4sz26vstr6b7b110eri7f42jt, 4uuvyzac4sd4ysjpv9eng1d5h, bfphipc0ydemnv7p3kib5r7qh, 9n447dc5s8na89g3ovx9zvbv9, ec26i7ddimq76bit2zz8fbsnp, 3j66drshfcoje5wb7gjybi9qt, ew9uk1caw2zx4qkxj3vb02kx6, 4rcsvuxnotyjoo72f8okudh5g",3977613499,194,9dewnn65ylruq567thg7ebqhh,3978087653,197,349,3977613491,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408759,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-01-14T17:30:13.191Z,2023-03-07T17:16:40Z,3978091657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408743,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2023-01-14T17:30:13.191Z,2023-01-14T17:30:13Z,3978091605,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408813,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,50.1,50.1,2023-01-14T17:30:13.242Z,2023-01-15T09:51:06Z,3978091865,212,5.3,3978091859,56,Center,3978091863,141,55.7,3978091867,213,0.8,3978091861,140,53.6,3979140987,178,,3978091869,279,S,,,,9e7b5cm66oxf26fmp33yuppsl,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408823,4,1,1,0,6,50x1m4u58lffhq6v6ga1hbxmy,0,54.3,96.6,2023-01-14T17:30:20.083Z,2023-01-15T09:52:27Z,3978091921,141,94.5,3979141097,178,,3978091919,140,64.7,3978091923,212,11.0,3978091925,213,6.2,3978091917,56,Left,,,,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409515,14,49,1,0,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,40.7,7.9,2023-01-14T17:30:20.618Z,2023-01-15T09:52:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409669,15,1,1,0,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,43.5,7,2023-01-14T17:30:21.882Z,2023-01-15T09:52:35Z,3978095787,140,47.7,3978095791,212,17.1,3978095789,141,31.3,3978095793,213,1.3,3978095785,56,Back,3979141901,178,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409731,16,1,1,0,12,2l0ldgiwsgb8d6y3z0sfgjzyj,0,62,16.5,2023-01-14T17:30:25.872Z,2023-01-15T09:53:28Z,3978098715,56,Right,3978098721,212,8.4,3979142479,178,,3978098717,140,64.0,3978098719,141,4.6,3978098723,213,5.0,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408911,5,8,1,0,13,50x1m4u58lffhq6v6ga1hbxmy,1,30.1,98.3,2023-01-14T17:30:26.687Z,2023-01-15T09:53:34Z,3979142583,178,,3978092273,56,Back,3978581363,383,,,,,,,,,,,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408919,6,49,1,0,14,50x1m4u58lffhq6v6ga1hbxmy,1,34.3,98.3,2023-01-14T17:30:27.874Z,2023-01-15T09:53:40Z,,,,,,,,,,,,,,,,,,,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408955,7,1,1,0,16,50x1m4u58lffhq6v6ga1hbxmy,0,34,96,2023-01-14T17:30:29.230Z,2023-01-15T09:53:53Z,3978092479,1,,3978092469,56,Center,3979142975,178,,3978092471,140,90.9,3978092477,213,5.8,3978092467,155,,3978092473,141,52.7,3978092475,212,66.6,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408975,3,49,1,0,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,8.5,41.8,2023-01-14T17:30:34.446Z,2023-01-15T09:53:59Z,,,,,,,,,,,,,,,,,,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
