id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2469851185,5,1,1,0,7,74mcjsm72vr3l9pw2i4qfjchj,1,26.2,18.4,2022-10-09T16:32:41.540Z,2022-10-10T03:00:37Z,3832649345,157,,3832649357,1,,3832649349,140,43.0,3832649351,141,62.3,3832649355,213,1.0,3832649347,56,Back,3834376579,178,,3832649353,212,34.7,e615cmv1tfzu84f0z8mwi5711,Raúl Albiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851201,6,1,1,0,10,74mcjsm72vr3l9pw2i4qfjchj,1,42.2,60.6,2022-10-09T16:32:44.566Z,2022-10-10T03:00:50Z,3834376751,388,,3832649433,3,,3832649441,212,7.7,3832649443,213,0.7,3832649439,141,68.2,3832649435,56,Back,3832649437,140,47.7,,,,a7bs2dkwmy1cjryql6z3n9kut,F. Coquelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851215,7,1,1,0,11,74mcjsm72vr3l9pw2i4qfjchj,1,46.3,70,2022-10-09T16:32:46.058Z,2022-10-10T03:01:02Z,3832649557,212,2.6,3832649555,141,66.3,3832649559,213,4.4,3832649551,56,Back,3832649553,140,45.6,3834376875,178,,,,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851327,8,1,1,0,12,74mcjsm72vr3l9pw2i4qfjchj,1,52.1,65.3,2022-10-09T16:32:46.898Z,2022-10-10T03:01:10Z,3832650117,141,84.5,3832650115,140,58.3,3832650119,212,14.6,3834376943,178,,3832650113,56,Left,3832650121,213,1.1,,,,,,,a7bs2dkwmy1cjryql6z3n9kut,F. Coquelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851371,9,1,1,0,20,74mcjsm72vr3l9pw2i4qfjchj,1,71.6,84.1,2022-10-09T16:32:54.881Z,2022-10-10T03:01:27Z,3832650383,140,63.8,3832650397,213,2.9,3832650393,212,8.4,3832650379,56,Left,3834377117,178,,3832650389,141,87.1,,,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851469,10,1,1,0,22,74mcjsm72vr3l9pw2i4qfjchj,1,63.8,87.1,2022-10-09T16:32:57.031Z,2022-10-10T03:01:36Z,3832650893,140,71.4,3834377227,178,,3832650897,212,8.1,3832650895,141,88.9,3832650891,56,Left,3832650899,213,0.2,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851471,11,50,1,0,26,74mcjsm72vr3l9pw2i4qfjchj,1,79.4,88.8,2022-10-09T16:33:00.919Z,2022-10-10T03:01:45Z,3832650903,56,Left,3832651007,233,7,3832650905,286,,,,,,,,,,,,,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851467,7,7,1,0,26,63f5h8t5e9qm1fqmvfkb23ghh,0,20.6,11.2,2022-10-09T16:33:01.186Z,2022-10-10T03:01:54Z,3832650875,56,Back,3832650877,285,,3832650945,233,11,3833807103,383,,3834377449,178,,,,,,,,,,,eucew4k6eswqr6emzsdg4if3d,Álex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851709,13,50,1,0,27,74mcjsm72vr3l9pw2i4qfjchj,1,86,86.2,2022-10-09T16:33:01.775Z,2022-10-10T03:02:05Z,3832652195,56,Left,3832652197,286,,3832652487,233,9,,,,,,,,,,,,,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851701,9,7,1,0,27,63f5h8t5e9qm1fqmvfkb23ghh,0,14,13.8,2022-10-09T16:33:02.127Z,2022-10-10T03:02:17Z,3832652153,56,Back,3834377631,178,,3833808451,383,,3832652453,233,13,3832652155,285,,,,,,,,,,,eucew4k6eswqr6emzsdg4if3d,Álex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851537,8,4,1,0,28,63f5h8t5e9qm1fqmvfkb23ghh,1,10.1,12.8,2022-10-09T16:33:02.599Z,2022-10-10T03:02:24Z,3832654611,233,12,3832652571,294,,3832651253,285,,3832651245,13,,3832651249,152,,3832651247,56,Back,,,,,,,eucew4k6eswqr6emzsdg4if3d,Álex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469851521,12,4,1,0,28,74mcjsm72vr3l9pw2i4qfjchj,0,89.9,87.2,2022-10-09T16:33:02.600Z,2022-10-10T03:02:24Z,3832651193,286,,3834377803,178,,3832652541,294,,3832651185,13,,3832651189,152,,3832651187,56,Left,3832654637,233,8,,,,4rktv6j9sioe0gmu7jt77fsh5,A. Danjuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852109,10,1,1,1,6,63f5h8t5e9qm1fqmvfkb23ghh,1,9.4,15.5,2022-10-09T16:33:40.571Z,2022-10-10T03:02:31Z,3834377909,178,,3832654367,212,18.5,3832654361,56,Back,3832654369,213,1.6,3832654365,141,42.7,3832654357,5,,3832654359,152,,3832654363,140,8.9,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852187,11,1,1,1,8,63f5h8t5e9qm1fqmvfkb23ghh,1,9.3,43.3,2022-10-09T16:33:43.316Z,2022-10-10T03:02:37Z,3832654797,212,18.5,3832654791,140,14.1,3834377985,178,,3832654789,56,Back,3832654801,213,1.3,3832654793,141,69.5,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852273,12,1,1,1,15,63f5h8t5e9qm1fqmvfkb23ghh,1,24.8,61.4,2022-10-09T16:33:50.311Z,2022-10-10T03:02:46Z,3832655237,56,Back,3832655239,140,31.8,3832655243,212,30.7,3832655245,213,5.0,3832655241,141,17.6,3834378043,178,,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852307,13,1,1,1,20,63f5h8t5e9qm1fqmvfkb23ghh,1,34.9,24.5,2022-10-09T16:33:55.160Z,2022-10-10T03:03:02Z,3832655401,140,33.5,3832655405,212,26.4,3832655407,213,1.6,3832655399,56,Back,3832655403,141,63.2,3834378159,178,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852361,14,1,1,1,23,63f5h8t5e9qm1fqmvfkb23ghh,1,34.1,64.8,2022-10-09T16:33:58.379Z,2022-10-10T03:03:11Z,3832655707,213,1.4,3832655705,212,21.1,3832655701,140,36.8,3832655699,56,Back,3832655703,141,95.6,3834378367,178,,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852447,15,1,1,1,26,63f5h8t5e9qm1fqmvfkb23ghh,1,35.8,96.5,2022-10-09T16:34:01.223Z,2022-10-10T03:03:18Z,3832656141,141,81.2,3832656145,213,3.9,3832656137,56,Back,3834378449,178,,3832656139,140,25.0,3832656143,212,15.4,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852517,16,1,1,1,32,63f5h8t5e9qm1fqmvfkb23ghh,1,35.3,60.8,2022-10-09T16:34:07.334Z,2022-10-10T03:03:25Z,3832656523,56,Back,3834378519,178,,3832656529,212,25.8,3832656531,213,4.7,3832656525,140,34.7,3832656527,141,22.9,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852591,17,1,1,1,37,63f5h8t5e9qm1fqmvfkb23ghh,1,36.4,26.5,2022-10-09T16:34:12.141Z,2022-10-10T03:03:34Z,3832656943,56,Back,3832656953,213,1.6,3832656949,141,60.3,3834378601,178,,3832656945,140,35.8,3832656951,212,23.0,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852641,18,1,1,1,42,63f5h8t5e9qm1fqmvfkb23ghh,1,37,61.2,2022-10-09T16:34:17.390Z,2022-10-10T03:03:47Z,3832657193,140,63.4,3834378689,178,,3832657201,1,,3832657197,212,35.7,3832657195,141,94.2,3832657199,213,0.7,3832657191,56,Left,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852693,19,1,1,1,46,63f5h8t5e9qm1fqmvfkb23ghh,1,63.7,95.4,2022-10-09T16:34:21.209Z,2022-10-10T03:04:00Z,3834378827,178,,3832657433,141,88.8,3832657437,213,3.4,3832657425,56,Back,3832657431,140,48.6,3832657435,212,16.5,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852721,20,1,1,1,48,63f5h8t5e9qm1fqmvfkb23ghh,1,48.6,88.8,2022-10-09T16:34:23.152Z,2022-10-10T03:04:16Z,3834379017,178,,3832657583,213,4.0,3832657579,141,71.9,3832657575,56,Back,3832657577,140,39.7,3832657581,212,14.8,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852755,21,1,1,1,52,63f5h8t5e9qm1fqmvfkb23ghh,1,39,69.5,2022-10-09T16:34:26.488Z,2022-10-10T03:04:23Z,3832657783,213,0.9,3832657777,140,47.9,3832657781,212,15.4,3834379105,178,,3832657779,141,87.5,3832657775,56,Back,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852793,22,1,1,1,54,63f5h8t5e9qm1fqmvfkb23ghh,1,54.4,90.2,2022-10-09T16:34:29.150Z,2022-10-10T03:04:31Z,3832657963,213,0.2,3832657959,141,96.2,3832657955,56,Left,3832657957,140,71.0,3834379199,178,,3832657961,212,17.9,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852805,23,1,1,1,57,63f5h8t5e9qm1fqmvfkb23ghh,1,71,96.2,2022-10-09T16:34:31.911Z,2022-10-10T03:04:38Z,3832658035,141,94.2,3832658031,56,Left,3832658039,212,15.2,3832658043,213,3.2,3834379267,178,,3832658033,140,56.6,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852817,24,1,1,1,58,63f5h8t5e9qm1fqmvfkb23ghh,1,56.6,94.2,2022-10-09T16:34:33.470Z,2022-10-10T03:04:44Z,3832658103,141,71.6,3832658095,56,Center,3832658099,140,67.5,3834379331,178,,3832658113,213,5.4,3832658109,212,19.2,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852835,25,1,1,1,59,63f5h8t5e9qm1fqmvfkb23ghh,1,62.7,74.4,2022-10-09T16:34:34.267Z,2022-10-10T03:04:58Z,3832658229,213,3.5,3832658221,140,48.9,3832658225,141,66.6,3832658227,212,15.4,3832658217,56,Back,3832658245,156,,3834379451,178,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852907,26,1,1,2,1,63f5h8t5e9qm1fqmvfkb23ghh,1,47,66.8,2022-10-09T16:34:36.271Z,2022-10-10T03:05:05Z,3832658645,141,34.1,3832658641,56,Back,3834379571,178,,3832658649,213,4.6,3832658647,212,22.3,3832658643,140,45.2,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852961,27,1,1,2,6,63f5h8t5e9qm1fqmvfkb23ghh,1,51.8,30.7,2022-10-09T16:34:41.020Z,2022-10-10T03:05:20Z,3832658945,140,51.8,3832658941,56,Center,3832658951,212,9.5,3832658955,213,1.6,3832658947,141,44.6,3834379699,178,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469852999,28,1,1,2,8,63f5h8t5e9qm1fqmvfkb23ghh,1,51.8,44.6,2022-10-09T16:34:43.019Z,2022-10-10T03:05:27Z,3832659141,56,Center,3832659149,213,1.5,3832659145,141,67.5,3832659147,212,15.6,3834379833,178,,3832659143,140,52.5,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853043,29,1,1,2,11,63f5h8t5e9qm1fqmvfkb23ghh,1,55.4,68.9,2022-10-09T16:34:45.624Z,2022-10-10T03:05:39Z,3832659367,56,Left,3832659373,212,24.5,3834379913,178,,3832659369,140,72.3,3832659371,141,93.8,3832659375,213,0.8,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853059,30,1,1,2,14,63f5h8t5e9qm1fqmvfkb23ghh,1,71.5,95.6,2022-10-09T16:34:49.060Z,2022-10-10T03:05:46Z,3832659485,212,8.2,3834380041,178,,3832659481,140,69.8,3832659479,56,Left,3832659487,213,4.5,3832659483,141,83.9,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853077,31,1,1,2,16,63f5h8t5e9qm1fqmvfkb23ghh,1,69,85.5,2022-10-09T16:34:50.996Z,2022-10-10T03:05:55Z,3832659607,213,0.3,3834380121,178,,3832659601,140,82.7,3832659605,212,15.1,3832659603,141,92.4,3832659599,56,Left,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853093,32,1,1,2,18,63f5h8t5e9qm1fqmvfkb23ghh,0,83.1,91.9,2022-10-09T16:34:52.942Z,2022-10-10T03:06:02Z,3833816975,224,,3832659715,1,,3834380199,178,,3832659705,56,Center,3832659707,140,91.9,3832659703,155,,3832659713,213,5.0,3833816979,72,,atigcsq78g14w82lwvay26aj9,Mikel Merino,3832659711,212,38.1,3832659701,2,3832659709,141,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853097,14,49,1,2,20,74mcjsm72vr3l9pw2i4qfjchj,1,8.4,71.8,2022-10-09T16:34:54.910Z,2022-10-10T03:06:08Z,,,,,,,,,,,,,,,,,,,,,,,,,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853187,15,1,1,2,23,74mcjsm72vr3l9pw2i4qfjchj,0,3.7,86.5,2022-10-09T16:34:58.021Z,2022-10-10T03:06:35Z,3834380409,178,,3832660207,155,,3832660219,141,89.0,3832660211,56,Back,3832660215,140,43.6,3832660223,212,41.9,3832660227,1,,3832660225,213,0.0,eh70fwampgdyfv3hu25o2qx,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470191223,1066,43,1,2,25,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-09T16:35:00.398Z,2022-10-10T08:38:36Z,3834706849,144,67,3834548503,233,805,,,,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470191221,805,43,1,2,25,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2022-10-09T16:35:00.399Z,2022-10-10T08:38:36Z,3834548519,233,1066,3834706851,144,67,,,,,,,,,,,,,,,,,,,a7bs2dkwmy1cjryql6z3n9kut,F. Coquelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853175,33,49,1,2,26,63f5h8t5e9qm1fqmvfkb23ghh,1,68.1,9.4,2022-10-09T16:35:00.677Z,2022-10-10T08:39:43Z,,,,,,,,,,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853253,34,1,1,2,27,63f5h8t5e9qm1fqmvfkb23ghh,1,63.2,4.2,2022-10-09T16:35:02.135Z,2022-10-10T03:07:02Z,3834380867,178,,3832660553,141,44.5,3832660551,140,45.9,3832660555,212,32.9,3832660557,213,2.2,3832660549,56,Back,3833819051,1,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470191355,1069,43,1,2,29,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-09T16:35:04.446Z,2022-10-10T06:46:10Z,3834548929,178,0,3834549883,144,82,,,,,,,,,,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853275,35,1,1,2,31,63f5h8t5e9qm1fqmvfkb23ghh,1,48.4,46.4,2022-10-09T16:35:05.593Z,2022-10-10T06:46:02Z,3834380969,178,,3832660691,213,6.2,3832660683,56,Center,3832660687,141,45.0,3832660685,140,57.0,3832660689,212,9.1,,,,,,,7bs0ph4yksf6lvkg91u9nqzqi,Jon Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469853321,36,1,1,2,31,63f5h8t5e9qm1fqmvfkb23ghh,1,57,44.1,2022-10-09T16:35:06.309Z,2022-10-10T03:07:17Z,3832660893,140,56.0,3834381065,178,,3832660891,56,Left,3832660899,213,1.6,3832660895,141,90.9,3832660897,212,31.8,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
