id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/16/value
2527694809,4,1,1,0,12,63f5h8t5e9qm1fqmvfkb23ghh,1,47.3,70.7,2023-04-02T16:30:35.151Z,2023-04-02T16:30:36Z,4158704891,141,94.2,4158704889,140,53.2,4158704887,56,Left,4158704895,213,1.2,4158704893,212,17.1,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694829,5,1,1,0,13,63f5h8t5e9qm1fqmvfkb23ghh,1,53.3,93.5,2023-04-02T16:30:36.623Z,2023-04-02T16:30:37Z,4158705005,140,67.0,4158705011,213,6.2,4158705003,56,Left,4158705007,141,92.4,4158705009,212,14.4,,,,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694835,6,1,1,0,15,63f5h8t5e9qm1fqmvfkb23ghh,0,67.1,92.4,2023-04-02T16:30:37.775Z,2023-04-02T16:30:41Z,4158705249,236,,4158705029,56,Left,4158705259,286,,4158705251,233,8,4158705035,212,6.4,4158705037,213,6.0,4158705033,141,90.2,4158705031,140,73.0,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694859,8,74,1,0,15,74mcjsm72vr3l9pw2i4qfjchj,1,38.1,4.1,2023-04-02T16:30:37.776Z,2023-04-02T16:30:42Z,4158705145,56,Back,4158705147,285,,4158705285,233,6,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695063,7,5,1,0,17,63f5h8t5e9qm1fqmvfkb23ghh,1,67.3,101.8,2023-04-02T16:30:39.948Z,2023-04-02T18:20:31Z,4158706265,233,9,4158706223,56,Left,4158706225,347,,,,,,,,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694863,9,5,1,0,17,74mcjsm72vr3l9pw2i4qfjchj,0,32.7,-1.8,2023-04-02T16:30:39.948Z,2023-04-02T16:30:56Z,4158706289,233,7,4158705183,56,Back,4158705185,347,,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695139,8,1,1,0,33,63f5h8t5e9qm1fqmvfkb23ghh,1,68.3,100,2023-04-02T16:30:56Z,2023-04-02T16:31:01Z,4158706615,56,Back,4158706625,1,,4158706619,141,94.8,4158706617,140,40.2,4158706613,107,,4158706621,212,29.9,4158706623,213,3.3,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695207,9,1,1,0,38,63f5h8t5e9qm1fqmvfkb23ghh,1,35.5,81.5,2023-04-02T16:31:01.007Z,2023-04-02T16:31:04Z,4158706945,141,47.5,4158706949,213,4.6,4158706947,212,23.3,4158706943,140,33.0,4158706941,56,Back,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695247,10,1,1,0,41,63f5h8t5e9qm1fqmvfkb23ghh,1,32.9,38,2023-04-02T16:31:04.559Z,2023-04-02T16:31:07Z,4158707209,212,20.0,4158707207,141,8.6,4158707203,56,Back,4158707211,213,4.7,4158707205,140,33.6,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695251,11,1,1,0,45,63f5h8t5e9qm1fqmvfkb23ghh,0,32.7,8.8,2023-04-02T16:31:07.791Z,2023-04-02T16:31:10Z,4158707293,236,,4158707223,56,Back,4158707299,286,,4158707227,141,5.9,4158707229,212,7.1,4158707295,233,10,4158707231,213,6.0,4158707225,140,39.2,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695255,10,74,1,0,45,74mcjsm72vr3l9pw2i4qfjchj,1,70.3,91.5,2023-04-02T16:31:07.792Z,2023-04-02T17:30:07Z,4158707235,285,,4158707309,233,11,4158707233,56,Left,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695265,11,5,1,0,46,74mcjsm72vr3l9pw2i4qfjchj,0,67.6,101.5,2023-04-02T16:31:08.827Z,2023-04-02T16:31:20Z,4158708097,233,12,4158707291,347,,4158707289,56,Left,,,,,,,,,,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695409,12,5,1,0,46,63f5h8t5e9qm1fqmvfkb23ghh,1,32.4,-1.5,2023-04-02T16:31:08.827Z,2023-04-02T18:20:31Z,4158708055,347,,4158708053,56,Back,4158708091,233,11,,,,,,,,,,,,,,,,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695465,13,1,1,0,57,63f5h8t5e9qm1fqmvfkb23ghh,1,39,0,2023-04-02T16:31:20.046Z,2023-04-02T16:31:24Z,4158708373,141,16.4,4158708371,140,47.2,4158708367,107,,4158708377,213,1.0,4158708369,56,Back,4158708375,212,15.0,,,,,,,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695471,14,61,1,0,59,63f5h8t5e9qm1fqmvfkb23ghh,1,46.6,21.9,2023-04-02T16:31:22.589Z,2023-04-02T21:27:49Z,4158708395,56,Back,,,,,,,,,,,,,,,,,,,,,,1qkep5ck252k1g3oqza5ygh61,T. Kubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695489,15,1,1,1,1,63f5h8t5e9qm1fqmvfkb23ghh,0,44.2,28.8,2023-04-02T16:31:23.902Z,2023-04-02T21:27:51Z,4158708471,213,0.9,4158708463,56,Back,4158708465,140,47.1,4158708467,141,34.4,4158708469,212,4.9,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695469,12,8,1,1,2,74mcjsm72vr3l9pw2i4qfjchj,1,59.3,59.4,2023-04-02T16:31:24.667Z,2023-04-02T21:28:10Z,4159715079,385,,4158708393,56,Center,,,,,,,,,,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695503,16,44,1,1,3,63f5h8t5e9qm1fqmvfkb23ghh,1,42.2,37.6,2023-04-02T16:31:25.890Z,2023-04-02T21:28:06Z,4158708537,56,Back,4158708557,233,13,4158708539,285,,,,,,,,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695499,13,44,1,1,3,74mcjsm72vr3l9pw2i4qfjchj,0,57.8,62.4,2023-04-02T16:31:25.891Z,2023-04-02T21:28:07Z,4158708527,286,,4158708525,56,Center,4158708589,233,16,,,,,,,,,,,,,,,,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695523,17,1,1,1,4,63f5h8t5e9qm1fqmvfkb23ghh,1,43.3,37.5,2023-04-02T16:31:27.423Z,2023-04-02T16:33:06Z,4158708655,212,18.1,4158708653,141,55.2,4158708651,140,56.2,4158708647,3,,4158708657,213,0.7,4158708649,56,Center,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695541,18,1,1,1,5,63f5h8t5e9qm1fqmvfkb23ghh,1,54.2,56.8,2023-04-02T16:31:28.622Z,2023-04-02T16:31:30Z,4158708743,141,85.5,4158708745,212,23.9,4158708741,140,67.3,4158708739,56,Left,4158708747,213,1.0,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695623,19,1,1,1,11,63f5h8t5e9qm1fqmvfkb23ghh,1,69.4,71,2023-04-02T16:31:34.222Z,2023-04-02T16:31:37Z,4158709233,213,6.2,4158709225,56,Center,4158709231,212,24.8,4158709227,140,92.8,4158709229,141,66.5,,,,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695629,20,61,1,1,14,63f5h8t5e9qm1fqmvfkb23ghh,1,87.3,68.8,2023-04-02T16:31:36.910Z,2023-04-02T16:31:37Z,4158709261,56,Center,,,,,,,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695693,21,1,1,1,17,63f5h8t5e9qm1fqmvfkb23ghh,1,93.3,93.5,2023-04-02T16:31:40.206Z,2023-04-02T16:31:42Z,4158709643,141,94.5,4158709645,212,5.0,4158709641,140,88.6,4158709639,56,Left,4158709647,213,3.0,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695707,22,50,1,1,19,63f5h8t5e9qm1fqmvfkb23ghh,1,87.3,94.7,2023-04-02T16:31:42.137Z,2023-04-02T16:31:44Z,4158709709,286,,4158709757,233,14,4158709707,56,Left,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695699,14,7,1,1,19,74mcjsm72vr3l9pw2i4qfjchj,1,12.7,5.3,2023-04-02T16:31:42.138Z,2023-04-02T21:29:20Z,4158709673,167,,4159717027,385,,4158709753,233,22,4158709677,56,Back,4158709679,285,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695717,15,5,1,1,20,74mcjsm72vr3l9pw2i4qfjchj,0,14,-2,2023-04-02T16:31:43.620Z,2023-04-02T21:29:27Z,4158710233,233,23,4158709741,56,Back,4158709743,347,,,,,,,,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695791,23,5,1,1,20,63f5h8t5e9qm1fqmvfkb23ghh,1,86,102,2023-04-02T16:31:43.620Z,2023-04-02T21:29:26Z,4158710129,56,Left,4158710133,347,,4158710201,233,15,,,,,,,,,,,,,,,,dvrk8qmt9ta4c3kvjgsad7t91,Brais Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695847,24,1,1,1,30,63f5h8t5e9qm1fqmvfkb23ghh,1,85.7,100,2023-04-02T16:31:52.966Z,2023-04-02T21:29:37Z,4158710391,140,87.7,4158710389,56,Left,4158710387,107,,4158710395,212,8.0,4158710393,141,90.5,4158710397,213,5.0,,,,,,,bj929w5yi7lnz36jxsi5qnq7e,Aihen Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695857,25,1,1,1,31,63f5h8t5e9qm1fqmvfkb23ghh,0,87.9,90.5,2023-04-02T16:31:54.134Z,2023-04-02T21:29:40Z,4158710431,56,Left,4158710435,141,89.9,4158710433,140,94.5,4158710437,212,6.9,4158710439,213,6.2,,,,,,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695851,16,8,1,1,31,74mcjsm72vr3l9pw2i4qfjchj,1,9.6,8.8,2023-04-02T16:31:54.323Z,2023-04-02T21:29:45Z,4159717865,384,,4158710413,56,Back,,,,,,,,,,,,,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527695915,17,52,1,1,34,74mcjsm72vr3l9pw2i4qfjchj,1,1.9,34,2023-04-02T16:31:57.099Z,2023-04-02T21:29:49Z,4159718049,377,,,,,,,,,,,,,,,,,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696023,18,1,1,1,39,74mcjsm72vr3l9pw2i4qfjchj,0,13.2,35,2023-04-02T16:32:02.380Z,2023-04-02T16:32:07Z,4158711231,140,66.4,4158711235,212,55.9,4158711233,141,31.7,4158711237,213,6.2,4158711229,56,Center,4158711227,199,,4158711239,1,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696051,26,1,1,1,44,63f5h8t5e9qm1fqmvfkb23ghh,0,31.6,61.4,2023-04-02T16:32:06.654Z,2023-04-02T16:32:10Z,4158711395,213,0.5,4158711385,3,,4158711393,212,38.2,4158711387,56,Left,4158711389,140,62.7,4158711391,141,90.5,4158711397,1,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696085,19,1,1,1,47,74mcjsm72vr3l9pw2i4qfjchj,1,40.2,5.1,2023-04-02T16:32:10.075Z,2023-04-02T16:32:11Z,4158711563,213,1.5,4158711557,140,40.4,4158711559,141,16.9,4158711561,212,8.0,4158711553,3,,4158711555,56,Back,,,,,,,3bm08rp9rgzh6cjhk0picxs6h,S. Chukwueze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696111,20,1,1,1,48,74mcjsm72vr3l9pw2i4qfjchj,1,40.4,16.9,2023-04-02T16:32:11.075Z,2023-04-02T16:32:13Z,4158711705,56,Back,4158711711,212,11.8,4158711713,213,3.1,4158711709,141,17.6,4158711707,140,29.2,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696157,21,1,1,1,50,74mcjsm72vr3l9pw2i4qfjchj,1,29.4,22.2,2023-04-02T16:32:13.163Z,2023-04-02T16:32:16Z,4158711935,141,40.3,4158711933,140,22.2,4158711931,56,Back,4158711939,213,2.1,4158711937,212,14.4,,,,,,,,,,5soi8e2hlk77rlsbsl76hg3xl,J. Foyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696189,22,1,1,1,53,74mcjsm72vr3l9pw2i4qfjchj,1,22.2,40.3,2023-04-02T16:32:16.314Z,2023-04-02T16:32:18Z,4158712127,213,1.7,4158712119,56,Back,4158712123,141,76.5,4158712125,212,24.9,4158712121,140,18.9,,,,,,,,,,7c2qwyzh82a45s25zmdahrd91,A. Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696251,23,1,1,1,56,74mcjsm72vr3l9pw2i4qfjchj,1,18.9,76.5,2023-04-02T16:32:18.683Z,2023-04-02T16:32:23Z,4158712425,213,6.1,4158712421,141,72.9,4158712423,212,12.1,4158712419,140,30.2,4158712417,56,Back,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696257,24,4,1,2,0,74mcjsm72vr3l9pw2i4qfjchj,1,33.3,69.6,2023-04-02T16:32:22.747Z,2023-04-02T17:29:29Z,4158712521,233,27,4158712721,285,,4158712475,152,,4158712467,13,,4158712477,265,,4158712471,56,Back,,,,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696261,27,4,1,2,0,63f5h8t5e9qm1fqmvfkb23ghh,0,66.7,30.4,2023-04-02T16:32:22.748Z,2023-04-02T17:29:29Z,4158712503,265,,4158712501,152,,4158712497,13,,4158712571,233,24,4158966637,286,,4158712499,56,Center,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696509,25,1,1,2,18,74mcjsm72vr3l9pw2i4qfjchj,1,34.9,73.4,2023-04-02T16:32:40.939Z,2023-04-02T16:32:52Z,4158713829,56,Back,4158713837,213,3.1,4158713827,152,,4158714287,189,,4158713825,5,,4158713831,140,20.9,4158713833,141,74.1,4158713835,212,14.7,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696547,26,1,1,2,20,74mcjsm72vr3l9pw2i4qfjchj,1,20.9,74.1,2023-04-02T16:32:42.930Z,2023-04-02T16:32:55Z,4158714061,140,8.8,4158714059,56,Back,4158714063,141,47.9,4158714067,213,4.1,4158714065,212,21.9,4158714741,189,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696569,27,1,1,2,23,74mcjsm72vr3l9pw2i4qfjchj,0,9.4,44,2023-04-02T16:32:46.226Z,2023-04-02T16:32:57Z,4158714173,140,13.9,4158714175,141,0.0,4158714171,56,Back,4158714179,213,4.9,4158714177,212,31.6,,,,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696709,28,5,1,2,26,63f5h8t5e9qm1fqmvfkb23ghh,1,85.9,101.7,2023-04-02T16:32:49.191Z,2023-04-02T18:20:32Z,4158714937,56,Left,4158714939,347,,4158714945,233,28,,,,,,,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527696575,28,5,1,2,26,74mcjsm72vr3l9pw2i4qfjchj,0,14.1,-1.7,2023-04-02T16:32:49.191Z,2023-04-02T16:33:00Z,4158714211,347,,4158714999,233,28,4158714209,56,Back,,,,,,,,,,,,,,,,76r2yw3wtql61qh5l0yumdn85,Pepe Reina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
