id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2503597657,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-02-04T11:50:18.490Z,2023-02-04T13:03:57Z,4010588187,59,"25, 18, 14, 5, 23, 4, 22, 10, 7, 17, 21, 1, 6, 13, 15, 16, 19, 20, 24, 27",4010588191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010813869,197,270,4010588183,30,"agd2nhvdhp18dg1weape5olpl, 9hz4s6zmelmg4ix47xbre3q3t, 3nchjse4ej0qhilo395td7u1h, 2rqxh5mex336ci45jaw428y5l, cbhdq57m8kxdeqjf42z0i3rop, 6810qbng9pfg1bztczv11grmd, 6msjsxuolz1yhmongz6swkno5, 7xmaybxu4zd5k338bi3drkxcl, e5qp6dh1prc55llew51zpy1gp, 92pz9nafg5h4qeqpiw3011ihh, cspjsye2x9pmnvdxjmghwnyi2, 5f8kjgsaabn2li5r7bvpebbsa, 28psc296gj3umo59qqha8jil1, bglk6tokkpgjltpzljp1p345x, 32fnehcyqzc55h6auev06odwq, bjzhwuehd7jzlbh04129h2w9h, 30jru4rizkqobfinh8o2jw92h, 8qvqdjw1d58mw7420lpmk7bah, eyhvr45vc1n690dxobcthmndh, 4ypoy27moehhbiaf3o1bntht6",4010588193,194,7xmaybxu4zd5k338bi3drkxcl,4010588195,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010588185,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4010588189,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503598719,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-02-04T11:52:47.199Z,2023-02-04T13:20:40Z,4010593333,30,"15no5m0njma23gf0ygu9agt05, ao3iplhzj0tiu5uhte7vq7m96, 8ij122duxc65thlj8flk2xdjp, d3pdr28q2n295ldry2lc1uklx, 7ms6l8qho3p4jm1soleldqvv9, 6dx2fxufm98xtdobuwppis34l, cuxm7t8cql3v06hqf18wvcul1, f4gpe0pxov8sea9e0fs24h8q2, 946z96r5q70ryslp3hlhafnx1, 5t2ngljfiapcn98qlnbifg53p, 96cbv23es0gucmd2v0qvk3iwa, amjegysk3et638l4od103c7o5, 3o41frgi9jxrms6rvc6ml1plh, 2zcha0sd7axiu2s2c0bccz2s5, 9xbo6c8uq29ueuyinngjjiaj9, 4l2rgx65vzgrrxorbc1edq8yd, eqw6fu3no9qxejk17tqgeey5m, d34tmogp5h4rwuo3pcxtwp0fe, 94jrxsnf1ta2u65ommyge7bo5",4010807215,197,278,4010593343,194,7ms6l8qho3p4jm1soleldqvv9,4010593345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010593335,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4010593339,130,7,4010593337,59,"25, 35, 3, 6, 4, 5, 9, 7, 17, 16, 12, 1, 8, 11, 14, 18, 19, 20, 23",4010593341,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645261,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-02-04T13:01:42.515Z,2023-02-04T13:01:45Z,4010825377,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645241,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2023-02-04T13:01:42.515Z,2023-02-04T22:36:55Z,4010825271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645317,3,1,1,0,0,c8llrezkm3b3op4afrou6b487,1,49.9,49.9,2023-02-04T13:01:42.623Z,2023-02-04T22:42:44Z,4010825693,279,S,4010825683,56,Back,4010825685,140,38.7,4010825689,212,12.5,4013557511,178,,4010825691,213,2.8,4010825687,141,56.0,,,,92pz9nafg5h4qeqpiw3011ihh,M. Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645347,4,1,1,0,2,c8llrezkm3b3op4afrou6b487,1,38.7,56,2023-02-04T13:01:45.090Z,2023-02-04T22:42:50Z,4010825857,56,Back,4010825865,213,2.8,4010825863,212,8.7,4010825859,140,31.0,4010825861,141,60.6,4013557593,178,,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645405,5,1,1,0,4,c8llrezkm3b3op4afrou6b487,1,29.7,59.3,2023-02-04T13:01:47.335Z,2023-02-04T22:42:53Z,4010826151,56,Back,4010826153,140,24.2,4013557669,178,,4010826161,213,4.4,4010826159,212,20.5,4010826155,141,30.3,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645477,6,1,1,0,7,c8llrezkm3b3op4afrou6b487,1,24.1,30.3,2023-02-04T13:01:49.984Z,2023-02-04T22:44:36Z,4013559949,178,,4010826595,212,25.2,4010826589,56,Back,4010826593,141,56.7,4010826591,140,7.3,4010826597,213,2.3,,,,,,,cbhdq57m8kxdeqjf42z0i3rop,C. Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645533,7,1,1,0,11,c8llrezkm3b3op4afrou6b487,0,7.3,61.2,2023-02-04T13:01:53.791Z,2023-02-04T22:44:41Z,4010826885,140,42.9,4010826889,212,37.6,4010826893,1,,4010826883,56,Back,4010826881,155,,4010826887,141,67.5,4010826891,213,0.1,4013560047,178,,agd2nhvdhp18dg1weape5olpl,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645509,3,44,1,0,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,56,30.8,2023-02-04T13:01:56.118Z,2023-02-05T07:42:00Z,4010826749,56,Center,4010826751,286,,4010827081,233,8,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
