id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/17/value,qualifier/18/value
2458744575,5,5,1,0,11,3czravw89omgc9o4s0w3l1bg5,1,37.8,101.2,2022-09-11T14:17:25.171Z,2022-09-12T00:46:13Z,3773526723,233,7,3773526707,56,Back,3773526709,347,,,,,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744325,7,5,1,0,11,4yg9ttzw0m51048doksv8uq5r,0,62.2,-1.2,2022-09-11T14:17:25.171Z,2022-09-12T00:46:13Z,3773526761,233,5,3773525489,347,,3773525487,56,Right,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744597,6,1,1,0,24,3czravw89omgc9o4s0w3l1bg5,1,37.2,100,2022-09-11T14:17:37.617Z,2022-09-12T00:46:17Z,3773526851,212,9.1,3773526849,141,89.9,3773526847,140,41.5,3773526853,213,5.2,3773526843,107,,3773526845,56,Back,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744603,7,1,1,0,25,3czravw89omgc9o4s0w3l1bg5,1,41.5,89.9,2022-09-11T14:17:38.656Z,2022-09-12T00:46:23Z,3775403957,388,,3773526885,213,2.8,3773526879,140,37.3,3773526883,212,4.7,3773526877,56,Back,3773526881,141,92.4,,,,,,,81png9xvfr224o03vaksp6aqd,Muniain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744641,8,1,1,0,26,3czravw89omgc9o4s0w3l1bg5,0,38.3,90.9,2022-09-11T14:17:39.270Z,2022-09-12T00:46:32Z,3773527085,213,5.3,3775404211,388,,3773527075,155,,3773527079,140,54.9,3773527083,212,33.5,3773527087,1,,3773527077,56,Center,3773527081,141,48.8,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744665,8,1,1,0,28,4yg9ttzw0m51048doksv8uq5r,0,44.7,57,2022-09-11T14:17:41.889Z,2022-09-12T00:46:40Z,3773527225,140,59.0,3773527231,213,5.9,3773527229,212,16.3,3773527221,3,,3775404479,388,,3773527223,56,Center,3773527227,141,47.5,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744771,9,1,1,0,30,3czravw89omgc9o4s0w3l1bg5,1,41.7,51.2,2022-09-11T14:17:44.219Z,2022-09-12T00:46:52Z,3773527737,56,Back,3773527741,141,31.3,3773527739,140,32.0,3773527743,212,16.9,3773527745,213,4.1,3775404901,178,,,,,,,,1rjzsyc8yt25tyelzg820if2t,Dani García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744807,10,1,1,0,36,3czravw89omgc9o4s0w3l1bg5,1,31.4,34.9,2022-09-11T14:17:49.665Z,2022-09-12T00:46:56Z,3773527969,212,23.8,3773527963,140,31.5,3775405057,178,,3773527965,141,69.9,3773527971,213,1.6,3773527959,56,Back,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744835,11,1,1,0,39,3czravw89omgc9o4s0w3l1bg5,1,32.6,72.4,2022-09-11T14:17:52.384Z,2022-09-12T00:47:01Z,3773528175,212,11.3,3775405209,178,,3773528167,56,Back,3773528177,213,1.3,3773528173,141,88.3,3773528171,140,35.7,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744911,12,1,1,0,40,3czravw89omgc9o4s0w3l1bg5,1,35.7,86.5,2022-09-11T14:17:54.072Z,2022-09-12T00:47:07Z,3773528555,213,4.3,3775405589,178,,3773528547,56,Back,3773528553,212,13.6,3773528549,140,30.5,3773528551,141,68.2,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458744997,13,1,1,0,44,3czravw89omgc9o4s0w3l1bg5,1,30.2,69,2022-09-11T14:17:57.472Z,2022-09-12T00:47:50Z,3773528917,141,84.5,3773528913,56,Back,3773528919,212,10.7,3773528921,213,1.4,3775407361,178,,3773528915,140,32.0,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745037,14,1,1,0,48,3czravw89omgc9o4s0w3l1bg5,0,39.5,83.6,2022-09-11T14:18:01.560Z,2022-09-12T00:47:56Z,3773529145,212,37.1,3773529141,140,73.0,3773529149,1,,3773529143,141,100.0,3775407515,178,,3773529147,213,0.3,3773529139,56,Left,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745189,9,5,1,0,51,4yg9ttzw0m51048doksv8uq5r,1,24.6,-1.5,2022-09-11T14:18:04.833Z,2022-09-12T00:48:01Z,3773529967,233,15,3773529923,56,Back,3773529927,347,,,,,,,,,,,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745039,15,5,1,0,51,3czravw89omgc9o4s0w3l1bg5,0,75.4,101.5,2022-09-11T14:18:04.833Z,2022-09-12T00:48:02Z,3773529159,56,Left,3773530043,233,9,3773529161,347,,,,,,,,,,,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745219,10,1,1,0,56,4yg9ttzw0m51048doksv8uq5r,1,20.5,0,2022-09-11T14:18:10.161Z,2022-09-12T00:48:06Z,3773530109,56,Back,3773530117,213,1.4,3773530113,141,12.8,3773530111,140,21.7,3773765435,189,,3773530107,107,,3773530115,212,10.1,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745233,11,1,1,0,58,4yg9ttzw0m51048doksv8uq5r,1,21.5,12.6,2022-09-11T14:18:11.911Z,2022-09-12T00:48:14Z,3773765481,189,,3773530215,212,6.9,3775408041,178,,3773530217,213,3.9,3773530213,141,5.5,3773530209,56,Back,3773530211,140,16.8,,,,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745265,12,1,1,1,0,4yg9ttzw0m51048doksv8uq5r,1,15.6,7.1,2022-09-11T14:18:13.697Z,2022-09-12T00:48:21Z,3773530393,140,4.8,3773530397,212,27.3,3773530391,56,Back,3775408285,178,,3773530399,213,2.0,3773530395,141,43.6,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745321,13,1,1,1,4,4yg9ttzw0m51048doksv8uq5r,1,6,49,2022-09-11T14:18:17.317Z,2022-09-12T00:48:27Z,3773530763,213,0.7,3773530761,212,48.6,3773530755,56,Back,3773530765,1,,3773530759,141,95.9,3775408477,178,,3773530757,140,40.9,3773530753,155,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745385,14,1,1,1,8,4yg9ttzw0m51048doksv8uq5r,1,40.8,95.7,2022-09-11T14:18:21.368Z,2022-09-12T00:48:34Z,3773531115,141,96.8,3773531119,213,0.0,3775408685,178,,3773531111,56,Left,3773531113,140,58.6,3773531117,212,18.7,,,,,,,eg5xrgue41p7yq97ge9iri99m,N. Fernández Mercau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745393,15,61,1,1,10,4yg9ttzw0m51048doksv8uq5r,0,57.4,95.9,2022-09-11T14:18:23.287Z,2022-09-12T00:48:42Z,3775408975,15,,3773531139,56,Left,3775408977,178,,,,,,,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745443,16,1,1,1,11,3czravw89omgc9o4s0w3l1bg5,1,41.8,5,2022-09-11T14:18:25.234Z,2022-09-12T00:48:52Z,3773531405,140,44.2,3773531409,212,2.5,3773531411,213,0.1,3775409237,178,,3773531407,141,5.5,3773531403,56,Back,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745447,17,49,1,1,12,3czravw89omgc9o4s0w3l1bg5,1,44.2,5.5,2022-09-11T14:18:25.846Z,2022-09-12T00:49:00Z,,,,,,,,,,,,,,,,,,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745497,18,1,1,1,12,3czravw89omgc9o4s0w3l1bg5,1,44.2,5.5,2022-09-11T14:18:25.943Z,2022-09-12T00:49:05Z,3773531651,140,63.6,3773531649,56,Right,3773531653,141,2.5,3773531657,213,6.2,3775131451,155,,3775409603,178,,3773531655,212,20.5,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745513,19,1,1,1,16,3czravw89omgc9o4s0w3l1bg5,0,67.1,2.8,2022-09-11T14:18:29.940Z,2022-09-12T00:49:18Z,3773531717,140,60.4,3773531725,213,2.7,3773531719,141,7.9,3773531715,56,Right,3773531721,212,7.8,3775410041,178,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745611,17,3,1,1,18,4yg9ttzw0m51048doksv8uq5r,1,37.2,86.8,2022-09-11T14:18:31.972Z,2022-09-12T00:49:28Z,3773532191,56,Back,3773532253,233,20,3775131851,464,,3775410351,178,,3773532195,286,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745541,20,45,1,1,18,3czravw89omgc9o4s0w3l1bg5,0,62.8,13.2,2022-09-11T14:18:31.972Z,2022-09-12T00:49:28Z,3773532307,233,17,3773531863,56,Right,3773531865,285,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745577,16,49,1,1,21,4yg9ttzw0m51048doksv8uq5r,1,34.1,83.6,2022-09-11T14:18:34.325Z,2022-09-12T00:49:43Z,,,,,,,,,,,,,,,,,,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745649,18,1,1,1,21,4yg9ttzw0m51048doksv8uq5r,1,36,80.3,2022-09-11T14:18:34.542Z,2022-09-12T00:49:48Z,3773532407,212,18.0,3773532403,140,19.0,3773532401,56,Back,3773532409,213,3.3,3773532405,141,76.4,3775410973,178,,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745735,19,1,1,1,24,4yg9ttzw0m51048doksv8uq5r,1,21.8,75,2022-09-11T14:18:37.687Z,2022-09-12T00:49:55Z,3775411217,178,,3773532861,213,4.6,3773532855,140,18.9,3773532859,212,23.3,3773532857,141,41.0,3773532853,56,Back,,,,,,,33r4ae8aivh27ho0ix9mnkedx,Bigas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745791,20,1,1,1,28,4yg9ttzw0m51048doksv8uq5r,0,18.5,34,2022-09-11T14:18:41.656Z,2022-09-12T00:50:01Z,3773533165,140,71.3,3773533171,212,56.4,3773533179,1,,3775411405,178,,3773533157,155,,3773533167,141,19.1,3773533175,213,6.1,3773533161,56,Right,2zn2o5lzchz7oattq9pnjr8wl,E. Roco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745855,21,1,1,1,31,3czravw89omgc9o4s0w3l1bg5,0,31.9,72.1,2022-09-11T14:18:44.918Z,2022-09-12T00:50:07Z,3773533505,140,42.3,3773533509,212,12.8,3773533501,3,,3775411609,388,,3773533503,56,Back,3773533507,141,82.0,3773533511,213,0.6,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745885,21,61,1,1,35,4yg9ttzw0m51048doksv8uq5r,1,56.8,10.7,2022-09-11T14:18:48.451Z,2022-09-12T00:50:30Z,3773533651,56,Right,3775412155,178,,,,,,,,,,,,,,,,,,,,8f3eqla9yo5js50fv2tdu5vjd,Domingos Quina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745925,22,1,1,1,36,4yg9ttzw0m51048doksv8uq5r,1,54.4,13.8,2022-09-11T14:18:49.889Z,2022-09-12T00:50:36Z,3775412329,178,,3773533867,141,9.8,3773533869,212,5.3,3773533861,56,Right,3773533865,140,58.7,3773533871,213,5.7,,,,,,,agmcwbzoertg4l8njpdai7kl,Pol Lirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745987,23,1,1,1,37,4yg9ttzw0m51048doksv8uq5r,1,57.8,10.3,2022-09-11T14:18:50.958Z,2022-09-12T00:50:43Z,3773534163,56,Right,3773534167,141,19.8,3775412573,178,,3773534169,212,6.9,3773534165,140,60.2,3773534171,213,1.2,,,,,,,defkaykmw8lmts2gumfa1jyzt,Álex Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745993,24,4,1,1,38,4yg9ttzw0m51048doksv8uq5r,1,64.6,24.2,2022-09-11T14:18:51.840Z,2022-09-12T00:50:52Z,3773534185,56,Center,3773534191,286,,3773534189,265,,3773534187,152,,3773534283,233,22,3773534183,13,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458745999,22,4,1,1,38,3czravw89omgc9o4s0w3l1bg5,0,35.4,75.8,2022-09-11T14:18:51.841Z,2022-09-12T00:50:52Z,3773534229,152,,3773534227,56,Back,3773534233,285,,3773534225,13,,3775412733,178,,3773534305,233,24,3773534231,265,,,,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458746815,25,1,1,2,24,4yg9ttzw0m51048doksv8uq5r,1,59.2,20.6,2022-09-11T14:19:37.941Z,2022-09-12T00:51:03Z,3773538511,152,,3775412973,178,,3773538523,213,0.8,3773538519,141,66.1,3773538525,1,,3773538503,5,,3773538507,155,,3773538513,56,Center,f0a2qk3jzxercn67bben5eled,Gumbau,3773538517,140,89.4,3773538521,212,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458746825,26,1,1,2,27,4yg9ttzw0m51048doksv8uq5r,0,87.9,65.7,2022-09-11T14:19:40.953Z,2022-09-12T00:51:09Z,3775413131,178,,3773538575,56,Center,3773538577,140,97.1,3773538573,3,,3773538581,212,11.9,3773538583,213,5.7,3773538579,141,55.5,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458746811,23,52,1,2,29,3czravw89omgc9o4s0w3l1bg5,1,1.4,43.5,2022-09-11T14:19:42.533Z,2022-09-12T00:51:15Z,3775413325,178,,3775135221,377,,,,,,,,,,,,,,,,,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458747061,24,1,1,2,37,3czravw89omgc9o4s0w3l1bg5,1,14.1,50,2022-09-11T14:19:50.761Z,2022-09-12T00:51:35Z,3773539785,56,Back,3773539791,212,16.6,3773539789,141,71.1,3773539787,140,22.1,3773539783,123,,3775413745,178,,3773539793,213,1.0,,,,4vlurpsi44g09g159t61u83bp,Unai Simón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458747177,25,1,1,2,42,3czravw89omgc9o4s0w3l1bg5,1,29.8,67.6,2022-09-11T14:19:56.087Z,2022-09-12T00:51:44Z,3773540379,212,50.8,3773540381,213,5.3,3773540373,56,Right,3773540377,141,3.5,3773540375,140,54.7,3773540369,155,,3775414003,178,,3773540383,1,,cd5napttmwk5o9gxw3cbb4ted,Íñigo Martínez,3773540371,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458747195,26,1,1,2,48,3czravw89omgc9o4s0w3l1bg5,1,48.5,5.3,2022-09-11T14:20:01.875Z,2022-09-12T00:51:50Z,3773540473,213,3.1,3773540465,56,Back,3773540471,212,9.3,3773540469,141,5.6,3773540467,140,39.6,3775414235,178,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458747249,27,1,1,2,50,3czravw89omgc9o4s0w3l1bg5,1,37,10.9,2022-09-11T14:20:03.767Z,2022-09-12T00:51:55Z,3773540869,141,41.9,3773540873,213,1.7,3773540871,212,21.4,3773540865,56,Back,3773540867,140,33.4,3775414401,178,,,,,,,,e9wu8g45hq2c1vp07jktx0set,De Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
