id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/13/value,assist,qualifier/16/value
2494094949,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-12-30T15:14:43.753Z,2022-12-30T16:08:00Z,3960680615,197,349,3960646613,59,"1, 15, 18, 6, 21, 5, 14, 12, 7, 16, 19, 2, 3, 8, 9, 10, 13, 17, 20, 22, 23, 31, 34",3960646615,130,11,3960646621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960646609,30,"6ekdnbnk56xlxforb5owt3dn9, 22dchchxwrsty67ultrs61qz9, 9ej7t1srxjcxe5p627eumn6d, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, cjtqtr93yjd3ee7tslzi1bd9l, 9e7b5cm66oxf26fmp33yuppsl, baax58gbtxlbuj3duulpms4q1, 3pwr7lqvo4o08c4nvzqpuue39, 4uuvyzac4sd4ysjpv9eng1d5h, 8b3igmuipfhfzm39ack89de96, dtuwn06lnvxugaj637i553r2t, esk1w6ycz34w1r3te22shohrd, 3h58t56r9if0oh4qd3gz1wfrp, 2wdjbfzaiokiawrbn5wzsx61h, 2td3iejdken4orcduqrdutrhm, 4sz26vstr6b7b110eri7f42jt, bfphipc0ydemnv7p3kib5r7qh, 9n447dc5s8na89g3ovx9zvbv9, ec26i7ddimq76bit2zz8fbsnp, 3j66drshfcoje5wb7gjybi9qt, 5qh2kdatvb03o8oiqvkaaxje2, 4rcsvuxnotyjoo72f8okudh5g",3960646619,194,9dewnn65ylruq567thg7ebqhh,3960646617,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960646611,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494094971,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-12-30T15:14:48.670Z,2022-12-30T16:04:29Z,3960646751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960646749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960650097,194,9see13i1f0n1ju4uhs8sijutx,3960680451,197,1579,3960646745,59,"13, 22, 9, 15, 6, 2, 11, 16, 19, 10, 5, 1, 3, 4, 7, 8, 12, 14, 17, 20, 21, 23, 27",3960646743,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3960646741,30,"vota9gwygxp3wc998tl7ldxx, 1p6ccbu8hzugj05qtea21rw7p, 5l6e9nd0defapk1w2ucndowr9, 2o3bka7gokfjkej1f600ovbo5, cue88fm1v1ysfuwhql68czydx, 9see13i1f0n1ju4uhs8sijutx, eiqt71z69beq7akuhot0foset, aso41hpuq5oh825n83boc5x0q, 52e2ogoex674bz6pcwluapdxx, b64p21hmhsqgrn6n04mk00zpx, ch1lxxbn01at4jmkafy4uevh1, 1f2t5vsayiiluw330yiw4ft1x, 2zgcbp9g85uxudxadiw3twmvp, qg0ok4244nmslpvxnoj6zn8q, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, bvbebtykj45j3luvemk8yc4ph, 8lg4tqh5bepeexbhghyr7pze2, entqiwoor6dhwqcg5s82krfth, dkv5svrbfiq996qchro44dfpx, 5lzbyj5i0cotpry4gneap8c89, 32sds4yk7ch30mng0gyzhdk9h, 5mj2vxkh3pmkbwj139mp93n4l",3960646747,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101369,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-12-30T16:02:06.375Z,2022-12-30T16:02:07Z,3960682343,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101361,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-12-30T16:02:06.375Z,2022-12-31T02:34:42Z,3960682315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101375,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,50.1,50.1,2022-12-30T16:02:06.377Z,2022-12-31T04:02:11Z,3961438915,178,,3960682383,279,S,3960682377,141,49.7,3960682375,140,36.7,3960682373,56,Back,3960682381,213,3.2,3960682379,212,14.1,,,,8b3igmuipfhfzm39ack89de96,Lee Kang-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101377,4,1,1,0,2,50x1m4u58lffhq6v6ga1hbxmy,0,37.1,49.6,2022-12-30T16:02:08.737Z,2022-12-31T04:04:12Z,3960682387,155,,3961441431,178,,3960682391,140,75.2,3960682397,213,5.9,3960682389,56,Center,3960682395,212,44.0,3960682393,141,22.7,3960682399,1,,4uuvyzac4sd4ysjpv9eng1d5h,R. Battaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101385,3,1,1,0,5,1n1j0wsl763lq7ee1k0c11c02,0,25.1,78.1,2022-12-30T16:02:11.547Z,2022-12-31T04:04:17Z,3960682433,3,,3960682435,56,Back,3961441475,388,,3960682443,213,1.2,3960682439,141,100.0,3960682441,212,17.1,3960682437,140,30.8,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101387,4,5,1,0,8,1n1j0wsl763lq7ee1k0c11c02,0,30.9,101.8,2022-12-30T16:02:14.915Z,2022-12-31T04:04:21Z,3960682445,56,Back,3960682447,347,,3960682631,233,5,,,,,,,,,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101415,5,5,1,0,8,50x1m4u58lffhq6v6ga1hbxmy,1,69.1,-1.8,2022-12-30T16:02:14.915Z,2022-12-31T04:04:20Z,3960682625,347,,3960682623,56,Right,3960682627,233,4,,,,,,,,,,,,,,,,4uuvyzac4sd4ysjpv9eng1d5h,R. Battaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494101425,6,1,1,0,24,50x1m4u58lffhq6v6ga1hbxmy,1,68.9,0,2022-12-30T16:02:30.647Z,2022-12-31T04:04:24Z,3960682671,140,72.5,3960682677,213,1.3,3960682667,107,,3960682675,212,16.8,3960682673,141,22.2,3960682669,56,Center,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
