id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/16/value,qualifier/13/value,qualifier/12/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2446743011,7,61,1,0,13,1n1j0wsl763lq7ee1k0c11c02,0,27.9,75.6,2022-08-15T17:31:43.879Z,2022-08-16T04:56:53Z,3709815931,56,Back,3710494795,15,,3710494659,178,,,,,,,,,,,,,,,,,dkv5svrbfiq996qchro44dfpx,N. Maksimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742765,7,1,1,0,13,4ku8o6uf87yd8iecdalipo6wd,1,70.1,19.4,2022-08-15T17:31:44.829Z,2022-08-16T04:56:43Z,3709814491,56,Center,3710494741,178,,3709814499,213,0.9,3709814497,212,13.7,3709814493,140,78.1,3709814495,141,35.3,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742783,8,1,1,0,14,4ku8o6uf87yd8iecdalipo6wd,1,78.5,34,2022-08-15T17:31:45.786Z,2022-08-16T04:57:07Z,3709814581,212,12.2,3709814583,213,5.1,3710494931,178,,3709814577,140,82.5,3709814579,141,17.2,3709814575,56,Right,,,,,,,46kq5653o302ebz4o5yzsss0l,Álvaro Morata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742793,9,1,1,0,18,4ku8o6uf87yd8iecdalipo6wd,0,95.9,23.1,2022-08-15T17:31:49.390Z,2022-08-16T04:57:15Z,3709814625,212,19.3,3709814621,140,95.6,3710227403,20,,3710495003,178,,3709814617,155,,3709814627,213,1.6,3710227401,387,,3710227399,225,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,3709814623,141,51.5,3709814615,2,3709814619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742827,5,12,1,0,19,1n1j0wsl763lq7ee1k0c11c02,1,3.4,42.7,2022-08-15T17:31:50.594Z,2022-08-16T04:57:26Z,3709814831,167,,3709814813,213,4.7,3710495095,21,,3709814811,212,30.4,3709814807,140,3.3,3709814809,141,0.0,3709814805,56,Back,3710495093,388,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742831,6,5,1,0,25,1n1j0wsl763lq7ee1k0c11c02,0,4.2,-1.8,2022-08-15T17:31:55.863Z,2022-08-16T04:57:52Z,3709814821,347,,3709814949,233,10,3709814819,56,Back,,,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742849,10,5,1,0,25,4ku8o6uf87yd8iecdalipo6wd,1,95.8,101.8,2022-08-15T17:31:55.863Z,2022-08-16T04:57:51Z,3709814923,56,Left,3709814925,347,,3709814943,233,6,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446869989,953,43,1,0,31,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:32:02.347Z,2022-08-16T06:18:24Z,3710557047,144,82,3710538851,178,0,,,,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742955,11,1,1,0,50,4ku8o6uf87yd8iecdalipo6wd,1,90.7,100,2022-08-15T17:32:20.860Z,2022-08-16T04:57:57Z,3709815603,212,13.6,3709815595,107,,3709815597,56,Left,3709815599,140,96.4,3709815605,213,5.2,3709815601,141,84.0,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742973,12,1,1,0,51,4ku8o6uf87yd8iecdalipo6wd,1,96.4,84,2022-08-15T17:32:21.852Z,2022-08-16T04:58:04Z,3709815741,141,96.8,3710495409,388,,3709815745,213,2.5,3709815739,140,85.5,3709815737,56,Left,3709815743,212,14.4,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446870103,965,43,1,0,54,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:32:25.172Z,2022-08-16T05:55:31Z,3710539511,144,82,3710539449,178,0,,,,,,,,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446742985,13,1,1,0,54,4ku8o6uf87yd8iecdalipo6wd,1,80.2,96.9,2022-08-15T17:32:25.320Z,2022-08-16T04:58:15Z,3709815803,140,68.8,3710495543,178,,3709815809,213,3.1,3709815807,212,12.0,3709815805,141,97.2,3709815801,56,Left,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743013,14,1,1,0,56,4ku8o6uf87yd8iecdalipo6wd,1,68.8,97.2,2022-08-15T17:32:27.178Z,2022-08-16T04:58:21Z,3710495603,178,,3709815939,212,26.7,3709815937,141,78.5,3709815941,213,3.6,3709815933,56,Back,3709815935,140,46.4,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743019,15,1,1,0,59,4ku8o6uf87yd8iecdalipo6wd,1,44.7,68.4,2022-08-15T17:32:30.780Z,2022-08-16T04:58:26Z,3709815973,56,Back,3709815981,213,4.4,3710495653,178,,3709815979,212,21.4,3709815977,141,38.8,3709815975,140,37.8,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446870197,972,43,1,1,1,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:32:32.138Z,2022-08-16T05:56:01Z,3710539911,178,0,3710539977,144,82,,,,,,,,,,,,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743027,16,1,1,1,1,4ku8o6uf87yd8iecdalipo6wd,1,37.8,38.8,2022-08-15T17:32:32.182Z,2022-08-16T05:08:17Z,3709816013,141,57.8,3709816011,140,37.1,3709816017,213,1.6,3709816015,212,12.9,3709816009,56,Back,3710500535,178,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743045,17,1,1,1,4,4ku8o6uf87yd8iecdalipo6wd,1,37.8,60.3,2022-08-15T17:32:35.054Z,2022-08-16T05:08:22Z,3709816115,213,1.4,3709816113,212,24.3,3709816107,56,Back,3709816109,140,42.7,3709816111,141,95.3,3710500621,178,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446870249,977,43,1,1,5,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:32:36.505Z,2022-08-16T06:18:25Z,3710557069,144,82,3710540145,178,0,,,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743059,18,1,1,1,6,4ku8o6uf87yd8iecdalipo6wd,0,44.3,96.2,2022-08-15T17:32:37.728Z,2022-08-16T05:08:44Z,3710500705,178,,3709816173,212,59.5,3709816175,213,6.3,3709816169,140,100.0,3709816167,56,Left,3709816165,155,,3709816177,1,,3709816171,141,95.7,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743057,8,5,1,1,11,1n1j0wsl763lq7ee1k0c11c02,1,-1.2,6,2022-08-15T17:32:42.577Z,2022-08-16T05:08:53Z,3709816161,56,Back,3709816163,346,,3709816217,233,19,,,,,,,,,,,,,,,,dkv5svrbfiq996qchro44dfpx,N. Maksimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743065,19,5,1,1,11,4ku8o6uf87yd8iecdalipo6wd,0,101.2,94,2022-08-15T17:32:42.577Z,2022-08-16T05:08:53Z,3709816195,346,,3709816193,56,Left,3709816231,233,8,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743199,9,1,1,1,38,1n1j0wsl763lq7ee1k0c11c02,1,4.3,59,2022-08-15T17:33:09.842Z,2022-08-16T05:09:05Z,3709817049,212,57.7,3709817047,141,89.4,3709817045,140,55.6,3709817041,124,,3709817053,1,,3709817043,56,Left,3709817051,213,0.4,3709817057,74,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743217,10,1,1,1,42,1n1j0wsl763lq7ee1k0c11c02,1,55.6,89.4,2022-08-15T17:33:13.081Z,2022-08-16T05:09:11Z,3710501241,388,,3709817155,141,65.5,3709817157,212,20.9,3709817159,213,4.0,3709817151,56,Back,3709817153,140,43.1,3709817149,3,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743229,11,1,1,1,44,1n1j0wsl763lq7ee1k0c11c02,1,43.9,64.5,2022-08-15T17:33:15.327Z,2022-08-16T05:09:24Z,3709817251,141,85.1,3709817255,213,0.8,3710501399,388,,3709817245,3,,3709817247,56,Left,3709817249,140,56.0,3709817253,212,18.9,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743257,12,1,1,1,46,1n1j0wsl763lq7ee1k0c11c02,0,65,82,2022-08-15T17:33:16.855Z,2022-08-16T05:09:31Z,3709817423,3,,3710501457,388,,3709817433,213,0.1,3709817431,212,24.1,3709817425,56,Left,3709817427,140,87.8,3709817429,141,86.6,,,,2zgcbp9g85uxudxadiw3twmvp,F. Angileri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743263,20,49,1,1,49,4ku8o6uf87yd8iecdalipo6wd,1,14.2,18.5,2022-08-15T17:33:20.726Z,2022-08-16T05:09:42Z,,,,,,,,,,,,,,,,,,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743299,21,1,1,1,49,4ku8o6uf87yd8iecdalipo6wd,1,14.1,17.5,2022-08-15T17:33:20.814Z,2022-08-16T05:09:55Z,3709817659,140,18.9,3709817657,56,Back,3709817665,212,11.0,3709817669,213,5.2,3709817661,141,3.1,3710501809,178,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743313,22,1,1,1,54,4ku8o6uf87yd8iecdalipo6wd,1,7.7,4.4,2022-08-15T17:33:25.333Z,2022-08-16T05:10:01Z,3710501887,178,,3709817737,56,Back,3709817739,140,16.2,3709817743,212,9.3,3709817741,141,8.3,3710228865,157,,3709817745,213,0.3,3710228867,1,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446870551,996,43,1,1,55,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:33:25.921Z,2022-08-16T05:58:04Z,3710541455,144,82,3710541379,178,0,,,,,,,,,,,,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743317,23,50,1,1,56,4ku8o6uf87yd8iecdalipo6wd,1,22.7,4.8,2022-08-15T17:33:27.566Z,2022-08-16T05:10:19Z,3709817757,56,Back,3709817759,285,,3709817839,233,13,,,,,,,,,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743329,13,7,1,1,56,1n1j0wsl763lq7ee1k0c11c02,0,77.3,95.2,2022-08-15T17:33:27.580Z,2022-08-16T05:10:26Z,3710229089,383,,3709817819,56,Left,3710502237,178,,3709817821,286,,3709817827,233,23,,,,,,,,,,2zgcbp9g85uxudxadiw3twmvp,F. Angileri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743349,24,1,1,1,58,4ku8o6uf87yd8iecdalipo6wd,1,21.2,17.8,2022-08-15T17:33:29.414Z,2022-08-16T05:10:32Z,3709817961,213,1.9,3709817955,140,13.7,3709817959,212,26.0,3709817957,141,54.2,3710502331,178,,3709817953,56,Back,,,,,,,ejcyvgclry4g5pc2rtptifphx,T. Lemar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743381,25,1,1,2,0,4ku8o6uf87yd8iecdalipo6wd,1,13.7,54.2,2022-08-15T17:33:31.094Z,2022-08-16T05:10:35Z,3709818121,212,14.5,3710502365,178,,3709818115,56,Back,3709818119,141,72.9,3709818117,140,20.4,3709818123,213,1.1,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743385,26,61,1,2,6,4ku8o6uf87yd8iecdalipo6wd,1,37,90.9,2022-08-15T17:33:37.705Z,2022-08-16T05:10:56Z,3710502625,178,,3709818127,56,Back,,,,,,,,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743419,27,1,1,2,12,4ku8o6uf87yd8iecdalipo6wd,1,43.2,67.2,2022-08-15T17:33:43.766Z,2022-08-16T05:11:00Z,3710502669,178,,3709818301,56,Back,3709818305,141,48.7,3709818307,212,15.6,3709818309,213,4.1,3709818303,140,34.4,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743435,28,1,1,2,15,4ku8o6uf87yd8iecdalipo6wd,1,34.4,44.5,2022-08-15T17:33:46.403Z,2022-08-16T05:11:08Z,3709818395,140,43.7,3709818397,141,16.6,3709818399,212,21.3,3709818393,56,Back,3709818401,213,5.2,3710502785,178,,,,,,,,59234as8h70fejyfm7492np3p,A. Witsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743447,29,1,1,2,18,4ku8o6uf87yd8iecdalipo6wd,1,53.3,8.8,2022-08-15T17:33:49.638Z,2022-08-16T05:11:12Z,3709818455,140,62.9,3709818457,141,3.7,3709818459,212,10.7,3709818461,213,6.0,3709818453,56,Right,3710502833,178,,,,,,,,av5g4nr853anks78vl6jh4s7p,S. Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743461,30,1,1,2,19,4ku8o6uf87yd8iecdalipo6wd,1,62.9,3.7,2022-08-15T17:33:50.550Z,2022-08-16T05:11:18Z,3709818539,56,Right,3709818543,141,7.3,3710502895,178,,3709818541,140,72.2,3709818545,212,10.1,3709818547,213,0.2,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743463,14,45,1,2,22,1n1j0wsl763lq7ee1k0c11c02,0,19.1,95.2,2022-08-15T17:33:53.710Z,2022-08-16T05:11:35Z,3709818559,285,,3709818557,56,Back,3709818601,233,31,,,,,,,,,,,,,,,,dkv5svrbfiq996qchro44dfpx,N. Maksimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743467,31,3,1,2,22,4ku8o6uf87yd8iecdalipo6wd,1,80.9,4.8,2022-08-15T17:33:53.710Z,2022-08-16T05:11:35Z,3710503121,178,,3710229945,465,,3709818569,56,Right,3709818583,233,14,3709818571,286,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446871845,1041,43,1,2,22,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2022-08-15T17:33:53.736Z,2022-08-16T06:05:51Z,3710548045,178,0,3710548119,144,82,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743473,32,1,1,2,25,4ku8o6uf87yd8iecdalipo6wd,0,85.2,10.8,2022-08-15T17:33:56.085Z,2022-08-16T05:11:47Z,3710503247,178,,3709818611,140,85.8,3710230055,224,,3710230057,20,,3709818609,56,Center,3709818605,2,,3709818615,141,32.8,3709818619,213,1.5,amxunh6enoc99r07cp7qt621h,Marcos Llorente,3709818617,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743499,15,12,1,2,26,1n1j0wsl763lq7ee1k0c11c02,1,11.1,67.9,2022-08-15T17:33:56.910Z,2022-08-16T05:12:03Z,3709818767,140,21.1,3709818773,213,0.7,3709818769,141,80.8,3709818765,56,Back,3709818771,212,13.7,3710503387,178,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743491,33,3,1,2,28,4ku8o6uf87yd8iecdalipo6wd,0,89.2,18.4,2022-08-15T17:33:59.450Z,2022-08-16T05:12:15Z,3710503515,178,,3709818831,233,16,3710230189,465,,3709818703,56,Right,3709818705,286,,,,,,,,,,,b9kfek16otvdorssn0wzkb36d,Koke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446743503,16,7,1,2,28,1n1j0wsl763lq7ee1k0c11c02,0,10.8,81.6,2022-08-15T17:33:59.658Z,2022-08-16T05:12:26Z,3709818809,233,33,3710503633,21,,3709818789,56,Back,3710503631,178,,3710230149,383,,3709818791,285,,,,,,,,dkv5svrbfiq996qchro44dfpx,N. Maksimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
