id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2504436853,1,34,16,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-05T14:01:44.306Z,2023-02-05T15:40:21Z,4014948791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014948779,30,"eavhyxb9dfjh0jp5yzg8p8udx, 8tnz3pqkqdhbr08p96i9w8i96, d7pzcnoztn30xoj5b2sr9slt6, 2udtmz4lvh4vil16mxvo0j4l, 39dgr8s91agremy3nvp4q2221, 8ikm0hxyz2qaonz3qmynu0xqt, 9um7x9zd0e000zt57l3yearqh, cuqawmfekh86mgo758udxw7v9, 27hwtukeqxh91ch1f3qr1it49, 1acqdy7jz9v4i1jwf5u809byt, 2do89l8kf9yuelzq1b5mo549h, 4wbwcfbeokv5j4nuudbxgaw2d, 6navc0x6p4yqy76zyo3zocwr9, 3auwtiburdxrp2i5me2d97f11, 8xd59g0c36012q6mg5f2fl239, 3xxwjf3ymu1j9825xjuwuknah, bqmhsb2bsuuuijw2ci39l01k9, c320492cbp1otejfp1i1oane1, cabhrleu1pd1z0aarmf1zgkwl, bixz0as48s0jmvl2bdctr2tt6, 25h51j4zz5m180na6sy5ybbpw, eonkaqrhhxzaa3nt0iena4us",4014948789,194,8ikm0hxyz2qaonz3qmynu0xqt,4014948781,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014948787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014948783,59,"13, 11, 3, 14, 22, 2, 23, 18, 9, 24, 12, 1, 7, 8, 15, 16, 17, 21, 25, 26, 33, 36",4014948785,130,2,4015299059,197,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504439575,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-05T14:04:05.658Z,2023-02-05T15:30:42Z,4015316171,197,11762,4014962955,130,7,4014962941,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, 5b1q9bpe23j98eoy4fwi7ld5h, e7del0ovpcpntqdgh8idxok4p, 5uig03vbbv71f0q31cp3vfbv9, csqsdjsa4leo6z86qphjuectm, 7yngrviue4iji7w0f9ql07j6x, b2e12l3s3dxgyr8d2rk5qb9ey, afyga3n1mliw0btcuixt6xolx, 9dc4qkvh0vk5kwymibji00kp, f1e3gi3dx3er2vz7loriw6e39, 23zkmpw4902qf9xvd8z5wptcl, 64ctdbd0w5ikj0fkcuu9jdbhm, 9z3aqwq5swt9qklwnzuhqcogl, eucssbf7wamb41y1gixfodivp, bqrz2xmu25taby17bl7cycjqh, 7yieh5r0uzk6d6x9o060c2bfu, d6kzekcwqw0q8fq6wt6rmyusq, eiz5j566h4fq4wro1t9lfuw2x, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8, b4k7aa5fph5t3usotjsw8ygyy, aqqd7tq7z6bj3wn3u3sz3uuqc",4014962965,194,5b1q9bpe23j98eoy4fwi7ld5h,4014962947,59,"25, 20, 14, 6, 24, 15, 16, 4, 7, 18, 3, 1, 8, 11, 12, 13, 19, 21, 22, 29, 33, 34, 36",4014962945,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014962969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014962961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508087,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-02-05T15:15:32.015Z,2023-02-05T15:15:32Z,4015324241,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508093,3,32,1,0,0,7h7eg7q7dbwvzww78h9d5eh0h,1,0,0,2023-02-05T15:15:32.015Z,2023-02-06T02:12:35Z,4015324303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508147,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,49.9,49.8,2023-02-05T15:15:32.019Z,2023-02-06T07:25:12Z,4015324561,141,50.8,4015324557,56,Back,4015324559,140,40.7,4015324567,279,S,4015324563,212,9.7,4016997761,178,,4015324565,213,3.1,,,,afyga3n1mliw0btcuixt6xolx,E. Cavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508153,4,1,1,0,1,ba5e91hjacvma2sjvixn00pjo,1,40,56.4,2023-02-05T15:15:34.009Z,2023-02-06T07:25:16Z,4016997815,178,,4015324605,213,1.9,4015324595,56,Back,4015324597,140,35.1,4015324599,141,82.2,4015324601,212,18.3,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508187,5,1,1,0,4,ba5e91hjacvma2sjvixn00pjo,1,34.4,83.6,2023-02-05T15:15:36.631Z,2023-02-06T07:25:19Z,4015324773,213,4.4,4015324769,141,43.6,4015324767,140,25.6,4015324771,212,28.7,4015324765,56,Back,4016997841,178,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508251,6,1,1,0,7,ba5e91hjacvma2sjvixn00pjo,1,25.8,40.3,2023-02-05T15:15:39.641Z,2023-02-06T07:25:22Z,4015325083,212,17.3,4016997879,178,,4015325087,213,4.8,4015325077,56,Back,4015325081,141,14.9,4015325079,140,26.5,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504508331,7,1,1,0,10,ba5e91hjacvma2sjvixn00pjo,1,29.5,5.2,2023-02-05T15:15:42.371Z,2023-02-06T07:25:24Z,4015325505,212,33.8,4015325503,141,11.6,4015325507,213,0.1,4015325499,56,Right,4016997905,178,,4015325501,140,61.4,4015325509,1,,4015325497,155,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504828825,936,83,1,0,14,7h7eg7q7dbwvzww78h9d5eh0h,1,33.4,92.2,2023-02-05T15:15:46.230Z,2023-02-06T09:18:01Z,4017037303,399,244847,,,,,,,,,,,,,,,,,,,,,,2udtmz4lvh4vil16mxvo0j4l,Aleix García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
