id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/9/value,qualifier/17/value,qualifier/18/value,assist,qualifier/19/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2482074637,4,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,1,47.5,0,2022-11-05T20:02:50.025Z,2022-11-06T10:02:46Z,3897298719,56,Back,3897298727,213,2.4,3897298721,140,28.2,3897298729,1,,3897298717,107,,3897298725,212,27.9,3897298723,141,26.9,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074683,5,1,1,0,14,agh9ifb2mw3ivjusgedj7c3fe,1,23,31.6,2022-11-05T20:02:53.801Z,2022-11-06T10:02:54Z,3897298991,141,57.5,3897298993,212,22.6,3897298995,213,2.2,3897298989,140,9.5,3897298987,56,Back,3898454487,178,,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074701,6,1,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,13.8,57.2,2022-11-05T20:02:58.571Z,2022-11-06T10:03:03Z,3897299083,140,18.7,3897299091,213,5.0,3897299089,212,20.1,3897299081,56,Back,3897299087,141,28.7,3898454753,178,,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074749,7,1,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,21.4,30.2,2022-11-05T20:03:01.410Z,2022-11-06T10:03:07Z,3897299327,212,17.8,3897299329,213,5.2,3898454847,178,,3897299321,56,Back,3897299323,140,29.0,3897299325,141,6.8,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074781,8,1,1,0,25,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,5.2,2022-11-05T20:03:04.370Z,2022-11-06T10:03:10Z,3897299473,213,2.4,3897299463,56,Back,3897299471,212,14.9,3897299465,140,20.3,3897299467,141,20.5,3898454925,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074827,9,1,1,0,28,agh9ifb2mw3ivjusgedj7c3fe,1,22.2,29.8,2022-11-05T20:03:07.532Z,2022-11-06T10:03:11Z,3897299711,56,Back,3897299719,213,1.6,3898454971,178,,3897299713,140,22.5,3897299715,141,76.8,3897299717,212,32.0,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074875,10,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,23.7,73.1,2022-11-05T20:03:11.599Z,2022-11-06T10:03:14Z,3898455081,178,,3897299947,212,27.9,3897299949,213,4.8,3897299941,56,Back,3897299943,140,25.2,3897299945,141,32.2,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074943,11,1,1,0,36,agh9ifb2mw3ivjusgedj7c3fe,1,25,32.2,2022-11-05T20:03:15.157Z,2022-11-06T10:03:18Z,3897300257,140,30.9,3897300259,141,6.4,3897300261,212,18.6,3898455167,178,,3897300263,213,5.1,3897300255,56,Back,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482074969,12,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,1,31,16.9,2022-11-05T20:03:18.880Z,2022-11-06T10:03:23Z,3897300431,213,1.6,3897300427,141,62.7,3897300423,56,Back,3897300425,140,28.8,3897300429,212,31.2,3898455327,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075007,13,1,1,0,44,agh9ifb2mw3ivjusgedj7c3fe,1,41.6,74.6,2022-11-05T20:03:23.926Z,2022-11-06T10:03:25Z,3898455411,178,,3897300605,212,16.3,3897300603,141,90.5,3897300599,56,Left,3897300601,140,53.2,3897300607,213,0.7,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075023,14,1,1,0,48,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,89.3,2022-11-05T20:03:27.350Z,2022-11-06T10:03:40Z,3897300753,212,12.4,3898455821,178,,3897300755,213,3.6,3897300749,141,81.8,3897300737,56,Back,3897300741,140,45.7,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075065,15,1,1,0,50,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,78.2,2022-11-05T20:03:29.661Z,2022-11-06T10:03:42Z,3897301017,213,4.4,3898455889,178,,3897301015,212,27.6,3897301009,56,Back,3897301013,141,39.5,3897301011,140,37.9,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075091,16,1,1,0,54,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,28,2022-11-05T20:03:34.027Z,2022-11-06T10:03:45Z,3898455999,178,,3897301181,213,5.4,3897301177,141,7.4,3897301179,212,17.5,3897301175,140,55.8,3897301173,56,Right,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075119,17,1,1,0,58,agh9ifb2mw3ivjusgedj7c3fe,1,55.9,10.4,2022-11-05T20:03:37.311Z,2022-11-06T10:03:48Z,3897301341,141,28.6,3897301337,56,Back,3898456089,178,,3897301345,213,2.5,3897301343,212,19.8,3897301339,140,41.2,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075183,18,1,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,30.8,2022-11-05T20:03:40.141Z,2022-11-06T10:03:55Z,3897301667,212,41.5,3898456293,178,,3897301663,140,47.2,3897301665,141,91.4,3897301671,1,,3897301669,213,1.4,3897301661,56,Back,3897301659,196,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075201,19,1,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,1,55.1,93.5,2022-11-05T20:03:44.331Z,2022-11-06T10:03:59Z,3898456467,178,,3897301735,56,Left,3897301739,141,97.4,3897301741,212,8.9,3897301737,140,63.2,3897301743,213,0.3,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075223,20,1,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,96.3,2022-11-05T20:03:46.610Z,2022-11-06T10:04:06Z,3898456739,178,,3897301837,213,3.6,3897301829,56,Left,3897301831,140,58.6,3897301833,141,90.9,3897301835,212,8.5,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075293,21,1,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,90.5,2022-11-05T20:03:48.907Z,2022-11-06T10:04:11Z,3897302237,213,4.4,3897302229,56,Back,3898456903,178,,3897302239,1,,3897302231,140,48.1,3897302235,212,36.4,3897302233,141,40.0,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075335,22,1,1,1,15,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,31.4,2022-11-05T20:03:54.568Z,2022-11-06T10:04:13Z,3898457027,178,,3897302429,56,Right,3897302437,213,5.0,3897302433,141,4.9,3897302435,212,19.1,3897302431,140,64.7,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075357,23,1,1,1,17,agh9ifb2mw3ivjusgedj7c3fe,1,65.1,4.9,2022-11-05T20:03:56.770Z,2022-11-06T10:04:16Z,3897302555,140,64.0,3897302553,56,Right,3897302561,213,1.8,3898457115,178,,3897302559,212,5.2,3897302557,141,12.4,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075379,24,1,1,1,19,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,16.6,2022-11-05T20:03:59.010Z,2022-11-06T10:04:18Z,3897302697,141,53.4,3897302701,213,1.9,3897302699,212,26.9,3897302695,140,55.1,3898457213,178,,3897302693,56,Center,,,,,,,ckaqxlw257qzj8vjdumvwbaad,O. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075401,25,1,1,1,23,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,64.7,2022-11-05T20:04:02.813Z,2022-11-06T10:04:22Z,3897302851,212,13.2,3897302847,140,68.1,3897302853,213,1.0,3897302849,141,81.0,3898457289,178,,3897302845,56,Left,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075447,26,1,1,1,26,agh9ifb2mw3ivjusgedj7c3fe,1,69.3,83.1,2022-11-05T20:04:05.198Z,2022-11-06T10:04:24Z,3898457369,178,,3897303129,141,96.2,3897303125,56,Left,3897303133,213,0.7,3897303127,140,79.7,3897303131,212,14.1,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482258243,1106,3,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,0,95,83.9,2022-11-05T20:04:09.484Z,2022-11-06T10:04:28Z,3898304217,467,9bbu1yne0l9j862yodiuldw4p,3898304215,465,,3898304213,286,,3898457469,178,,3898304211,56,Left,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075451,27,61,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,0,96.4,87.8,2022-11-05T20:04:09.515Z,2022-11-06T10:04:40Z,3898457737,178,,3897303151,56,Left,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482295463,703,43,1,1,32,cobffe32r7g4skka9m19qib63,1,0,0,2022-11-05T20:04:11.098Z,2022-11-06T10:25:25Z,3898486019,144,82,3898485893,178,0,,,,,,,,,,,,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075467,8,49,1,1,32,cobffe32r7g4skka9m19qib63,1,7.7,18.6,2022-11-05T20:04:11.123Z,2022-11-06T10:04:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075489,9,1,1,1,32,cobffe32r7g4skka9m19qib63,1,7.7,18.6,2022-11-05T20:04:12.023Z,2022-11-06T10:04:47Z,3897303327,56,Back,3897303331,141,31.0,3897303335,213,1.9,3897303333,212,8.9,3897303329,140,5.0,3898457917,178,,,,,,,,9bbu1yne0l9j862yodiuldw4p,H. Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075511,10,1,1,1,33,cobffe32r7g4skka9m19qib63,0,5,31,2022-11-05T20:04:12.908Z,2022-11-06T10:04:56Z,3897303489,212,44.5,3898458023,178,,3897303495,1,,3897303481,56,Back,3897303493,213,5.9,3897303483,140,44.9,3897303485,141,8.9,3897303479,155,,497cy3s5ck9f5h563c4aixfdg,Kaiky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075525,28,1,1,1,37,agh9ifb2mw3ivjusgedj7c3fe,1,55.2,91.8,2022-11-05T20:04:16.474Z,2022-11-06T10:04:59Z,3897303553,3,,3897303563,213,0.2,3897303555,56,Left,3897303559,141,95.3,3897303561,212,9.9,3898458231,178,,3897303557,140,64.4,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075531,29,49,1,1,38,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,95.1,2022-11-05T20:04:17.666Z,2022-11-06T10:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075537,30,1,1,1,38,agh9ifb2mw3ivjusgedj7c3fe,0,64.2,95.1,2022-11-05T20:04:17.673Z,2022-11-06T10:05:18Z,3897303633,213,4.1,3897303619,56,Left,3898458657,178,,3897303629,212,8.2,3897303621,140,59.5,3897303625,141,85.5,,,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482295643,705,67,1,1,38,cobffe32r7g4skka9m19qib63,1,39.5,10.4,2022-11-05T20:04:18.033Z,2022-11-06T13:59:09Z,3898486547,233,1149,,,,,,,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482295641,1149,67,1,1,38,agh9ifb2mw3ivjusgedj7c3fe,0,60.5,89.6,2022-11-05T20:04:18.034Z,2022-11-06T10:25:46Z,3898486557,233,705,,,,,,,,,,,,,,,,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075591,11,8,1,1,39,cobffe32r7g4skka9m19qib63,1,39.5,8.8,2022-11-05T20:04:18.039Z,2022-11-06T13:59:10Z,3898458691,178,,3898304441,385,,3897303933,56,Back,,,,,,,,,,,,,,,,3cu2brlp37h4u00mm5n4hb651,Léo Baptistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075563,31,1,1,1,40,agh9ifb2mw3ivjusgedj7c3fe,1,58.9,84.8,2022-11-05T20:04:19.193Z,2022-11-06T10:05:26Z,3897303787,141,89.1,3897303783,56,Left,3897303791,213,2.8,3897303785,140,51.2,3897303781,3,,3897303789,212,8.6,3898458875,388,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075601,32,1,1,1,42,agh9ifb2mw3ivjusgedj7c3fe,1,47.2,87.2,2022-11-05T20:04:21.346Z,2022-11-06T10:05:30Z,3897303987,141,46.7,3897303985,140,27.3,3897303983,56,Back,3898458947,178,,3897303993,213,4.1,3897303989,212,34.6,3897303995,1,,,,,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075661,33,1,1,1,45,agh9ifb2mw3ivjusgedj7c3fe,1,27.5,45.1,2022-11-05T20:04:24.300Z,2022-11-06T10:05:34Z,3898459041,178,,3897304269,212,25.0,3897304267,141,20.5,3897304271,213,5.6,3897304265,140,45.2,3897304263,56,Back,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075667,34,1,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,15.5,2022-11-05T20:04:27.941Z,2022-11-06T10:05:37Z,3897304305,56,Right,3897304311,212,8.1,3897304309,141,16.6,3897304313,213,0.1,3897304307,140,60.9,3898459117,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075673,35,1,1,1,49,agh9ifb2mw3ivjusgedj7c3fe,1,60.9,16.6,2022-11-05T20:04:28.716Z,2022-11-06T10:05:40Z,3897304353,140,52.9,3897304355,141,14.5,3897304351,56,Right,3897304359,213,3.3,3897304375,156,,3897304357,212,8.5,3898459193,178,,,,,afxjicw89683nlpms9yy5x51x,R. Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075749,36,1,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,1,49.8,18.2,2022-11-05T20:04:32.774Z,2022-11-06T10:05:44Z,3897304763,141,36.7,3897304765,212,15.0,3897304761,140,42.0,3897304759,56,Back,3898459281,178,,3897304767,213,2.1,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482075799,37,1,1,1,56,agh9ifb2mw3ivjusgedj7c3fe,1,41.8,42.4,2022-11-05T20:04:35.852Z,2022-11-06T10:05:47Z,3897305081,140,43.7,3897305083,141,79.1,3898459365,178,,3897305085,212,25.0,3897305079,56,Back,3897305087,213,1.5,,,,,,,9mfk2ditwuoto5dfthng9j2t,Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
