id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2516594493,5,61,1,1,2,6f27yvbqcngegwsg2ozxxdj4,1,66.8,55.3,2023-03-06T20:01:27.360Z,2023-03-07T09:48:14Z,4079117719,56,Center,4079988673,178,,4079988671,15,,,,,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597379,25,61,1,1,3,6f27yvbqcngegwsg2ozxxdj4,0,73.2,50.9,2023-03-06T20:01:28.197Z,2023-03-07T09:48:22Z,4079132609,56,Center,4079988881,178,,,,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597437,52,44,1,1,4,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25,46.8,2023-03-06T20:01:29.345Z,2023-03-07T10:55:04Z,4079132939,285,,4079133743,233,26,4079132937,56,Back,,,,,,,,,,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597511,26,44,1,1,4,6f27yvbqcngegwsg2ozxxdj4,0,75,53.2,2023-03-06T20:01:29.346Z,2023-03-07T09:48:30Z,4079133787,233,52,4079133347,56,Center,4079133349,286,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597467,53,12,1,1,4,2l0ldgiwsgb8d6y3z0sfgjzyj,1,24.2,45.4,2023-03-06T20:01:29.425Z,2023-03-07T10:55:04Z,4079989117,388,,4079133093,213,5.2,4079133085,56,Back,4079133087,140,25.1,4079133109,15,,4079133089,141,42.5,4079133091,212,2.2,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594835,7,61,1,1,4,6f27yvbqcngegwsg2ozxxdj4,1,75.2,58.1,2023-03-06T20:01:29.594Z,2023-03-07T09:48:45Z,4079989315,21,,4079119451,56,Center,4079989317,178,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516780499,775,67,1,1,6,6f27yvbqcngegwsg2ozxxdj4,1,79.4,56.2,2023-03-06T20:01:31.194Z,2023-03-07T10:55:05Z,4080089629,233,1048,,,,,,,,,,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516780493,1048,67,1,1,6,2l0ldgiwsgb8d6y3z0sfgjzyj,0,20.6,43.8,2023-03-06T20:01:31.195Z,2023-03-07T10:28:05Z,4080089645,233,775,,,,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594537,6,13,1,1,6,6f27yvbqcngegwsg2ozxxdj4,1,77.5,56.1,2023-03-06T20:01:31.200Z,2023-03-07T10:55:05Z,4079119957,102,40.5,4079119739,153,,4079119967,147,45.3,4079989465,178,,4079119965,146,96.7,4079117941,22,,4079119961,215,,4079119951,29,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,4079117945,56,Center,4079119949,75,,4079119969,230,96.4,4079119959,103,6.9,4079119963,328,4079119735,72,4079119953,55,7,4079117943,18,4079119971,231,49.5,,,,,,,,,,
2516594635,8,10,1,1,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.7,51.4,2023-03-06T20:01:32.319Z,2023-03-07T09:49:05Z,4079129459,179,,4079118421,182,,4079604213,376,,4079118417,177,,4079118425,56,Back,4079118423,190,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594629,7,52,1,1,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.7,51.3,2023-03-06T20:01:32.336Z,2023-03-07T09:49:11Z,4079989893,179,,4079604253,376,,,,,,,,,,,,,,,,,,,,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594747,9,1,1,1,19,2l0ldgiwsgb8d6y3z0sfgjzyj,1,11.8,61.6,2023-03-06T20:01:44.323Z,2023-03-07T09:49:46Z,4079119023,213,0.6,4079119017,140,30.5,4079990741,178,,4079119019,141,81.6,4079119045,189,,4079119021,212,23.9,4079119013,123,,4079119015,56,Back,15no5m0njma23gf0ygu9agt05,Aitor Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594771,10,1,1,1,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,30.8,81.8,2023-03-06T20:01:47.389Z,2023-03-07T09:49:53Z,4079990933,178,,4079119127,56,Back,4079119135,213,3.6,4079119131,141,73.2,4079119129,140,19.4,4079119133,212,13.3,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594839,11,1,1,1,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.4,70.3,2023-03-06T20:01:52.538Z,2023-03-07T09:49:59Z,4079119471,212,24.4,4079119465,56,Back,4079119467,140,24.2,4079991063,178,,4079119473,213,4.7,4079119469,141,34.5,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594879,12,1,1,1,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,23.9,37.7,2023-03-06T20:01:57.536Z,2023-03-07T09:50:07Z,4079119719,140,28.1,4079119717,56,Back,4079119725,213,1.4,4079119723,212,34.9,4079119715,155,,4079119727,1,,4079991279,178,,4079119721,141,88.6,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594897,13,1,1,1,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,30,83.9,2023-03-06T20:02:03.759Z,2023-03-07T09:50:12Z,4079119821,140,29.6,4079119827,213,4.7,4079119825,212,30.8,4079991437,178,,4079119823,141,38.6,4079119819,56,Back,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594919,14,1,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.8,35.9,2023-03-06T20:02:06.741Z,2023-03-07T09:50:19Z,4079119941,141,7.7,4079119937,56,Back,4079991675,178,,4079119945,213,5.4,4079119943,212,25.8,4079119939,140,46.2,,,,,,,94jrxsnf1ta2u65ommyge7bo5,Aridane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594955,15,1,1,1,44,2l0ldgiwsgb8d6y3z0sfgjzyj,0,46.1,4.6,2023-03-06T20:02:09.464Z,2023-03-07T09:50:26Z,4079120167,141,23.4,4079120169,212,53.1,4079120173,1,,4079991909,178,,4079120171,213,0.2,4079120165,140,95.2,4079120163,56,Center,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516594957,8,49,1,1,48,6f27yvbqcngegwsg2ozxxdj4,1,4.7,76.6,2023-03-06T20:02:13.252Z,2023-03-07T09:50:31Z,,,,,,,,,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595047,9,4,1,1,53,6f27yvbqcngegwsg2ozxxdj4,1,20.2,97.7,2023-03-06T20:02:18.476Z,2023-03-07T09:50:43Z,4079120695,233,16,4079120637,294,,4079120641,152,,4079120635,13,,4079120643,285,,4079120639,56,Back,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595051,16,4,1,1,53,2l0ldgiwsgb8d6y3z0sfgjzyj,0,79.8,2.3,2023-03-06T20:02:18.477Z,2023-03-07T09:50:43Z,4079992483,178,,4079120655,286,,4079120649,294,,4079120653,152,,4079120647,13,,4079120651,56,Right,4079120715,233,9,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595307,10,1,1,2,20,6f27yvbqcngegwsg2ozxxdj4,0,22.2,94.4,2023-03-06T20:02:44.938Z,2023-03-07T09:50:48Z,4079992693,178,,4079121921,56,Center,4079121915,5,,4079121917,155,,4079121919,152,,4079121931,1,,4079121929,213,5.6,4079121927,212,46.0,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,4079121923,140,57.1,4079121925,141,,,,,,,,,,,,,,,,,,,,53.4,,,,,,,,,
2516595317,17,1,1,2,22,2l0ldgiwsgb8d6y3z0sfgjzyj,0,43.4,45.2,2023-03-06T20:02:47.202Z,2023-03-07T09:50:53Z,4079992853,388,,4079121993,141,52.6,4079121995,212,13.8,4079121987,3,,4079121997,213,0.4,4079121989,56,Center,4079121991,140,55.6,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595331,11,1,1,2,23,6f27yvbqcngegwsg2ozxxdj4,0,44.9,48.2,2023-03-06T20:02:48.554Z,2023-03-07T09:50:58Z,4079122059,141,76.7,4079993067,388,,4079122061,212,24.7,4079122057,140,59.5,4079122053,3,,4079122055,56,Center,4079122063,213,0.9,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595371,18,44,1,2,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,39.8,20.5,2023-03-06T20:02:50.599Z,2023-03-07T10:55:06Z,4079122209,233,12,4079122207,285,,4079122205,56,Back,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595361,12,44,1,2,25,6f27yvbqcngegwsg2ozxxdj4,0,60.2,79.5,2023-03-06T20:02:50.600Z,2023-03-07T09:51:43Z,4079122165,286,,4079122163,56,Left,4079122227,233,18,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595383,19,1,1,2,25,2l0ldgiwsgb8d6y3z0sfgjzyj,0,40.2,20.7,2023-03-06T20:02:50.654Z,2023-03-07T10:55:06Z,4079994307,388,,4079122253,213,5.2,4079122249,141,0.0,4079122247,140,47.3,4079122243,3,,4079122251,212,16.7,4079122245,56,Back,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595403,13,5,1,2,27,6f27yvbqcngegwsg2ozxxdj4,1,53.3,101.8,2023-03-06T20:02:52.666Z,2023-03-07T09:51:51Z,4079122357,233,20,4079122353,56,Left,4079122355,347,,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595385,20,5,1,2,27,2l0ldgiwsgb8d6y3z0sfgjzyj,0,46.7,-1.8,2023-03-06T20:02:52.666Z,2023-03-07T09:51:51Z,4079122255,56,Back,4079122257,347,,4079122389,233,13,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595535,14,1,1,2,38,6f27yvbqcngegwsg2ozxxdj4,1,59.6,100,2023-03-06T20:03:03.510Z,2023-03-07T09:52:07Z,4079123035,141,90.0,4079123033,140,60.6,4079123031,56,Left,4079123039,213,4.8,4079123029,107,,4079123037,212,8.2,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595549,15,1,1,2,41,6f27yvbqcngegwsg2ozxxdj4,1,56.2,89.8,2023-03-06T20:03:06.007Z,2023-03-07T09:52:17Z,4079123095,56,Back,4079123103,213,2.7,4079995021,178,,4079123099,141,97.1,4079123101,212,11.3,4079123097,140,46.5,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595585,16,1,1,2,42,6f27yvbqcngegwsg2ozxxdj4,0,45.3,97.5,2023-03-06T20:03:07.170Z,2023-03-07T09:52:23Z,4079123283,212,18.1,4079995195,178,,4079123279,140,62.4,4079123281,141,100.0,4079123277,56,Left,4079123287,213,0.1,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595619,17,5,1,2,42,6f27yvbqcngegwsg2ozxxdj4,0,64,101.8,2023-03-06T20:03:07.907Z,2023-03-07T09:52:28Z,4079123913,233,21,4079123441,347,,4079123439,56,Left,,,,,,,,,,,,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595703,21,5,1,2,42,2l0ldgiwsgb8d6y3z0sfgjzyj,1,36,-1.8,2023-03-06T20:03:07.907Z,2023-03-07T09:52:29Z,4079123905,233,17,4079123889,56,Back,4079123891,347,,,,,,,,,,,,,,,,,5t2ngljfiapcn98qlnbifg53p,Moi Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595723,22,1,1,2,56,2l0ldgiwsgb8d6y3z0sfgjzyj,0,45.6,0,2023-03-06T20:03:21.167Z,2023-03-07T09:52:35Z,4079123993,56,Right,4079124003,1,,4079124001,213,0.3,4079123991,107,,4079123999,212,29.6,4079123995,140,72.2,4079123997,141,12.6,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595751,18,1,1,2,58,6f27yvbqcngegwsg2ozxxdj4,0,28.3,88,2023-03-06T20:03:23.004Z,2023-03-07T09:52:39Z,4079124157,213,5.9,4079124151,140,43.0,4079124147,3,,4079995593,388,,4079124155,212,16.6,4079124149,56,Back,4079124153,141,78.9,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595787,23,1,1,3,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,56.8,20.2,2023-03-06T20:03:25.037Z,2023-03-07T09:53:12Z,4079124333,141,5.2,4079124335,212,12.2,4079124327,3,,4079996607,388,,4079124337,213,5.3,4079124329,56,Right,4079124331,140,63.1,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595845,25,4,1,3,2,2l0ldgiwsgb8d6y3z0sfgjzyj,1,60.3,6.6,2023-03-06T20:03:27.225Z,2023-03-07T09:53:22Z,4079124611,295,,4079124617,286,,4079124609,13,,4079124637,233,19,4079124613,56,Right,4079124615,152,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595837,19,4,1,3,2,6f27yvbqcngegwsg2ozxxdj4,0,39.7,93.4,2023-03-06T20:03:27.226Z,2023-03-07T09:53:22Z,4079124565,13,,4079124571,152,,4079996873,178,,4079124569,56,Back,4079124573,285,,4079124675,233,25,4079124567,295,,,,,1lym8zscp7l8icay2cya7cauh,L. de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595841,24,43,1,3,3,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-03-06T20:03:27.936Z,2023-03-06T20:03:34Z,4079124591,286,0,4079124589,56,Right,4079124743,144,3,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595955,26,1,1,3,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64,4.9,2023-03-06T20:03:36.883Z,2023-03-07T09:53:46Z,4079997213,178,,4079125181,140,45.9,4079125183,141,29.2,4079125175,5,,4079125185,212,25.2,4079125211,189,,4079125177,152,,4079125187,213,2.4,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,4079125179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595985,27,1,1,3,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,46.2,33,2023-03-06T20:03:40.734Z,2023-03-07T09:53:42Z,4079125367,213,1.7,4079125359,56,Back,4079997323,178,,4079125361,140,42.4,4079125363,141,71.3,4079125365,212,26.3,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596011,28,1,1,3,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41,70.5,2023-03-06T20:03:43.406Z,2023-03-07T09:53:55Z,4079997763,178,,4079125503,56,Back,4079125505,140,44.6,4079125509,212,17.2,4079125511,213,1.3,4079125507,141,95.2,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596049,29,1,1,3,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,45,89.4,2023-03-06T20:03:46.133Z,2023-03-07T09:54:00Z,4079125695,56,Back,4079125703,213,3.7,4079997981,178,,4079125701,212,16.3,4079125699,141,76.5,4079125697,140,31.9,,,,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596081,30,1,1,3,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.9,75.2,2023-03-06T20:03:48.462Z,2023-03-07T09:54:05Z,4079125857,212,24.5,4079125859,213,3.9,4079125851,56,Back,4079125853,140,13.1,4079998189,178,,4079125855,141,50.1,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
