id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2506360135,201,61,1,22,12,ah8dala7suqqkj04n2l8xz4zd,0,4.3,90.1,2023-02-11T15:38:51.201Z,2023-02-11T23:48:30Z,4027044077,178,,4025061813,56,Back,4025062903,189,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506360247,202,6,1,22,13,ah8dala7suqqkj04n2l8xz4zd,0,4.4,92.2,2023-02-11T15:38:51.761Z,2023-02-11T23:48:57Z,4025062957,233,203,4025062425,56,Back,4025062427,73,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506360309,203,6,1,22,13,cobffe32r7g4skka9m19qib63,1,95.6,7.8,2023-02-11T15:38:51.761Z,2023-02-11T23:48:57Z,4025062817,233,202,4025062739,56,Right,4025062741,75,,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361149,204,1,1,22,37,cobffe32r7g4skka9m19qib63,1,99.5,0.5,2023-02-11T15:39:15.683Z,2023-02-11T23:49:04Z,4025067287,212,31.2,4027045651,178,,4025067281,56,Right,4025067285,141,20.0,4025067283,140,72.6,4025067289,213,2.7,4025067277,6,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361179,205,1,1,22,40,cobffe32r7g4skka9m19qib63,0,72.7,22.2,2023-02-11T15:39:19.123Z,2023-02-11T23:49:07Z,4025067449,155,,4027045743,178,,4025067453,140,88.4,4025067455,141,42.8,4025067451,56,Center,4025067457,212,21.6,4026074523,224,,4026074525,20,,8zlr9xkh9dkt1pbw3w91uazmd,Portillo,4025067447,2,,4025067461,213,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361245,203,12,1,22,41,ah8dala7suqqkj04n2l8xz4zd,1,12,55.1,2023-02-11T15:39:20.062Z,2023-02-11T23:49:11Z,4027045883,388,,4025067749,56,Back,4025067753,141,66.8,4025067755,212,12.9,4025067757,213,0.7,4025067751,140,21.7,4025067827,15,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361295,206,1,1,22,43,cobffe32r7g4skka9m19qib63,0,72.3,35.1,2023-02-11T15:39:22.582Z,2023-02-11T23:49:18Z,4025068033,56,Center,4025068035,140,85.8,4027046095,388,,4025068031,3,,4025068039,212,16.9,4025068037,141,48.5,4025068043,213,0.6,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361341,204,12,1,22,44,ah8dala7suqqkj04n2l8xz4zd,1,11.7,49,2023-02-11T15:39:23.324Z,2023-02-11T23:49:23Z,4025068327,56,Back,4025068367,15,,4027046289,388,,4025068335,213,0.2,4025068333,212,16.2,4025068331,141,54.8,4025068329,140,26.7,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361417,205,1,1,22,46,ah8dala7suqqkj04n2l8xz4zd,0,26.7,54.8,2023-02-11T15:39:24.882Z,2023-02-11T23:49:31Z,4025068727,212,11.2,4027046635,388,,4025068717,140,28.0,4025068723,141,38.4,4025068713,56,Back,4025068709,3,,4025068729,213,4.8,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361525,207,1,1,22,47,cobffe32r7g4skka9m19qib63,1,68.9,58.5,2023-02-11T15:39:26.262Z,2023-02-11T23:49:35Z,4025069289,213,5.3,4025069283,140,77.0,4025069285,141,38.6,4027046761,388,,4025069281,56,Center,4025069287,212,16.0,4025069279,3,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361535,208,61,1,22,49,cobffe32r7g4skka9m19qib63,0,77,38.6,2023-02-11T15:39:27.672Z,2023-02-11T23:50:04Z,4025069335,56,Center,4027047843,178,,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506881543,1365,67,1,22,49,ah8dala7suqqkj04n2l8xz4zd,1,24.3,58.8,2023-02-11T15:39:28.381Z,2023-02-12T10:38:57Z,4027792759,233,1450,,,,,,,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506881541,1450,67,1,22,49,cobffe32r7g4skka9m19qib63,0,75.7,41.2,2023-02-11T15:39:28.382Z,2023-02-12T10:06:53Z,4027792771,233,1365,,,,,,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361793,206,12,1,22,49,ah8dala7suqqkj04n2l8xz4zd,1,21.4,59.4,2023-02-11T15:39:28.414Z,2023-02-12T10:38:57Z,4025070683,140,29.1,4025070685,141,100.0,4025070681,56,Back,4025070851,167,,4025070689,213,1.3,4025070687,212,29.7,4027048201,178,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506361811,207,5,1,22,56,ah8dala7suqqkj04n2l8xz4zd,0,34.5,101.7,2023-02-11T15:39:34.799Z,2023-02-11T23:50:18Z,4025070755,56,Back,4025070757,347,,4025073817,233,209,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362355,209,5,1,22,56,cobffe32r7g4skka9m19qib63,1,65.5,-1.7,2023-02-11T15:39:34.799Z,2023-02-11T23:50:17Z,4025073749,56,Right,4025073797,233,207,4025073751,347,,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362437,210,1,1,23,11,cobffe32r7g4skka9m19qib63,1,62.8,0,2023-02-11T15:39:50.564Z,2023-02-11T23:53:02Z,4025074115,141,5.8,4025074109,140,76.3,4025074125,213,0.4,4025074105,56,Right,4025074103,107,,4025074121,212,15.1,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362499,211,1,1,23,12,cobffe32r7g4skka9m19qib63,1,76.4,5.6,2023-02-11T15:39:51.486Z,2023-02-11T23:53:11Z,4025074377,56,Right,4025074381,141,9.1,4025074383,212,15.5,4025074385,213,0.2,4027053231,178,,4025074375,168,,4025074373,3,,4025074379,140,91.0,8zlr9xkh9dkt1pbw3w91uazmd,Portillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362515,212,1,1,23,14,cobffe32r7g4skka9m19qib63,0,91.2,9.1,2023-02-11T15:39:53.615Z,2023-02-11T23:53:17Z,4025074429,2,,4025074891,233,208,4026077911,20,,4025074439,212,1.1,4025074895,286,,4025074433,56,Right,4025074435,140,91.2,4025074431,155,,6kpscy08tl4fkie4w4hl49n11,Melero,4025074889,236,,4026077909,224,4027053421,178,4025074441,213,1.6,,,,4025074437,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,
2506362577,208,12,1,23,15,ah8dala7suqqkj04n2l8xz4zd,1,9.4,90.9,2023-02-11T15:39:53.664Z,2023-02-11T23:53:21Z,4025074927,233,212,4027053521,178,,4025074753,185,,4025074755,56,Back,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362627,209,6,1,23,16,ah8dala7suqqkj04n2l8xz4zd,0,10.8,89.2,2023-02-11T15:39:54.845Z,2023-02-11T23:53:26Z,4025075225,233,213,4025075083,73,,4025075079,56,Back,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506362591,213,6,1,23,16,cobffe32r7g4skka9m19qib63,1,89.2,10.8,2023-02-11T15:39:54.845Z,2023-02-11T23:53:27Z,4025074845,75,,4025075145,233,209,4025074843,56,Right,,,,,,,,,,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506363753,214,1,1,23,42,cobffe32r7g4skka9m19qib63,0,99.6,0.7,2023-02-11T15:40:20.686Z,2023-02-11T23:53:31Z,4025080773,2,,4025080775,6,,4025080801,1,,4025080787,140,88.8,4025080791,141,57.7,4025080795,212,40.4,4025080799,213,1.9,4026078635,20,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,4027053877,178,,4025080777,155,4025080781,224,4025080783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506363667,210,44,1,23,43,ah8dala7suqqkj04n2l8xz4zd,1,10.4,45.6,2023-02-11T15:40:22.326Z,2023-02-12T05:45:23Z,4025102671,233,240,4025080333,56,Back,4025080335,285,,,,,,,,,,,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506367777,240,44,1,23,43,cobffe32r7g4skka9m19qib63,0,89.6,54.4,2023-02-11T15:40:22.327Z,2023-02-11T23:53:39Z,4025101847,56,Center,4025102715,233,210,4025101849,286,,,,,,,,,,,,,,,,,d1d3v27d4r6vme6n2w5umaacp,L. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506363703,211,12,1,23,43,ah8dala7suqqkj04n2l8xz4zd,1,9.2,47.9,2023-02-11T15:40:22.418Z,2023-02-12T05:45:23Z,4025080539,140,22.3,4025080537,56,Back,4025080609,15,,4025080543,212,24.9,4027054243,388,,4025080545,213,5.3,4025080541,141,17.3,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506363759,215,1,1,23,47,cobffe32r7g4skka9m19qib63,0,72,81.5,2023-02-11T15:40:26.199Z,2023-02-11T23:53:49Z,4025081775,233,212,4025081771,236,,4025080857,213,5.9,4026080473,224,,4026080475,72,,4025080847,140,74.6,4025080839,155,,4025080837,2,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,4025080843,56,Left,4027054341,178,4025080853,212,4025081783,286,,,,2.9,4025080851,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
2506363919,212,12,1,23,47,ah8dala7suqqkj04n2l8xz4zd,1,22.9,21.1,2023-02-11T15:40:26.368Z,2023-02-11T23:53:55Z,4027054571,388,,4027054573,21,,4025081679,185,,4025081809,233,215,4025081683,56,Back,,,,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364129,216,1,1,23,53,cobffe32r7g4skka9m19qib63,1,52,97.1,2023-02-11T15:40:31.957Z,2023-02-11T23:54:02Z,4027054819,178,,4025082919,141,65.2,4025082921,212,34.0,4025082915,56,Back,4025082927,213,3.8,4026081841,1,,4025082917,140,27.1,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364303,217,1,1,23,56,cobffe32r7g4skka9m19qib63,1,28.8,64,2023-02-11T15:40:34.888Z,2023-02-11T23:54:08Z,4025083865,157,,4025083877,213,0.2,4025083875,212,39.9,4025083873,141,76.1,4027055049,178,,4025083867,56,Center,4025083871,140,66.0,4025083879,1,,c3secspt4xvu1q4g6aonn7zyt,Fernando Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364311,218,1,1,23,59,cobffe32r7g4skka9m19qib63,0,63.3,80.3,2023-02-11T15:40:38.329Z,2023-02-11T23:54:14Z,4027055277,388,,4025083907,3,,4025083917,212,7.0,4025083919,213,5.7,4025083913,140,69.0,4025083915,141,75.1,4025083909,168,,4025083911,56,Center,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364261,213,49,1,24,2,ah8dala7suqqkj04n2l8xz4zd,1,30,20.5,2023-02-11T15:40:41.008Z,2023-02-11T23:54:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364431,214,1,1,24,2,ah8dala7suqqkj04n2l8xz4zd,1,30.5,19.7,2023-02-11T15:40:41.040Z,2023-02-11T23:54:25Z,4025084557,141,5.2,4025084565,213,5.4,4025084563,212,13.2,4025084551,140,38.8,4027055591,178,,4025084549,56,Back,,,,,,,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364479,215,1,1,24,6,ah8dala7suqqkj04n2l8xz4zd,1,40,4.2,2023-02-11T15:40:44.919Z,2023-02-11T23:54:30Z,4025084825,141,9.2,4025084823,140,37.7,4025084821,56,Back,4025084829,213,2.2,4025084827,212,4.2,4027055859,178,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364531,216,1,1,24,7,ah8dala7suqqkj04n2l8xz4zd,1,36.8,9.2,2023-02-11T15:40:46.260Z,2023-02-11T23:54:37Z,4027056135,178,,4025085071,141,2.2,4025085067,56,Back,4025085073,212,4.8,4025085069,140,37.5,4025085077,213,4.9,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364601,217,1,1,24,8,ah8dala7suqqkj04n2l8xz4zd,1,37.5,2.1,2023-02-11T15:40:47.438Z,2023-02-11T23:54:55Z,4025085477,56,Back,4027056629,178,,4025085481,141,5.8,4025085479,140,44.5,4025085485,212,7.8,4025085487,213,0.3,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364653,218,1,1,24,10,ah8dala7suqqkj04n2l8xz4zd,1,44,6,2023-02-11T15:40:48.749Z,2023-02-11T23:55:00Z,4025085695,141,13.9,4025085693,140,36.8,4025085691,56,Back,4025085699,213,2.5,4025085697,212,9.3,4027056739,178,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364733,219,1,1,24,11,ah8dala7suqqkj04n2l8xz4zd,1,37.4,14.8,2023-02-11T15:40:49.969Z,2023-02-11T23:55:04Z,4025086073,56,Back,4025086075,140,48.0,4025086079,212,15.2,4027056889,178,,4025086077,141,30.0,4025086081,213,0.7,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506817917,1041,67,1,24,12,ah8dala7suqqkj04n2l8xz4zd,1,48.5,28.6,2023-02-11T15:40:51.206Z,2023-02-12T05:45:23Z,4027498197,233,1061,,,,,,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506817893,1039,43,1,24,12,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-02-11T15:40:51.207Z,2023-02-12T05:38:08Z,4027498083,233,1060,4027498139,144,67,,,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506817915,1061,67,1,24,12,cobffe32r7g4skka9m19qib63,0,51.5,71.4,2023-02-11T15:40:51.207Z,2023-02-12T05:38:13Z,4027498201,233,1041,,,,,,,,,,,,,,,,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506817891,1060,43,1,24,12,cobffe32r7g4skka9m19qib63,1,0,0,2023-02-11T15:40:51.208Z,2023-02-12T05:38:09Z,4027498087,233,1039,4027498147,144,67,,,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364833,220,1,1,24,13,ah8dala7suqqkj04n2l8xz4zd,1,48,30,2023-02-11T15:40:51.830Z,2023-02-12T05:45:24Z,4025180075,156,,4025086579,140,46.4,4027057035,178,,4025086583,212,3.4,4025086585,213,4.2,4025086581,141,25.6,4025086577,56,Back,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506383953,268,50,1,24,14,ah8dala7suqqkj04n2l8xz4zd,1,48.2,23.4,2023-02-11T15:40:53.050Z,2023-02-11T23:55:18Z,4025186565,233,283,4025186433,286,,4025186431,56,Back,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506383967,283,7,1,24,14,cobffe32r7g4skka9m19qib63,0,51.8,76.6,2023-02-11T15:40:53.280Z,2023-02-11T23:55:23Z,4025184549,285,,4025184811,233,268,4026084129,383,,4027057369,178,,4025184547,56,Center,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364847,221,3,1,24,14,ah8dala7suqqkj04n2l8xz4zd,0,48.4,24.4,2023-02-11T15:40:53.600Z,2023-02-11T23:55:35Z,4025087355,233,219,4025086657,56,Back,4025086661,286,,4027057845,178,,4026084633,465,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364915,219,7,1,24,14,cobffe32r7g4skka9m19qib63,1,51.6,75.6,2023-02-11T15:40:53.610Z,2023-02-11T23:55:41Z,4025087021,56,Center,4025087259,233,221,4027058033,178,,4025087027,285,,4026084705,383,,,,,,,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364933,220,49,1,24,16,cobffe32r7g4skka9m19qib63,1,57.1,75.4,2023-02-11T15:40:55.033Z,2023-02-12T05:38:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8zlr9xkh9dkt1pbw3w91uazmd,Portillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506364991,221,1,1,24,17,cobffe32r7g4skka9m19qib63,1,55.7,69.7,2023-02-11T15:40:55.971Z,2023-02-11T23:55:52Z,4025087479,140,55.3,4025087475,56,Center,4027058317,178,,4025087483,141,61.5,4025087493,213,4.6,4025087489,212,5.6,,,,,,,8zlr9xkh9dkt1pbw3w91uazmd,Portillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365035,222,1,1,24,18,cobffe32r7g4skka9m19qib63,0,56.3,52.7,2023-02-11T15:40:57.579Z,2023-02-11T23:55:56Z,4025087707,141,33.4,4027058395,178,,4025087711,213,5.2,4025087709,212,15.0,4025087703,56,Center,4025087705,140,63.2,,,,,,,6kpscy08tl4fkie4w4hl49n11,Melero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506818231,1059,67,1,24,20,ah8dala7suqqkj04n2l8xz4zd,1,37.1,63.5,2023-02-11T15:40:58.979Z,2023-02-12T05:45:24Z,4027499611,233,1071,,,,,,,,,,,,,,,,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506818229,1071,67,1,24,20,cobffe32r7g4skka9m19qib63,0,62.9,36.5,2023-02-11T15:40:58.980Z,2023-02-12T05:39:31Z,4027499615,233,1059,,,,,,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365069,222,8,1,24,20,ah8dala7suqqkj04n2l8xz4zd,1,41.5,61,2023-02-11T15:40:59.010Z,2023-02-12T05:45:24Z,4025087873,56,Back,4027058591,178,,4026085825,383,,,,,,,,,,,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365079,223,49,1,24,20,ah8dala7suqqkj04n2l8xz4zd,1,41.7,59,2023-02-11T15:40:59.600Z,2023-02-11T23:56:29Z,,,,,,,,,,,,,,,,,,,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365097,224,1,1,24,21,ah8dala7suqqkj04n2l8xz4zd,0,44,57.5,2023-02-11T15:40:59.692Z,2023-02-11T23:56:36Z,4025088263,233,223,4025088003,140,48.4,4025088005,141,59.6,4025088261,236,,4025088001,56,Back,4025088009,213,0.3,4025088007,212,4.8,4025088267,286,,yhfujfdzpt7tymqdmt7i0mzu,Abner,4027059419,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365127,223,74,1,24,21,cobffe32r7g4skka9m19qib63,1,51.9,40,2023-02-11T15:40:59.761Z,2023-02-11T23:56:40Z,4025088315,233,224,4025088179,56,Center,4025088187,285,,4027059561,178,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365191,224,5,1,24,25,cobffe32r7g4skka9m19qib63,0,83.4,-2,2023-02-11T15:41:03.744Z,2023-02-11T23:56:44Z,4025088489,347,,4025088485,56,Right,4025089025,233,225,,,,,,,,,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365287,225,5,1,24,25,ah8dala7suqqkj04n2l8xz4zd,1,16.6,102,2023-02-11T15:41:03.744Z,2023-02-11T23:56:44Z,4025088927,347,,4025088983,233,224,4025088921,56,Back,,,,,,,,,,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365485,226,1,1,24,30,ah8dala7suqqkj04n2l8xz4zd,1,17.5,100,2023-02-11T15:41:08.871Z,2023-02-11T23:56:54Z,4025089929,212,10.7,4025089921,107,,4025089923,56,Back,4025089931,213,4.3,4025089925,140,13.4,4025089927,141,87.3,,,,,,,4pizap25enja9rtz4g6x5bkd1,A. Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365615,227,1,1,24,32,ah8dala7suqqkj04n2l8xz4zd,1,13.4,87.3,2023-02-11T15:41:11.301Z,2023-02-11T23:56:58Z,4025090599,212,23.2,4025090591,140,6.5,4027060061,178,,4025090587,56,Back,4025090597,141,54.9,4025090601,213,4.4,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365765,228,1,1,24,35,ah8dala7suqqkj04n2l8xz4zd,1,7.4,55.8,2023-02-11T15:41:14.161Z,2023-02-11T23:57:00Z,4025091469,1,,4027060117,178,,4025091459,140,40.8,4025091455,155,,4025091463,212,45.3,4025091465,213,0.7,4025091461,141,97.9,4025091457,56,Back,s96k2x2cts0vo6y6aaeui5zp,Rui Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365815,229,1,1,24,38,ah8dala7suqqkj04n2l8xz4zd,0,40.8,97.9,2023-02-11T15:41:17.082Z,2023-02-11T23:57:07Z,4025091703,3,,4025091705,56,Back,4025091713,213,4.8,4025091709,141,79.2,4025091711,212,12.8,4025091707,140,42.2,4027060285,388,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365919,225,1,1,24,40,cobffe32r7g4skka9m19qib63,1,64,14.9,2023-02-11T15:41:19.242Z,2023-02-11T23:57:11Z,4025092267,213,0.3,4025092253,3,,4025092255,56,Right,4025092265,212,9.8,4025092263,141,19.7,4025092259,140,72.8,4027060389,388,,,,,1km9nvqz03yoj9cxpv127id7u,Samú Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365941,226,44,1,24,41,cobffe32r7g4skka9m19qib63,1,67.6,19.3,2023-02-11T15:41:20.131Z,2023-02-12T05:45:25Z,4025092443,233,230,4025092373,56,Right,4025092377,286,,,,,,,,,,,,,,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506365867,230,44,1,24,41,ah8dala7suqqkj04n2l8xz4zd,0,32.4,80.7,2023-02-11T15:41:20.132Z,2023-02-11T23:57:17Z,4025091971,56,Back,4025092481,233,226,4025091973,285,,,,,,,,,,,,,,,,,yhfujfdzpt7tymqdmt7i0mzu,Abner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
