id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/17/value,qualifier/18/value
2455719391,12,3,1,0,34,3budh3j9xivsid3ptm8ptpy4k,1,30.4,62.7,2022-09-04T12:00:49.322Z,2022-09-04T23:16:18Z,3757449057,233,10,3758650455,464,,3757449053,56,Back,3757449055,285,,3759709001,178,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456172779,797,43,1,0,36,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-09-04T12:00:50.531Z,2022-09-05T01:22:25Z,3759939023,144,82,3759938845,178,0,,,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719403,11,45,1,0,36,2l0ldgiwsgb8d6y3z0sfgjzyj,0,60.2,38.6,2022-09-04T12:00:51.409Z,2022-09-04T23:17:06Z,3757449111,285,,3757449109,56,Center,3757449471,233,13,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719465,13,3,1,0,36,3budh3j9xivsid3ptm8ptpy4k,1,39.8,61.4,2022-09-04T12:00:51.409Z,2022-09-04T23:17:05Z,3758650631,465,,3757449407,56,Back,3757449437,233,11,3757449409,286,,3759710039,178,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719503,14,1,1,0,43,3budh3j9xivsid3ptm8ptpy4k,1,72.8,55.9,2022-09-04T12:00:57.881Z,2022-09-04T23:17:18Z,3757449619,56,Center,3757449621,140,85.9,3757449625,212,16.4,3757449627,213,0.6,3757449623,141,69.0,3759710345,178,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719507,15,1,1,0,46,3budh3j9xivsid3ptm8ptpy4k,0,97.3,74.4,2022-09-04T12:01:00.684Z,2022-09-04T23:17:44Z,3757449639,140,97.8,3757449643,212,11.0,3759711071,178,,3757449641,141,58.2,3757449637,56,Center,3757449645,213,4.8,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719521,12,12,1,0,46,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.8,38.9,2022-09-04T12:01:01.170Z,2022-09-04T23:18:04Z,3759711527,178,,3757449693,212,15.3,3757449689,140,6.7,3757449687,56,Back,3757449695,213,4.8,3757449691,141,16.6,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719529,13,49,1,0,49,2l0ldgiwsgb8d6y3z0sfgjzyj,1,7.2,13.1,2022-09-04T12:01:03.931Z,2022-09-04T23:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719585,14,1,1,0,52,2l0ldgiwsgb8d6y3z0sfgjzyj,0,11.2,7.4,2022-09-04T12:01:06.823Z,2022-09-04T23:18:55Z,3757450019,1,,3757450009,56,Back,3757450015,212,39.3,3757450011,140,48.1,3757450013,141,17.5,3759712515,178,,3757450017,213,0.2,3757450007,155,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719603,16,1,1,0,53,3budh3j9xivsid3ptm8ptpy4k,1,51.2,77,2022-09-04T12:01:08.182Z,2022-09-04T23:19:11Z,3757450113,3,,3757450123,213,5.8,3757450117,140,55.6,3757450119,141,73.2,3757450121,212,5.3,3759712879,178,,3757450115,56,Center,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719627,17,1,1,0,56,3budh3j9xivsid3ptm8ptpy4k,1,55.6,73.2,2022-09-04T12:01:11.459Z,2022-09-05T06:44:07Z,3757450223,56,Center,3757450231,213,6.0,3757450227,141,70.5,3757450229,212,6.5,3760194995,388,,3757450219,3,,3757450225,140,61.5,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720187,24,1,1,0,58,3budh3j9xivsid3ptm8ptpy4k,1,68.7,74.8,2022-09-04T12:01:12.735Z,2022-09-04T23:19:49Z,3757453123,141,71.1,3759713763,21,,3757453127,213,3.7,3757453125,212,4.9,3759713761,178,,3757453119,56,Center,3757453121,140,64.7,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719663,18,1,1,0,59,3budh3j9xivsid3ptm8ptpy4k,1,61.5,70.5,2022-09-04T12:01:13.832Z,2022-09-04T23:19:58Z,3757450429,140,61.9,3759713945,178,,3757450433,212,4.6,3757450435,213,1.5,3757450431,141,77.3,3757450427,56,Center,,,,,,,d7mgn0oexyymir3upflm8gfyt,Salvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719687,19,1,1,1,1,3budh3j9xivsid3ptm8ptpy4k,1,62.3,77.2,2022-09-04T12:01:16.380Z,2022-09-04T23:20:12Z,3757450573,56,Back,3757450579,212,21.5,3759714267,178,,3757450577,141,71.7,3757450581,213,3.3,3757450575,140,42.1,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719721,20,1,1,1,4,3budh3j9xivsid3ptm8ptpy4k,1,40,65.1,2022-09-04T12:01:18.481Z,2022-09-04T23:20:25Z,3757450735,212,20.6,3757450731,140,42.5,3757450737,213,4.8,3757450729,56,Back,3759714559,178,,3757450733,141,35.1,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719745,21,1,1,1,7,3budh3j9xivsid3ptm8ptpy4k,1,42.6,33.4,2022-09-04T12:01:21.501Z,2022-09-04T23:20:40Z,3759714849,178,,3757450861,212,18.0,3757450857,140,45.5,3757450855,56,Back,3757450859,141,7.3,3757450863,213,4.9,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719825,22,1,1,1,9,3budh3j9xivsid3ptm8ptpy4k,0,45.7,5.5,2022-09-04T12:01:24.300Z,2022-09-04T23:20:52Z,3757451213,141,17.6,3757451217,213,0.1,3757451207,155,,3757451221,1,,3759715043,178,,3757451209,56,Right,3757451215,212,58.5,3757451211,140,100.0,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719827,15,5,1,1,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-1,82.1,2022-09-04T12:01:28.841Z,2022-09-04T23:21:08Z,3757451227,346,,3757451225,56,Back,3757451265,233,23,,,,,,,,,,,,,,,,6dx2fxufm98xtdobuwppis34l,David García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719833,23,5,1,1,14,3budh3j9xivsid3ptm8ptpy4k,0,101,17.9,2022-09-04T12:01:28.841Z,2022-09-04T23:21:08Z,3757451253,346,,3757451305,233,15,3757451251,56,Right,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720167,16,1,1,1,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,4.6,53.6,2022-09-04T12:01:53.401Z,2022-09-04T23:21:27Z,3757453013,140,16.0,3757453017,212,27.7,3757453023,237,,3757453009,124,,3757453019,213,5.2,3757453015,141,16.9,3757453011,56,Back,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720183,17,1,1,1,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,14.9,20.2,2022-09-04T12:01:56.291Z,2022-09-04T23:21:37Z,3757453107,141,40.1,3757453103,56,Back,3757453111,213,2.2,3757453105,140,6.4,3759715887,178,,3757453109,212,16.2,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720229,18,1,1,1,43,2l0ldgiwsgb8d6y3z0sfgjzyj,1,6.6,40,2022-09-04T12:01:57.766Z,2022-09-04T23:22:01Z,3757453349,141,26.3,3757453353,213,5.9,3757453345,56,Back,3757453351,212,25.7,3759716339,178,,3757453347,140,29.4,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720245,19,1,1,1,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,29.4,26.3,2022-09-04T12:02:00.460Z,2022-09-04T23:22:20Z,3759716723,178,,3757453461,141,3.1,3757453457,56,Back,3757453465,213,5.0,3757453463,212,16.3,3757453459,140,33.4,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720277,20,1,1,1,48,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.4,3.1,2022-09-04T12:02:03.211Z,2022-09-04T23:22:35Z,3757453657,212,16.3,3759717083,178,,3757453645,155,,3757453651,140,43.3,3757453655,141,21.5,3757453659,213,0.9,3757453647,56,Back,,,,akjusy9dt1qd2fjhttviek6ol,Nacho Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720281,21,61,1,1,50,2l0ldgiwsgb8d6y3z0sfgjzyj,0,43.2,22,2022-09-04T12:02:04.911Z,2022-09-04T23:22:48Z,3757453667,56,Back,3759717325,178,,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720309,25,1,1,1,51,3budh3j9xivsid3ptm8ptpy4k,1,51.6,70.2,2022-09-04T12:02:05.751Z,2022-09-04T23:23:01Z,3757453815,141,71.1,3757453811,56,Back,3759717471,178,,3757453819,213,3.1,3757453807,3,,3757453817,212,14.5,3757453813,140,37.8,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720315,26,49,1,1,53,3budh3j9xivsid3ptm8ptpy4k,1,37.8,71.1,2022-09-04T12:02:07.740Z,2022-09-04T23:23:26Z,,,,,,,,,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720427,27,1,1,1,53,3budh3j9xivsid3ptm8ptpy4k,1,37.8,71.1,2022-09-04T12:02:07.783Z,2022-09-04T23:23:34Z,3757454349,141,57.2,3759718237,178,,3757454353,213,3.5,3757454345,56,Back,3757454351,212,29.5,3757454347,140,11.2,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720499,28,1,1,1,58,3budh3j9xivsid3ptm8ptpy4k,1,13,57.6,2022-09-04T12:02:13.450Z,2022-09-04T23:23:44Z,3757454707,212,47.9,3757454703,140,53.8,3757454701,56,Left,3757454711,1,,3759718483,178,,3757454705,141,89.0,3757454699,157,,3757454709,213,0.5,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720519,29,1,1,2,1,3budh3j9xivsid3ptm8ptpy4k,0,54.4,90,2022-09-04T12:02:15.901Z,2022-09-04T23:24:03Z,3757454793,212,19.4,3757454789,140,72.6,3757454785,168,,3757454783,3,,3759718911,388,,3757454791,141,95.0,3757454787,56,Left,3757454795,213,0.2,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455720503,22,49,1,2,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,19.7,2.5,2022-09-04T12:02:21.038Z,2022-09-04T23:24:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456174125,756,43,1,2,6,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2022-09-04T12:02:21.066Z,2022-09-05T01:26:17Z,3759946291,144,82,3759946127,178,0,,,,,,,,,,,,,,,,,,,7ms6l8qho3p4jm1soleldqvv9,Unai García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
