id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2466509829,9,1,1,0,12,ah8dala7suqqkj04n2l8xz4zd,1,34.9,63.8,2022-10-02T14:15:54.903Z,2022-10-03T05:23:12Z,3814781833,141,77.1,3814781829,56,Back,3814781831,140,25.2,3816889961,178,,3814781835,212,13.6,3814781837,213,2.4,,,,,,,dfytsnxfl78jnug9trsa9qv3d,P. Akouokou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466509927,10,1,1,0,17,ah8dala7suqqkj04n2l8xz4zd,1,23.7,72.3,2022-10-02T14:15:59.022Z,2022-10-03T05:24:21Z,3814782391,140,32.3,3814782387,196,,3814782393,141,10.0,3814782399,1,,3814782389,56,Back,3814782397,213,4.9,3816890847,178,,3814782395,212,43.3,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510013,11,1,1,0,19,ah8dala7suqqkj04n2l8xz4zd,0,32.6,8.2,2022-10-02T14:16:01.630Z,2022-10-03T05:24:29Z,3814782867,140,75.9,3816890981,178,,3814782865,56,Center,3814782873,213,0.6,3814782871,212,54.8,3814782875,1,,3814782869,141,53.3,3814782863,155,,e5rlll2fvd9wsk40o6pztsc0l,Martín Montoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510021,4,49,1,0,25,6f27yvbqcngegwsg2ozxxdj4,1,21.2,32.6,2022-10-02T14:16:07.716Z,2022-10-03T05:24:41Z,,,,,,,,,,,,,,,,,,,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510073,5,1,1,0,25,6f27yvbqcngegwsg2ozxxdj4,0,21.2,32.6,2022-10-02T14:16:07.775Z,2022-10-03T05:24:46Z,3814783163,157,,3814783175,212,47.6,3814783177,213,6.3,3814783169,140,66.5,3814783173,141,31.0,3814783179,1,,3816891227,178,,3814783165,56,Center,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510145,12,1,1,0,28,ah8dala7suqqkj04n2l8xz4zd,1,37,76.1,2022-10-02T14:16:10.756Z,2022-10-03T05:25:01Z,3816891423,388,,3814783567,56,Back,3814783565,3,,3814783573,212,11.8,3814783571,141,92.7,3814783575,213,1.3,3814783569,140,40.2,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510149,13,49,1,0,30,ah8dala7suqqkj04n2l8xz4zd,1,40.9,93.2,2022-10-02T14:16:12.926Z,2022-10-03T05:25:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510215,14,1,1,0,32,ah8dala7suqqkj04n2l8xz4zd,1,43.2,93.2,2022-10-02T14:16:14.311Z,2022-10-03T05:25:16Z,3814783941,56,Left,3814783953,212,23.2,3814783949,141,85.4,3816891571,178,,3814783957,213,6.1,3814783945,140,64.7,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510259,15,1,1,0,34,ah8dala7suqqkj04n2l8xz4zd,1,65.2,85.4,2022-10-02T14:16:16.197Z,2022-10-03T05:26:00Z,3814784141,212,4.3,3814784143,213,2.2,3814784139,141,90.5,3814784135,56,Left,3816891779,178,,3814784137,140,62.7,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510283,16,1,1,0,35,ah8dala7suqqkj04n2l8xz4zd,1,61.8,92.4,2022-10-02T14:16:17.437Z,2022-10-03T05:26:10Z,3814784261,140,59.9,3814784263,141,88.1,3816892405,178,,3814784267,213,4.1,3814784265,212,3.5,3814784259,56,Left,,,,,,,9jxofpmrfh2lil77f9xj22kiy,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510287,17,1,1,0,36,ah8dala7suqqkj04n2l8xz4zd,0,59.8,88.1,2022-10-02T14:16:18.586Z,2022-10-03T05:26:23Z,3814784295,213,0.0,3814784309,236,,3814784293,212,1.5,3814784287,56,Left,3814784311,233,6,3814784289,140,61.2,3814784315,286,,3816892549,178,,75079gtd2efpviyo605ozsd79,Sergio Canales,3814784291,141,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510285,6,74,1,0,36,6f27yvbqcngegwsg2ozxxdj4,1,41,5.5,2022-10-02T14:16:18.652Z,2022-10-03T05:26:29Z,3816892649,178,,3814784275,285,,3814784387,233,17,3814784273,56,Back,,,,,,,,,,,,,adwkydlkclg8u72rxh51lvkyd,A. Solari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510303,7,5,1,0,36,6f27yvbqcngegwsg2ozxxdj4,0,41.1,-1.2,2022-10-02T14:16:18.967Z,2022-10-03T05:26:32Z,3814784405,347,,3814784723,233,18,3814784403,56,Back,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510339,18,5,1,0,36,ah8dala7suqqkj04n2l8xz4zd,1,58.9,101.2,2022-10-02T14:16:18.967Z,2022-10-03T05:26:31Z,3814784599,347,,3814784595,56,Left,3814784669,233,7,,,,,,,,,,,,,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510557,19,1,1,0,50,ah8dala7suqqkj04n2l8xz4zd,0,59.4,100,2022-10-02T14:16:32.322Z,2022-10-03T05:26:54Z,3814785807,189,,3814785721,140,79.5,3814785723,141,95.0,3814785719,56,Left,3814785729,1,,3814785715,107,,3814785727,213,6.1,3814785725,212,21.6,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466529525,164,1,1,0,51,6f27yvbqcngegwsg2ozxxdj4,1,22.1,24.7,2022-10-02T14:16:33.080Z,2022-10-03T05:26:52Z,3814890049,140,28.0,3816893023,178,,3814890053,212,14.6,3814890051,141,5.3,3814890055,213,5.2,3814890325,189,,3814890047,56,Back,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510565,8,49,1,0,52,6f27yvbqcngegwsg2ozxxdj4,1,24.7,5.2,2022-10-02T14:16:34.257Z,2022-10-03T05:26:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510629,9,1,1,0,53,6f27yvbqcngegwsg2ozxxdj4,1,24.7,5.2,2022-10-02T14:16:35.457Z,2022-10-03T05:27:01Z,3814786075,56,Back,3814786077,140,10.5,3814786079,141,17.0,3816893153,178,,3814786081,212,16.9,3814786083,213,2.6,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510663,10,1,1,0,57,6f27yvbqcngegwsg2ozxxdj4,0,13.1,7.9,2022-10-02T14:16:39.816Z,2022-10-03T05:27:12Z,3814786263,140,42.0,3814786261,56,Back,3814786269,213,0.2,3816893291,178,,3814786259,155,,3814786265,141,16.1,3814786267,212,30.9,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510653,20,44,1,0,59,ah8dala7suqqkj04n2l8xz4zd,1,58,83.9,2022-10-02T14:16:41.649Z,2022-10-03T09:00:22Z,3814786227,56,Left,3814786231,286,,3814786363,233,11,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510671,11,44,1,0,59,6f27yvbqcngegwsg2ozxxdj4,0,42,16.1,2022-10-02T14:16:41.650Z,2022-10-03T05:27:19Z,3814786299,285,,3814786413,233,20,3814786297,56,Back,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510679,21,1,1,0,59,ah8dala7suqqkj04n2l8xz4zd,1,58,83.3,2022-10-02T14:16:41.762Z,2022-10-03T09:00:22Z,3814786335,141,74.1,3814786339,213,5.5,3814786333,140,63.6,3814786329,3,,3814786337,212,8.6,3816893439,388,,3814786331,56,Center,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510687,22,49,1,1,0,ah8dala7suqqkj04n2l8xz4zd,1,64,74,2022-10-02T14:16:42.785Z,2022-10-03T05:28:58Z,,,,,,,,,,,,,,,,,,,,,,,,,dfytsnxfl78jnug9trsa9qv3d,P. Akouokou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510715,23,1,1,1,1,ah8dala7suqqkj04n2l8xz4zd,1,64,74,2022-10-02T14:16:43.546Z,2022-10-03T05:29:04Z,3814786517,212,4.2,3816894839,178,,3814786509,140,65.4,3814786507,56,Left,3814786521,213,1.2,3814786513,141,79.8,,,,,,,dfytsnxfl78jnug9trsa9qv3d,P. Akouokou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510809,24,1,1,1,3,ah8dala7suqqkj04n2l8xz4zd,1,65.8,82.8,2022-10-02T14:16:45.906Z,2022-10-03T05:29:08Z,3814787077,140,72.3,3814787075,56,Left,3816894897,178,,3814787079,141,94.4,3814787083,213,0.9,3814787081,212,10.4,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510839,25,1,1,1,9,ah8dala7suqqkj04n2l8xz4zd,1,73,93.9,2022-10-02T14:16:51.583Z,2022-10-03T05:34:49Z,3814787261,141,87.2,3816899499,178,,3814787263,212,8.0,3814787257,56,Left,3814787265,213,5.7,3814787259,140,79.3,,,,,,,9jxofpmrfh2lil77f9xj22kiy,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510845,26,61,1,1,10,ah8dala7suqqkj04n2l8xz4zd,0,79.5,86.9,2022-10-02T14:16:52.137Z,2022-10-03T05:34:54Z,3814787275,56,Left,3816899593,178,,,,,,,,,,,,,,,,,,,,75079gtd2efpviyo605ozsd79,Sergio Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510855,12,49,1,1,12,6f27yvbqcngegwsg2ozxxdj4,1,4.8,18.2,2022-10-02T14:16:54.777Z,2022-10-03T05:35:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510899,13,1,1,1,13,6f27yvbqcngegwsg2ozxxdj4,0,4.8,18.2,2022-10-02T14:16:55.138Z,2022-10-03T05:35:09Z,3814787535,1,,3814787525,56,Back,3814787527,140,38.7,3814787523,157,,3814787529,141,23.0,3814787533,213,0.1,3816899813,178,,3814787531,212,35.7,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510923,27,1,1,1,14,ah8dala7suqqkj04n2l8xz4zd,1,68.2,88.5,2022-10-02T14:16:56.731Z,2022-10-03T05:35:14Z,3816899911,178,,3814787645,56,Left,3814787647,140,72.2,3814787643,3,,3814787653,213,5.4,3814787651,212,6.3,3814787649,141,81.6,,,,dfytsnxfl78jnug9trsa9qv3d,P. Akouokou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510929,28,61,1,1,15,ah8dala7suqqkj04n2l8xz4zd,0,72.3,81,2022-10-02T14:16:57.732Z,2022-10-03T05:35:19Z,3816899975,178,,3814787671,56,Left,,,,,,,,,,,,,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510985,14,1,1,1,16,6f27yvbqcngegwsg2ozxxdj4,1,25.8,30.1,2022-10-02T14:16:58.867Z,2022-10-03T05:35:24Z,3816900025,178,,3814787967,212,11.6,3814787965,141,46.8,3814787969,213,1.4,3814787961,56,Back,3814787963,140,27.9,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466510989,15,49,1,1,17,6f27yvbqcngegwsg2ozxxdj4,1,33.7,52.1,2022-10-02T14:16:59.575Z,2022-10-03T05:35:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511039,16,1,1,1,18,6f27yvbqcngegwsg2ozxxdj4,1,32.9,54.9,2022-10-02T14:17:01.010Z,2022-10-03T05:35:31Z,3814788285,56,Back,3814788287,140,26.2,3814788291,212,19.6,3816900111,178,,3814788289,141,81.8,3814788295,213,1.9,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511155,17,1,1,1,23,6f27yvbqcngegwsg2ozxxdj4,1,29.6,87.5,2022-10-02T14:17:05.726Z,2022-10-03T05:35:36Z,3814788935,213,3.8,3816900191,178,,3814788927,140,15.1,3814788921,56,Back,3814788931,141,69.6,3814788933,212,19.5,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511237,18,1,1,1,27,6f27yvbqcngegwsg2ozxxdj4,1,15.6,69.5,2022-10-02T14:17:09.600Z,2022-10-03T05:35:41Z,3814789369,140,5.1,3814789375,213,4.1,3816900253,178,,3814789367,56,Back,3814789371,141,48.2,3814789373,212,18.2,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511303,19,1,1,1,30,6f27yvbqcngegwsg2ozxxdj4,1,4.9,44.6,2022-10-02T14:17:12.609Z,2022-10-03T05:35:45Z,3814789675,141,9.5,3814789677,212,47.1,3814789669,155,,3814789681,1,,3814789673,140,43.6,3814789671,56,Back,3816900311,178,,3814789679,213,5.8,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511307,20,44,1,1,33,6f27yvbqcngegwsg2ozxxdj4,1,42.9,11.8,2022-10-02T14:17:15.322Z,2022-10-03T09:00:22Z,3814789707,233,29,3814789701,285,,3814789699,56,Back,,,,,,,,,,,,,,,,adwkydlkclg8u72rxh51lvkyd,A. Solari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511273,29,44,1,1,33,ah8dala7suqqkj04n2l8xz4zd,0,57.1,88.2,2022-10-02T14:17:15.323Z,2022-10-03T05:35:50Z,3814789731,233,20,3814789559,286,,3814789557,56,Left,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511313,21,1,1,1,33,6f27yvbqcngegwsg2ozxxdj4,1,43.6,9.5,2022-10-02T14:17:15.380Z,2022-10-03T09:00:23Z,3814789753,212,15.9,3814789747,56,Right,3814789755,213,6.3,3814808903,210,15,3814789749,140,58.7,3814789751,141,8.9,3814789743,3,,3814789745,168,,adwkydlkclg8u72rxh51lvkyd,A. Solari,3816900475,388,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511331,30,43,1,1,36,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2022-10-02T14:17:18.957Z,2022-10-02T14:20:17Z,3814789865,56,Back,3814808733,144,61,,,,,,,,,,,,,,,,,,,4hhuyat3grozmgba4f55zyajt,Edgar González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511423,22,15,1,1,41,6f27yvbqcngegwsg2ozxxdj4,1,87,30.5,2022-10-02T14:17:23.024Z,2022-10-03T05:36:01Z,3814791351,102,49.9,3814790945,82,,3814791349,78,,3814791353,103,19,3814808925,29,,3814791355,215,,3814790971,233,31,3814790407,22,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,3814808927,55,21,,3814791361,147,39.0,3814790411,56,Center,3814791359,146,93.4,3816900589,178,3814791365,231,46.6,3814790409,63,3814791363,230,99.4,3814895879,72,,,,,,,
2466511463,31,10,1,1,41,ah8dala7suqqkj04n2l8xz4zd,1,7.2,57.9,2022-10-02T14:17:23.312Z,2022-10-03T05:36:06Z,3814790665,94,,3816900651,178,,3814791009,233,22,3814790667,56,Back,,,,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511457,23,6,1,1,41,6f27yvbqcngegwsg2ozxxdj4,1,91.8,39.4,2022-10-02T14:17:23.895Z,2022-10-03T05:36:12Z,3814790619,75,,3814790617,56,Center,3814791143,233,32,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466511535,32,6,1,1,41,ah8dala7suqqkj04n2l8xz4zd,0,8.2,60.6,2022-10-02T14:17:23.895Z,2022-10-03T05:36:12Z,3814791163,233,23,3814791071,56,Back,3814791073,73,,,,,,,,,,,,,,,,,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466512011,24,1,1,2,10,6f27yvbqcngegwsg2ozxxdj4,1,99.5,0.5,2022-10-02T14:17:52.831Z,2022-10-03T05:36:17Z,3814793771,213,2.9,3814793765,140,90.1,3814793767,141,4.6,3814793763,56,Right,3816900809,178,,3814793761,6,,3814793769,212,10.3,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
