id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2512874913,7,1,1,0,19,4jelr92fsge73q39is6qvhxb3,1,63.7,14.9,2023-02-26T15:16:11.175Z,2023-02-27T05:49:13Z,4059401701,141,6.2,4059401695,56,Right,4059401707,212,9.8,4059401697,140,71.2,4061292709,388,,4059401713,213,5.6,4061292711,21,,,,,234yd91ki5snm5wipuxzogkp,Monchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512874947,8,1,1,0,20,4jelr92fsge73q39is6qvhxb3,1,71.1,5.4,2023-02-26T15:16:11.956Z,2023-02-27T05:49:16Z,4059401911,141,4.6,4059401917,212,12.0,4059401907,56,Right,4061292949,178,,4059401909,140,59.7,4059401919,213,3.2,,,,,,,2z183ceh099zdd3wq5fvs1aay,G. Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875039,9,1,1,0,23,4jelr92fsge73q39is6qvhxb3,1,55,5.2,2023-02-26T15:16:14.567Z,2023-02-27T05:49:20Z,4059402345,140,22.5,4059402353,1,,4059402347,141,38.2,4059402343,56,Back,4059402351,213,2.6,4059402349,212,40.8,4061292987,178,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875121,10,1,1,0,28,4jelr92fsge73q39is6qvhxb3,0,22.2,39.4,2023-02-26T15:16:19.875Z,2023-02-27T05:49:29Z,4059402865,1,,4059402861,212,50.4,4059402857,140,69.9,4059402855,56,Center,4059402863,213,0.1,4059402859,141,47.0,4061293065,178,,4059402853,155,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875155,5,1,1,0,31,6f27yvbqcngegwsg2ozxxdj4,1,27.7,56.3,2023-02-26T15:16:23.053Z,2023-02-27T05:49:39Z,4059402995,212,19.1,4059402991,140,38.2,4059402989,56,Back,4059402997,213,5.3,4059402993,141,33.3,4061293197,388,,4059402987,3,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875161,6,49,1,0,35,6f27yvbqcngegwsg2ozxxdj4,1,39.7,33,2023-02-26T15:16:26.320Z,2023-02-27T05:49:54Z,,,,,,,,,,,,,,,,,,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875301,7,1,1,0,40,6f27yvbqcngegwsg2ozxxdj4,1,76.4,31.9,2023-02-26T15:16:31.897Z,2023-02-27T05:49:59Z,4059403773,141,44.5,4059403769,56,Center,4059403775,212,14.0,4059403771,140,86.9,4059403777,213,0.7,4061293405,178,,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875417,8,1,1,0,42,6f27yvbqcngegwsg2ozxxdj4,1,86.4,43.3,2023-02-26T15:16:33.317Z,2023-02-27T05:50:12Z,4059407293,154,,4061293493,178,,4059404395,140,88.2,4059404391,56,Center,4059404401,212,7.8,4059404403,213,1.3,4059404399,141,54.5,4059407289,210,15,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875425,9,15,1,0,43,6f27yvbqcngegwsg2ozxxdj4,1,89,53,2023-02-26T15:16:34.481Z,2023-02-27T05:50:13Z,4061293519,178,,4059407385,29,,4059407403,214,,4059407399,102,49.4,4059404441,56,Center,4059407391,154,,4059407395,55,8,4059407405,328,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,4059407401,103,19,4059407419,231,52.0,4059407413,146,90.4,4059407379,78,4059414405,23,4059407411,82,4059407415,147,52.5,4059404439,17,4059407417,230,93.3,4059407921,233,11,4059405139,20,,,,,,,,
2512875411,11,10,1,0,43,4jelr92fsge73q39is6qvhxb3,1,10.5,48.7,2023-02-26T15:16:34.613Z,2023-02-27T05:50:19Z,4059404369,56,Back,4059407801,94,,4059407947,233,9,4061293575,178,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875455,10,6,1,0,44,6f27yvbqcngegwsg2ozxxdj4,1,95.2,61.6,2023-02-26T15:16:35.402Z,2023-02-27T05:50:24Z,4059404585,56,Center,4059404587,73,,4059404851,233,12,,,,,,,,,,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512875477,12,6,1,0,44,4jelr92fsge73q39is6qvhxb3,0,4.8,38.4,2023-02-26T15:16:35.402Z,2023-02-27T05:50:23Z,4059404863,233,10,4059404685,56,Back,4059404687,73,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876089,11,1,1,1,19,6f27yvbqcngegwsg2ozxxdj4,0,99.5,99.5,2023-02-26T15:17:10.832Z,2023-02-27T05:50:30Z,4059408217,141,47.0,4059408207,6,,4060177741,20,,4059408223,1,,4061293685,178,,4059408215,140,93.9,4059408211,223,,4059408205,2,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,4059408209,155,,4059408219,212,36.2,4059408221,213,4.5,4059408213,56,,,,,,,,,,,,,,,,,,Center,,,,,,,
2512876167,13,44,1,1,21,4jelr92fsge73q39is6qvhxb3,1,7.6,53.7,2023-02-26T15:17:12.724Z,2023-02-27T12:21:25Z,4059408567,56,Back,4059408571,285,,4059408607,233,12,,,,,,,,,,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876097,12,44,1,1,21,6f27yvbqcngegwsg2ozxxdj4,0,92.4,46.3,2023-02-26T15:17:12.725Z,2023-02-27T05:50:35Z,4059408617,233,13,4059408259,286,,4059408257,56,Center,,,,,,,,,,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876207,14,12,1,1,21,4jelr92fsge73q39is6qvhxb3,1,6.7,54.8,2023-02-26T15:17:12.747Z,2023-02-27T12:21:25Z,4059408747,212,5.2,4059408739,140,7.7,4059408781,15,,4061293777,388,,4059408743,141,62.3,4059408735,56,Back,4059408751,213,1.4,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876237,15,12,1,1,24,4jelr92fsge73q39is6qvhxb3,1,7.5,62.5,2023-02-26T15:17:15.322Z,2023-02-27T05:50:49Z,4059408907,141,100.0,4059408961,167,,4059408911,213,1.2,4059408905,140,18.4,4059408909,212,28.9,4061293887,178,,4059408903,56,Back,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876253,13,5,1,1,26,6f27yvbqcngegwsg2ozxxdj4,1,78,-1.8,2023-02-26T15:17:17.987Z,2023-02-27T05:50:57Z,4059408985,347,,4059408983,56,Right,4059409037,233,16,,,,,,,,,,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876247,16,5,1,1,26,4jelr92fsge73q39is6qvhxb3,0,22,101.8,2023-02-26T15:17:17.987Z,2023-02-27T05:50:58Z,4059408957,56,Back,4059408959,347,,4059409043,233,13,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876703,14,1,1,1,51,6f27yvbqcngegwsg2ozxxdj4,1,84.3,0,2023-02-26T15:17:42.824Z,2023-02-27T05:51:03Z,4059411523,107,,4059411531,212,7.6,4059411529,141,9.7,4059411525,56,Right,4059411527,140,83.2,4059411533,213,1.7,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876717,15,1,1,1,54,6f27yvbqcngegwsg2ozxxdj4,0,79.2,0.7,2023-02-26T15:17:45.322Z,2023-02-27T05:51:11Z,4059411871,236,,4059411597,56,Right,4059411603,212,2.8,4059411877,286,,4059411873,233,17,4059411599,140,79.6,4059411605,213,1.4,4059411601,141,4.8,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,4061294071,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876771,17,74,1,1,54,4jelr92fsge73q39is6qvhxb3,1,20.5,95.6,2023-02-26T15:17:45.533Z,2023-02-27T05:51:19Z,4059411937,233,15,4059411839,56,Back,4061294127,178,,4059411841,285,,,,,,,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876803,16,1,1,1,56,6f27yvbqcngegwsg2ozxxdj4,0,73.8,23.7,2023-02-26T15:17:47.736Z,2023-02-27T05:51:25Z,4059412027,212,22.9,4059412029,213,0.5,4061294149,178,,4059412021,56,Center,4059412025,141,39.2,4059412023,140,93.2,,,,,,,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876851,18,52,1,1,59,4jelr92fsge73q39is6qvhxb3,1,6.5,61.6,2023-02-26T15:17:50.297Z,2023-02-27T05:51:34Z,4061294251,178,,4060181461,376,,,,,,,,,,,,,,,,,,,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512876899,19,1,1,2,0,4jelr92fsge73q39is6qvhxb3,1,7,60.6,2023-02-26T15:17:51.904Z,2023-02-27T05:51:40Z,4059412563,212,36.8,4059412559,141,13.0,4059412587,287,,4059412569,1,,4059412553,56,Back,4059412549,123,,4059412557,140,23.6,4061294299,178,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,4059412567,213,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877007,20,1,1,2,5,4jelr92fsge73q39is6qvhxb3,1,26.7,3.8,2023-02-26T15:17:56.756Z,2023-02-27T05:51:50Z,4059413159,140,18.8,4059413163,212,12.9,4061294393,178,,4059413157,56,Back,4059413165,213,2.3,4059413161,141,18.3,,,,,,,d8v7fh30bn0rbhj0lgn1j17th,Luis Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877075,21,1,1,2,9,4jelr92fsge73q39is6qvhxb3,1,20.4,23.9,2023-02-26T15:18:00.310Z,2023-02-27T05:51:55Z,4059413529,56,Back,4061294477,178,,4059413535,212,34.4,4059413531,140,14.2,4059413537,213,1.8,4059413533,141,73.6,4059413539,1,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877131,22,1,1,2,13,4jelr92fsge73q39is6qvhxb3,1,15.1,72,2023-02-26T15:18:04.295Z,2023-02-27T05:51:58Z,4059413815,56,Back,4059413817,140,22.1,4061294497,178,,4059413823,213,1.2,4059413819,141,96.9,4059413821,212,18.5,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877271,23,1,1,2,16,4jelr92fsge73q39is6qvhxb3,1,27.2,97.9,2023-02-26T15:18:07.965Z,2023-02-27T05:52:02Z,4059414613,213,4.0,4059414609,141,77.3,4059414605,56,Back,4059414611,212,19.0,4059414607,140,15.0,4061294513,178,,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877321,24,1,1,2,23,4jelr92fsge73q39is6qvhxb3,1,26.9,47.4,2023-02-26T15:18:15.174Z,2023-02-27T05:52:07Z,4059414857,212,11.1,4059414851,56,Back,4061294557,178,,4059414855,141,31.1,4059414859,213,4.8,4059414853,140,27.4,,,,,,,9f83clp1v95kvlxdb376tgbth,Javier Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877429,25,1,1,2,26,4jelr92fsge73q39is6qvhxb3,1,24.1,31.5,2023-02-26T15:18:18.078Z,2023-02-27T05:52:10Z,4059415353,141,53.0,4061294589,178,,4059415345,56,Back,4059415363,213,2.4,4059415347,140,8.7,4059415357,212,21.8,,,,,,,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877519,26,1,1,2,32,4jelr92fsge73q39is6qvhxb3,0,13.3,47.7,2023-02-26T15:18:24.032Z,2023-02-27T05:52:14Z,4059415863,155,,4059415873,213,0.5,4059415869,141,92.8,4059415865,56,Left,4061294613,178,,4059415867,140,61.3,4059415871,212,59.0,4059415875,1,,5vyiq10fusxvrx4tajz9lmg9h,Asenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877493,17,44,1,2,36,6f27yvbqcngegwsg2ozxxdj4,1,39.2,8.6,2023-02-26T15:18:27.344Z,2023-02-27T12:21:26Z,4059415983,233,27,4059415743,56,Back,4059415745,285,,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877527,27,44,1,2,36,4jelr92fsge73q39is6qvhxb3,0,60.8,91.4,2023-02-26T15:18:27.345Z,2023-02-27T05:52:22Z,4059416101,233,17,4059415923,286,,4059415919,56,Left,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877553,18,8,1,2,36,6f27yvbqcngegwsg2ozxxdj4,1,42.2,8.5,2023-02-26T15:18:27.425Z,2023-02-27T12:21:26Z,4059416039,56,Back,4061294765,388,,4059657447,15,,4060184067,385,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877563,19,5,1,2,38,6f27yvbqcngegwsg2ozxxdj4,0,33.8,-1.6,2023-02-26T15:18:30.131Z,2023-02-27T05:52:41Z,4059416121,56,Back,4059416123,347,,4059417213,233,28,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877773,28,5,1,2,38,4jelr92fsge73q39is6qvhxb3,1,66.2,101.6,2023-02-26T15:18:30.131Z,2023-02-27T05:52:40Z,4059417127,56,Left,4059417169,233,19,4059417129,347,,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512878131,31,1,1,2,50,4jelr92fsge73q39is6qvhxb3,1,67.3,100,2023-02-26T15:18:41.983Z,2023-02-27T05:52:47Z,4059419043,140,73.3,4059419045,141,89.3,4059419041,56,Left,4059419289,107,,4059419049,213,5.3,4059419047,212,10.7,,,,,,,7v5zw48zp3pxd39q1i2qmul79,L. Olaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512878251,32,1,1,2,52,4jelr92fsge73q39is6qvhxb3,0,69.9,97.1,2023-02-26T15:18:44.089Z,2023-02-27T05:52:58Z,4059419677,141,97.8,4059419681,213,0.4,4059419907,286,,4059419903,233,20,4059419675,140,71.1,4061294983,178,,4059419901,236,,4059419673,56,Left,3rrges782prcprsn207dk4zit,C. Larin,,4059419679,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877857,20,74,1,2,53,6f27yvbqcngegwsg2ozxxdj4,1,29.2,1.7,2023-02-26T15:18:44.275Z,2023-02-27T05:53:07Z,4059417575,56,Back,4059419937,233,32,4059417577,285,,4061295079,178,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877897,29,50,1,2,54,4jelr92fsge73q39is6qvhxb3,1,67.4,96.8,2023-02-26T15:18:46.036Z,2023-02-27T05:53:41Z,4059417721,286,,4059417879,233,21,4059417717,56,Left,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877913,21,7,1,2,55,6f27yvbqcngegwsg2ozxxdj4,1,32.6,3.2,2023-02-26T15:18:46.607Z,2023-02-27T05:53:45Z,4059417815,56,Back,4059417845,233,29,4059417817,285,,4060196481,383,,4061295289,178,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877919,22,49,1,2,55,6f27yvbqcngegwsg2ozxxdj4,1,34.7,4.6,2023-02-26T15:18:46.687Z,2023-02-27T05:53:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877931,23,1,1,2,56,6f27yvbqcngegwsg2ozxxdj4,0,35,5,2023-02-26T15:18:48.104Z,2023-02-27T05:54:10Z,4059417893,141,7.3,4061295387,178,,4059417889,56,Back,4059417897,213,0.6,4059417895,212,2.8,4059417891,140,37.2,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512877943,30,61,1,2,56,4jelr92fsge73q39is6qvhxb3,1,65.9,93.4,2023-02-26T15:18:48.196Z,2023-02-27T05:54:14Z,4059417957,56,Left,4061295431,178,,,,,,,,,,,,,,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
