id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/17/value,qualifier/15/value
2536925761,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-04-22T11:06:12.993Z,2023-04-22T12:28:12Z,4207791545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207791549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207791547,194,6dx2fxufm98xtdobuwppis34l,4207791541,59,"1, 15, 3, 7, 23, 5, 22, 19, 17, 11, 12, 2, 4, 9, 14, 18, 20, 25, 33, 34",4207872889,197,278,4207791539,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207791537,30,"amjegysk3et638l4od103c7o5, 1vupjbihmf0b4gzjskmrmptqt, 8ij122duxc65thlj8flk2xdjp, f4gpe0pxov8sea9e0fs24h8q2, 94jrxsnf1ta2u65ommyge7bo5, 6dx2fxufm98xtdobuwppis34l, bpf2fcb73l96fwspo72shmkiy, eqw6fu3no9qxejk17tqgeey5m, 946z96r5q70ryslp3hlhafnx1, 2zcha0sd7axiu2s2c0bccz2s5, 96cbv23es0gucmd2v0qvk3iwa, akjusy9dt1qd2fjhttviek6ol, 7ms6l8qho3p4jm1soleldqvv9, cuxm7t8cql3v06hqf18wvcul1, 9xbo6c8uq29ueuyinngjjiaj9, 4l2rgx65vzgrrxorbc1edq8yd, d34tmogp5h4rwuo3pcxtwp0fe, 15no5m0njma23gf0ygu9agt05, 6nq6p1kfoejfmnzpckquv4tn8, 1wezo3pjdktc0iqaxze3uh2sq",4207791543,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536928089,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-04-22T11:09:42.583Z,2023-04-22T11:21:14Z,4207802181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207802179,194,4pizap25enja9rtz4g6x5bkd1,4207802177,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207802175,130,8,4207802173,59,"13, 2, 33, 18, 19, 3, 11, 5, 9, 14, 21, 1, 4, 10, 12, 16, 17, 20, 25, 28, 29, 32",4207834411,197,254,4207802169,30,"s96k2x2cts0vo6y6aaeui5zp, e5rlll2fvd9wsk40o6pztsc0l, emvmn561wgd62zj0s3qi5j5rd, 4pizap25enja9rtz4g6x5bkd1, f5blplnlgn04f54kqsfx1b7qh, 4hhuyat3grozmgba4f55zyajt, 7hyo7fy8hospvlvtlfv7q73ai, 73efpm314q2paeacsvp4e8q8l, d12m2oz1lomkc1qxmpht38lat, 10f06nit2xupshuz4lmazrvth, drwacyyicuhy3heg4j0ipqj85, 1vn3xi2x6vtjor1bt1ob1vk5x, dfytsnxfl78jnug9trsa9qv3d, 75079gtd2efpviyo605ozsd79, 8hn7wb9jf6unade238t4vl3o5, 7rfcycybym05sbe0j1g6yhfx1, 9anxnfthjotjwmr3o9j9lzsnp, yhfujfdzpt7tymqdmt7i0mzu, 6w3xe5mva9ob36uf482xem85x, 9jxofpmrfh2lil77f9xj22kiy, 4jjk6jqgz3w4uvm3bvhl9t016, 8n5ucdpe9xibnmk17pjqdha3u",4207802171,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536957995,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2023-04-22T11:59:56.053Z,2023-04-22T18:53:01Z,4207946071,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536957991,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2023-04-22T11:59:56.053Z,2023-04-22T11:59:56Z,4207946053,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958005,3,1,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,49.9,50,2023-04-22T11:59:56.208Z,2023-04-22T19:28:10Z,4207946115,140,47.3,4207946121,213,2.6,4207946119,212,3.2,4210582631,178,,4207946117,141,52.4,4207946123,279,S,4207946113,56,Back,,,,d12m2oz1lomkc1qxmpht38lat,Borja Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958011,4,1,1,0,3,ah8dala7suqqkj04n2l8xz4zd,1,46.7,52.4,2023-04-22T11:59:59.122Z,2023-04-22T19:28:15Z,4207946163,56,Back,4207946167,141,37.1,4207946169,212,10.9,4207946171,213,4.4,4210582885,178,,4207946165,140,43.5,,,,,,,10f06nit2xupshuz4lmazrvth,William Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958031,5,1,1,0,4,ah8dala7suqqkj04n2l8xz4zd,1,44.6,34.9,2023-04-22T12:00:00.789Z,2023-04-22T19:28:39Z,4207946281,213,3.6,4207946279,212,19.7,4207946277,141,21.5,4207946275,140,28.0,4210584465,178,,4207946273,56,Back,,,,,,,73efpm314q2paeacsvp4e8q8l,G. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958037,6,1,1,0,6,ah8dala7suqqkj04n2l8xz4zd,0,27.7,22.5,2023-04-22T12:00:02.541Z,2023-04-22T19:28:43Z,4207946307,196,,4207946313,141,91.7,4207946309,56,Left,4207946311,140,58.1,4210584789,178,,4207946305,155,,4207946319,1,,4207946317,213,1.0,f5blplnlgn04f54kqsfx1b7qh,Luiz Felipe,4207946315,212,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958043,3,8,1,0,9,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.4,8.9,2023-04-22T12:00:05.446Z,2023-04-22T19:28:49Z,4207946337,56,Back,4210585229,178,,4210585227,21,,4209226825,385,,,,,,,,,,,,,,1vupjbihmf0b4gzjskmrmptqt,Rubén Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536958089,7,1,1,0,11,ah8dala7suqqkj04n2l8xz4zd,0,45.8,98.6,2023-04-22T12:00:07.300Z,2023-04-22T19:28:54Z,4207946527,212,53.1,4207946529,213,6.1,4207947541,155,,4207946525,141,85.1,4207946523,140,95.6,4210585517,178,,4207946531,1,,4207946521,56,Left,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
