id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/14/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2461073289,9,1,1,0,17,agh9ifb2mw3ivjusgedj7c3fe,1,46.9,63.6,2022-09-17T14:17:09.224Z,2022-09-17T23:16:18Z,3785919525,212,14.9,3785919521,140,35.4,3785919527,213,2.5,3785919519,56,Back,3788377293,178,,3785919523,141,76.5,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461073483,10,1,1,0,20,agh9ifb2mw3ivjusgedj7c3fe,1,34.5,70.2,2022-09-17T14:17:12.270Z,2022-09-17T23:16:26Z,3788377589,178,,3785920577,141,32.6,3785920583,213,4.6,3785920569,56,Back,3785920573,140,31.8,3785920579,212,25.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461073715,11,1,1,0,26,agh9ifb2mw3ivjusgedj7c3fe,1,47,29.8,2022-09-17T14:17:17.900Z,2022-09-17T23:16:31Z,3785921943,212,21.5,3785921937,56,Back,3788377775,178,,3785921939,140,38.5,3785921945,213,2.0,3785921941,141,58.5,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461073885,12,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,54.2,66.6,2022-09-17T14:17:24.442Z,2022-09-17T23:16:38Z,3785922845,56,Left,3788378023,178,,3785922847,140,66.1,3785922849,141,96.8,3785922853,213,1.0,3785922851,212,24.0,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461073897,13,1,1,0,34,agh9ifb2mw3ivjusgedj7c3fe,1,66,96.8,2022-09-17T14:17:26.457Z,2022-09-17T23:16:48Z,3788378411,178,,3785922919,141,96.8,3785922925,213,3.1,3785922917,140,57.9,3785922915,56,Left,3785922923,212,8.5,,,,,,,b37h0rc96jh4e34x6iru2plud,M. Depay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074007,14,1,1,0,36,agh9ifb2mw3ivjusgedj7c3fe,1,57.9,96.8,2022-09-17T14:17:28.526Z,2022-09-17T23:16:53Z,3788378637,178,,3785923485,140,44.5,3785923487,141,74.3,3785923497,213,4.0,3785923493,212,20.8,3785923483,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074103,15,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,0,44.2,72.6,2022-09-17T14:17:31.213Z,2022-09-17T23:16:59Z,3785924027,155,,3785924035,212,48.5,3788378885,178,,3785924037,213,5.7,3785924033,141,35.8,3785924039,1,,3785924031,140,83.8,3785924029,56,Center,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074165,3,12,1,0,42,4yg9ttzw0m51048doksv8uq5r,1,14.9,65.8,2022-09-17T14:17:34.150Z,2022-09-17T23:17:04Z,3785924389,212,25.7,3785924391,213,5.5,3785924383,56,Back,3785924487,15,,3788379143,388,,3785924387,141,38.8,3785924385,140,32.0,,,,7wjmaxqunpd84il1p5w4xwrmd,Clerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074425,16,1,1,0,49,agh9ifb2mw3ivjusgedj7c3fe,1,66.9,63.2,2022-09-17T14:17:41.251Z,2022-09-17T23:17:14Z,3785925821,140,66.5,3785925829,212,13.7,3785925831,213,4.7,3785925825,141,43.1,3785925819,56,Center,3788379561,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074567,17,1,1,0,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.7,54.6,2022-09-17T14:17:43.156Z,2022-09-17T23:17:22Z,3785926633,56,Center,3785926641,212,14.0,3788379819,178,,3785926639,141,74.3,3785926635,140,61.7,3785926655,213,1.9,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074695,18,1,1,0,55,agh9ifb2mw3ivjusgedj7c3fe,1,66,67.1,2022-09-17T14:17:46.861Z,2022-09-17T23:17:29Z,3785927351,213,5.1,3785927349,212,7.7,3788380127,178,,3785927343,56,Center,3785927347,141,56.6,3785927345,140,68.7,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074753,19,1,1,0,57,agh9ifb2mw3ivjusgedj7c3fe,1,67.2,73.5,2022-09-17T14:17:49.630Z,2022-09-17T23:17:38Z,3788380437,178,,3785927645,56,Center,3785927647,140,60.9,3785927649,141,77.9,3785927653,213,2.7,3785927651,212,7.3,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461074937,20,1,1,0,59,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,74.3,2022-09-17T14:17:51.590Z,2022-09-17T23:17:44Z,3785928551,56,Back,3785928561,213,4.4,3785928553,140,48.1,3785928555,141,29.8,3785928557,212,32.2,3785928567,1,,3788380693,178,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075021,21,1,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,47,27.8,2022-09-17T14:17:55.409Z,2022-09-17T23:17:50Z,3785929033,212,19.6,3788380901,178,,3785929031,141,24.8,3785929029,140,65.6,3785929027,56,Center,3785929035,213,6.2,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075067,22,1,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,1,63.7,21.5,2022-09-17T14:17:57.314Z,2022-09-17T23:17:55Z,3785929281,141,3.7,3785929335,212,12.2,3785929277,56,Right,3785929337,213,4.8,3785929279,140,65.2,3788381175,178,,,,,,,,ckaqxlw257qzj8vjdumvwbaad,O. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075183,23,1,1,1,8,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,5.2,2022-09-17T14:17:59.722Z,2022-09-17T23:18:02Z,3785929959,140,64.8,3785929963,212,6.6,3785929961,141,13.9,3785929957,56,Right,3785929967,213,2.0,3788381387,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075205,24,1,1,1,10,agh9ifb2mw3ivjusgedj7c3fe,0,65.7,20.3,2022-09-17T14:18:02.426Z,2022-09-17T23:18:08Z,3785930135,56,Center,3785930137,140,75.6,3785930139,141,34.3,3788381623,178,,3785930141,212,14.1,3785930143,213,0.7,3785930131,155,,,,,ckaqxlw257qzj8vjdumvwbaad,O. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075277,4,1,1,1,11,4yg9ttzw0m51048doksv8uq5r,0,32,61.7,2022-09-17T14:18:03.260Z,2022-09-17T23:18:13Z,3785930545,140,36.0,3785930547,141,100.0,3788075357,3,,3785930551,213,1.4,3788381779,178,,3785930543,56,Back,3785930549,212,27.7,,,,elb74prcilvsqzn9jdznrjavp,Gonzalo Verdú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075299,5,5,1,1,13,4yg9ttzw0m51048doksv8uq5r,0,33.3,101.4,2022-09-17T14:18:05.394Z,2022-09-17T23:18:17Z,3785930831,233,25,3785930647,347,,3785930643,56,Back,,,,,,,,,,,,,,,,elb74prcilvsqzn9jdznrjavp,Gonzalo Verdú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075289,25,5,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,1,66.7,-1.4,2022-09-17T14:18:05.394Z,2022-09-17T23:18:17Z,3785930605,56,Right,3785930747,233,5,3785930607,347,,,,,,,,,,,,,,,,,ckaqxlw257qzj8vjdumvwbaad,O. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075693,26,1,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,1,67,0,2022-09-17T14:18:12.643Z,2022-09-17T23:18:22Z,3785932737,140,38.6,3785932735,56,Back,3785932745,1,,3785932743,213,2.6,3785932741,212,35.7,3785932733,107,,3785932739,141,27.1,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075869,27,1,1,1,25,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,35.5,2022-09-17T14:18:17.388Z,2022-09-17T23:18:29Z,3785933665,56,Back,3788382231,178,,3785933667,140,42.3,3785933671,212,22.4,3785933669,141,68.0,3785933673,213,1.4,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075921,28,1,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,0,51.7,70.4,2022-09-17T14:18:22.585Z,2022-09-17T23:18:34Z,3785933953,212,29.1,3785933949,140,78.5,3785933943,155,,3785933951,141,81.2,3788382377,178,,3785933955,213,0.3,3785933947,56,Left,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461075985,6,1,1,1,33,4yg9ttzw0m51048doksv8uq5r,1,23.8,16.8,2022-09-17T14:18:24.823Z,2022-09-17T23:18:54Z,3785934323,141,23.6,3785934321,140,28.3,3788383017,178,,3785934327,213,0.8,3785934319,56,Back,3785934325,212,6.6,,,,,,,1i9mqbswolg91evnmsrf5katx,Tete Morente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076001,7,49,1,1,34,4yg9ttzw0m51048doksv8uq5r,1,28.1,18,2022-09-17T14:18:25.814Z,2022-09-17T23:19:03Z,,,,,,,,,,,,,,,,,,,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076015,8,1,1,1,35,4yg9ttzw0m51048doksv8uq5r,0,28.1,18,2022-09-17T14:18:27.111Z,2022-09-17T23:19:12Z,3788383673,178,,3785934461,212,4.4,3785934463,213,0.6,3785934459,141,21.6,3785934455,56,Back,3785934457,140,31.6,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076041,29,49,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,1,69,79.8,2022-09-17T14:18:28.103Z,2022-09-17T23:19:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076081,30,1,1,1,37,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,83.3,2022-09-17T14:18:29.043Z,2022-09-17T23:19:28Z,3785934799,141,90.5,3788384319,178,,3785934801,212,7.0,3785934803,213,0.8,3785934795,56,Left,3785934797,140,72.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076177,31,1,1,1,38,agh9ifb2mw3ivjusgedj7c3fe,1,72.6,90.3,2022-09-17T14:18:29.746Z,2022-09-17T23:19:34Z,3785935383,212,11.9,3785935377,56,Center,3785935381,141,73.2,3788384607,178,,3785935379,140,74.8,3785935385,213,4.9,,,,,,,b37h0rc96jh4e34x6iru2plud,M. Depay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076311,32,1,1,1,38,agh9ifb2mw3ivjusgedj7c3fe,0,74.2,72.6,2022-09-17T14:18:30.519Z,2022-09-17T23:19:41Z,3785936045,140,97.3,3785936047,141,87.8,3788384845,178,,3785936049,212,26.4,3785936043,56,Left,3785936051,213,0.4,,,,,,,4ct72ovumvt09au6gpulwpjv9,F. Kessié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076367,9,4,1,1,42,4yg9ttzw0m51048doksv8uq5r,1,3.8,15.8,2022-09-17T14:18:33.816Z,2022-09-17T23:19:47Z,3785936341,13,,3785936343,56,Back,3785938637,294,,3785936349,285,,3785936345,152,,3785936531,233,33,,,,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461076385,33,4,1,1,42,agh9ifb2mw3ivjusgedj7c3fe,0,96.2,84.2,2022-09-17T14:18:33.817Z,2022-09-17T23:19:47Z,3785936433,13,,3785936441,152,,3785939223,294,,3785936445,286,,3785936581,233,9,3788385049,178,,3785936437,56,Left,,,,b37h0rc96jh4e34x6iru2plud,M. Depay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461077479,10,1,1,2,19,4yg9ttzw0m51048doksv8uq5r,0,9.8,18,2022-09-17T14:19:11.476Z,2022-09-17T23:19:56Z,3785942661,1,,3785942641,5,,3785942651,56,Right,3785942659,213,6.3,3785942649,152,,3785942653,140,60.2,3785942645,157,,3785942657,212,52.9,36bg0k385i4wwarffp6ak1syd,Edgar Badia,3785942655,141,15.9,3788385387,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461666089,1142,43,1,2,23,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2022-09-17T14:19:14.990Z,2022-09-18T07:27:59Z,3789441055,144,67,3789164515,233,571,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461666087,571,43,1,2,23,4yg9ttzw0m51048doksv8uq5r,1,0,0,2022-09-17T14:19:14.991Z,2022-09-18T07:27:59Z,3789164525,233,1142,3789441047,144,67,,,,,,,,,,,,,,,,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461077639,34,8,1,2,23,agh9ifb2mw3ivjusgedj7c3fe,1,39.3,86.4,2022-09-17T14:19:15.030Z,2022-09-17T23:20:04Z,3785943517,56,Back,3788077727,385,,3788385695,178,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461077743,11,5,1,2,24,4yg9ttzw0m51048doksv8uq5r,1,59.3,-1.6,2022-09-17T14:19:16.464Z,2022-09-17T23:20:10Z,3785944005,347,,3785944031,233,35,3785944003,56,Right,,,,,,,,,,,,,,,,36bg0k385i4wwarffp6ak1syd,Edgar Badia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461077681,35,5,1,2,24,agh9ifb2mw3ivjusgedj7c3fe,0,40.7,101.6,2022-09-17T14:19:16.464Z,2022-09-17T23:20:09Z,3785943681,56,Back,3785944115,233,11,3785943683,347,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461078207,12,1,1,2,37,4yg9ttzw0m51048doksv8uq5r,0,60,0,2022-09-17T14:19:29.024Z,2022-09-17T23:20:25Z,3785946551,141,20.0,3785946549,140,78.2,3785946553,212,24.1,3785946545,107,,3785946547,56,Right,3785946557,1,,3785946555,213,0.7,,,,ewu1skobmxtz4f3z6dbnfm6dx,H. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461078263,36,1,1,2,39,agh9ifb2mw3ivjusgedj7c3fe,1,23.2,83,2022-09-17T14:19:30.831Z,2022-09-17T23:20:31Z,3785946923,212,12.3,3785946917,140,34.5,3785946915,56,Back,3785946919,141,87.5,3788386541,388,,3785946925,213,0.3,3785946913,3,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461078275,37,49,1,2,40,agh9ifb2mw3ivjusgedj7c3fe,1,33.6,87.6,2022-09-17T14:19:32.154Z,2022-09-17T23:20:39Z,,,,,,,,,,,,,,,,,,,,,,,,,b37h0rc96jh4e34x6iru2plud,M. Depay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461730053,883,83,1,2,41,4yg9ttzw0m51048doksv8uq5r,1,68.6,9.9,2022-09-17T14:19:32.695Z,2022-09-18T07:28:43Z,3789442559,399,106824,,,,,,,,,,,,,,,,,,,,,,1i9mqbswolg91evnmsrf5katx,Tete Morente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461078297,38,1,1,2,41,agh9ifb2mw3ivjusgedj7c3fe,0,33.6,87.6,2022-09-17T14:19:32.709Z,2022-09-17T23:20:44Z,3785947075,212,4.6,3785947077,213,5.1,3785947069,56,Back,3785947071,140,35.4,3788386859,178,,3785947073,141,81.5,,,,,,,b37h0rc96jh4e34x6iru2plud,M. Depay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461078391,13,49,1,2,41,4yg9ttzw0m51048doksv8uq5r,1,75.8,17,2022-09-17T14:19:33.537Z,2022-09-17T23:20:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8axw2xc0dl8vsdub6nq4nhjo5,Raúl Guti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
