id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/16/value,qualifier/17/value,assist
2526648993,1,34,16,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-04-01T15:23:15.071Z,2023-04-01T16:37:09Z,4153132463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153132459,59,"13, 2, 22, 24, 23, 3, 11, 4, 18, 19, 7, 5, 6, 8, 9, 10, 12, 15, 16, 21, 25, 26, 32",4153132465,194,2qauzcv74cd8uqfv2ibl52ymt,4153132455,30,"cfm1cx3wneiqljgyv0tthp0ph, 2vvr0pc9xgoiq1pmxpjysyr8q, 2qauzcv74cd8uqfv2ibl52ymt, aabvyjqpd63os1yzthx8ej6c5, 6pfbtlfphouu35kbwjiavwgyd, 9wozklkj2p3a83j51p27a59ed, cn3ocv5r0d0un0no4wlxl5y39, 9c2cfavuofg0yz3307nkgi0ut, 3r9gdse50kyeq9ya1o3ul0e6t, 1jffh172t15s6ws7nou0fc251, wwdfv8zkkgplnpbz12pv8frp, 4ktnru3pqurww9h9af7n2959l, 2rn90c44nbr991vxlj2nmwxqt, 7s0xu9z5egw0sjf8qibdwa6s5, 3ia1z3fooszynz9a81dn17oid, bpvxqbiu11k4ivohi3798kxxx, dbj7ww9wogmp0dod5aj4ys0a2, aziqdd6dqjjgr6ifmzve0cz4l, 2gaojeqbhh6oj3ao7b3nxxx0q, d2z22er0uqxu3w3h3ta36wh61, 54ojuo12zxzasi4a6vpmhxfbp, 8h6je56fe74djcd3va7iq6yhg, 8nbnru9t2qxaotxw0hiaocdt5",4153132461,130,2,4153132467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153598429,197,1511,4153132457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526653595,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-01T15:25:39.193Z,2023-04-01T16:32:37Z,4153611603,197,260,4153157711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153157701,130,8,4153157707,194,2mg2n8e1d83gbeykfwzz0fumt,4153157697,59,"1, 16, 19, 18, 22, 6, 5, 8, 15, 10, 25, 2, 3, 7, 9, 12, 13, 14, 17, 21, 36",4153157691,30,"bahph7009sc73jl6s2bramn6d, 2mg2n8e1d83gbeykfwzz0fumt, djal5dsafpnhip4lu0ait94np, ekm47qd8w1x0456lm1tmf5re1, rlgrvvibryod2g92hqc97ii2, 6vvwhgic29fekmmj2cg62ytp1, 8ty68f4i1lwjdktycd2oy5a6t, 8ycvfctf7c3yljnbtltsogkph, 4bbqmasyopxoymo4umcxd4e09, depu0zp8jqcyv0jzf5r9yums5, cjd62gwj9ptwrrtu6y6xnpeui, 1y74tse0vpdxanxf152cc8jjd, asweknp9d99safr6p9va75h3p, 5c4ku1hmhy6l9dq8a5jp1qf9x, aaw54l5a40rviv8w0um4h12ol, 4sojot9t32l4a6fm3e39xkcfd, c9cp6fxbxyc2a3kfotkompxx, 2lwjtphx3bkjty9sds520l1ey, 7exng93jyar5is4fa64r9bhzp, 8n4f10q0l2wjhhfdkpp8kfzdh, 4b6a6kfczcu6k6u16qpplbx90",4153157705,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153157695,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738825,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-01T16:33:58.497Z,2023-04-01T16:33:59Z,4153616875,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738811,2,32,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,0,0,2023-04-01T16:33:58.497Z,2023-04-01T20:58:54Z,4153616817,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738851,3,1,1,0,0,82q9159y2u7mkfn3z6hy75r4o,1,49.9,50.3,2023-04-01T16:33:58.596Z,2023-04-02T06:30:15Z,4156235887,178,,4153616941,212,2.6,4153616937,140,52.0,4153616945,279,S,4153616935,56,Center,4153616939,141,48.4,4153616943,213,5.8,,,,3r9gdse50kyeq9ya1o3ul0e6t,Álvaro Negredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738887,4,1,1,0,2,82q9159y2u7mkfn3z6hy75r4o,0,46.8,56.9,2023-04-01T16:34:01.460Z,2023-04-02T06:30:19Z,4153617111,155,,4153617117,141,67.8,4153617121,213,0.2,4153617115,140,78.5,4156235987,178,,4153617119,212,34.1,4153617113,56,Center,4153617123,1,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738929,3,1,1,0,5,10eyb18v5puw4ez03ocaug09m,0,25.6,31,2023-04-01T16:34:04.106Z,2023-04-02T15:50:07Z,4153617323,212,21.6,4153617319,140,33.5,4158515539,388,,4153617325,213,5.1,4153617321,141,1.6,4153620957,3,,4153617317,56,Back,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738911,5,61,1,0,6,82q9159y2u7mkfn3z6hy75r4o,1,68.1,97.7,2023-04-01T16:34:05.150Z,2023-04-02T15:50:14Z,4153617253,56,Left,4158516165,388,,,,,,,,,,,,,,,,,,,,wwdfv8zkkgplnpbz12pv8frp,Rubén Sobrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738997,6,1,1,0,8,82q9159y2u7mkfn3z6hy75r4o,0,69.8,97.7,2023-04-01T16:34:07.280Z,2023-04-02T06:30:51Z,4153617665,212,38.5,4153617659,56,Center,4153617669,1,,4153617663,141,58.1,4156236747,178,,4153617657,155,,4153617667,213,5.5,4153617661,140,96.0,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526738983,4,49,1,0,11,10eyb18v5puw4ez03ocaug09m,1,6.3,42.7,2023-04-01T16:34:09.592Z,2023-04-02T15:50:02Z,,,,,,,,,,,,,,,,,,,,,,,,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
