id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/20/value
2529923527,6,1,1,0,14,10eyb18v5puw4ez03ocaug09m,0,9.1,68.5,2023-04-07T19:01:43.563Z,2023-04-08T07:24:15Z,4171540079,178,,4170609229,213,0.0,4170609227,212,61.4,4170609231,1,,4170609223,140,67.5,4170609225,141,71.8,4170609219,155,,4170609221,56,Center,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923511,6,44,1,0,17,6f27yvbqcngegwsg2ozxxdj4,1,37.3,27.2,2023-04-07T19:01:46.489Z,2023-04-08T09:26:37Z,4170609113,285,,4170609111,56,Back,4170609285,233,7,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923533,7,44,1,0,17,10eyb18v5puw4ez03ocaug09m,0,62.7,72.8,2023-04-07T19:01:46.490Z,2023-04-08T07:24:28Z,4170609613,233,6,4170609241,286,,4170609239,56,Center,,,,,,,,,,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923555,7,1,1,0,17,6f27yvbqcngegwsg2ozxxdj4,0,37.5,29.9,2023-04-07T19:01:46.521Z,2023-04-08T09:26:38Z,4170609413,141,0.0,4170609415,212,26.1,4170609411,140,52.3,4170609407,3,,4171540243,388,,4170609417,213,5.4,4170609409,56,Right,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923563,8,5,1,0,21,6f27yvbqcngegwsg2ozxxdj4,0,51.6,-1.1,2023-04-07T19:01:50.055Z,2023-04-08T07:24:31Z,4170609453,347,,4170609609,233,8,4170609451,56,Right,,,,,,,,,,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923579,8,5,1,0,21,10eyb18v5puw4ez03ocaug09m,1,48.4,101.1,2023-04-07T19:01:50.055Z,2023-04-08T07:24:31Z,4170609563,233,8,4170609535,347,,4170609533,56,Back,,,,,,,,,,,,,,,,4bbqmasyopxoymo4umcxd4e09,Y. En-Nesyri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923779,9,1,1,0,31,10eyb18v5puw4ez03ocaug09m,0,55.3,100,2023-04-07T19:02:00.889Z,2023-04-08T07:24:38Z,4170610577,213,6.0,4170610579,1,,4170610571,140,100.0,4170610575,212,50.7,4170610567,107,,4170610569,56,Center,4170610573,141,77.5,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923771,9,5,1,0,36,6f27yvbqcngegwsg2ozxxdj4,1,-1.1,22.4,2023-04-07T19:02:06.018Z,2023-04-08T07:24:45Z,4170610533,346,,4170610641,233,10,4170610531,56,Back,,,,,,,,,,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529923785,10,5,1,0,36,10eyb18v5puw4ez03ocaug09m,0,101.1,77.6,2023-04-07T19:02:06.018Z,2023-04-08T07:24:45Z,4170610901,233,9,4170610607,346,,4170610605,56,Center,,,,,,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924119,10,1,1,0,58,6f27yvbqcngegwsg2ozxxdj4,1,2.7,49.1,2023-04-07T19:02:27.202Z,2023-04-08T07:24:52Z,4170612539,140,4.8,4170612545,213,4.9,4170612541,141,35.5,4170612543,212,9.5,4170612537,56,Back,4170612535,124,,4170612549,237,,4171134711,189,,59ndqnsvggsoek170rdqyd1w5,Iván Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924145,11,1,1,0,58,6f27yvbqcngegwsg2ozxxdj4,1,5.2,33.8,2023-04-07T19:02:27.702Z,2023-04-08T07:24:54Z,4170612627,141,8.7,4170612629,212,17.1,4171540643,178,,4170612625,140,5.2,4170612623,56,Back,4170612631,213,4.7,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924203,12,1,1,1,1,6f27yvbqcngegwsg2ozxxdj4,0,6.4,6,2023-04-07T19:02:30.378Z,2023-04-08T07:24:59Z,4171540697,178,,4170612987,141,9.4,4170612995,213,0.0,4170612991,212,50.8,4170612983,56,Right,4170612999,1,,4170612985,140,54.7,4170612981,155,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924197,11,44,1,1,4,10eyb18v5puw4ez03ocaug09m,1,46,90.6,2023-04-07T19:02:33.249Z,2023-04-08T09:26:38Z,4170612949,56,Back,4170613059,233,13,4170612951,285,,,,,,,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924211,13,44,1,1,4,6f27yvbqcngegwsg2ozxxdj4,0,54,9.4,2023-04-07T19:02:33.250Z,2023-04-08T07:25:02Z,4170613013,286,,4170613087,233,11,4170613011,56,Right,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924225,12,1,1,1,4,10eyb18v5puw4ez03ocaug09m,1,46.7,90.5,2023-04-07T19:02:33.303Z,2023-04-08T09:26:38Z,4170613105,56,Center,4170613113,213,5.2,4170613111,212,16.2,4170613103,3,,4171540787,388,,4170613107,140,54.1,4170613109,141,69.6,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924239,13,1,1,1,5,10eyb18v5puw4ez03ocaug09m,0,54.1,69.6,2023-04-07T19:02:34.560Z,2023-04-08T07:25:07Z,4170613185,140,56.1,4171540815,388,,4170613181,3,,4170613183,56,Center,4170613195,213,4.9,4170613187,141,54.0,4170613191,212,10.8,,,,65osnocfqxv6mmpb69hm446ad,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924281,14,1,1,1,7,6f27yvbqcngegwsg2ozxxdj4,1,46.7,42,2023-04-07T19:02:36.914Z,2023-04-08T07:25:11Z,4171540873,178,,4170613443,213,0.4,4170613441,212,10.7,4170613439,141,48.6,4170613427,155,,4170613435,140,56.0,4170613431,56,Center,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924359,15,1,1,1,8,6f27yvbqcngegwsg2ozxxdj4,1,54.8,47.8,2023-04-07T19:02:37.433Z,2023-04-08T07:25:18Z,4170613845,140,34.3,4170613841,3,,4170613853,212,23.5,4170613843,56,Back,4171540953,388,,4170613849,141,61.8,4170613857,213,2.7,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924415,16,1,1,1,12,6f27yvbqcngegwsg2ozxxdj4,1,34.8,71.4,2023-04-07T19:02:41.713Z,2023-04-08T07:25:21Z,4170614111,141,93.1,4170614115,213,1.3,4170614113,212,15.2,4171540995,178,,4170614109,140,38.3,4170614107,56,Back,,,,,,,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924573,17,1,1,1,15,6f27yvbqcngegwsg2ozxxdj4,1,39.1,93.1,2023-04-07T19:02:44.285Z,2023-04-08T07:25:25Z,4171541081,178,,4170614993,56,Left,4170614991,155,,4170614995,140,93.1,4170614999,212,56.7,4170615001,213,6.3,4170615003,1,,4170614997,141,92.6,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924577,14,45,1,1,22,10eyb18v5puw4ez03ocaug09m,0,5.4,5.8,2023-04-07T19:02:51.710Z,2023-04-08T07:25:30Z,4170615047,285,,4170615045,56,Back,4170615151,233,18,,,,,,,,,,,,,,,,2mg2n8e1d83gbeykfwzz0fumt,Jesús Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924589,18,3,1,1,22,6f27yvbqcngegwsg2ozxxdj4,1,94.6,94.2,2023-04-07T19:02:51.710Z,2023-04-08T07:25:30Z,4171135425,464,,4171541149,178,,4170615097,286,,4170615123,233,14,4170615095,56,Left,,,,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924649,19,1,1,1,24,6f27yvbqcngegwsg2ozxxdj4,1,88.9,94.5,2023-04-07T19:02:53.194Z,2023-04-08T07:25:35Z,4170615403,141,75.5,4170615401,140,78.7,4170615405,212,16.8,4171541199,178,,4170615407,213,4.0,4170615399,56,Center,,,,,,,at2bp41y9n3nd1phr2e3wrcnp,H. Seferović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924659,15,45,1,1,27,10eyb18v5puw4ez03ocaug09m,0,17.8,26.9,2023-04-07T19:02:56.222Z,2023-04-08T07:25:39Z,4170615465,285,,4170615463,56,Back,4170615763,233,20,,,,,,,,,,,,,,,,ekm47qd8w1x0456lm1tmf5re1,P. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924701,20,3,1,1,27,6f27yvbqcngegwsg2ozxxdj4,1,82.2,73.1,2023-04-07T19:02:56.222Z,2023-04-08T07:25:39Z,4170615751,233,15,4170615683,286,,4170615681,56,Center,4171135479,465,,4171541271,178,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924713,21,1,1,1,30,6f27yvbqcngegwsg2ozxxdj4,0,97.7,73,2023-04-07T19:02:59.838Z,2023-04-08T07:25:44Z,4170615731,56,Center,4170615735,141,70.7,4170615733,140,97.2,4171135651,224,,4171541361,178,,4170615737,212,1.6,4170615739,213,4.4,4170615727,2,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,4171135653,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924719,16,61,1,1,30,10eyb18v5puw4ez03ocaug09m,1,2,28.5,2023-04-07T19:02:59.925Z,2023-04-08T07:26:00Z,4171541643,178,,4170615761,56,Back,,,,,,,,,,,,,,,,,,,2mg2n8e1d83gbeykfwzz0fumt,Jesús Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924767,17,12,1,1,31,10eyb18v5puw4ez03ocaug09m,1,3.7,41,2023-04-07T19:03:00.670Z,2023-04-08T07:26:07Z,4170616033,141,0.0,4170616035,212,32.9,4170616031,140,18.9,4171541727,178,,4170616083,167,,4170616037,213,5.2,4170616029,56,Back,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924775,18,5,1,1,34,10eyb18v5puw4ez03ocaug09m,0,22,-0.8,2023-04-07T19:03:03.402Z,2023-04-08T07:26:13Z,4170616063,56,Back,4170616589,233,22,4170616065,347,,,,,,,,,,,,,,,,,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924855,22,5,1,1,34,6f27yvbqcngegwsg2ozxxdj4,1,78,100.8,2023-04-07T19:03:03.402Z,2023-04-08T07:26:13Z,4170616555,233,18,4170616509,347,,4170616507,56,Left,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529924951,23,1,1,1,43,6f27yvbqcngegwsg2ozxxdj4,1,76,100,2023-04-07T19:03:12.632Z,2023-04-08T07:26:21Z,4170617119,213,3.4,4170617109,107,,4170617117,212,15.8,4170617113,140,61.4,4170617111,56,Left,4170617115,141,95.8,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530108289,786,83,1,1,48,10eyb18v5puw4ez03ocaug09m,1,36.8,6.6,2023-04-07T19:03:17.566Z,2023-04-08T08:54:04Z,4171604367,399,184028,,,,,,,,,,,,,,,,,,,,,,5c4ku1hmhy6l9dq8a5jp1qf9x,Suso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925025,24,1,1,1,48,6f27yvbqcngegwsg2ozxxdj4,1,61.5,96,2023-04-07T19:03:17.619Z,2023-04-08T07:26:31Z,4170617565,212,5.8,4170617561,140,67.0,4170617557,56,Left,4170617563,141,95.6,4171541967,178,,4170617569,213,6.2,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925047,25,1,1,1,49,6f27yvbqcngegwsg2ozxxdj4,1,65.5,94.9,2023-04-07T19:03:18.932Z,2023-04-08T07:26:38Z,4170617691,141,75.8,4170617695,213,4.6,4170617687,56,Center,4170617689,140,64.1,4170617693,212,13.1,4171542085,178,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925071,26,1,1,1,51,6f27yvbqcngegwsg2ozxxdj4,1,64.1,75.8,2023-04-07T19:03:20.444Z,2023-04-08T07:26:43Z,4170617819,213,1.1,4170617817,212,5.1,4171542129,178,,4170617813,140,66.2,4170617815,141,82.6,4170617811,56,Left,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925087,27,1,1,1,52,6f27yvbqcngegwsg2ozxxdj4,0,66.5,82.6,2023-04-07T19:03:21.909Z,2023-04-08T07:26:50Z,4170617909,141,34.5,4170617911,212,36.4,4170617915,1,,4171542253,178,,4170617913,213,5.2,4170617905,56,Center,4170617907,140,81.8,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925095,19,49,1,1,55,10eyb18v5puw4ez03ocaug09m,1,21.4,63.9,2023-04-07T19:03:24.130Z,2023-04-08T07:26:56Z,,,,,,,,,,,,,,,,,,,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925131,20,1,1,1,56,10eyb18v5puw4ez03ocaug09m,0,21.2,67.6,2023-04-07T19:03:25.775Z,2023-04-08T07:27:00Z,4170618139,140,22.8,4170618145,213,0.7,4170618141,141,69.6,4171542351,178,,4170618143,212,2.2,4170618137,56,Back,,,,,,,djal5dsafpnhip4lu0ait94np,M. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925141,28,61,1,1,57,6f27yvbqcngegwsg2ozxxdj4,1,77.4,29.3,2023-04-07T19:03:26.076Z,2023-04-08T07:27:11Z,4171542425,178,,4170618191,56,Center,4171542423,21,,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925207,21,1,1,2,0,10eyb18v5puw4ez03ocaug09m,0,29.4,95.7,2023-04-07T19:03:29.232Z,2023-04-08T07:27:18Z,4170618581,56,Back,4170618587,212,20.1,4170618585,141,92.0,4171542465,178,,4170618589,213,6.2,4170618583,140,48.4,,,,,,,cjd62gwj9ptwrrtu6y6xnpeui,Bryan Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925213,29,49,1,2,2,6f27yvbqcngegwsg2ozxxdj4,1,52.3,9.6,2023-04-07T19:03:31.286Z,2023-04-08T07:27:20Z,,,,,,,,,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925255,30,12,1,2,3,6f27yvbqcngegwsg2ozxxdj4,1,46.9,7.1,2023-04-07T19:03:32.071Z,2023-04-08T07:27:25Z,4170618813,213,5.6,4170618805,56,Right,4170618807,140,53.4,4171542523,178,,4170618811,212,9.0,4170618809,141,0.0,4170618855,167,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925241,22,5,1,2,3,10eyb18v5puw4ez03ocaug09m,1,46.4,101.4,2023-04-07T19:03:32.497Z,2023-04-08T07:27:28Z,4170618885,233,31,4170618767,56,Back,4170618769,347,,,,,,,,,,,,,,,,,cjd62gwj9ptwrrtu6y6xnpeui,Bryan Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529925257,31,5,1,2,3,6f27yvbqcngegwsg2ozxxdj4,0,53.6,-1.4,2023-04-07T19:03:32.497Z,2023-04-08T07:27:27Z,4170618817,347,,4170618815,56,Right,4170618905,233,22,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
