id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2460925917,11,3,1,0,20,cobffe32r7g4skka9m19qib63,1,78.2,96.9,2022-09-17T12:00:40.588Z,2022-09-17T23:00:15Z,3785166689,56,Left,3786610641,465,,3788351011,178,,3785166691,286,,3785166701,233,3,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461529155,1502,43,1,0,23,cobffe32r7g4skka9m19qib63,1,0,0,2022-09-17T12:00:42.801Z,2022-09-18T01:30:27Z,3788427583,233,1138,3788809175,144,67,,,,,,,,,,,,,,,,,,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461529147,1138,43,1,0,23,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-09-17T12:00:42.802Z,2022-09-18T01:30:27Z,3788809143,144,67,3788427603,233,1502,,,,,,,,,,,,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460925937,12,1,1,0,24,cobffe32r7g4skka9m19qib63,0,94.7,98,2022-09-17T12:00:44.326Z,2022-09-17T23:00:21Z,3785166743,140,90.3,3786612777,72,,3785166737,2,,3785166745,141,49.0,3788351101,178,,3785166747,212,33.6,3785166741,56,Center,3786613757,224,,azzdqp6lcd4g9d4jy55pz0549,Sergio Akieme,3785166751,1,3785166739,155,3785166749,213,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2460925977,4,12,1,0,26,50x1m4u58lffhq6v6ga1hbxmy,1,9.5,47.4,2022-09-17T12:00:46.056Z,2022-09-17T23:00:28Z,3785166935,15,,3785166929,141,54.4,3788351211,388,,3785166925,56,Back,3785166931,212,28.5,3785166927,140,36.3,3785166933,213,0.2,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926007,13,1,1,0,30,cobffe32r7g4skka9m19qib63,1,61.9,34.9,2022-09-17T12:00:50.057Z,2022-09-17T23:01:06Z,3785167053,140,65.6,3785167055,141,18.4,3785167057,212,11.9,3785167051,56,Right,3785167059,213,5.0,3788351747,178,,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926035,14,1,1,0,33,cobffe32r7g4skka9m19qib63,1,67.5,11.6,2022-09-17T12:00:53.097Z,2022-09-17T23:01:18Z,3788351875,178,,3785167223,140,70.1,3785167217,56,Right,3785167229,213,5.2,3785167225,141,4.7,3785167227,212,5.4,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926057,15,1,1,0,34,cobffe32r7g4skka9m19qib63,1,70.1,4.7,2022-09-17T12:00:54.285Z,2022-09-17T23:01:24Z,3785167303,56,Right,3785167311,213,2.8,3785167305,140,58.9,3785167307,141,11.0,3785167309,212,12.5,3788351917,178,,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926071,16,1,1,0,36,cobffe32r7g4skka9m19qib63,1,58.9,11,2022-09-17T12:00:56.748Z,2022-09-17T23:01:31Z,3785167371,141,4.3,3785167367,56,Right,3785167375,213,5.1,3785167369,140,60.8,3788351981,178,,3785167373,212,5.0,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926177,17,1,1,0,39,cobffe32r7g4skka9m19qib63,1,56.7,4.4,2022-09-17T12:00:59.207Z,2022-09-17T23:01:36Z,3785167829,56,Back,3785167835,212,32.3,3785167837,213,2.5,3785167831,140,31.4,3785167839,1,,3785167833,141,31.3,3788352055,178,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926209,18,1,1,0,47,cobffe32r7g4skka9m19qib63,1,32.1,47.2,2022-09-17T12:01:07.241Z,2022-09-17T23:01:40Z,3785167983,213,5.0,3785167979,141,13.1,3788352147,178,,3785167977,140,39.6,3785167981,212,24.5,3785167975,56,Back,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926239,19,1,1,0,50,cobffe32r7g4skka9m19qib63,1,39.6,13.1,2022-09-17T12:01:10.144Z,2022-09-17T23:01:43Z,3785168081,140,56.0,3785168089,212,18.3,3785168093,213,5.9,3785168085,141,4.1,3788352191,178,,3785168079,56,Right,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926257,20,1,1,0,51,cobffe32r7g4skka9m19qib63,1,56,4.1,2022-09-17T12:01:11.585Z,2022-09-17T23:01:49Z,3785168169,141,9.4,3785168167,140,39.1,3788352273,178,,3785168171,212,18.1,3785168165,56,Back,3785168173,213,2.9,,,,,,,5rabxq8qyxf2q2ak506xim9rd,L. Robertone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926315,21,1,1,0,53,cobffe32r7g4skka9m19qib63,1,39.1,9.4,2022-09-17T12:01:13.565Z,2022-09-17T23:01:55Z,3785168387,56,Back,3785168393,212,22.2,3785168389,140,31.3,3785168395,213,1.9,3788352341,178,,3785168391,141,39.7,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926407,22,1,1,0,57,cobffe32r7g4skka9m19qib63,1,32.1,45.8,2022-09-17T12:01:17.367Z,2022-09-17T23:02:01Z,3785168813,141,81.6,3785168809,56,Back,3785168811,140,41.0,3785168815,212,26.1,3788352415,178,,3785168817,213,1.2,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926455,23,1,1,1,2,cobffe32r7g4skka9m19qib63,1,48.2,83.4,2022-09-17T12:01:22.446Z,2022-09-17T23:02:05Z,3788352457,178,,3785169003,212,25.6,3785168997,56,Back,3785169005,213,4.0,3785168999,140,32.8,3785169001,141,54.3,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926483,24,1,1,1,5,cobffe32r7g4skka9m19qib63,1,32.8,54.3,2022-09-17T12:01:25.208Z,2022-09-17T23:02:07Z,3785169113,212,27.2,3785169109,140,46.3,3785169107,56,Back,3785169115,213,5.3,3788352501,178,,3785169111,141,20.2,,,,,,,99zc12kmr9893h24mo95wcn9x,Rodrigo Ely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926539,25,1,1,1,8,cobffe32r7g4skka9m19qib63,1,46.3,20.2,2022-09-17T12:01:27.918Z,2022-09-17T23:02:20Z,3785169307,213,5.6,3788352787,178,,3785169305,212,16.3,3785169299,56,Right,3785169301,140,58.2,3785169303,141,4.7,,,,,,,a5x0poaqzssg2yuou57qgyead,Chumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926599,26,1,1,1,11,cobffe32r7g4skka9m19qib63,1,58.2,4.7,2022-09-17T12:01:30.991Z,2022-09-17T23:02:26Z,3785169573,213,0.3,3785169567,140,72.5,3785169571,212,15.9,3785169565,56,Right,3788352869,178,,3785169569,141,12.2,,,,,,,6mz6fzrfndfv7zpm38a6msmw9,Alejandro Pozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926609,27,61,1,1,13,cobffe32r7g4skka9m19qib63,0,71.3,11.5,2022-09-17T12:01:33.517Z,2022-09-17T23:02:36Z,3788353047,178,,3785169617,56,Right,,,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926627,5,49,1,1,14,50x1m4u58lffhq6v6ga1hbxmy,1,29.5,74.6,2022-09-17T12:01:34.078Z,2022-09-17T23:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461208901,733,3,1,1,14,50x1m4u58lffhq6v6ga1hbxmy,0,40.8,76.1,2022-09-17T12:01:34.676Z,2022-09-17T23:03:50Z,3786643565,286,,3786643567,465,,3788354083,178,,3786643569,467,e6ok0deqkoe80184iu509gzu2,3786643563,56,Back,,,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926711,6,4,1,1,17,50x1m4u58lffhq6v6ga1hbxmy,1,32.4,78.6,2022-09-17T12:01:37.152Z,2022-09-17T23:03:55Z,3785170063,56,Back,3785170065,152,,3785170061,13,,3785170075,233,28,3785438373,295,,3785170069,285,,,,,,,,9ej7t1srxjcxe5p627eumn6d,Jaume Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460926681,28,4,1,1,17,cobffe32r7g4skka9m19qib63,0,67.6,21.4,2022-09-17T12:01:37.153Z,2022-09-17T23:03:54Z,3785170097,233,6,3788354147,178,,3785170095,286,,3785169899,152,,3785432481,295,,3785169897,56,Center,3785169895,13,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927031,7,1,1,1,43,50x1m4u58lffhq6v6ga1hbxmy,1,37.4,75.9,2022-09-17T12:02:02.994Z,2022-09-17T23:04:15Z,3785171393,56,Back,3785171389,5,,3788354415,178,,3785171397,141,93.5,3785171401,213,1.3,3785171395,140,40.5,3785171399,212,12.4,3785171391,152,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927063,8,1,1,1,46,50x1m4u58lffhq6v6ga1hbxmy,1,40,92.1,2022-09-17T12:02:06.406Z,2022-09-17T23:04:26Z,3785171489,140,44.6,3785171487,56,Back,3785171493,212,10.7,3785171491,141,78.0,3788354575,178,,3785171495,213,5.2,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927109,9,1,1,1,48,50x1m4u58lffhq6v6ga1hbxmy,1,44.5,75.8,2022-09-17T12:02:08.133Z,2022-09-17T23:04:28Z,3785171653,140,54.2,3788354605,178,,3785171655,141,54.6,3785171657,212,17.7,3785171651,56,Center,3785171659,213,5.3,,,,,,,3h58t56r9if0oh4qd3gz1wfrp,C. Grenier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927115,10,1,1,1,49,50x1m4u58lffhq6v6ga1hbxmy,1,54.2,54.6,2022-09-17T12:02:09.460Z,2022-09-17T23:04:34Z,3785171695,213,0.7,3785171691,141,57.5,3785171693,212,3.0,3785171687,56,Center,3788354655,178,,3785171689,140,56.4,,,,,,,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927137,11,1,1,1,50,50x1m4u58lffhq6v6ga1hbxmy,0,56.4,57.5,2022-09-17T12:02:10.336Z,2022-09-17T23:04:37Z,3785171779,56,Center,3785171783,141,44.6,3785171785,212,8.8,3785171789,213,4.7,3788354697,178,,3785171781,140,56.5,,,,,,,3pwr7lqvo4o08c4nvzqpuue39,V. Muriqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927129,29,49,1,1,52,cobffe32r7g4skka9m19qib63,1,42.7,58.5,2022-09-17T12:02:12.010Z,2022-09-17T23:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927217,30,1,1,1,52,cobffe32r7g4skka9m19qib63,1,45.3,58.2,2022-09-17T12:02:12.081Z,2022-09-17T23:04:53Z,3788354969,178,,3785172111,212,25.4,3785172113,213,6.0,3785172109,141,46.1,3785172105,56,Center,3785172107,140,68.2,,,,,,,1trnf7miqmcgr67c4808t4yj9,S. Babić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461531967,1521,67,1,1,53,cobffe32r7g4skka9m19qib63,1,67.4,46.3,2022-09-17T12:02:13.257Z,2022-09-18T02:35:47Z,3788443699,233,1144,,,,,,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461531963,1144,67,1,1,53,50x1m4u58lffhq6v6ga1hbxmy,0,32.6,53.7,2022-09-17T12:02:13.258Z,2022-09-17T23:41:49Z,3788443721,233,1521,,,,,,,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460930157,41,61,1,1,53,cobffe32r7g4skka9m19qib63,1,69.3,43.6,2022-09-17T12:02:13.287Z,2022-09-18T02:35:47Z,3788357271,178,,3785185951,56,Center,,,,,,,,,,,,,,,,,,,e6ok0deqkoe80184iu509gzu2,E. Touré,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2460927183,12,43,1,1,56,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2022-09-17T12:02:16.226Z,2022-09-17T12:05:15Z,3785171987,56,Back,3785186281,144,61,,,,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927219,31,13,1,1,56,cobffe32r7g4skka9m19qib63,1,74.9,37.1,2022-09-17T12:02:16.667Z,2022-09-17T23:07:14Z,3785187781,55,41,3785187787,103,4.2,3785187779,29,,3785187785,102,61.8,3785187531,20,,3788357341,178,,3785433207,23,,3785187777,73,,blvf8qsi6iy6ejyer58okyxka,L. Ramazani,3785187789,215,3785172121,18,3785187793,231,50.5,,3785187791,230,98.9,3785172123,56,Center,,,,,,,,,,,,,,,,,,,
2460927213,13,5,1,1,58,50x1m4u58lffhq6v6ga1hbxmy,1,-0.6,36.7,2022-09-17T12:02:18.707Z,2022-09-17T23:07:16Z,3785172209,233,32,3785172091,346,,3785172089,56,Back,,,,,,,,,,,,,,,,9dewnn65ylruq567thg7ebqhh,Raíllo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927233,32,5,1,1,58,cobffe32r7g4skka9m19qib63,0,100.6,63.3,2022-09-17T12:02:18.707Z,2022-09-17T23:07:16Z,3785172185,56,Center,3785172221,233,13,3785172187,346,,,,,,,,,,,,,,,,,blvf8qsi6iy6ejyer58okyxka,L. Ramazani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927429,14,1,1,2,9,50x1m4u58lffhq6v6ga1hbxmy,1,4.3,45.8,2022-09-17T12:02:29.137Z,2022-09-17T23:07:23Z,3785173157,141,13.3,3785173155,140,12.1,3785173159,212,23.6,3785173935,189,,3785173151,124,,3785173161,213,5.1,3785173153,56,Back,3785173165,237,,6ekdnbnk56xlxforb5owt3dn9,P. Rajković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927461,15,1,1,2,10,50x1m4u58lffhq6v6ga1hbxmy,1,12.1,13.3,2022-09-17T12:02:30.068Z,2022-09-17T23:07:36Z,3785173273,140,23.6,3785173995,189,,3788357811,178,,3785173275,141,18.1,3785173277,212,12.5,3785173271,56,Back,3785173279,213,0.3,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927483,16,1,1,2,11,50x1m4u58lffhq6v6ga1hbxmy,1,23.6,18.1,2022-09-17T12:02:31.360Z,2022-09-17T23:07:40Z,3785173417,212,9.4,3785173421,213,0.2,3785173407,56,Back,3788357907,178,,3785173413,141,20.8,3785173409,140,32.4,,,,,,,22dchchxwrsty67ultrs61qz9,Pablo Maffeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927505,17,1,1,2,13,50x1m4u58lffhq6v6ga1hbxmy,1,32.4,20.8,2022-09-17T12:02:33.117Z,2022-09-17T23:07:43Z,3785173521,212,11.7,3788358027,178,,3785173525,213,5.2,3785173515,140,37.6,3785173509,56,Back,3785173517,141,5.6,,,,,,,7ubtan6a51o79w469zawrqqqd,Ruíz de Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460927547,18,1,1,2,15,50x1m4u58lffhq6v6ga1hbxmy,1,30.5,5.8,2022-09-17T12:02:35.173Z,2022-09-17T23:07:47Z,3788358189,178,,3785173699,1,,3785173691,140,67.4,3785173697,213,0.2,3785173695,212,39.9,3785173689,56,Right,3785173687,157,,3785173693,141,20.0,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
